synset_id	concept	gloss	wordnet21id	supersense	supersense_src	n_member_lemmas	n_tokens	member_lemmas_slp1	decode_src
94054,93877	dṛś	to behold			none	1	2	dfS	lemma-fallback
94055,93787	śru	to hear			none	1	2	Sru	lemma-fallback
94060,94056	śru	to hear			none	1	2	Sru	lemma-fallback
94155	taste	perceive by the sense of taste; 'Can you taste the garlic?'			none	2	2	ras|AsvAday	word-senses
94156	season	lend flavor to			none	1	2	mikz	word-senses
94170	sicken	make sick or nauseated; turn one's stomach			none	2	2	utkliS|udvij	word-senses
94171	sweeten	make sweeter in taste			none	2	2	svad|svaday	word-senses
94199	give away	give out freely			none	2	2	mA|viBaj	word-senses
94199,94577	vibhaj	to divide			none	1	2	viBaj	lemma-fallback
94232,128654	aś	to come to			none	1	2	aS	lemma-fallback
94232,89200	san	to gain			none	1	2	san	lemma-fallback
94232,93381	aś	to come to			none	2	2	aS|avAp	lemma-fallback
94239	line up	get something or somebody for a specific purpose; 'I found this gadget that will serve as a bottle opener'; 'I got hold of these tools to fix our plumbing'; 'The chairman got hold of a secretary on Friday night to type the urgent letter'			none	2	2	prativid|saMvid	word-senses
94277,95428	muc	to loose			none	2	2	muc|nirmuc	lemma-fallback
94304	pass	place into the hands or custody of; 'Turn the files over to me, please'; 'He turned over the prisoner to his lawyers'			none	2	2	cAray|upanAmay	word-senses
94313	allocate	distribute according to a plan or set apart for a special purpose; 'I am allocating a loaf of bread to everyone on a daily basis'; 'I'm allocating the rations for the camping trip'			none	2	2	praviBaj|viBaj	word-senses
94328	refuse	refuse to accept; 'He refused my offer of hospitality'			none	2	2	varjay|pratyanujYA	word-senses
94332,89200	van	to like			none	1	2	van	lemma-fallback
94391	pay	give money in exchange for goods or services; 'I paid four dollars for this sandwich'; 'Pay the waitress, please'			none	1	2	dA	word-senses
94420	barter	exchange goods			none	2	2	vimA|vinimA	word-senses
94462	spend	pay out; 'spend money'			none	2	2	pariSram|vyayIkf	word-senses
94477	beg	ask to obtain free, as of money			none	1	2	Bikz	word-senses
94483	impound	take by legal authority			none	2	2	hf|AdA	word-senses
94511,89566	yāpay	to cause to depart			none	1	2	yApay	lemma-fallback
94512	run down	deplete; 'exhaust one's savings'			none	2	2	Buj|prakzi	word-senses
94528	bribe	make illegal payments to in exchange for favors or influence; 'This judge can be bought'			none	2	2	Bid|viSoDay	word-senses
94577	distribute	administer or bestow, as in small portions; 'administer critical remarks to everyone present'; 'dole out some money'; 'shell out pocket money for the children'; 'deal a blow to someone'			none	1	2	BAjay	word-senses
94577,94199	cāray	[alchemy]			none	2	2	cAray|vitf	lemma-fallback
94592	offer	offer verbally: 'extend my greetings'; 'He offered his sympathy'			none	1	2	pradA	word-senses
94632	fine	impose a fine on			none	2	2	dApay|daRqay	word-senses
94670	inherit	obtain through, or as if through, inheritance			none	1	2	Agam	word-senses
94679	reduce	lessen; 'reduced standard of living'			none	2	2	hA|astaMgamay	word-senses
94790	requite	make repayment for or return something			none	1	2	pratikf	word-senses
94967	enthrone	put a monarch on the throne; 'The Queen was enthroned more than 50 years ago'			none	2	2	niyojay|saMniveSay	word-senses
95006	prefer	promote over another			none	2	2	av|Akfz	word-senses
95098	bottle up	control and refrain from showing; of emotions			none	2	2	stamBay|saMyam	word-senses
95114	abolish	do away with; 'Slavery was abolished in the mid-19th century in America and in Russia'			none	2	2	utsad|utsAday	word-senses
95156	dally	behave carelessly or indifferently; 'Play about with a young girl's affection'			none	1	2	lal	word-senses
95184	oversee	watch and direct; 'Who is overseeing this project?'			none	1	2	avekz	word-senses
95197	specialize	devote oneself to a special area of work; 'She specializes in honey bees'; 'This plumber specialized in jacuzzis'			none	1	2	udyam	word-senses
95218	participate	be involved in something			none	1	2	anupraviS	word-senses
95220	prevent	prevent from doing something or being in a certain state; 'We must prevent the cancer from spreading'			none	2	2	tyAjay|vinivAray	word-senses
95303	consociate	bring or come into friendly association; 'The churches consociated to fight their dissolution'			none	2	2	sTA|saMsfj	word-senses
954	spit	the act of spitting (forcefully expelling saliva)	00115	act	direct	2	2	nizWIva|nizWIvana	word-senses
95418	imprison	lock up in jail			none	2	2	avaruD|AsiD	word-senses
95494	regulate	impose regulations on			none	1	2	viDA	word-senses
95504	wrong	treat unjustly; do wrong to			none	1	2	aparAD	word-senses
95600,88034	khyāpay	to make known			none	2	2	KyApay|sUcay	lemma-fallback
95604	bind	create social or emotional ties			none	2	2	banD|nibanD	word-senses
95611	rear	bring up; 'raise a family'; 'bring up children'			none	1	2	varDay	word-senses
95617,92311	upās	to employ			none	1	2	upAs	lemma-fallback
95654	care	provide care for; 'The nurse was caring for the wounded'			none	1	2	avekz	word-senses
95660,95088	parimocay	to release			none	1	2	parimocay	lemma-fallback
95670	foster	promote the growth of; 'Foster our children's well-being and education'			none	2	2	puz|bfMhay	word-senses
95673,95642	pṛ	to bring over			none	2	2	pf|prAv	lemma-fallback
95736	molest	harass or assault sexually; make indecent advances to			none	2	2	Darzay|prakf	word-senses
95778	corrupt	corrupt morally			none	2	2	duz|viDvaMs	word-senses
95810,95176	īś	to own			none	1	2	IS	lemma-fallback
95814	reign	have sovereign power; 'Henry VIII reigned for a long time'			none	2	2	IS|saMgrah	word-senses
95830	condescend	do something that one considers to be below one's dignity			none	2	2	nam|upanam	word-senses
95832	take care	be careful, prudent, or watchful; 'Take care when you cross the street!'			none	1	2	prayat	word-senses
95882,89288	gup	to guard			none	1	2	gup	lemma-fallback
95887,96437	sthā	to stand			none	1	2	sTA	lemma-fallback
95892,85977	as	to be			none	2	2	as|BU	lemma-fallback
95892,95963	as	to be			none	1	2	as	lemma-fallback
95893	account for	be the sole or primary factor in the existence, acquisition, supply, or disposal of something; 'Passing grades account for half of the grades given in this exam'			none	2	2	vft|aDikf	word-senses
95947,89446	jīv	to live			none	1	2	jIv	lemma-fallback
95979	necessitate	require as useful, just, or proper; 'It takes nerve to do what she did'; 'success usually requires hard work'; 'This job asks a lot of patience and skill'; 'This position demands a lot of personal sacrifice'; 'This dinner demands a spectacular dessert'			none	2	2	arh|apekz	word-senses
95983	obviate	do away with			none	1	2	nihan	word-senses
96041	wait	wait before acting			none	2	2	apekz|udIkz	word-senses
96052	predominate	be larger in number, quantity, or importance; 'Money reigns supreme here'; 'Hispanics predominate in this neighborhood'			none	1	2	udric	word-senses
96080	cohabit	room or live together; usually said of two people who are not married			none	1	2	anuvas	word-senses
9613	lapwing	large crested Old World plover having wattles and spurs	02004	animal	direct	2	2	koyazwi|koyazwika	word-senses
96175	imitate	imitate in behavior or appearance; 'She is imitating the comedian very well!'; 'Her little brother apes her behavior'			none	2	2	kalpay|anugam	word-senses
96194	prolong	lengthen or extend in duration or space			none	1	2	Atan	word-senses
96231	extend	reach outward in space; 'This rock sticks out'; 'The awning extends several feet over the sidewalk'			none	2	2	anusaMtan|Ayam	word-senses
96235	lie	be located or situated somewhere; occupy a certain position			none	2	2	sTA|lI	word-senses
96268	incarnate	represent in bodily form; 'He embodies all that is evil wrong with the system'			none	2	2	mUrCay|avatf	word-senses
96274	befit	accord or comport with			none	2	2	kﾱp|juz	word-senses
96302	last	be long; in time			none	2	2	anubanD|prasaYj	word-senses
96366	abound in	exist in large quantity			none	2	2	parijan|rapS	word-senses
96368	attach to	be associated with; 'French fries come with the hamburger'			none	1	2	yuj	word-senses
96369	attend	to accompany as a circumstance or follow as a result: 'Menuhin's playing was attended by a 15-minute standing ovation'			none	2	2	juz|upapad	word-senses
96381	disagree	be different from one another			none	2	2	Bid|vyutTApay	word-senses
96386	can	expresses permission; 'You may leave now'; 'Can I have another piece of cake?'			none	1	2	arh	word-senses
96405,93793	prāp	to attain to			none	1	2	prAp	lemma-fallback
96594,94021	bhrāj	to shine			none	1	2	BrAj	lemma-fallback
96598,96618	jval	to burn brightly			none	1	2	jval	lemma-fallback
96599	blaze	shine brightly and intensively			none	2	2	dIp|ABrAj	word-senses
96606	reflect	be bright by reflecting or casting light			none	2	2	BA|avaBAsay	word-senses
96638	hardly	almost not; 'he hardly ever goes fishing'; 'he was hardly more than sixteen years old'; 'they scarcely ever used the emergency generator'			none	1	2	duHKam	word-senses
96733	never	not at all; certainly not; not in any circumstances; 'never fear'; 'bringing up children is never easy'; 'that will never do'; 'what is morally wrong can never be politically right'			none	1	2	nanu	word-senses
96849	unfortunately	by bad luck; 'unfortunately it rained all day'; 'alas, I cannot stay'			none	1	2	aho	word-senses
96853	hence	(archaic) from this place; 'get thee hence!'			none	1	2	atas	word-senses
96891	now	in the historical present; at this point in the narration of a series of past events; 'President Kennedy now calls in the National Guard'; 'Washington now decides to cross the Delaware'; 'the ship is now listing to port'			none	1	2	aTa	word-senses
96955	a lot	to a very great degree or extent; 'we enjoyed ourselves very much'; 'she was very much interested'; 'this would help a great deal'			none	1	2	bahuDA	word-senses
96963	previously	at an earlier time or formerly; 'she had previously lived in Chicago'; 'he was previously president of a bank'; 'better than anything previously proposed'; 'a previously unquestioned attitude'; 'antecedently arranged'			none	1	2	pUrvam	word-senses
96974	alternatively	in place of, or as an alternative to; 'Felix became a herpetologist instead'; 'alternatively we could buy a used car'			none	2	2	atra|tatas	word-senses
97075	above	at an earlier place; 'see above'			none	2	2	purastAt|pUrvatra	word-senses
97183	upstream	against the current; 'he swam upstream'			none	1	2	pratisrotas	word-senses
97206	at home	(in sports) on the home team's field; 'they played at home last night'			none	1	2	amA	word-senses
97223,69052	dūra	distant			none	1	2	dUra	lemma-fallback
97254,96807	makṣū	quickly			none	1	2	makzU	lemma-fallback
97274,129840	idam	this			none	1	2	idam	lemma-fallback
97275	here	to this place (especially toward the speaker); 'come here, please'			none	2	2	arvAk|iha	word-senses
97280	there	to or toward that place; away from the speaker; 'go there around noon!'			none	1	2	tatra	word-senses
97339,97357	sākam	together			none	2	2	sAkam|smat	lemma-fallback
97342,96850	tatas	from that			none	1	2	tatas	lemma-fallback
97342,97344	atra	in this matter			none	2	2	atra|tu	lemma-fallback
97347	so	in order that; 'he stooped down so he could pick up his hat'			none	1	2	yAvat	word-senses
97614	as it were	as if it were really so; 'she lives here, as it were'			none	1	2	iva	word-senses
97619	at will	as one chooses or pleases; 'he can roam the neighborhood at will'			none	1	2	vfTak	word-senses
97755	excessively	to an excessive degree; 'John is neat to a fault'			none	1	2	ati	word-senses
97799	vice versa	with the order reversed; 'she hates him and vice versa'			none	1	2	anyaTA	word-senses
97820	lightly	with little weight or force; 'she kissed him lightly on the forehead'			none	2	2	SanakEs|SanEs	word-senses
98007	rightly	with honesty; 'he was rightly considered the greatest singer of his time'			none	2	2	aYjasA|yaTAnyAyam	word-senses
98165	quietly	with little or no sound; 'the class was listening quietly and intently'; 'she was crying quietly'			none	2	2	SanakEs|SanEs	word-senses
98386	midmost	the middle or central part or point; 'in the midst of the forest'; 'could he walk out in the midst of his piece?'			none	1	2	antar	word-senses
988	collision	the act of colliding with something		act	propagated	2	2	sampAta|vega	word-senses
98889	falsely	in an insincerely false manner; 'a seduction on my part would land us with the necessity to rise, bathe and dress, chat falsely about this and that, and emerge into the rest of the evening as though nothing had happened'			none	1	2	miTuyA	word-senses
99205	irretrievably	in an irretrievable manner; 'it is irretrievably lost'			none	1	2	asaMBavyam	word-senses
99238	left	toward or on the left; 'he looked right and left'; also figuratively; 'the political party has moved left'			none	1	2	vAmatas	word-senses
9955	bitch	female of any member of the dog family	02063	animal	direct	1	2	SunI	word-senses
99684	independently	apart from others; 'the clothes were hung severally'			none	1	2	pfTak	word-senses
99744	smash	with a loud crash; 'the car went smash through the fence'			none	2	2	mazmazA|mfSmaSA	word-senses
100006,96762	samaha	anyhow			none	1	1	samaha	lemma-fallback
100109,97295	antar	within			none	1	1	antar	lemma-fallback
100135	naturally	through inherent nature; 'he was naturally lazy'			none	1	1	svatas	word-senses
100140	one by one	in single file; 'the prisoners came out one by one'			none	1	1	kramaSas	word-senses
100145	widely	so as to leave much space or distance between; 'widely separated'			none	1	1	urviyA	word-senses
100159,97339	saha	together with			none	1	1	saha	lemma-fallback
100171	straight	in a straight line; in a direct course; 'the road runs straight'			none	1	1	pratyArjavam	word-senses
100172	painfully	in or as if in pain; 'she moved painfully forward'; 'sorely wounded'			none	1	1	saSUlam	word-senses
100214,43689	sugata	a Buddha			none	1	1	sugata	lemma-fallback
100223,46794	mātṛ	a mother			none	1	1	mAtf	lemma-fallback
100241	Bhadrāsana	a kind of Āsana		act	propagated	1	1	Badra	word-senses
100242	Bhadra	a particular part of a house			none	1	1	Badra	word-senses
100245	Sugrīva	name of a divine being; attendant of Śiva		person	propagated	1	1	sugrIva	word-senses
100255	Āvarta	a kind of cloud		object	propagated	1	1	Avarta	word-senses
100280	Karavīra	a species of Soma		person	propagated	1	1	karavIra	word-senses
