rank	lemma_slp1	deva	iast	gloss	core_rank	coverage_pct	cumulative_pct	lesson	card_href
3914	paYcANga	पञ्चाङ्ग	pañcāṅga	pañcā Nga n. (mostly ibc. ) 5 members or parts of the body, Kir. ; 5 parts of a tree ( viz. root, b…	4485	0.00297036	67.5208	79	../../w/pa_59c_41_4ega.html
3915	Palaka	फलक	phalaka	phalaka ( ifc. ( ikā ) f. ) = phala , fruit, result, gain ( -tva n. ), Kull. on Mn. ii, 146	4486	0.00297036	67.5238	79	../../w/_50alaka.html
3916	prAtaHsavana	प्रातःसवन	prātaḥsavana	prātaḥ—savana n. the m˚ libation of Soma (accompanied with 10 ceremonial observances, viz. the prā…	4487	0.00297036	67.5268	79	../../w/pr_41ta_48savana.html
3917	puzpaka	पुष्पक	puṣpaka	puṣpaka m. a kind of serpent, Suśr.	4488	0.00297036	67.5297	79	../../w/puzpaka.html
3918	rAD	राध्	rādh	rādh ( cf. √ ṛdh and radh ) cl. 5. 4. P. ( Dhātup. xxvii, 16 ; xxvi, 71 ) rādhnoti , rādhyati ( Ved…	4489	0.00297036	67.5327	79	../../w/r_41_44.html
3919	samakza	समक्ष	samakṣa	sam-akṣa mfn. being within sight or before the eyes, present, visible, Śak. ; BhP.	4490	0.00297036	67.5357	79	../../w/samakza.html
3920	SaraBa	शरभ	śarabha	śarabha m. a kind of deer or (in later times) a fabulous animal (supposed to have eight legs and to…	4491	0.00297036	67.5386	79	../../w/_53ara_42a.html
3921	sTARu	स्थाणु	sthāṇu	sthāṇu mfn. ( accord. to some for sthalnu ) standing firmly, stationary, firm, fixed, immovable, mo…	4492	0.00297036	67.5416	79	../../w/s_54_41_52u.html
3922	stf	स्तृ	stṛ	1. stṛ (or stṝ ), cl. 5. 9. P. Ā. ( Dhātup. xxvii, 6 ; xxxi, 14 ) stṛṇoti , stṛṇute or stṛṇāti , st…	4493	0.00297036	67.5446	79	../../w/stf.html
3923	SuBa	शुभ	śubha	śubha mf( ā )n. splendid, bright, beautiful, handsome (often f. voc. , śubhe , ‘fair one!’ in addre…	4494	0.00297036	67.5476	79	../../w/_53u_42a.html
3924	suSruta	सुश्रुत	suśruta	su—śruta mfn. ( su- ) very famous, RV.	4495	0.00297036	67.5505	79	../../w/su_53ruta.html
3925	svAgata	स्वागत	svāgata	svā gata mfn. (for sv-āg˚ See p. 1283) come of o˚ 's self, MW.	4496	0.00297036	67.5535	79	../../w/sv_41gata.html
3926	viruc	विरुच्	viruc	vi-√ruc Ā. -rocate ( pf. -rurucuḥ , RV. ; aor. vy-arucat , Ragh. ; Kathās. ; Bhaṭṭ. ), to shine for…	4498	0.00297036	67.5565	79	../../w/viruc.html
3927	anuvrata	अनुव्रत	anuvrata	anu-vrata mfn. devoted to, faithful to, ardently attached to (with gen. or acc. )	4500	0.00294036	67.5594	79	../../w/anuvrata.html
3928	Aspada	आस्पद	āspada	āspada n. ( ifc. mf( ā )n. fr. pada with ā prefixed, s being inserted), place, seat, abode, Śak. ;…	4501	0.00294036	67.5624	79	../../w/_41spada.html
3929	Bukta	भुक्त	bhukta	bhukta , bhukti . See √ 2. bhuj .	4502	0.00294036	67.5653	79	../../w/_42ukta.html
3930	divyOzaDi	दिव्यौषधि	divyauṣadhi	divyau zaDi f. red arsenic, Bhpr.	4503	0.00294036	67.5682	79	../../w/divy_4fza_44i.html
3931	gopI	गोपी	gopī	go-pī ( ī ), f. id. , L.	4504	0.00294036	67.5712	79	../../w/gop_49.html
3932	jAtI	जाती	jātī	jātī f. = ˚ti , q.v.	4505	0.00294036	67.5741	79	../../w/j_41t_49.html
3933	jIvaka	जीवक	jīvaka	jīvaka mfn. living, alive, Hcar. vii	4506	0.00294036	67.5771	79	../../w/j_49vaka.html
3934	kAmya	काम्य	kāmya	1. kāmya Nom. P. ˚yati , to have a desire for (only ifc. , e.g. putra-kāmyati , to have a desire fo…	4507	0.00294036	67.58	79	../../w/k_41mya.html
3935	karSana	कर्शन	karśana	karśana mfn. (√ kṛś ), rendering lean, attenuating, causing emaciation, Suśr.	4508	0.00294036	67.5829	79	../../w/kar_53ana.html
3936	lajj	लज्ज्	lajj	lajj cl. 6. Ā. ( Dhātup. xxviii, 10 ) lajjate ( ep. also ˚ti ; pf. lalajje , 3. pl. ˚jjire , Kathās…	4510	0.00294036	67.5859	79	../../w/lajj.html
3937	rasAYjana	रसाञ्जन	rasāñjana	rasā Yjana n. vitriol of copper or a sort of collyrium prepared from it with the addition of Curcum…	4511	0.00294036	67.5888	79	../../w/ras_41_59jana.html
3938	rodasI	रोदसी	rodasī	rodasī See p. 889, cols. 1, 2.	4512	0.00294036	67.5918	79	../../w/rodas_49.html
3939	ftAvan	ऋतावन्	ṛtāvan	ṛtā-van mf( arī )n. keeping within the fixed order or rule, regular, proper (as inanimate objects)	4513	0.00294036	67.5947	79	../../w/ft_41van.html
3940	Srotf	श्रोतृ	śrotṛ	śrotṛ (with acc. ) or śrotṛ (with gen. ), mfn. one who hears, hearing, a hearer, RV. &c. &c.	4514	0.00294036	67.5976	79	../../w/_53rotf.html
3941	trivft	त्रिवृत्	trivṛt	tri—vṛt mfn. threefold, triple, triform, consisting of 3 parts or folds &c., RV. &c.	4515	0.00294036	67.6006	79	../../w/trivft.html
3942	upAdAna	उपादान	upādāna	upā -dAna n. the act of taking for one's self, appropriating to one's self, MBh. ; Mn. &c.	4516	0.00294036	67.6035	79	../../w/up_41d_41na.html
3943	vAsA	वासा	vāsā	vāsā f. = vāsaka Gendarussa vulgaris Nees. H. 1140 . 2,592 . 605 . HALĀY. 2,43 . ŚABDAR. _im_ ŚKDR.…	4517	0.00294036	67.6065	79	../../w/v_41s_41.html
3944	vicCid	विच्छिद्	vicchid	vi-cchid (√ chid ) P. -chinatti , -chintte to cut or tear or cleave or break asunder, cut off, divi…	4518	0.00294036	67.6094	79	../../w/vic_43id.html
3945	vittama	वित्तम	vittama	vittama s. u. 2. vid .	4519	0.00294036	67.6123	79	../../w/vittama.html
3946	antari	अन्तरि	antari	antar-√i -ayati to come between, Mṛcch. ; ( perf. -ayāṃ cakāra ) to conceal, cause to disappear, Śi…	4520	0.00291036	67.6152	79	../../w/antari.html
3947	avaDi	अवधि	avadhi	ava-dhi m. attention, L.	4521	0.00291036	67.6182	79	../../w/ava_44i.html
3948	dAridrya	दारिद्र्य	dāridrya	dāri˚drya n. poverty, Mṛcch. ; VarBṛ. ; Pañc. ; Hit.	4522	0.00291036	67.6211	79	../../w/d_41ridrya.html
3949	gardaBa	गर्दभ	gardabha	1. gardabha m. ‘crier, brayer (?)’, an ass, RV. ; AV. &c. ( ifc. f( ā ). , Kathās. lxx )	4524	0.00291036	67.624	79	../../w/garda_42a.html
3950	gopA	गोपा	gopā	go—pā m. ( nom. ās acc. ām du. ā or au pl. nom. ās instr. ābhis ) a herdsman, guardian, RV. ; AV. ;…	4525	0.00291036	67.6269	79	../../w/gop_41.html
3951	Ih	ईह्	īh	īh cl. 1. Ā. īhate , īhāṃ-cakre , īhiṣyate , īhitum , rarely P. īhati , &c., to endeavour to obtain…	4526	0.00291036	67.6298	80	../../w/_49h.html
3952	kAruRya	कारुण्य	kāruṇya	1. kāruṇya mfn. praiseworthy [ Comm. ] TBr. ii.	4527	0.00291036	67.6327	80	../../w/k_41ru_52ya.html
3953	kraya	क्रय	kraya	kraya &c. See √ krī .	4528	0.00291036	67.6356	80	../../w/kraya.html
3954	pariBraMS	परिभ्रंश्	paribhraṃś	pari-√bhraṃś only pr. p. Ā. in a-paribhraśyamāna mfn. not escaping, Kām.	4529	0.00291036	67.6385	80	../../w/pari_42ra_4d_53.html
3955	pinv	पिन्व्	pinv	pinv cl. 1. P. ( Dhātup. xv, 79 ) pinvati ( p. pinvat , RV. ; pinvat , AV. ; pf. pipinva , RV. ; Ā.…	4530	0.00291036	67.6414	80	../../w/pinv.html
3956	praSAnti	प्रशान्ति	praśānti	pra-śānti f. sinking to rest, rest, tranquillity ( esp. of mind), calm, quiet, pacification, abatem…	4531	0.00291036	67.6444	80	../../w/pra_53_41nti.html
3957	rAjikA	राजिका	rājikā	rājikā f. See rājikā under rāji , col. 2.	4532	0.00291036	67.6473	80	../../w/r_41jik_41.html
3958	raTopasTa	रथोपस्थ	rathopastha	ratho pasTa/ m. the seat of a ch˚ , driving-box (as lower than the main body of the car), the hinde…	4533	0.00291036	67.6502	80	../../w/ra_54opas_54a.html
3959	rAti	राति	rāti	rāti mfn. ready or willing to give, generous, favourable, gracious, RV. ; AV. ; VS. ; Br.	4534	0.00291036	67.6531	80	../../w/r_41ti.html
3960	sampatti	सम्पत्ति	sampatti	sam-patti f. prosperity, welfare, good fortune, success, accomplishment, fulfilment, turning out we…	4535	0.00291036	67.656	80	../../w/sampatti.html
3961	zazWI	षष्ठी	ṣaṣṭhī	ṣaṣṭhī ( ī ), f. See below	4536	0.00291036	67.6589	80	../../w/zaz_57_49.html
3962	vanOkas	वनौकस्	vanaukas	vanau kas mfn. living in a forest	4537	0.00291036	67.6618	80	../../w/van_4fkas.html
3963	vivfdDi	विवृद्धि	vivṛddhi	vi-˚vṛddhi f. growth, increase, augmentation, enlargement, furthering, promotion, ŚrS. ; MBh. &c. (…	4538	0.00291036	67.6647	80	../../w/vivfd_44i.html
3964	vyAGrI	व्याघ्री	vyāghrī	vyāghrī ( ī ), f. See col. 3.	4539	0.00291036	67.6676	80	../../w/vy_41_47r_49.html
3965	yaTArTa	यथार्थ	yathārtha	yathā ˚rTa ( ˚thā r˚), mf( ā )n. accordant with reality, conformable to truth or the true meaning,…	4540	0.00291036	67.6705	80	../../w/ya_54_41r_54a.html
3966	ambarIza	अम्बरीष	ambarīṣa	ambarīṣa m. n. a frying pan, TS. v , KātyŚr.	4541	0.00288035	67.6734	80	../../w/ambar_49za.html
3967	apavAda	अपवाद	apavāda	apa-vāda m. evil speaking, reviling, blaming, speaking ill of ( gen. )	4542	0.00288035	67.6763	80	../../w/apav_41da.html
3968	avarudDi	अवरुद्धि	avaruddhi	ava-ruddhi f. only dat. ˚ddhyai , for the obtainment of ( gen. ), AitBr. ; ŚBr.	4543	0.00288035	67.6792	80	../../w/avarud_44i.html
3969	AvasaTa	आवसथ	āvasatha	ā-vasatha m. ( Uṇ. iii, 114 ) dwelling-place, abode, habitation, night's lodging, AV. ix, 6, 7 ; ŚB…	4544	0.00288035	67.6821	80	../../w/_41vasa_54a.html
3970	DarmatA	धर्मता	dharmatā	dharma—tā f. essence, inherent nature, Buddh.	4545	0.00288035	67.6849	80	../../w/_44armat_41.html
3971	Davala	धवल	dhavala	dhavala mf( ā )n. ( fr. √ 2. dhāv ? cf. Uṇ. i, 108 , Sch. ) white, dazzling wh˚ , Var. ; Kāv. ; Pur…	4546	0.00288035	67.6878	80	../../w/_44avala.html
3972	Gaw	घट्	ghaṭ	ghaṭ cl. 1. Ā. ˚ṭate (exceptionally P. ˚ti , MBh. iii, 14703 ; Vet. ii, 9/10 ; jaghaṭe , ghaṭiṣyate…	4547	0.00288035	67.6907	80	../../w/_47aw.html
3973	mARikya	माणिक्य	māṇikya	māṇikya n. ruby, Kāv. ; Kathās. &c.	4548	0.00288035	67.6936	80	../../w/m_41_52ikya.html
3974	nizpat	निष्पत्	niṣpat	niṣ-√pat P. -patati ( pf. 3. pl. -petur ind.p. -patya ), to fly out of ( abl. ), rush out, jump out…	4549	0.00288035	67.6965	80	../../w/nizpat.html
3975	pArAvata	पारावत	pārāvata	pārāvata mf( ī )n. ( fr. parā-vat ) remote, distant, coming from a distance, foreign, RV. ( instr.…	4550	0.00288035	67.6993	80	../../w/p_41r_41vata.html
3976	parijana	परिजन	parijana	pari-jana m. ( ifc. f( ā ). ) a surrounding company of people, entourage, attendants, servants, fol…	4551	0.00288035	67.7022	80	../../w/parijana.html
3977	pArzRi	पार्ष्णि	pārṣṇi	pārṣṇi f. ( L. also m. ; rarely f( pārṣṇī ). ; fr. √ pṛṣ ? cf. Uṇ. iv, 52 , Sch. ) the heel, RV. &c…	4552	0.00288035	67.7051	80	../../w/p_41rz_52i.html
3978	Saktimat	शक्तिमत्	śaktimat	śakti—mat mfn. possessed of ability, powerful, mighty, able to ( inf. or loc. ), Mn. ; MBh. &c.	4553	0.00288035	67.708	80	../../w/_53aktimat.html
3979	saMvarta	संवर्त	saṃvarta	saṃ-varta ˚taka &c. See under saṃ-√vṛt .	4554	0.00288035	67.7109	80	../../w/sa_4dvarta.html
3980	tAqana	ताडन	tāḍana	tāḍana mfn. beating, striking, hitting, hurting, R. G. i, 30, 17 ; BhP. viii, 11, 9	4556	0.00288035	67.7138	80	../../w/t_41qana.html
3981	upaSama	उपशम	upaśama	upa-śama m. the becoming quiet, assuagement, alleviation, stopping, cessation, relaxation, intermis…	4557	0.00288035	67.7166	80	../../w/upa_53ama.html
3982	vizamajvara	विषमज्वर	viṣamajvara	vi-ṣama—jvara m. irregular (chronic) fever, Suśr.	4558	0.00288035	67.7195	80	../../w/vizamajvara.html
3983	vitasti	वितस्ति	vitasti	vi-tasti f. (once in Hcat. m. ; prob. fr. √ tan ) a partic. measure of length (defined either as a…	4559	0.00288035	67.7224	80	../../w/vitasti.html
3984	yOgaMDarAyaRa	यौगंधरायण	yaugaṃdharāyaṇa	yauga—ṃ-dharāyaṇa m. ( fr. yugaṃdhara and yogaṃ-dhara ) patr. Pravar. ( cf. g. naḍā di)	4560	0.00288035	67.7253	80	../../w/y_4fga_4d_44ar_41ya_52a.html
3985	aTarvan	अथर्वन्	atharvan	atharvan m. (said to be fr. an obsolete word athar , fire), a priest who has to do with fire and So…	4561	0.00285035	67.7281	80	../../w/a_54arvan.html
3986	balAhaka	बलाहक	balāhaka	balāhaka or valāhaka , m. ( Naigh. i, 10 ) a rain or thunder-cloud, any cloud, MBh. ; Kāv. &c. ( if…	4562	0.00285035	67.731	80	../../w/bal_41haka.html
3987	caRaka	चणक	caṇaka	caṇaka m. the chick-pea, Suśr. ; VarBṛS. xv f. ; Pañcat. ; Kathās.	4563	0.00285035	67.7338	80	../../w/ca_52aka.html
3988	Cavi	छवि	chavi	chavi f. skin, cuticle, PārGṛ., iii, 12 ; Hariv. 15709 ; Suśr. ; VarBṛS. lxix, 28 ff.	4564	0.00285035	67.7367	80	../../w/_43avi.html
3989	dASaraTi	दाशरथि	dāśarathi	dāśa—rathi m. a descendant of Daśa-ratha patr. of Rāma, MBh. ; R. &c.	4565	0.00285035	67.7395	80	../../w/d_41_53ara_54i.html
3990	jagatpati	जगत्पति	jagatpati	jagat—pati m. the lord of the world, Prab. i, 22/23 ( ˚tas pati , AV. vii, 17, 1 )	4566	0.00285035	67.7424	80	../../w/jagatpati.html
3991	keyUra	केयूर	keyūra	keyūra n. a bracelet worn on the upper arm, MBh. ; R. ; Ragh. &c.	4567	0.00285035	67.7452	80	../../w/key_55ra.html
3992	leha	लेह	leha	leha m. one who licks, a licker, sipper ( madhuno lehaḥ , ‘sipper of honey’, a bee), Bhaṭṭ.	4568	0.00285035	67.7481	80	../../w/leha.html
3993	parAvat	परावत्	parāvat	parā-vat (for ˚ra-vat ) mfn. offering beatitude, Āpast.	4569	0.00285035	67.7509	80	../../w/par_41vat.html
3994	pudgala	पुद्गल	pudgala	pudgala mf( ā )n. beautiful, lovely, handsome, MārkP.	4570	0.00285035	67.7538	80	../../w/pudgala.html
3995	zaqviDa	षड्विध	ṣaḍvidha	ṣaḍ—vidha ( ṣaḍ- ), mfn. sixfold, of six sorts, Br. ; ŚāṅkhŚr. ; Mn. &c.	4571	0.00285035	67.7566	80	../../w/zaqvi_44a.html
3996	samutpat	समुत्पत्	samutpat	sam-ut-√pat P. -patati , to fly up together, spring up, ascend, rise (as the sun, clouds &c.), AV.…	4572	0.00285035	67.7595	80	../../w/samutpat.html
3997	SastraBft	शस्त्रभृत्	śastrabhṛt	śastra—bhṛt m. = -dhara , Gaut. ; Mn. ; MBh. &c.	4573	0.00285035	67.7623	80	../../w/_53astra_42ft.html
3998	zawsAhasrI	षट्साहस्री	ṣaṭsāhasrī	ṣaṭ—sāhasrī f. N. of wk.	4574	0.00285035	67.7652	80	../../w/zaws_41hasr_49.html
3999	yakzman	यक्ष्मन्	yakṣman	yakṣman m. pulmonary consumption, consumption, KātyŚr. , Sch. ; MBh. &c.	4577	0.00285035	67.768	80	../../w/yakzman.html
4000	yavIyas	यवीयस्	yavīyas	yavīyas mfn. ( compar. of yuvan ) younger, Mn. ; MBh. &c. (with mātṛ , jananī or ambā , a younger s…	4578	0.00285035	67.7709	80	../../w/yav_49yas.html
4001	yugAnta	युगान्त	yugānta	yugā nta m. the end of the yoke, R.	4579	0.00285035	67.7737	81	../../w/yug_41nta.html
4002	AbanD	आबन्ध्	ābandh	ā-√bandh P. -badhnāti ( impf. ā baDnAt, AV. vi, 81, 3 ; pf. -babandha ) Ā. ( pf. -bedhe , AV. v, 28…	4580	0.00282035	67.7765	81	../../w/_41ban_44.html
4003	avalamb	अवलम्ब्	avalamb	ava-√lamb -lambate ( ind.p. -lambya , exceptionally P. , e.g. Pot. -lambet , MBh. i, 8443 ed. Bomb.…	4581	0.00282035	67.7794	81	../../w/avalamb.html
4004	badarI	बदरी	badarī	badarī ( ī ), f. See below	4582	0.00282035	67.7822	81	../../w/badar_49.html
4005	bAhlika	बाह्लिक	bāhlika	bālhika or bāhlika , m. ( pl. ) N. of a people, MBh. ; a king of the Bālhikas, ib. ; Hariv. ; Pur.…	4583	0.00282035	67.785	81	../../w/b_41hlika.html
4006	bIjaka	बीजक	bījaka	bījaka n. seed, Suśr.	4584	0.00282035	67.7878	81	../../w/b_49jaka.html
4007	dA	दा	dā	dā f. id. , L.	4585	0.00282035	67.7907	81	../../w/d_41.html
4008	darvI	दर्वी	darvī	darvī f. = ˚vi , a ladle, VS. ii, 49 ( voc. ˚vi ; cf. Pāṇ. vii, 3, 109 , Vārtt. 2), Kauś. ; ĀśvGṛ.…	4586	0.00282035	67.7935	81	../../w/darv_49.html
4009	gaRikA	गणिका	gaṇikā	gaṇikā f. a harlot, courtezan, Mn. iv ; Yājñ. i, 161 ; MBh. xiii ; Mṛcch. &c.	4587	0.00282035	67.7963	81	../../w/ga_52ik_41.html
4010	hotra	होत्र	hotra	hotra n. sacrificing, the function or office of the Hotṛ, RV. ; AV. ; ŚBr. ; Kāṭh.	4588	0.00282035	67.7991	81	../../w/hotra.html
4011	kftAnta	कृतान्त	kṛtānta	kṛtā nta mfn. causing an end, bringing to an end, leading to a decisive termination, BhP. ix, 6, 13	4589	0.00282035	67.8019	81	../../w/kft_41nta.html
4012	lal	लल्	lal	lal ( cf. √ laḍ ) cl. 1. P. ( Dhātup. ix, 77 ) lalati ( mc. also ˚te ), to play, sport, dally, frol…	4590	0.00282035	67.8048	81	../../w/lal.html
4013	lAvaRya	लावण्य	lāvaṇya	lāvaṇya n. ( ifc. f( ā ). ) saltness, the taste or property of salt, Amar.	4591	0.00282035	67.8076	81	../../w/l_41va_52ya.html
4014	nitamba	नितम्ब	nitamba	nitamba m. the buttocks or hinder parts ( esp. of a woman; mostly du. ; ifc. f( ā ). ; -tā f. )	4592	0.00282035	67.8104	81	../../w/nitamba.html
4015	oka	ओक	oka	oka m. (√ uc Comm. on Uṇ. iv, 215 ), a house, refuge, asylum ( cf. an-oka-śāyin )	4593	0.00282035	67.8132	81	../../w/oka.html
4016	paYcagavya	पञ्चगव्य	pañcagavya	pañca—gavya n. the 5 products of the cow ( viz. milk, coagulated or sour milk, butter, and the liqu…	4594	0.00282035	67.816	81	../../w/pa_59cagavya.html
4017	pare	परे	pare	pare ind. later, farther, in future, afterwards, RV. ; MBh. ; Kāv.	4595	0.00282035	67.8189	81	../../w/pare.html
4018	puroDas	पुरोधस्	purodhas	puro—dha ( m.c. ) or puro—dhas , m. ‘placed at the head’, chief priest of a king, domestic chaplain…	4596	0.00282035	67.8217	81	../../w/puro_44as.html
4019	saMdarSana	संदर्शन	saṃdarśana	saṃ-darśana n. the act of looking steadfastly gazing, viewing, beholding, seeing, sight, vision ( s…	4597	0.00282035	67.8245	81	../../w/sa_4ddar_53ana.html
4020	saMsTA	संस्था	saṃsthā	saṃ-√sthā Ā. -tiṣṭhate ( Pāṇ. i, 3, 22 ; ep. and mc. also P. -tiṣṭhati ; Ved. inf. -sthātos , ĀpŚr.…	4598	0.00282035	67.8273	81	../../w/sa_4ds_54_41.html
4021	samudAhf	समुदाहृ	samudāhṛ	sam-ud-ā-√hṛ P. -harati , to utter together, pronounce, declare, Hariv. ; R. ; BhP.	4599	0.00282035	67.8301	81	../../w/samud_41hf.html
4022	SArada	शारद	śārada	śārada mf( ī , or śāradī )n. ( fr. śarad ) produced or growing in autumn, autumnal, mature, AV. &c.…	4600	0.00282035	67.833	81	../../w/_53_41rada.html
4023	tagara	तगर	tagara	takarī (also tagara , ˚raka or tagarī ) = sthakara or sthagara , a partic. fragrant powder ( Bloomf…	4601	0.00282035	67.8358	81	../../w/tagara.html
4024	trika	त्रिक	trika	trika mfn. triple, threefold, forming a triad, RV. x, 59, 9. ; Lāṭy. (Stoma; cf. eka- ), Śulbas. i…	4602	0.00282035	67.8386	81	../../w/trika.html
4025	vApa	वाप	vāpa	1. vāpa m. = 1. vāya , ‘weaving’ or ‘a weaver’ (see tantu- , tantra- , sūtra-v˚ ).	4603	0.00282035	67.8414	81	../../w/v_41pa.html
4026	vfzan	वृषन्	vṛṣan	vṛṣan mfn. ( acc. vṛṣāṇam or vṛṣaṇam nom. pl. ˚ṣāṇas ; prob. originally ‘raining, sprinkling, impre…	4604	0.00282035	67.8442	81	../../w/vfzan.html
4027	aBiram	अभिरम्	abhiram	abhi-√ram -ramate , to dwell, ĀśvGṛ. ; to repose, ŚāṅkhGṛ. ; Mn. iii, 251 ; Yājñ. i, 251 ; to delig…	4605	0.00279034	67.847	81	../../w/a_42iram.html
