lemma_slp1	layer	sense_id	sense_gloss	count_estimated	method	confidence	provenance
nimiz	mw	nimiz#2	to be shut (said of the eyelids), R. ;	31	mfs	1.0	estimated
paYcaSiKa	mw	paYcaSiKa#4	of an attendant of Śiva , Kathās.	31	mfs	0.6	estimated
paYcajana	mw	paYcajana#3	N. of a demon slain by Kṛṣṇa , MBh. ; R. &c. ( cf. pAYcajanya )	31	mfs	0.6667	estimated
parizvaNga	mw	parizvaNga#1	pari-zvaNga m. embracing, an embrace, MBh. ; R. &c.	31	mfs	1.0	estimated
piRqaka	mw	piRqaka#1	piRqaka m. n. a lump, ball, knob, Hariv. ; Suśr.	31	mfs	1.0	estimated
plavana	mw	plavana#5	leaping, jumping over ( comp. ), R.	31	mfs	0.6	estimated
pradih	mw	pradih#1	pra-√ dih P. -degDi , to smear over, besmear, anoint, Suśr.	31	mfs	1.0	estimated
pratyAnI	mw	pratyAnI#4	Desid. Ā. -ninIzate , to wish to bring back, try to rearrange or restore, MBh.	31	mfs	1.0	estimated
prozWapada	mw	prozWapada#1	prozWa—pada/ m. (and f( A ). ) sg. du. and pl. ‘the foot of a stool’, N. of a double Nakṣatra of the	31	mfs	1.0	estimated
puzpavat	mw	puzpavat#1	1. pu/zpa—vat ( pu/zpa- ), mfn. having f˚ or decorated with f˚ , flowery, blooming, RV. &c. &c.	31	mfs	1.0	estimated
samAcakz	mw	samAcakz#1	sam-A-√ cakz Ā. -cazwe , to relate fully, tell, report, MBh. ; R. ; BhP.	31	mfs	1.0	estimated
sampradru	mw	sampradru#1	sam-pra-√ dru P. -dravati , to run away together, run quite off, escape, MBh. ; BhP.	31	mfs	1.0	estimated
sapraBa	mw	sapraBa#1	sa—praBa mfn. having the same lustre or appearance ( -tva n. ), MBh. ; VarBṛS.	31	mfs	0.6667	estimated
sarayU	mw	sarayU#1	sarayU f. later N. of the river Sarayu (above), MBh. ; Kāv. &c.	31	mfs	1.0	estimated
suKita	mw	suKita#1	suKita mfn. pleased, delighted, comforted ( am ind. ), Kāv. ; Kathās. &c.	31	mfs	1.0	estimated
suraTa	mw	suraTa#7	of a son of Jayadratha , ib.	31	mfs	1.0	estimated
tEkzRya	mw	tEkzRya#2	pungency (of drugs), i , iii f. ; R.	31	mfs	0.75	estimated
tavizI	mw	tavizI#1	ta/vizI f. power, strength, violence, courage (also pl. ; instr. ˚zIBis ind. , ‘powerfully, violentl	31	mfs	1.0	estimated
uSInara	mw	uSInara#1	uSI—nara m. pl. ( Comm. on Uṇ. iv, 1 ), N. of an ancient people in Central India, AitBr. ; Pāṇ. ; MB	31	mfs	1.0	estimated
unmatta	mw	unmatta#4	u/n-matta m. the thorn-apple, Datura Metel and Fastuosa , Suśr.	31	mfs	0.9583	estimated
upatApa	mw	upatApa#3	pain, trouble	31	mfs	0.5	estimated
utplu	mw	utplu#4	to jump over;	31	mfs	1.0	estimated
vAtAyana	mw	vAtAyana#3	vAtA yana n. ‘ w˚ -passage’, a window, air-hole, loop-hole, Kāv. ; Kathās. &c.	31	mfs	0.6667	estimated
vIraRa	mw	vIraRa#1	vIraRa m. N. of a Prajā-pati (father of Vīraṇī or Asiknī ), MBh. ; Hariv.	31	mfs	1.0	estimated
vasuka	mw	vasuka#4	vasuka/ n. a kind of salt, L.	31	mfs	1.0	estimated
vftratUrya	mw	vftratUrya#1	vftra—tU/rya n. conquest of enemies or V˚ , battle, victory, RV.	31	mfs	1.0	estimated
viSleza	mw	viSleza#1	vi-Sleza m. loosening, separation, dissolution, disjunction, falling asunder, Kathās. ; Suśr. ( saMD	31	mfs	1.0	estimated
vivarjana	mw	vivarjana#1	vi-˚varjana n. the act of avoiding, shunning, leaving, giving up or desisting from ( gen. abl. , or 	31	mfs	1.0	estimated
vizuva	mw	vizuva#1	vizuva m. or n. ( cf. vizuva/t ; acc. vizuvam or vizvam cf. 1. vizu above) the equinox, MBh. ; Pur.	31	mfs	1.0	estimated
ApA	mw	ApA#2	Pass. -pIyate , &c.) to drink in, suck in or up;	30	mfs	1.0	estimated
BUmikA	mw	BUmikA#3	a story, floor, Inscr. ; Pañcat. (with gfho/pari , the flat roof of a house, Śukas. )	30	mfs	1.0	estimated
BUzA	mw	BUzA#1	BUzA f. ornament, decoration, Kāv. ; Kathās. &c.	30	mfs	1.0	estimated
BaYjana	mw	BaYjana#1	BaY˚jana mfn. breaking, a breaker, destroyer, dispeller, R. ; Kathās. &c.	30	mfs	1.0	estimated
Bftaka	mw	Bftaka#3	Bftaka m. a hired labourer, servant, Mn. ; MBh. &c.	30	mfs	1.0	estimated
Di	mw	Di#4	to nourish, satiate, satisfy, Br. ;	30	mfs	1.0	estimated
Dura	mw	Dura#1	Du/ra m. yoke, pole, burden, peg of the axle ( esp. ifc. ), MBh. &c.	30	mfs	1.0	estimated
DuraMDara	mw	DuraMDara#4	chief, leader, MBh. ; Kāv.	30	mfs	1.0	estimated
GAsa	mw	GAsa#1	GAsa/ m. ( Pāṇ. ii, 4, 38 ; vi, 2, 144 ) food, meadow or pasture grass, AV. ( GAsA/d GAsa/m , ‘one b	30	mfs	1.0	estimated
SESava	mw	SESava#6	N. of various Sāman s, ĀrṣBr.	30	mfs	0.6667	estimated
Sarkara	mw	Sarkara#1	Sarkara mf( A )n. consisting of gravel or grit, gritty, ŚBr. ; KātyŚr.	30	mfs	0.5	estimated
aDarAYc	mw	aDarAYc#1	aDarAcI/na [ RV. ii, 17, 5 ] or aDarAcya^ [(5); AV. ], mfn. or aDarA/Yc , A/N , A/cI , A/k , Ved. te	30	mfs	1.0	estimated
aSasti	mw	aSasti#1	a/-Sasti f. not wishing well, curse, RV. vi, 68, 6	30	mfs	1.0	estimated
aSvA	mw	aSvA#1	a/SvA f. ( g. ajA di , q.v. ) a mare, RV. &c.	30	mfs	1.0	estimated
adeva	mw	adeva#2	godless, impious, RV.	30	mfs	1.0	estimated
akARqa	mw	akARqa#2	causeless, unexpected	30	mfs	1.0	estimated
alAyuDa	mw	alAyuDa#1	alA yuDa m. ‘whose weapon is the sting from the tail of a scorpion’, N. of a Rākṣasa , MBh. vii, 800	30	mfs	1.0	estimated
anekaviDa	mw	anekaviDa#1	an-eka—viDa mfn. of many kinds, in different ways, various.	30	mfs	1.0	estimated
anupradA	mw	anupradA#1	anu-pra- √ 1. dA to surrender, make over, Buddh. ;	30	mfs	1.0	estimated
aparAjitA	mw	aparAjitA#1	a/-parAjitA f. (with diS ) the northeast quarter, AitBr. &c.	30	mfs	1.0	estimated
apraja	mw	apraja#1	a/-praja mf( A )n. (√ jan ), without progeny, childless, RV. i, 21, 5 ; Mn. &c.	30	mfs	1.0	estimated
arti	mw	arti#1	arti f. = Arti , pain, Suśr. ; Kathās.	30	mfs	1.0	estimated
avaguh	mw	avaguh#2	to embrace, VarBṛS. ; Pañcat.	30	mfs	1.0	estimated
avahAra	mw	avahAra#1	ava-hAra m. truce, suspension of arms, MBh. ; cessation of playing &c., Kathās.	30	mfs	1.0	estimated
barbara	mw	barbara#6	(only L. ) curly hair	30	mfs	0.6667	estimated
buBukzA	mw	buBukzA#2	wish to eat, appetite, hunger, R. ; Var. &c.	30	mfs	1.0	estimated
cAmuRqA	mw	cAmuRqA#3	one of the 8 Nāyikā s of Durgā , BrahmaP. ii, 61, 80	30	mfs	1.0	estimated
cArudezRa	mw	cArudezRa#1	cAru—dezRa m. N. of a son of Gaṇḍūṣa , Hariv. 1940	30	mfs	1.0	estimated
devana	mw	devana#2	2. devana m. a die, dice for gambling, L.	30	mfs	0.6	estimated
drAvaRa	mw	drAvaRa#2	drAvaRa n. the act of causing to run &c., Hariv.	30	mfs	1.0	estimated
duzwara	mw	duzwara#2	unconquerable, irresistible	30	mfs	0.4286	estimated
dvirada	mw	dvirada#2	dvi—rada m. an elephant, MBh. ; Kāv. &c.	30	mfs	1.0	estimated
dvirePa	mw	dvirePa#1	dvi—rePa m. ‘shaped like 2 r's or having 2 r's in its name ( Bramara ) ?’, a large black bee, Var. ;	30	mfs	1.0	estimated
dvitIyA	mw	dvitIyA#4	( sc. tiTi ) the 2nd day of a half-month, Ratn. iv, 2/3	30	mfs	1.0	estimated
hemakUwa	mw	hemakUwa#1	hema—kUwa m. ‘ g˚ -peaked’, N. of one of the ranges of mountains dividing the known continent into 9	30	mfs	0.8571	estimated
jagatIpati	mw	jagatIpati#1	jagatI—pati m. ‘earth-lord’, a king, MBh. i , iii ; R. i ; BhP. v	30	mfs	1.0	estimated
kAkatuRqI	mw	kAkatuRqI#3	a kind of brass, L.	30	mfs	1.0	estimated
kArzika	mw	kArzika#1	kArzika mfn. ( g. CedA di ) weighing a Karṣa , Mn. viii, 136 ; Yājñ. i, 364 ; Suśr.	30	mfs	1.0	estimated
kaRqUmat	mw	kaRqUmat#1	kaRqU—mat mfn. scratching, itching, Suśr.	30	mfs	1.0	estimated
kampillaka	mw	kampillaka#1	kampilyaka , m. ( Car. ), kampilla , m. ( Suśr. ), kampillaka , m. ( Suśr. ), kampilvaka , m. ( Car.	30	mfs	1.0	estimated
kapAwa	mw	kapAwa#1	kapAwa m.f( I , L. )n. a door, the leaf or panel of a door, MBh. ; BhP. ; Pañcat. ; Mṛcch. &c.	30	mfs	1.0	estimated
kzati	mw	kzati#4	defect, fault, mistake, Sāh.	30	mfs	1.0	estimated
kzut	mw	kzut#1	1. kzut f. a sneeze, sneezing, MārkP. xxxv, 24.	30	mfs	1.0	estimated
lAYCana	mw	lAYCana#1	lAYCana n. a mark, sign, token ( ifc. = marked or characterized by, furnished or provided with), Kāl	30	mfs	1.0	estimated
lipsu	mw	lipsu#1	lipsu mfn. wishing to gain or obtain, desirous of, longing for ( acc. or comp. ), MBh. ; Kāv. &c. ( 	30	mfs	1.0	estimated
mARavaka	mw	mARavaka#1	mARavaka m. a youth, lad, fellow (= prec. ), Gobh. ; Kāv. ; Pur. &c. ( cf. mADavya- and mAyAm˚ )	30	mfs	1.0	estimated
mArtaRqa	mw	mArtaRqa#2	a statue of the sun-god, Rājat.	30	mfs	1.0	estimated
mETila	mw	mETila#2	mETila m. a king of M˚ ( pl. the people of M˚ ), ib.	30	mfs	1.0	estimated
mahattama	mw	mahattama#1	mahat—tama mfn. greatest or very great	30	mfs	1.0	estimated
nESa	mw	nESa#1	nESa or nE˚Sika , mf( I )n. ( fr. niSA ) relating to night, happening at night, nightly, nocturnal, 	30	mfs	1.0	estimated
nErASya	mw	nErASya#1	nEr—ASya n. hopelessness, non-expectancy, despair at ( prati or comp. ), MBh. ; R. &c.	30	mfs	1.0	estimated
nikfzwa	mw	nikfzwa#1	ni-˚kfzwa mfn. debased, vile, low, despised, outcast, MBh. ; Kāv. &c.	30	mfs	0.5	estimated
nirjIva	mw	nirjIva#1	nir—jIva mf( A )n. lifeless, dead, MBh. &c.	30	mfs	1.0	estimated
pAraSava	mw	pAraSava#1	pAraSava mf( I )n. ( fr. paraSu ; but also written pArasava ) made of iron (only in sarvap˚ )	30	mfs	0.3333	estimated
pUrRimA	mw	pUrRimA#1	pUrRimA f. the night or day of full moon, Rājat. ; Sūryas.	30	mfs	1.0	estimated
pfTula	mw	pfTula#1	pfTula mf( A )n. broad, large, great, MBh. ; Śiś. ; Kathās.	30	mfs	1.0	estimated
pradarSana	mw	pradarSana#1	pra-˚darSana n. look, appearance (often ifc. , with f( A ). ), MBh. ; R.	30	mfs	1.0	estimated
prataraRa	mw	prataraRa#1	pra-˚ta/raRa mf( I )n. furthering, promoting, increasing (with AyuzaH , ‘prolonging life’), RV. ; AV	30	mfs	1.0	estimated
puruzAdaka	mw	puruzAdaka#2	( pl. ) N. of certain cannibals, MārkP.	30	mfs	1.0	estimated
rAjavfkza	mw	rAjavfkza#1	rAja—vfkza m. ‘royal tree’, N. of a kind of tree, Car. ; Bhpr. ( accord. to L. , Cathartocarpus Fist	30	mfs	1.0	estimated
rAvaRi	mw	rAvaRi#3	of any son of Rāvaṇa ( pl. the sons of R˚ ), Bhaṭṭ.	30	mfs	1.0	estimated
sTapati	mw	sTapati#2	sTa—pa/ti m. ( accord. to some sTapati , fr. caus. of √ 1. sTA ) ‘place-lord’, a king, chief, govern	30	mfs	0.8	estimated
saMlApa	mw	saMlApa#1	saM-lApa m. ( ifc. f( A ). ) talking together, familiar or friendly conversation, discourse with ( i	30	mfs	1.0	estimated
samopeta	mw	samopeta#1	sam-o peta mfn. (for sam-A-up˚ , √ 5. i ) furnished or endowed with, possessed of ( comp. ), MBh. ; 	30	mfs	1.0	estimated
sampradAna	mw	sampradAna#1	sam-pradAna n. the act of giving or handing over completely, presenting, bestowing (also in marriage	30	mfs	1.0	estimated
saptacCada	mw	saptacCada#1	sapta—cCada m. ‘7 leaved’, a kind of tree, MW.	30	mfs	1.0	estimated
satyA	mw	satyA#11	of a daughter of Nagna-jit (and wife of Kṛṣṇa ), ib.	30	mfs	0.5714	estimated
senajit	mw	senajit#3	of a son of Kṛṣṇa , Hariv.	30	mfs	1.0	estimated
sriD	mw	sriD#2	2. sri/D f. erring, failing, a misbeliever, foe, enemy, RV. ; AV. ; VS.	30	mfs	1.0	estimated
sudAs	mw	sudAs#2	su—dA/s m. N. of a celebrated king of the Tṛtsu s (son of Divo-dāsa , at whose court both Vasiṣṭha a	30	mfs	1.0	estimated
tARqava	mw	tARqava#1	tARqava m. n. ( g. arDarcA di ; fr. taRqu ?) dancing ( esp. with violent gesticulation), frantic dan	30	mfs	1.0	estimated
tilottamA	mw	tilottamA#1	tilo ttamA f. N. of an Apsaras , MBh. &c.	30	mfs	1.0	estimated
tuhina	mw	tuhina#1	tuhina n. ( Siddh. napuṃs. 41 ) frost, cold, mist, dew, snow, Pañcat. ii, 58 ; Ṛtus. ; Kathās. ; Rāj	30	mfs	0.75	estimated
tutTaka	mw	tutTaka#1	tutTaka n. blue vitriol, Suśr. i, 38, 34	30	mfs	1.0	estimated
upaveSana	mw	upaveSana#1	upa-veSana n. the act of sitting down, ĀśvŚr. ; Kauś.	30	mfs	1.0	estimated
uttap	mw	uttap#2	to heat thoroughly, Rājat. ; Lāṭy. &c.;	30	mfs	1.0	estimated
vEdehaka	mw	vEdehaka#3	a merchant, Hcar.	30	mfs	1.0	estimated
vEguRya	mw	vEguRya#3	imperfection, defectiveness (with janmanaH , ‘inferiority of birth’), ŚrS. ; Mn. &c.	30	mfs	1.0	estimated
vEparItya	mw	vEparItya#1	vEparItya n. ( fr. vi-parI ta ) contrariety, opposition, reverse, Pañcat. ; Hit. ; MārkP. &c.	30	mfs	1.0	estimated
varANga	mw	varANga#2	the female pudenda, Kathās.	30	mfs	1.0	estimated
vartaka	mw	vartaka#5	vartaka n. a sort of brass or steel, L. [ cf. Gk. ὄρτυξ , ὀρτυγία .]	30	mfs	0.5556	estimated
viSasana	mw	viSasana#4	vi-˚Sa/sana n. cutting up, dissecting, MBh. ; Suśr.	30	mfs	0.5	estimated
vipfTu	mw	vipfTu#2	N. of a prince belonging to the Vṛṣṇi s, MBh.	30	mfs	1.0	estimated
vizkira	mw	vizkira#1	vi-z-kira m. (√ kF ) ‘scatterer’, a gallinaceous bird (such as a domestic fowl, partridge, quail &c.	30	mfs	1.0	estimated
AQakI	mw	AQakI#2	a kind of fragrant earth, Bhpr.	29	mfs	1.0	estimated
AjIva	mw	AjIva#1	A-jIva m. livelihood, ŚvetUp. ; Mn. xi, 63 ; MBh. &c.	29	mfs	1.0	estimated
AkroSa	mw	AkroSa#1	A-kroSa m. ( Nir. ; Pāṇ. vi, 2, 158 ) assailing with harsh language, scolding, reviling, abuse, Yājñ	29	mfs	1.0	estimated
AmantraRa	mw	AmantraRa#3	inviting, invitation, Yājñ. ; MBh. &c.	29	mfs	1.0	estimated
Avapana	mw	Avapana#4	a vessel, jar, ewer, MaitrS. ; BhP.	29	mfs	1.0	estimated
Bagna	mw	Bagna#5	Bagna n. the fracture of a leg, Suśr.	29	mfs	1.0	estimated
Bfzwi	mw	Bfzwi#1	1. Bfzwi/ f. ( cf. √ hfz ; for 2. Bfzwi See under √ Brajj ) a spike, point, top, corner, edge, RV. ;	29	mfs	1.0	estimated
Cedin	mw	Cedin#1	Cedin mfn. ifc. cutting off, tearing asunder, Mn. iv, 71 ; Ragh.	29	mfs	0.6667	estimated
DAnyABraka	mw	DAnyABraka#1	DAnyA Bra & DAnyA B˚raka , n. a partic. preparation of talc, Bhpr.	29	mfs	1.0	estimated
KawvANga	mw	KawvANga#5	N. of a king of the solar line, MBh. i, 2109 ; VP. ( v.l. KawvA Ngada ), BhP. ii	29	mfs	1.0	estimated
Opayika	mw	Opayika#1	Opayika mf( I )n. ( fr. upA ya , g. vinayA di , Pāṇ. v, 4, 34 ; with shortening of the A , Kāś. on i	29	mfs	1.0	estimated
SalalI	mw	SalalI#3	a small porcupine.	29	mfs	1.0	estimated
SazkulI	mw	SazkulI#2	a kind of disease of the ear, ŚārṅgS. ;	29	mfs	0.5	estimated
SrIPala	mw	SrIPala#1	SrI—Pala m. the Bilva tree, Aegle Marmelos , L.	29	mfs	1.0	estimated
SvaPalka	mw	SvaPalka#1	Sva—Palka m. N. of a son of Vṛṣṇi , Hariv. ; Pur.	29	mfs	1.0	estimated
aBihf	mw	aBihf#1	aBi-√ hf to bring, offer, ŚBr. &c.;	29	mfs	1.0	estimated
aByAyam	mw	aByAyam#3	to aim at, RV. viii, 92, 31 ; ŚBr. ; AitBr. ;	29	mfs	1.0	estimated
aDrigu	mw	aDrigu#1	a/-Dri—gu mfn. ( a/Dri- ) ( m. pl. Avas ), irresistible, RV.	29	mfs	1.0	estimated
acitta	mw	acitta#1	a-ci/tta mfn. unnoticed, unexpected	29	mfs	1.0	estimated
ambAlikA	mw	ambAlikA#2	of a plant, N. of a daughter of a king of Kāśi (wife of Vicitravīrya , and mother of Pāṇḍu ), MBh.	29	mfs	1.0	estimated
ananna	mw	ananna#1	a/n-anna n. rice or food undeserving of its name, ŚBr. xiv.	29	mfs	1.0	estimated
anujan	mw	anujan#1	anu-√ jan cl. 4. Ā. -jAyate , to follow in being born or produced or arising;	29	mfs	1.0	estimated
asaMvfta	mw	asaMvfta#1	a/-saMvfta mfn. uncovered, unconcealed, ŚBr. xiv	29	mfs	1.0	estimated
ativah	mw	ativah#1	ati-√ vah to carry over or across to pass by;	29	mfs	1.0	estimated
avagrah	mw	avagrah#1	ava-√ grah -gfhRAti ( Pot. -gfh RIyAt ) to let loose, let go, Lāṭy. ;	29	mfs	0.6667	estimated
azAQA	mw	azAQA#2	( A/ or A/s ), f. sg. or pl. N. of two lunar mansions (distinguished as purvA and uttarA , ‘the form	29	mfs	1.0	estimated
azWIlA	mw	azWIlA#2	a round pebble or stone, Suśr. a ball, globe, MBh. i, 4494 seqq. , ( cf. arkA zWilA )	29	mfs	1.0	estimated
brahmadina	mw	brahmadina#1	brahma—dina n. a day of Brahmā , MW.	29	mfs	1.0	estimated
cakAra	mw	cakAra#1	1. ca—kAra m. the letter or sound ca .	29	mfs	1.0	estimated
citrANgada	mw	citrANgada#2	citrA Ngada m. N. of a king of Daśārṇa , MBh. xiv, 2471	29	mfs	1.0	estimated
citraleKA	mw	citraleKA#3	N. of an Apsaras (skilful in painting), MBh. ; Hariv.	29	mfs	1.0	estimated
dASaraTi	mw	dASaraTi#1	dASa—raTi m. a descendant of Daśa-ratha patr. of Rāma , MBh. ; R. &c.	29	mfs	1.0	estimated
dIrGasUtra	mw	dIrGasUtra#1	dIrGa—sUtra mfn. ‘spinning a l˚ yarn’, slow, dilatory, procrastinating, MBh. ; R. &c.	29	mfs	1.0	estimated
dIrGatamas	mw	dIrGatamas#1	dIrGa/—tamas ( ˚Ga/- ), m. N. of a Ṛṣi with the patron. Aucathya and the metron. Māmateya , RV. i, 1	29	mfs	1.0	estimated
dOrBAgya	mw	dOrBAgya#1	dOr—BAgya n. ( fr. dur-Baga or -BagA ) ill-luck, misfortune, Yājñ. i, 282	29	mfs	1.0	estimated
daSaviDa	mw	daSaviDa#1	daSa—viDa mfn. of 10 kinds, tenfold, Jain. ; Sāṃkhyak. ; BhP. iii	29	mfs	1.0	estimated
dakziRIya	mw	dakziRIya#2	venerable, Lalit. xxvi, 26 ; Kāraṇḍ. xxiii, 205 and 208 f.	29	mfs	1.0	estimated
devApi	mw	devApi#1	devA/ pi m. ‘friend of the g˚ ’, N. of a Ṛṣi who was son of Ṛṣṭi-ṣeṇa , RV. x (according to a later 	29	mfs	1.0	estimated
durvarRa	mw	durvarRa#4	dur—varRa n. the fragrant bark of Feronia Elephantum , L.	29	mfs	1.0	estimated
gArgI	mw	gArgI#1	gA/rgI f. of the patr. gArgya ( Pāṇ. iv, 1, 16 and vi, 4, 150 ), N. of Vācaknavī ( cf. gargI ), ŚBr.	29	mfs	1.0	estimated
gOqa	mw	gOqa#2	relating or belonging to the Gauḍa s, Vātsyāy. ; Kāvyād. i, 35 ; Sarvad. xv	29	mfs	1.0	estimated
gopITa	mw	gopITa#2	2. go—pITa/ m. (√ 3. pA ) protection, RV. v, 65, 6 ; x, 35, 14 and 77, 7 ; AV. ; TS. ii ; TBr. i ; B	29	mfs	1.0	estimated
gulikA	mw	gulikA#5	a pill, Kathās. lxxxix ; Kālac.	29	mfs	0.5556	estimated
hEtuka	mw	hEtuka#2	( ifc. ) caused by, dependent on MBh. ; BhP.	29	mfs	1.0	estimated
hyas	mw	hyas#1	hya/s ind. ( g. svar-Adi ) yesterday, RV. ; &c.	29	mfs	0.75	estimated
indraDanus	mw	indraDanus#1	indra—Danu/s n. Indra 's bow, the rainbow, AV. xv, 1, 6.	29	mfs	1.0	estimated
kAmarUpa	mw	kAmarUpa#2	kAma—rUpa mfn. assuming any shape at will, protean, MBh. ; R. ; Megh.	29	mfs	0.6667	estimated
kaYcukin	mw	kaYcukin#5	a snake, L.	29	mfs	0.5	estimated
karRin	mw	karRin#7	karRi/n ( I ), m. a missile, arrow	29	mfs	0.8	estimated
koTa	mw	koTa#2	koTa m. putrefaction, corruption, Suśr.	29	mfs	1.0	estimated
kriyASakti	mw	kriyASakti#2	a Śakti or supernatural power as appearing in actions (opposed to DI-S˚ ), Sarvad. vi	29	mfs	1.0	estimated
kumArikA	mw	kumArikA#1	kumArikA/ ( ikA/ ), f. a girl from ten to twelve years old, virgin, AV. ; TāṇḍyaBr. ; MBh. &c.	29	mfs	1.0	estimated
kuntala	mw	kuntala#8	kuntala m. pl. N. of a people, MBh. ; VP. &c.	29	mfs	1.0	estimated
laNG	mw	laNG#3	to ascend, mount upon ( P. ), Bhaṭṭ. ;	29	mfs	0.3333	estimated
mEreya	mw	mEreya#1	mEreya m. n. a kind of intoxicating drink ( accord. to Suśr. , Sch. a combination of surA and Asava 	29	mfs	1.0	estimated
mahAvfkza	mw	mahAvfkza#2	a species of Euphorbia , Suśr. ; Car.	29	mfs	1.0	estimated
niri	mw	niri#1	nir-√ i P. -eti (1. sg. Subj. -ayA , RV. ; dat. inf. -e/tave , ib. ; Ā. nir-ayate , or nil-ayate , S	29	mfs	1.0	estimated
nizaNgin	mw	nizaNgin#4	N. of a son of Dhṛtarāṣṭra , MBh.	29	mfs	1.0	estimated
pUjanI	mw	pUjanI#2	a hen-sparrow, L.	29	mfs	1.0	estimated
parpawa	mw	parpawa#2	a kind of thin cake made of rice or pease-meal and baked in grease, L.	29	mfs	0.6667	estimated
piYjara	mw	piYjara#2	piYjara m. a tawny-brown colour, W. (also -tA f. , Kathās. ; -tva n. , Kād. )	29	mfs	0.5	estimated
praDam	mw	praDam#1	pra-√ DmA (or Dam ) P. ( Ā. Pot. -DmAyIta , ChUp. ) -Damati , to blow before or in front, blow away,	29	mfs	1.0	estimated
pramAdin	mw	pramAdin#1	pra-˚mAdin mfn. negligent, careless, incautious, indifferent, MBh. ; Kāv. &c.	29	mfs	1.0	estimated
pratiniDi	mw	pratiniDi#2	a substitute, representative, proxy, surety, ŚrS. ; Mn. ; MBh. &c.	29	mfs	0.5	estimated
pratisara	mw	pratisara#1	prati-˚sara/ m. ( ifc. f( A ). ) a cord or ribbon used as an amulet worn round the neck or wrist at 	29	mfs	1.0	estimated
sAhasika	mw	sAhasika#1	sAhasika mf( I )n. bold, daring, impetuous, rash, reckless, inconsiderate, MBh. ; Kāv. &c.	29	mfs	0.5	estimated
saMniyam	mw	saMniyam#1	saM-ni-√ yam P. -yacCati , to hold together, keep back, restrain, subdue, suppress, Mn. ; MBh. &c.;	29	mfs	1.0	estimated
samana	mw	samana#4	conflict, strife, ib. vi, 73, 3 ; 5 &c. ( Naigh. ii, 17 ).	29	mfs	1.0	estimated
samutsuka	mw	samutsuka#1	sam-utsuka mf( A )n. very uneasy or anxious, anxiously desirous, longing for ( comp. ), eager to ( i	29	mfs	1.0	estimated
saramA	mw	saramA#2	a female dog in general, bitch, L.	29	mfs	1.0	estimated
stEmitya	mw	stEmitya#1	stEmitya n. ( fr. stimita ) fixedness, rigidity, immobility, numbness, Kāv. ; Suśr.	29	mfs	1.0	estimated
surAri	mw	surAri#1	surA ri m. an enemy of the gods, an Asura (also a Rākṣasa ), Kāv. ; Kathās. &c.	29	mfs	1.0	estimated
sutasoma	mw	sutasoma#3	suta/—soma m. N. of a son of Bhīma-sena , MBh. ; VP.	29	mfs	1.0	estimated
titikzu	mw	titikzu#1	titikzu/ mfn. bearing, enduring patiently, forbearing, patient, AV. xii, 1, 48 ; ŚBr. xiv ; MBh. ; B	29	mfs	0.5	estimated
uccA	mw	uccA#1	uccA/ ind. above (in heaven), from above, upwards, RV. ; AV. xiii, 2, 36.	29	mfs	1.0	estimated
upaGrA	mw	upaGrA#4	to kiss, MBh. vii, 4357 ; Ragh. xiii, 70 ; R. :	29	mfs	1.0	estimated
upatApin	mw	upatApin#3	( upatApin ), suffering heat or pain, sick, ill, ŚBr. ; ChUp. ; Kauś. ; Mn.	29	mfs	1.0	estimated
utka	mw	utka#2	wishing for (with inf. ), desirous of, longing for	29	mfs	0.6667	estimated
uttamB	mw	uttamB#3	to support, RV. ; VS. ; TBr. ; TāṇḍyaBr. &c.:	29	mfs	1.0	estimated
vAgurA	mw	vAgurA#1	vAgurA f. a net (for catching deer or wild animals), trap, toils, snare, noose, MBh. ; Kāv. and c.	29	mfs	1.0	estimated
vArija	mw	vArija#2	vAri—ja m. a conch-shell, MBh. ; R.	29	mfs	0.7143	estimated
vArttika	mw	vArttika#9	vArttika n. an explanatory or supplementary rule, critical gloss or annotation (added to a grammatic	29	mfs	1.0	estimated
vfzaka	mw	vfzaka#2	N. of a king (son of Su-bala ), MBh.	29	mfs	1.0	estimated
vij	mw	vij#2	vij [ cf. Germ. wîchen , weichen ; Angl.Sax. wîkan ; Eng. vigorous ; weak .]	29	mfs	0.5	estimated
virAma	mw	virAma#2	end of a word or sentence, stop, pause ( ifc. = ending with), APrāt. ; Pāṇ. &c.	29	mfs	1.0	estimated
AtAmra	mw	AtAmra#1	A-tAmra mf( A )n. reddish, slightly copper-coloured, Kāvyād. ; Ratnāv.	28	mfs	1.0	estimated
BawabalAgra	mw	BawabalAgra#2	Bawa—balA gra n. an army, ib.	28	mfs	1.0	estimated
Duni	mw	Duni#1	Du/ni mfn. roaring, sounding, boisterous (the Marut s, rivers, the Soma &c.), RV. ; VS. ; TĀr.	28	mfs	1.0	estimated
DvAna	mw	DvAna#2	any sound or tone, Rājat. ; Kathās. ( cf. prati- ).	28	mfs	1.0	estimated
SAkalya	mw	SAkalya#2	N. of an ancient grammarian and teacher, Prāt. ; Nir. ; Pāṇ. &c. (who is held to be the arranger of 	28	mfs	1.0	estimated
SAvaka	mw	SAvaka#1	SAvaka m. the young of any animal, Kāv. (rarely applied to human beings, e.g. in muni-S˚ , a young B	28	mfs	1.0	estimated
