rank	lemma_slp1	lemma_iast	model	kind	bucket	core_rank	n_attested_cells	corpus_count	pct	cumulative_pct	lesson
4452	svarya	svarya	n_a	nominal	a-stems	6415	1	7	0.0009	48.36	5
4453	svIkaraRa	svīkaraṇa	n_a	nominal	a-stems	6416	1	2	0.0003	48.36	5
4454	vArAha	vārāha	n_a	nominal	a-stems	6418	1	1	0.0001	48.36	5
4455	vfzRya	vṛṣṇya	m_a	nominal	a-stems	6424	1	26	0.0035	48.36	5
4456	vfzRya	vṛṣṇya	n_a	nominal	a-stems	6424	5	69	0.0093	48.37	5
4457	ajamIQa	ajamīḍha	m_a	nominal	a-stems	6426	3	10	0.0013	48.37	5
4458	aniyama	aniyama	m_a	nominal	a-stems	6427	2	5	0.0007	48.37	5
4459	anucita	anucita	n_a	nominal	a-stems	6428	1	1	0.0001	48.37	5
4460	aSmaka	aśmaka	m_a	nominal	a-stems	6431	3	3	0.0004	48.37	5
4461	BidA	bhidā	f_A	nominal	a-stems	6434	2	3	0.0004	48.38	5
4462	cibuka	cibuka	n_a	nominal	a-stems	6436	2	2	0.0003	48.38	5
4463	klIba	klība	m_a	nominal	a-stems	6440	6	25	0.0034	48.38	5
4464	klIba	klība	n_a	nominal	a-stems	6440	3	19	0.0026	48.38	5
4465	marya	marya	m_a	nominal	a-stems	6442	7	58	0.0078	48.39	5
4466	nirUpaRa	nirūpaṇa	n_a	nominal	a-stems	6444	1	1	0.0001	48.39	5
4467	patnIka	patnīka	m_a	nominal	a-stems	6447	6	16	0.0022	48.39	5
4468	pratihAra	pratihāra	m_a	nominal	a-stems	6448	6	20	0.0027	48.39	5
4469	SAntA	śāntā	f_A	nominal	a-stems	6453	1	1	0.0001	48.39	5
4470	syona	syona	m_a	nominal	a-stems	6455	6	69	0.0093	48.4	5
4471	syona	syona	n_a	nominal	a-stems	6455	5	74	0.01	48.41	5
4472	varAka	varāka	m_a	nominal	a-stems	6458	2	2	0.0003	48.41	5
4473	varAka	varāka	n_a	nominal	a-stems	6458	1	1	0.0001	48.41	5
4474	ABIra	ābhīra	m_a	nominal	a-stems	6461	1	1	0.0001	48.41	5
4475	ajasra	ajasra	m_a	nominal	a-stems	6464	6	44	0.0059	48.42	5
4476	ajasra	ajasra	n_a	nominal	a-stems	6464	4	48	0.0065	48.43	5
4477	ama	ama	m_a	nominal	a-stems	6465	6	32	0.0043	48.43	5
4478	aSOca	aśauca	n_a	nominal	a-stems	6468	2	2	0.0003	48.43	5
4479	hiNkAra	hiṅkāra	m_a	nominal	a-stems	6474	6	48	0.0065	48.44	5
4480	puruzwuta	puruṣṭuta	m_a	nominal	a-stems	6484	5	29	0.0039	48.44	5
4481	samanta	samanta	m_a	nominal	a-stems	6486	3	38	0.0051	48.45	5
4482	samanta	samanta	n_a	nominal	a-stems	6486	6	85	0.0115	48.46	5
4483	sava	sava	m_a	nominal	a-stems	6492	9	86	0.0116	48.47	5
4484	SrIDara	śrīdhara	m_a	nominal	a-stems	6494	4	4	0.0005	48.47	5
4485	vizkira	viṣkira	m_a	nominal	a-stems	6502	2	3	0.0004	48.47	5
4486	ambazWA	ambaṣṭhā	f_A	nominal	a-stems	6506	1	1	0.0001	48.47	5
4487	eva	eva	m_a	nominal	a-stems	6511	4	25	0.0034	48.47	5
4488	gulikA	gulikā	f_A	nominal	a-stems	6513	1	2	0.0003	48.47	5
4489	kedAra	kedāra	m_a	nominal	a-stems	6521	1	1	0.0001	48.47	5
4490	kedAra	kedāra	n_a	nominal	a-stems	6521	1	1	0.0001	48.47	5
4491	kumArikA	kumārikā	f_A	nominal	a-stems	6523	4	6	0.0008	48.48	5
4492	lohita	lohita	m_a	nominal	a-stems	6524	10	97	0.0131	48.49	5
4493	lohita	lohita	n_a	nominal	a-stems	6524	8	149	0.0201	48.51	5
4494	mUlaka	mūlaka	m_a	nominal	a-stems	6526	2	2	0.0003	48.51	5
4495	mUlaka	mūlaka	n_a	nominal	a-stems	6526	3	3	0.0004	48.51	5
4496	nAqikA	nāḍikā	f_A	nominal	a-stems	6527	4	4	0.0005	48.51	5
4497	napuMsaka	napuṃsaka	m_a	nominal	a-stems	6528	4	25	0.0034	48.51	5
4498	napuMsaka	napuṃsaka	n_a	nominal	a-stems	6528	6	25	0.0034	48.52	5
4499	prAgBAra	prāgbhāra	m_a	nominal	a-stems	6532	5	17	0.0023	48.52	5
4500	raNga	raṅga	m_a	nominal	a-stems	6535	4	18	0.0024	48.52	5
4501	SAkta	śākta	m_a	nominal	a-stems	6536	1	1	0.0001	48.52	5
4502	saMjalpa	saṃjalpa	m_a	nominal	a-stems	6537	1	1	0.0001	48.52	5
4503	saMjanana	saṃjanana	m_a	nominal	a-stems	6538	2	2	0.0003	48.52	5
4504	saMjanana	saṃjanana	n_a	nominal	a-stems	6538	2	3	0.0004	48.52	5
4505	saMtarpaRa	saṃtarpaṇa	m_a	nominal	a-stems	6540	1	1	0.0001	48.52	5
4506	saMtarpaRa	saṃtarpaṇa	n_a	nominal	a-stems	6540	1	1	0.0001	48.52	5
4507	Sukrala	śukrala	m_a	nominal	a-stems	6543	1	1	0.0001	48.52	5
4508	viriYca	viriñca	m_a	nominal	a-stems	6549	1	1	0.0001	48.52	5
4509	yAcaka	yācaka	m_a	nominal	a-stems	6551	2	4	0.0005	48.52	5
4510	aparAjitA	aparājitā	f_A	nominal	a-stems	6556	3	7	0.0009	48.52	5
4511	aSokadatta	aśokadatta	m_a	nominal	a-stems	6559	6	25	0.0034	48.53	5
4512	candra	candra	m_a	nominal	a-stems	6564	11	129	0.0174	48.55	5
4513	candra	candra	n_a	nominal	a-stems	6564	7	106	0.0143	48.56	5
4514	izira	iṣira	m_a	nominal	a-stems	6570	7	18	0.0024	48.56	5
4515	izira	iṣira	n_a	nominal	a-stems	6570	3	11	0.0015	48.56	5
4516	joza	joṣa	m_a	nominal	a-stems	6571	4	20	0.0027	48.57	5
4517	krIqanaka	krīḍanaka	n_a	nominal	a-stems	6574	4	20	0.0027	48.57	5
4518	puRyAha	puṇyāha	n_a	nominal	a-stems	6581	4	7	0.0009	48.57	5
4519	puroDA	purodhā	f_A	nominal	a-stems	6582	5	41	0.0055	48.58	5
4520	recaka	recaka	m_a	nominal	a-stems	6584	1	1	0.0001	48.58	5
4521	sEkata	saikata	m_a	nominal	a-stems	6586	4	5	0.0007	48.58	5
4522	sEkata	saikata	n_a	nominal	a-stems	6586	2	3	0.0004	48.58	5
4523	SAkalya	śākalya	m_a	nominal	a-stems	6588	2	12	0.0016	48.58	5
4524	saptaka	saptaka	m_a	nominal	a-stems	6592	2	3	0.0004	48.58	5
4525	saptaka	saptaka	n_a	nominal	a-stems	6592	3	12	0.0016	48.58	5
4526	SoRa	śoṇa	m_a	nominal	a-stems	6594	5	13	0.0018	48.58	5
4527	SoRa	śoṇa	n_a	nominal	a-stems	6594	1	6	0.0008	48.58	5
4528	SyAmala	śyāmala	m_a	nominal	a-stems	6596	4	5	0.0007	48.58	5
4529	SyAmala	śyāmala	n_a	nominal	a-stems	6596	1	1	0.0001	48.58	5
4530	valka	valka	m_a	nominal	a-stems	6598	3	4	0.0005	48.58	5
4531	vyavasTAna	vyavasthāna	m_a	nominal	a-stems	6600	1	1	0.0001	48.58	5
4532	vyavasTAna	vyavasthāna	n_a	nominal	a-stems	6600	1	1	0.0001	48.58	5
4533	yaSodA	yaśodā	f_A	nominal	a-stems	6601	6	25	0.0034	48.59	5
4534	akAraRa	akāraṇa	m_a	nominal	a-stems	6604	1	21	0.0028	48.59	5
4535	akAraRa	akāraṇa	n_a	nominal	a-stems	6604	3	48	0.0065	48.6	5
4536	apagama	apagama	m_a	nominal	a-stems	6607	2	5	0.0007	48.6	5
4537	cAkzuza	cākṣuṣa	m_a	nominal	a-stems	6609	4	7	0.0009	48.6	5
4538	cAkzuza	cākṣuṣa	n_a	nominal	a-stems	6609	2	2	0.0003	48.6	5
4539	gadADara	gadādhara	m_a	nominal	a-stems	6611	3	9	0.0012	48.6	5
4540	gAyatra	gāyatra	m_a	nominal	a-stems	6613	4	206	0.0278	48.63	5
4541	gAyatra	gāyatra	n_a	nominal	a-stems	6613	13	364	0.0491	48.68	5
4542	guRAQya	guṇāḍhya	m_a	nominal	a-stems	6615	6	15	0.002	48.68	5
4543	indriya	indriya	m_a	nominal	a-stems	6617	7	567	0.0764	48.76	5
4544	indriya	indriya	n_a	nominal	a-stems	6617	13	1008	0.1359	48.89	5
4545	kalikA	kalikā	f_A	nominal	a-stems	6620	1	1	0.0001	48.89	5
4546	maDumattama	madhumattama	m_a	nominal	a-stems	6623	4	28	0.0038	48.9	5
4547	maDumattama	madhumattama	n_a	nominal	a-stems	6623	3	19	0.0026	48.9	5
4548	maMhizWa	maṃhiṣṭha	m_a	nominal	a-stems	6624	4	20	0.0027	48.9	5
4549	maMhizWa	maṃhiṣṭha	n_a	nominal	a-stems	6624	1	4	0.0005	48.9	5
4550	mfqIka	mṛḍīka	n_a	nominal	a-stems	6626	2	8	0.0011	48.9	5
4551	pArameSvara	pārameśvara	m_a	nominal	a-stems	6630	1	1	0.0001	48.9	5
4552	pezaRa	peṣaṇa	n_a	nominal	a-stems	6631	3	5	0.0007	48.9	5
4553	saMKyAka	saṃkhyāka	m_a	nominal	a-stems	6638	1	1	0.0001	48.9	5
4554	saMKyAka	saṃkhyāka	n_a	nominal	a-stems	6638	1	1	0.0001	48.9	5
4555	yahva	yahva	m_a	nominal	a-stems	6649	5	18	0.0024	48.91	5
4556	yahva	yahva	n_a	nominal	a-stems	6649	2	16	0.0022	48.91	5
4557	Anulomya	ānulomya	n_a	nominal	a-stems	6652	2	3	0.0004	48.91	5
4558	anuvAka	anuvāka	m_a	nominal	a-stems	6653	13	146	0.0197	48.93	5
4559	asrapitta	asrapitta	n_a	nominal	a-stems	6654	1	1	0.0001	48.93	5
4560	BUrloka	bhūrloka	m_a	nominal	a-stems	6659	1	2	0.0003	48.93	5
4561	catuHzazwitama	catuḥṣaṣṭitama	m_a	nominal	a-stems	6660	1	1	0.0001	48.93	5
4562	CAgA	chāgā	f_A	nominal	a-stems	6661	2	5	0.0007	48.93	5
4563	gotama	gotama	m_a	nominal	a-stems	6663	6	14	0.0019	48.93	5
4564	kaparda	kaparda	m_a	nominal	a-stems	6670	2	3	0.0004	48.93	5
4565	kapawa	kapaṭa	m_a	nominal	a-stems	6671	1	1	0.0001	48.93	5
4566	kroqa	kroḍa	m_a	nominal	a-stems	6672	5	6	0.0008	48.93	5
4567	kroqa	kroḍa	n_a	nominal	a-stems	6672	1	1	0.0001	48.93	5
4568	kzA	kṣā	f_A	nominal	a-stems	6673	4	27	0.0036	48.94	5
4569	kuwila	kuṭila	m_a	nominal	a-stems	6675	2	3	0.0004	48.94	5
4570	maDura	madhura	m_a	nominal	a-stems	6677	7	31	0.0042	48.94	5
4571	maDura	madhura	n_a	nominal	a-stems	6677	4	24	0.0032	48.94	5
4572	nAyikA	nāyikā	f_A	nominal	a-stems	6679	1	2	0.0003	48.94	5
4573	rAjamAtra	rājamātra	m_a	nominal	a-stems	6689	2	4	0.0005	48.94	5
4574	saMKya	saṃkhya	m_a	nominal	a-stems	6693	1	3	0.0004	48.94	5
4575	saMKya	saṃkhya	n_a	nominal	a-stems	6693	3	28	0.0038	48.95	5
4576	sApiRqya	sāpiṇḍya	n_a	nominal	a-stems	6694	1	1	0.0001	48.95	5
4577	suzumRA	suṣumṇā	f_A	nominal	a-stems	6698	1	1	0.0001	48.95	5
4578	Sveta	śveta	m_a	nominal	a-stems	6699	10	107	0.0144	48.96	5
4579	Sveta	śveta	n_a	nominal	a-stems	6699	5	90	0.0121	48.98	5
4580	varANga	varāṅga	n_a	nominal	a-stems	6702	2	2	0.0003	48.98	5
4581	viDAyaka	vidhāyaka	n_a	nominal	a-stems	6705	2	2	0.0003	48.98	5
4582	vidyADara	vidyādhara	m_a	nominal	a-stems	6706	12	23	0.0031	48.98	5
4583	aSvya	aśvya	m_a	nominal	a-stems	6707	3	26	0.0035	48.98	5
4584	aSvya	aśvya	n_a	nominal	a-stems	6707	7	50	0.0067	48.99	5
4585	BAgavata	bhāgavata	m_a	nominal	a-stems	6710	6	15	0.002	48.99	5
4586	BAgavata	bhāgavata	n_a	nominal	a-stems	6710	1	3	0.0004	48.99	5
4587	cakrikA	cakrikā	f_A	nominal	a-stems	6711	1	4	0.0005	48.99	5
4588	dardura	dardura	m_a	nominal	a-stems	6713	2	2	0.0003	48.99	5
4589	mahina	mahina	m_a	nominal	a-stems	6720	2	3	0.0004	48.99	5
4590	SaMtama	śaṃtama	m_a	nominal	a-stems	6727	1	1	0.0001	48.99	5
4591	SaMtama	śaṃtama	n_a	nominal	a-stems	6727	2	9	0.0012	48.99	5
4592	tAtparya	tātparya	n_a	nominal	a-stems	6732	1	1	0.0001	48.99	5
4593	vartikA	vartikā	f_A	nominal	a-stems	6733	3	6	0.0008	49.0	5
4594	vayuna	vayuna	m_a	nominal	a-stems	6734	2	4	0.0005	49.0	5
4595	vayuna	vayuna	n_a	nominal	a-stems	6734	9	76	0.0102	49.01	5
4596	viSvA	viśvā	f_A	nominal	a-stems	6737	2	2	0.0003	49.01	5
4597	vfjina	vṛjina	m_a	nominal	a-stems	6738	5	6	0.0008	49.01	5
4598	vfjina	vṛjina	n_a	nominal	a-stems	6738	5	13	0.0018	49.01	5
4599	anukaraRa	anukaraṇa	n_a	nominal	a-stems	6742	4	5	0.0007	49.01	5
4600	catuzka	catuṣka	n_a	nominal	a-stems	6746	2	2	0.0003	49.01	5
4601	hAna	hāna	n_a	nominal	a-stems	6748	4	6	0.0008	49.01	5
4602	haraRa	haraṇa	m_a	nominal	a-stems	6749	1	1	0.0001	49.01	5
4603	haraRa	haraṇa	n_a	nominal	a-stems	6749	6	56	0.0075	49.02	5
4604	helA	helā	f_A	nominal	a-stems	6751	1	1	0.0001	49.02	5
4605	maWa	maṭha	m_a	nominal	a-stems	6758	2	5	0.0007	49.02	5
4606	raRva	raṇva	m_a	nominal	a-stems	6763	4	18	0.0024	49.02	5
4607	rukma	rukma	m_a	nominal	a-stems	6767	8	84	0.0113	49.03	5
4608	rukma	rukma	n_a	nominal	a-stems	6767	5	67	0.009	49.04	5
4609	taptakfcCra	taptakṛcchra	m_a	nominal	a-stems	6774	1	3	0.0004	49.04	5
4610	taptakfcCra	taptakṛcchra	n_a	nominal	a-stems	6774	2	2	0.0003	49.04	5
4611	trisaMDya	trisaṃdhya	n_a	nominal	a-stems	6775	1	1	0.0001	49.04	5
4612	vaSIkaraRa	vaśīkaraṇa	n_a	nominal	a-stems	6777	1	2	0.0003	49.04	5
4613	bElva	bailva	m_a	nominal	a-stems	6780	4	17	0.0023	49.05	5
4614	bElva	bailva	n_a	nominal	a-stems	6780	2	22	0.003	49.05	5
4615	banDana	bandhana	m_a	nominal	a-stems	6781	4	47	0.0063	49.05	5
4616	banDana	bandhana	n_a	nominal	a-stems	6781	11	115	0.0155	49.07	5
4617	Boja	bhoja	m_a	nominal	a-stems	6782	11	38	0.0051	49.08	5
4618	damana	damana	m_a	nominal	a-stems	6784	2	2	0.0003	49.08	5
4619	damana	damana	n_a	nominal	a-stems	6784	1	1	0.0001	49.08	5
4620	jImUtavAhana	jīmūtavāhana	m_a	nominal	a-stems	6787	4	20	0.0027	49.08	5
4621	lohajaNGa	lohajaṅgha	m_a	nominal	a-stems	6791	5	14	0.0019	49.08	5
4622	nikaza	nikaṣa	m_a	nominal	a-stems	6793	2	3	0.0004	49.08	5
4623	nizkfta	niṣkṛta	n_a	nominal	a-stems	6794	3	32	0.0043	49.08	5
4624	raTya	rathya	m_a	nominal	a-stems	6796	3	12	0.0016	49.09	5
4625	raTya	rathya	n_a	nominal	a-stems	6796	3	11	0.0015	49.09	5
4626	rocana	rocana	m_a	nominal	a-stems	6799	2	4	0.0005	49.09	5
4627	rocana	rocana	n_a	nominal	a-stems	6799	10	61	0.0082	49.1	5
4628	spArha	spārha	m_a	nominal	a-stems	6802	2	3	0.0004	49.1	5
4629	spArha	spārha	n_a	nominal	a-stems	6802	4	9	0.0012	49.1	5
4630	udayana	udayana	m_a	nominal	a-stems	6804	4	41	0.0055	49.1	5
4631	udayana	udayana	n_a	nominal	a-stems	6804	4	45	0.0061	49.11	5
4632	viBAva	vibhāva	m_a	nominal	a-stems	6808	2	2	0.0003	49.11	5
4633	yajizWa	yajiṣṭha	m_a	nominal	a-stems	6811	3	18	0.0024	49.11	5
4634	yajizWa	yajiṣṭha	n_a	nominal	a-stems	6811	1	1	0.0001	49.11	5
4635	antaHsTa	antaḥstha	n_a	nominal	a-stems	6814	1	1	0.0001	49.11	5
4636	asta	asta	m_a	nominal	a-stems	6817	1	112	0.0151	49.13	5
4637	asta	asta	n_a	nominal	a-stems	6817	3	225	0.0303	49.16	5
4638	avama	avama	m_a	nominal	a-stems	6818	10	35	0.0047	49.16	5
4639	avama	avama	n_a	nominal	a-stems	6818	4	30	0.004	49.17	5
4640	candrakAnta	candrakānta	m_a	nominal	a-stems	6820	1	1	0.0001	49.17	5
4641	cARUra	cāṇūra	m_a	nominal	a-stems	6821	4	7	0.0009	49.17	5
4642	devasmitA	devasmitā	f_A	nominal	a-stems	6824	2	16	0.0022	49.17	5
4643	duzwara	duṣṭara	m_a	nominal	a-stems	6826	3	18	0.0024	49.17	5
4644	duzwara	duṣṭara	n_a	nominal	a-stems	6826	2	26	0.0035	49.18	5
4645	pAlASa	pālāśa	m_a	nominal	a-stems	6836	7	44	0.0059	49.18	5
4646	pAlASa	pālāśa	n_a	nominal	a-stems	6836	8	62	0.0084	49.19	5
4647	pittala	pittala	m_a	nominal	a-stems	6838	2	3	0.0004	49.19	5
4648	SakawAla	śakaṭāla	m_a	nominal	a-stems	6842	4	13	0.0018	49.19	5
4649	SatarUpA	śatarūpā	f_A	nominal	a-stems	6847	2	3	0.0004	49.19	5
4650	tvaca	tvaca	n_a	nominal	a-stems	6852	1	1	0.0001	49.19	5
4651	upara	upara	m_a	nominal	a-stems	6853	8	50	0.0067	49.2	5
4652	upara	upara	n_a	nominal	a-stems	6853	5	53	0.0071	49.21	5
4653	varzizWa	varṣiṣṭha	m_a	nominal	a-stems	6854	6	36	0.0049	49.21	5
4654	varzizWa	varṣiṣṭha	n_a	nominal	a-stems	6854	4	35	0.0047	49.22	5
4655	akanizWa	akaniṣṭha	m_a	nominal	a-stems	6860	3	16	0.0022	49.22	5
4656	avazwamBa	avaṣṭambha	m_a	nominal	a-stems	6863	3	4	0.0005	49.22	5
4657	caRqamahAsena	caṇḍamahāsena	m_a	nominal	a-stems	6866	6	14	0.0019	49.22	5
4658	daSaka	daśaka	n_a	nominal	a-stems	6869	2	4	0.0005	49.22	5
4659	girija	girija	m_a	nominal	a-stems	6874	1	2	0.0003	49.22	5
4660	gorocanA	gorocanā	f_A	nominal	a-stems	6875	1	2	0.0003	49.22	5
4661	iza	iṣa	m_a	nominal	a-stems	6878	5	29	0.0039	49.23	5
4662	kozWaka	koṣṭhaka	m_a	nominal	a-stems	6883	3	5	0.0007	49.23	5
4663	kozWaka	koṣṭhaka	n_a	nominal	a-stems	6883	1	3	0.0004	49.23	5
4664	kzetriya	kṣetriya	m_a	nominal	a-stems	6885	3	23	0.0031	49.23	5
4665	kzetriya	kṣetriya	n_a	nominal	a-stems	6885	5	40	0.0054	49.24	5
4666	romaharzaRa	romaharṣaṇa	m_a	nominal	a-stems	6894	1	1	0.0001	49.24	5
4667	sadya	sadya	n_a	nominal	a-stems	6895	2	3	0.0004	49.24	5
4668	SaMsa	śaṃsa	m_a	nominal	a-stems	6897	10	110	0.0148	49.25	5
4669	SarDa	śardha	m_a	nominal	a-stems	6898	4	21	0.0028	49.25	5
4670	SarDa	śardha	n_a	nominal	a-stems	6898	1	17	0.0023	49.26	5
4671	tUzRIMSaMsa	tūṣṇīṃśaṃsa	m_a	nominal	a-stems	6902	4	10	0.0013	49.26	5
4672	aBizava	abhiṣava	m_a	nominal	a-stems	6912	7	12	0.0016	49.26	5
4673	akARqa	akāṇḍa	m_a	nominal	a-stems	6914	1	4	0.0005	49.26	5
4674	akARqa	akāṇḍa	n_a	nominal	a-stems	6914	1	4	0.0005	49.26	5
4675	OdBida	audbhida	n_a	nominal	a-stems	6918	1	2	0.0003	49.26	5
4676	AvaSyaka	āvaśyaka	n_a	nominal	a-stems	6919	2	3	0.0004	49.26	5
4677	kazAyaka	kaṣāyaka	m_a	nominal	a-stems	6928	1	1	0.0001	49.26	5
4678	manda	manda	m_a	nominal	a-stems	6931	10	25	0.0034	49.26	5
4679	manda	manda	n_a	nominal	a-stems	6931	1	12	0.0016	49.27	5
4680	paricCeda	pariccheda	m_a	nominal	a-stems	6934	2	4	0.0005	49.27	5
4681	puzpadanta	puṣpadanta	m_a	nominal	a-stems	6941	5	10	0.0013	49.27	5
4682	Scandra	ścandra	m_a	nominal	a-stems	6948	7	29	0.0039	49.27	5
4683	Scandra	ścandra	n_a	nominal	a-stems	6948	2	11	0.0015	49.27	5
4684	sevaka	sevaka	m_a	nominal	a-stems	6949	2	5	0.0007	49.27	5
4685	sevaka	sevaka	n_a	nominal	a-stems	6949	1	1	0.0001	49.27	5
4686	SoDaka	śodhaka	m_a	nominal	a-stems	6950	1	2	0.0003	49.27	5
4687	suDita	sudhita	m_a	nominal	a-stems	6952	2	5	0.0007	49.28	5
4688	suDita	sudhita	n_a	nominal	a-stems	6952	1	4	0.0005	49.28	5
4689	Urva	ūrva	m_a	nominal	a-stems	6959	8	21	0.0028	49.28	5
4690	vEdehaka	vaidehaka	m_a	nominal	a-stems	6961	5	5	0.0007	49.28	5
4691	yUTikA	yūthikā	f_A	nominal	a-stems	6966	1	1	0.0001	49.28	5
4692	aBIka	abhīka	m_a	nominal	a-stems	6967	1	1	0.0001	49.28	5
4693	aBIka	abhīka	n_a	nominal	a-stems	6967	3	45	0.0061	49.29	5
4694	aBinaya	abhinaya	m_a	nominal	a-stems	6968	2	2	0.0003	49.29	5
4695	amIvA	amīvā	f_A	nominal	a-stems	6970	4	60	0.0081	49.29	5
4696	anuttara	anuttara	m_a	nominal	a-stems	6972	4	55	0.0074	49.3	5
4697	anuttara	anuttara	n_a	nominal	a-stems	6972	2	14	0.0019	49.3	5
4698	arvAcIna	arvācīna	m_a	nominal	a-stems	6975	4	25	0.0034	49.31	5
4699	arvAcIna	arvācīna	n_a	nominal	a-stems	6975	3	38	0.0051	49.31	5
4700	avadya	avadya	m_a	nominal	a-stems	6977	2	22	0.003	49.31	5
4701	avadya	avadya	n_a	nominal	a-stems	6977	4	52	0.007	49.32	5
4702	etaSa	etaśa	m_a	nominal	a-stems	6984	5	17	0.0023	49.32	5
4703	hastinApura	hastināpura	n_a	nominal	a-stems	6986	2	3	0.0004	49.32	5
4704	KARqikya	khāṇḍikya	m_a	nominal	a-stems	6989	3	14	0.0019	49.33	5
4705	marutvatIya	marutvatīya	m_a	nominal	a-stems	6993	10	77	0.0104	49.34	5
4706	marutvatIya	marutvatīya	n_a	nominal	a-stems	6993	10	97	0.0131	49.35	5
4707	pariBAzA	paribhāṣā	f_A	nominal	a-stems	6998	1	1	0.0001	49.35	5
4708	stamBana	stambhana	m_a	nominal	a-stems	7007	1	2	0.0003	49.35	5
4709	stamBana	stambhana	n_a	nominal	a-stems	7007	1	1	0.0001	49.35	5
4710	sundaraka	sundaraka	m_a	nominal	a-stems	7009	4	9	0.0012	49.35	5
4711	svAda	svāda	m_a	nominal	a-stems	7011	3	3	0.0004	49.35	5
4712	syamantaka	syamantaka	m_a	nominal	a-stems	7013	3	11	0.0015	49.35	5
4713	urvarA	urvarā	f_A	nominal	a-stems	7016	7	27	0.0036	49.36	5
4714	agriya	agriya	m_a	nominal	a-stems	7023	2	14	0.0019	49.36	5
4715	agriya	agriya	n_a	nominal	a-stems	7023	2	8	0.0011	49.36	5
4716	amoGA	amoghā	f_A	nominal	a-stems	7024	1	1	0.0001	49.36	5
4717	anamIva	anamīva	m_a	nominal	a-stems	7025	5	33	0.0044	49.36	5
4718	anamIva	anamīva	n_a	nominal	a-stems	7025	2	11	0.0015	49.37	5
4719	Basmaka	bhasmaka	m_a	nominal	a-stems	7029	2	3	0.0004	49.37	5
4720	Garza	gharṣa	m_a	nominal	a-stems	7034	1	1	0.0001	49.37	5
4721	gopana	gopana	n_a	nominal	a-stems	7035	1	1	0.0001	49.37	5
4722	guggula	guggula	m_a	nominal	a-stems	7036	1	1	0.0001	49.37	5
4723	jAtavedasya	jātavedasya	m_a	nominal	a-stems	7038	1	1	0.0001	49.37	5
4724	jAtavedasya	jātavedasya	n_a	nominal	a-stems	7038	2	7	0.0009	49.37	5
4725	keta	keta	m_a	nominal	a-stems	7041	7	23	0.0031	49.37	5
4726	kravya	kravya	n_a	nominal	a-stems	7042	1	1	0.0001	49.37	5
4727	prA	prā	f_A	nominal	a-stems	7054	1	6	0.0008	49.37	5
4728	prayAsa	prayāsa	m_a	nominal	a-stems	7055	1	1	0.0001	49.37	5
4729	prayojaka	prayojaka	m_a	nominal	a-stems	7056	1	2	0.0003	49.37	5
4730	usrA	usrā	f_A	nominal	a-stems	7066	5	34	0.0046	49.38	5
4731	aSmasAra	aśmasāra	n_a	nominal	a-stems	7071	1	1	0.0001	49.38	5
4732	bileSaya	bileśaya	m_a	nominal	a-stems	7073	1	1	0.0001	49.38	5
4733	nIrasa	nīrasa	n_a	nominal	a-stems	7086	1	1	0.0001	49.38	5
4734	prasena	prasena	m_a	nominal	a-stems	7090	6	10	0.0013	49.38	5
4735	rucaka	rucaka	m_a	nominal	a-stems	7094	1	2	0.0003	49.38	5
4736	saDamAda	sadhamāda	m_a	nominal	a-stems	7095	4	20	0.0027	49.38	5
4737	Sira	śira	m_a	nominal	a-stems	7098	1	1	0.0001	49.38	5
4738	suzupta	suṣupta	m_a	nominal	a-stems	7102	1	1	0.0001	49.38	5
4739	tUya	tūya	m_a	nominal	a-stems	7103	2	20	0.0027	49.38	5
4740	tUya	tūya	n_a	nominal	a-stems	7103	1	19	0.0026	49.39	5
4741	aBva	abhva	n_a	nominal	a-stems	7107	4	22	0.003	49.39	5
4742	aDyAhAra	adhyāhāra	m_a	nominal	a-stems	7108	2	2	0.0003	49.39	5
4743	avata	avata	m_a	nominal	a-stems	7112	4	10	0.0013	49.39	5
4744	Bezaja	bheṣaja	m_a	nominal	a-stems	7113	4	168	0.0226	49.41	5
4745	Bezaja	bheṣaja	n_a	nominal	a-stems	7113	10	343	0.0462	49.46	5
4746	devayajana	devayajana	m_a	nominal	a-stems	7118	1	1	0.0001	49.46	5
4747	devayajana	devayajana	n_a	nominal	a-stems	7118	6	211	0.0284	49.49	5
4748	DIvara	dhīvara	m_a	nominal	a-stems	7119	2	4	0.0005	49.49	5
4749	dvitra	dvitra	m_a	nominal	a-stems	7121	2	3	0.0004	49.49	5
4750	dvitra	dvitra	n_a	nominal	a-stems	7121	1	1	0.0001	49.49	5
4751	naKa	nakha	m_a	nominal	a-stems	7132	12	59	0.008	49.5	5
4752	naKa	nakha	n_a	nominal	a-stems	7132	7	123	0.0166	49.52	5
4753	padya	padya	m_a	nominal	a-stems	7134	1	1	0.0001	49.52	5
4754	padya	padya	n_a	nominal	a-stems	7134	2	8	0.0011	49.52	5
4755	prAtaranuvAka	prātaranuvāka	m_a	nominal	a-stems	7138	8	82	0.0111	49.53	5
4756	reBa	rebha	m_a	nominal	a-stems	7142	4	13	0.0018	49.53	5
4757	tvota	tvota	m_a	nominal	a-stems	7150	2	6	0.0008	49.53	5
4758	udapAtra	udapātra	n_a	nominal	a-stems	7151	2	7	0.0009	49.53	5
4759	alambuzA	alambuṣā	f_A	nominal	a-stems	7156	1	1	0.0001	49.53	5
4760	asurya	asurya	m_a	nominal	a-stems	7159	5	29	0.0039	49.53	5
