rule	category	global_count	global_pct	n_texts	top_texts	examples
m _ → ṃ vedamātaraḥ	anusvāra / nasal	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	sūto me mātariśvā vai kavacaṃ vedamātaraḥ kavacaṃ+vedamātaraḥ
apaśyam j → 'paśyaṃ j	anusvāra / nasal	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	tato 'paśyaṃ jāmadagnyaṃ rathe divye vyavasthitam 'paśyaṃ+jāmadagnyaṃ
_ s → divyāśvayuji s	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	divyāśvayuji saṃnaddhe kāñcanena vibhūṣite _→divyāśvayuji +saṃnaddhe
e aśokaḥ → e 'śoka	visarga	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	hemantānte 'śoka iva raktastabakamaṇḍitaḥ ante+'śoka
aśokaḥ i → 'śoka i	visarga	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	hemantānte 'śoka iva raktastabakamaṇḍitaḥ 'śoka+iva
m r → ivāhaṃ r	anusvāra / nasal	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	abhivādya tathaivāhaṃ ratham āruhya bhārata aham→tathaivāhaṃ +ratham
e apātayam → e 'pātayaṃ	anusvāra / nasal	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	saṃchidya bhūmau nṛpate 'pātayaṃ pannagān iva nṛpate+'pātayaṃ
apātayam p → 'pātayaṃ p	anusvāra / nasal	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	saṃchidya bhūmau nṛpate 'pātayaṃ pannagān iva 'pātayaṃ+pannagān
as aparāḥ → o 'parā	visarga	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	tato 'parā jāmadagnyo mahātmā śaktīr ghorāḥ prākṣipaddhemadaṇḍāḥ tato+'parā
aparāḥ j → 'parā j	visarga	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	tato 'parā jāmadagnyo mahātmā śaktīr ghorāḥ prākṣipaddhemadaṇḍāḥ 'parā+jāmadagnyo
ama atyartham → e 'tyarthaṃ	anusvāra / nasal	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	tataḥ sūtaḥ sa me 'tyarthaṃ kaśmalaṃ prāviśanmahat me+'tyarthaṃ
akām j → ikāṃ j	anusvāra / nasal	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	ārtiṃ paramikāṃ jagmuste tadā mayi pātite paramikāṃ+jagmuḥ
apaśyam p → 'paśyaṃ p	anusvāra / nasal	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	tato 'paśyaṃ pātito rājasiṃha dvijān aṣṭau sūryahutāśanābhān 'paśyaṃ+pātito
ama asravat → e 'sravad	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	athāsṛṅ me 'sravad ghoraṃ girer gairikadhātuvat me+'sravad
asravat gh → 'sravad gh	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	athāsṛṅ me 'sravad ghoraṃ girer gairikadhātuvat 'sravad+ghoraṃ
bh → tāścaiva bh	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	ṛṣayaśca sagandharvā devatāścaiva bhārata eva→devatāścaiva +bhārata
apaśyam d → 'paśyaṃ d	anusvāra / nasal	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	tato 'paśyaṃ diviṣṭhān vai tān aṣṭau brahmavādinaḥ 'paśyaṃ+diviṣṭhān
n _ → n yudhi	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	brahmāstraṃ dīpayāṃcakre tasmin yudhi yathāvidhi tasmin+yudhi
_ y → yudhi y	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	brahmāstraṃ dīpayāṃcakre tasmin yudhi yathāvidhi yudhi+yathāvidhi
as agamat → o 'gamad	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	tato 'gamad vatsabhūmiṃ siddhacāraṇasevitām tato+'gamad
akāḥ t → ikās t	visarga	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	tatastā rājaśārdūla dhātryo dāśārṇikās tadā dāśārṇikās+tadā
mbandhaiḥ a → ṃbandhair a	visarga	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	sa yatnam akarot tīvraṃ saṃbandhair anusāntvanaiḥ saṃbandhair+anu
āt ā → ata ā	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	sa rājā bhūya evātha kṛtvā tattvata āgamam tattvata+āgamam
mbandhakam c → ṃbandhakaṃ c	anusvāra / nasal	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	saṃbandhakaṃ caiva samarthya tasmin dāśārṇake vai nṛpatau narendra saṃbandhakaṃ+ca
īḥ b → yo b	visarga	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	hastino 'śvāṃśca gāścaiva dāsyo bahuśatāstathā dāsyo+bahu
t ā → ddhanyād ā	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	yadi bhīṣmaḥ striyaṃ hanyāddhanyād ātmānam apyuta hanyāt→hanyāddhanyād +ātmānam
aḥ aśivāḥ → o 'śivā	visarga	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	jāyante vivṛtāsyāśca vyāharanto 'śivā giraḥ vyāharanto+'śivā
aśivāḥ g → 'śivā g	visarga	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	jāyante vivṛtāsyāśca vyāharanto 'śivā giraḥ 'śivā+giraḥ
abhīkṣṇam j → 'bhīkṣṇaṃ j	anusvāra / nasal	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	budhaḥ saṃpatate 'bhīkṣṇaṃ janayan sumahad bhayam 'bhīkṣṇaṃ+janayan
g → ityavṛkṣāśca g	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	patanti caityavṛkṣāśca grāmeṣu nagareṣu ca ca→caityavṛkṣāśca +grāmeṣu
ṇām kh → nāṃ kh	anusvāra / nasal	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	trasānāṃ khalu sarveṣāṃ śreṣṭhā rājañ jarāyujāḥ trasānāṃ+khalu
s anyāḥ → s 'nyā	visarga	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	āpastato 'nyā vijñeyā eṣa saṃkṣepa ucyate tatas+'nyā
c → iśca c	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	uccaiśca caturāśītir yojanānāṃ mahīpate ca→uccaiśca +catura
u ṣ → ū ṣ	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	jambūṣaṇḍaśca tatraiva sumahānnandanopamaḥ jambu+ṣaṇḍaḥ→jambūṣaṇḍaśca
apsarasām s → 'psarasāṃ s	anusvāra / nasal	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	saṃvṛto 'psarasāṃ saṃghair modate guhyakādhipaḥ 'psarasāṃ+saṃghair
c → dṛśyā c	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	dṛśyādṛśyā ca bhavati tatra tatra sarasvatī adṛśyā→dṛśyādṛśyā +ca
n → ndraśītalagātryaśca n	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	candraśītalagātryaśca nṛttagītaviśāradāḥ ca→candraśītalagātryaśca +nṛtta
im ch → īṃ ch	anusvāra / nasal	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	dhūmatyām atikṛṣṇāṃ ca sūcīṃ chāvīṃ ca kaurava sūcīṃ+chāvīṃ
t → ntayaścaiva t	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	kuntayo 'vantayaścaiva tathaivāparakuntayaḥ eva→'vantayaścaiva +tathā
ṇaḥ e → na e	visarga	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	aṅgā vaṅgāḥ kaliṅgāśca yakṛllomāna eva ca yakṛllomāna+eva
_ k → sakṣaddruhaḥ k	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	sakṣaddruhaḥ kuntalāśca hūṇāḥ pāratakaiḥ saha sakṣaddruhaḥ+kuntalāḥ
dh → dharmeṇaiva dh	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	svadharmeṇaiva dharmaṃ ca te rakṣanti parasparam eva→svadharmeṇaiva +dharmaṃ
t s → aṃ s	anusvāra / nasal	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	viṣkambheṇa tato rājanmaṇḍalaṃ triṃśataṃ samam triṃśataṃ+samam
ḥ arkaḥ → ḥ 'rka	visarga	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	yastamo 'rka ivāpohan parasainyam amitrahā tamaḥ+'rka
ḥ m → pṛṣato m	visarga	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	maurvīghoṣastanayitnuḥ pṛṣatkapṛṣato mahān pṛṣataḥ→pṛṣatkapṛṣato +mahān
e arakṣa → e 'rakṣan	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	ke 'rakṣann uttaraṃ cakraṃ vīrā vīrasya yudhyataḥ ke+'rakṣann
p → lokeśvarasyeva p	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	sarvalokeśvarasyeva parameṣṭhiprajāpateḥ iva→sarvalokeśvarasyeva +parameṣṭhi
aum d → āvaṃ d	anusvāra / nasal	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	agādhe salile magnāṃ nāvaṃ dṛṣṭveva pāragāḥ nāvaṃ+dṛṣṭvā
e n → rāstava n	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	pṛṣṭhagopāstu bhīṣmasya putrāstava narādhipa te→putrāstava +narādhipa
p → krarakṣāśca p	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	rathānāṃ cakrarakṣāśca pādarakṣāśca dantinām ca→cakrarakṣāśca +pādarakṣāḥ
e agraṇī → e 'graṇīr	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	agre 'graṇīr yāsyati no yuddhopāyavicakṣaṇaḥ agre+'graṇīr
agraṇī y → 'graṇīr y	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	agre 'graṇīr yāsyati no yuddhopāyavicakṣaṇaḥ 'graṇīr+yāsyati
abhyarakṣat y → 'bhyarakṣad y	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	bhrātṛbhiḥ saha putraiśca so 'bhyarakṣad yudhiṣṭhiram 'bhyarakṣad+yudhiṣṭhiram
s agaccha → s 'gacchan	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	pādātāstvagrato 'gacchann asiśaktyṛṣṭipāṇayaḥ agratas+'gacchann
ānām y → eṣāṃ y	anusvāra / nasal	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	keṣāṃ yūnāṃ mukhavarṇāḥ prasannāḥ sarvaṃ hyetad brūhi tattvaṃ yathāvat keṣāṃ+yūnāṃ
ś → nadāśca ś	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	ye cāmbaṣṭhāḥ kṣatriyā ye ca sindhau tathā sauvīrāḥ pañcanadāśca śūrāḥ ca→pañcanadāśca +śūrāḥ
e _ → e viśvabhuk	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	yasya te jayam āśāste viśvabhuk tridaśeśvaraḥ āśāste+viśvabhuk
_ t → viśvabhuk t	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	yasya te jayam āśāste viśvabhuk tridaśeśvaraḥ viśvabhuk+tridaśeśvaraḥ
e p → ayiṣyaṃstava p	anusvāra / nasal	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	udvartayiṣyaṃstava putrasenām atīva raudraṃ sa bibharti rūpam te→udvartayiṣyaṃstava +putra
d → ścaiva d	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	mādhavaḥ pāṇḍavaścaiva divyau śaṅkhau pradadhmatuḥ eva→pāṇḍavaścaiva +divyau
s → śurānsuhṛdaścaiva s	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	śvaśurānsuhṛdaścaiva senayorubhayorapi eva→śvaśurānsuhṛdaścaiva +senayoḥ
p → kcaiva p	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	gāṇḍīvaṃ sraṃsate hastāttvakcaiva paridahyate eva→hastāttvakcaiva +paridahyate
e avasthitāḥ → e 'vasthitā	visarga	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	ta ime 'vasthitā yuddhe prāṇāṃstyaktvā dhanāni ca ime+'vasthitā
avasthitāḥ y → 'vasthitā y	visarga	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	ta ime 'vasthitā yuddhe prāṇāṃstyaktvā dhanāni ca 'vasthitā+yuddhe
l → ikṣamapīha l	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	gurūnahatvā hi mahānubhāvāñśreyo bhoktuṃ bhaikṣamapīha loke iha→bhaikṣamapīha +loke
ḥ anityāḥ → ḥ 'nityās	visarga	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	āgamāpāyino 'nityās tāṃstitikṣasva bhārata apāyinaḥ+'nityās
anityāḥ t → 'nityās t	visarga	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	āgamāpāyino 'nityās tāṃstitikṣasva bhārata 'nityās+tān
v → vinna v	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	tānakṛtsnavido mandānkṛtsnavinna vicālayet na→mandānkṛtsnavinna +vicālayet
anasūyantaḥ m → 'nasūyanto m	visarga	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	śraddhāvanto 'nasūyanto mucyante te 'pi karmabhiḥ 'nasūyanto+mucyante
ḥ y → stapoyajñā y	visarga	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	dravyayajñāstapoyajñā yogayajñāstathāpare yajñāḥ→dravyayajñāstapoyajñā +yoga
e apānam → e 'pānaṃ	anusvāra / nasal	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	apāne juhvati prāṇaṃ prāṇe 'pānaṃ tathāpare prāṇe+'pānaṃ
apānam t → 'pānaṃ t	anusvāra / nasal	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	apāne juhvati prāṇaṃ prāṇe 'pānaṃ tathāpare 'pānaṃ+tathā
u m → drakṣyasyātmanyatho m	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	yena bhūtānyaśeṣeṇa drakṣyasyātmanyatho mayi u→drakṣyasyātmanyatho +mayi
ś → rtetātmaiva ś	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	anātmanastu śatrutve vartetātmaiva śatruvat eva→vartetātmaiva +śatru
adhikaḥ y → 'dhiko y	visarga	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	tapasvibhyo 'dhiko yogī jñānibhyo 'pi mato 'dhikaḥ 'dhiko+yogī
t → tānhi t	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	labhate ca tataḥ kāmānmayaiva vihitānhi tān hi→vihitānhi +tān
t → myaksa t	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	bhruvormadhye prāṇamāveśya samyaksa taṃ paraṃ puruṣamupaiti divyam sa→samyaksa +taṃ
anyaḥ avyaktaḥ → 'nyo 'vyakto	visarga	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	parastasmāttu bhāvo 'nyo 'vyakto 'vyaktātsanātanaḥ 'nyo+'vyakto
avyaktaḥ a → 'vyakto a	visarga	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	parastasmāttu bhāvo 'nyo 'vyakto 'vyaktātsanātanaḥ 'vyakto+avyaktāt
akṣaraḥ i → 'kṣara i	visarga	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	avyakto 'kṣara ityuktas tamāhuḥ paramāṃ gatim 'kṣara+iti
c → āvṛttiṃ c	anusvāra / nasal	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	yatra kāle tvanāvṛttimāvṛttiṃ caiva yoginaḥ āvṛttim→tvanāvṛttimāvṛttiṃ +ca
aḥ abhāvaḥ → o 'bhāvo	visarga	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	sukhaṃ duḥkhaṃ bhavo 'bhāvo bhayaṃ cābhayameva ca bhavo+'bhāvo
abhāvaḥ bh → 'bhāvo bh	visarga	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	sukhaṃ duḥkhaṃ bhavo 'bhāvo bhayaṃ cābhayameva ca 'bhāvo+bhayaṃ
d → irna d	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	na vedayajñādhyayanairna dānairna ca kriyābhirna tapobhirugraiḥ na→vedayajñādhyayanairna +dānaiḥ
c → irna c	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	na vedayajñādhyayanairna dānairna ca kriyābhirna tapobhirugraiḥ na→dānairna +ca
ḥ m → rpitamanobuddhiryo m	visarga	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	mayyarpitamanobuddhiryo madbhaktaḥ sa me priyaḥ yaḥ→mayyarpitamanobuddhiryo +mad
n → bhṛccaiva n	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	asaktaṃ sarvabhṛccaiva nirguṇaṃ guṇabhoktṛ ca eva→sarvabhṛccaiva +nirguṇaṃ
ḥ g → vadāsīno g	visarga	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	udāsīnavadāsīno guṇairyo na vicālyate āsīnaḥ→udāsīnavadāsīno +guṇaiḥ
aḥ dh → āpriyo dh	visarga	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	tulyapriyāpriyo dhīrastulyanindātmasaṃstutiḥ apriyaḥ→tulyapriyāpriyo +dhīraḥ
ḥ m → stulyo m	visarga	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	mānāvamānayostulyastulyo mitrāripakṣayoḥ tulyaḥ→mānāvamānayostulyastulyo +mitra
akṣaraḥ u → 'kṣara u	visarga	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	kṣaraḥ sarvāṇi bhūtāni kūṭastho 'kṣara ucyate 'kṣara+ucyate
m → iṣṭaṃ m	anusvāra / nasal	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	aniṣṭamiṣṭaṃ miśraṃ ca trividhaṃ karmaṇaḥ phalam iṣṭam→aniṣṭamiṣṭaṃ +miśraṃ
abhilaṣitam c → 'bhilaṣitaṃ c	anusvāra / nasal	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	yat te 'bhilaṣitaṃ cānyat tad avāpnuhi saṃyuge 'bhilaṣitaṃ+ca
e bh → syāmastava bh	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	ehyehi sarve yotsyāmastava bhrātṝn apaṇḍitān te→yotsyāmastava +bhrātṝn
e s → āṃstava s	anusvāra / nasal	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	vibhīṣayaṃstava sutāṃstava senāṃ samabhyayāt te→sutāṃstava +senāṃ
m _ → m rājā	anusvāra / nasal	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	tato madreśvaraṃ rājā śaraiḥ saṃnataparvabhiḥ īśvaram+rājā
_ ś → rājā ś	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	tato madreśvaraṃ rājā śaraiḥ saṃnataparvabhiḥ rājā+śaraiḥ
vāhlīkam t → bāhlīkaṃ t	anusvāra / nasal	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	bāhlīkaṃ tu raṇe kruddhaṃ kruddharūpo viśāṃ pate bāhlīkaṃ+tu
aḥ vāhlīkam → o bāhlīkaṃ	visarga	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	cedirājastu saṃkruddho bāhlīkaṃ navabhiḥ śaraiḥ saṃkruddho+bāhlīkaṃ
e s → astubhyaṃ s	anusvāra / nasal	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	vikarṇastu sutastubhyaṃ sutasomaṃ mahābalam te→sutastubhyaṃ +sutasomaṃ
ḥ _ → ḥ śrutāyuṣam	visarga	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	irāvān atha saṃkruddhaḥ śrutāyuṣam amarṣaṇam saṃkruddhaḥ+śrutāyuṣam
aśvam s → 'śvaṃ s	anusvāra / nasal	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	aśvo 'śvaṃ samabhipretya padātiśca padātinam 'śvaṃ+samabhipretya
v → rmāvanaddhaiśca v	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	dvīpicarmāvanaddhaiśca vyāghracarmaśayair api ca→dvīpicarmāvanaddhaiśca +vyāghra
mbandhinam r → ṃbandhinaṃ r	anusvāra / nasal	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	priyaṃ saṃbandhinaṃ rājañ śarān avakiran bahūn saṃbandhinaṃ+rājañ
k → ni k	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	na ghātayiṣyāmi raṇe mitrāṇīmāni keśava imā→mitrāṇīmāni +keśava
h → raiśca h	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	paṭaccaraiśca huṇḍaiśca rājan pauravakaistathā ca→paṭaccaraiśca +huṇḍaiḥ
naḥ b → asmākaṃ b	visarga	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	aparyāptaṃ tad asmākaṃ balaṃ bhīṣmābhirakṣitam asmākaṃ+balaṃ
ś → ndraiśca ś	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	nakṣatrair ardhacandraiśca śātakumbhamayaiścitam ca→ardhacandraiśca +śātakumbha
agamayat y → 'gamayad y	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	ketumantaṃ raṇe bhīmo 'gamayad yamasādanam 'gamayad+yama
ndipālānām n → ṇḍipālānāṃ n	anusvāra / nasal	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	prāsānāṃ bhiṇḍipālānāṃ nistriṃśānāṃ ca saṃyuge bhiṇḍipālānāṃ+nistriṃśānāṃ
trāṇām h → rāṇāṃ h	anusvāra / nasal	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	chatrāṇāṃ hemadaṇḍānāṃ cāmarāṇāṃ ca bhārata chatrāṇāṃ+hema
y → nadāśca y	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	madrakāḥ sindhusauvīrāstathā pañcanadāśca ye ca→pañcanadāśca +ye
n → iścaiva n	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	pāṇḍavaiḥ kauravaiścaiva na prajñāyata kiṃcana eva→kauravaiścaiva +na
ḥ _ → ḥ pratidiśo	visarga	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	diśaḥ pratidiśo vāpi tatra jajñuḥ kathaṃcana diśaḥ+pratidiśo
_ v → pratidiśo v	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	diśaḥ pratidiśo vāpi tatra jajñuḥ kathaṃcana pratidiśo+vā
m → dhāṃścaiva m	anusvāra / nasal	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	prāsān paraśvadhāṃścaiva mudgarānmusalān api eva→paraśvadhāṃścaiva +mudgarān
e r → ibalāstava r	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	na pāṇḍavāḥ pratibalāstava rājan kathaṃcana te→pratibalāstava +rājan
e j → rāstava j	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	evam ukte tu bhīṣmeṇa putrāstava janeśvara te→putrāstava +janeśvara
añci c → īcyāṃ c	anusvāra / nasal	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	udīcyāṃ cainam ālokya dakṣiṇasyāṃ punaḥ prabho udīcyāṃ+ca
abhyadravat bh → 'bhyadravad bh	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	so 'bhyadravad bhīṣmam anīkamadhye kruddho mahendrāvarajaḥ pramāthī 'bhyadravad+bhīṣmam
uvoḥ h → vor h	visarga	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	jagrāha pīnottamalambabāhuṃ bāhvor hariṃ vyāyatapīnabāhuḥ bāhvor+hariṃ
g → saṃhareti g	anusvāra / nasal	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	uvāca kopaṃ pratisaṃhareti gatir bhavān keśava pāṇḍavānām iti→pratisaṃhareti +gatir
e k → raistava k	consonant / other	1	0.0	1	Mahābhārata (full, incl. Bhagavadgītā)(1)	kapidhvajaṃ prekṣya viṣedur ājau sahaiva putraistava kauraveyāḥ te→putraistava +kauraveyāḥ
