slp1	hom	sense_id	first_era	era_rank	bucket_via	class	n_cites	n_dateable	bridge_status	bridge_mw_sense	count_all	sense_rank	lemma_share	n_texts	top_genre	top_genre_share	provenance	confidence
kuYjara		1c	classical	3	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
kuYjara		1h	classical	3	dharmamitra	DATEABLE	2	2	bridge_unaligned									
kuYjara		3b	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
kuYjara		2	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
kumAra		1a	vedic	1	dcs	DATEABLE	48	37	joined	mw:52275:1	23	2	0.3594	12	epic	0.3043	attested	
kumAra		1d	vedic	1	dcs	DATEABLE	31	20	bridge_unaligned									
kumAra		2a	vedic	1	dcs	DATEABLE	21	20	bridge_unaligned									
kumAra		1f	epic-sutra	2	dharmamitra	DATEABLE	2	2	bridge_unaligned									
kumAra		2b	epic-sutra	2	dharmamitra	DATEABLE	3	3	bridge_unaligned									
kumAra		2c	epic-sutra	2	dharmamitra	DATEABLE	10	3	bridge_unaligned									
kumAra		2i	epic-sutra	2	dharmamitra	DATEABLE	5	4	bridge_unaligned									
kumAra		1b	classical	3	dharmamitra+hand:class	DATEABLE	12	8	bridge_unaligned									
kumAra		1c	classical	3	dharmamitra	DATEABLE	3	2	bridge_unaligned									
kumAra		1e	classical	3	dharmamitra	DATEABLE-MARGINAL	5	1	bridge_unaligned									
kumAra		2e	classical	3	dharmamitra	DATEABLE	9	4	bridge_unaligned									
kumAra		2h	classical	3	dharmamitra	DATEABLE	4	2	bridge_unaligned									
kumAra		2l	classical	3	dharmamitra	DATEABLE	2	2	bridge_unaligned									
kumAra		1g	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
kumAra		1h	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
kumAra		3	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
kumAra		1i	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
kumAra		2d	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
kumAra		2f				UNDATEABLE	1	0	bridge_unaligned									
kumAra		2g				UNDATEABLE	1	0	bridge_unaligned									
kumAra		2k				UNDATEABLE	3	0	bridge_unaligned									
kumAra		4				UNDATEABLE	1	0	bridge_unaligned									
kumBa		1a	vedic	1	dcs	DATEABLE	47	37	joined	mw:52479:1	58	1	0.7945	20	rasasastra	0.5345	attested	
kumBa		2a	vedic	1	dcs	DATEABLE	26	23	bridge_unaligned									
kumBa		1c	epic-sutra	2	dcs	DATEABLE	5	3	bridge_unaligned									
kumBa		1d	epic-sutra	2	dharmamitra	DATEABLE	14	11	bridge_unaligned									
kumBa		1e	epic-sutra	2	dharmamitra	DATEABLE	7	2	bridge_unaligned									
kumBa		1h	epic-sutra	2	dcs+dharmamitra	DATEABLE	16	13	bridge_unaligned									
kumBa		2b	epic-sutra	2	dcs+hand:class	DATEABLE	4	4	bridge_unaligned									
kumBa		1b	classical	3	dharmamitra	DATEABLE	17	7	bridge_unaligned									
kumBa		1g	classical	3	dharmamitra	DATEABLE	6	3	bridge_unaligned									
kumBa		1k	classical	3	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
kumBa		2c	classical	3	dharmamitra	DATEABLE	7	4	bridge_unaligned									
kumBa		4b	classical	3	dharmamitra	DATEABLE	4	3	bridge_unaligned									
kumBa		1f	early-medieval	4	dcs	DATEABLE-MARGINAL	2	1	bridge_unaligned									
kumBa		3b	early-medieval	4	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
kumBa		3c	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
kumBa		4a	early-medieval	4	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
kumBa		1i	late-medieval	5	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
kumBa		3a	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
kumBa		1l				UNRESOLVED	1	0	bridge_unaligned									
kumuda		1	vedic	1	dcs	DATEABLE	29	16	bridge_no_freq	mw:51129:1								
kumuda		4a	epic-sutra	2	dharmamitra	DATEABLE	7	6	bridge_unaligned									
kumuda		4e	epic-sutra	2	dharmamitra	DATEABLE	3	2	bridge_unaligned									
kumuda		4g	epic-sutra	2	dcs+dharmamitra	DATEABLE	7	6	bridge_unaligned									
kumuda		4b	classical	3	dharmamitra	DATEABLE	8	5	bridge_unaligned									
kumuda		9a	classical	3	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
kumuda		2	early-medieval	4	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
kumuda		4c	early-medieval	4	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
kumuda		4d	early-medieval	4	dcs	DATEABLE	2	2	bridge_unaligned									
kumuda		4f	early-medieval	4	dharmamitra	DATEABLE	2	2	bridge_unaligned									
kumuda		4h	early-medieval	4	dcs	DATEABLE	3	2	bridge_unaligned									
kumuda		9b	early-medieval	4	dcs	DATEABLE-MARGINAL	2	1	bridge_unaligned									
kumuda		3	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
kumuda		5	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
kumuda		8	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
kumuda		4i				UNDATEABLE	1	0	bridge_unaligned									
kva		13	vedic	1	dcs	DATEABLE	7	7	bridge_unaligned									
kva		2	vedic	1	dcs	DATEABLE	48	43	bridge_unaligned									
kva		3	vedic	1	dcs	DATEABLE	18	15	bridge_unaligned									
kva		6	vedic	1	dcs	DATEABLE-MARGINAL	2	1	bridge_unaligned									
kva		7	vedic	1	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
kva		10c	epic-sutra	2	hand:class	DATEABLE-MARGINAL	1	1	bridge_no_freq	mw:58684:1								
kva		11b	epic-sutra	2	dcs+hand:class	DATEABLE	18	16	bridge_unaligned									
kva		11c	epic-sutra	2	dcs+hand:class	DATEABLE	32	29	bridge_unaligned									
kva		14	epic-sutra	2	dcs	DATEABLE	3	2	bridge_unaligned									
kva		4	epic-sutra	2	dcs+dharmamitra	DATEABLE	13	13	bridge_unaligned									
kva		5	epic-sutra	2	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
kva		8b	epic-sutra	2	hand:class	DATEABLE	6	4	bridge_unaligned									
kva		11a	classical	3	dharmamitra	DATEABLE	3	3	bridge_unaligned									
kva		12	classical	3	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
kva		15	early-medieval	4	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
kva		9	early-medieval	4	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
kva		8c	late-medieval	5	dharmamitra	DATEABLE-MARGINAL	2	1	bridge_unaligned									
kva		8a				UNDATEABLE	1	0	bridge_unaligned									
kzama		1a	vedic	1	dcs	DATEABLE	2	2	bridge_no_freq	mw:59041:1								
kzama		1b	epic-sutra	2	dharmamitra	DATEABLE	4	3	bridge_unaligned									
kzama		1c	epic-sutra	2	dcs+hand:class	DATEABLE	22	14	bridge_unaligned									
kzama		1d	epic-sutra	2	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
kzama		1f	epic-sutra	2	dcs+dharmamitra	DATEABLE	60	57	bridge_unaligned									
kzama		3a	epic-sutra	2	dcs+dharmamitra	DATEABLE	27	22	bridge_unaligned									
kzama		3b	epic-sutra	2	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
kzama		1e	classical	3	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
kzama		3c	classical	3	dharmamitra	DATEABLE	13	8	bridge_unaligned									
kzama		3d	classical	3	dharmamitra	DATEABLE	6	2	bridge_unaligned									
kzama		3e	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
kzama		3f	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
kzama		3h	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
kzama		4	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
kzama		2				UNDATEABLE	1	0	bridge_unaligned									
kzama		3g				UNDATEABLE	4	0	bridge_unaligned									
kzema		2a	vedic	1	dcs	DATEABLE	7	5	bridge_unaligned									
kzema		2b	vedic	1	dcs	DATEABLE	10	10	bridge_unaligned									
kzema		2c	vedic	1	dcs	DATEABLE	78	73	bridge_unaligned									
kzema		1	epic-sutra	2	dcs+dharmamitra	DATEABLE	15	12	joined	mw:60361:1	1	3	0.0667	1	epic	1.0	attested	
kzema		3c	epic-sutra	2	dharmamitra	DATEABLE	3	3	bridge_unaligned									
kzema		4a	epic-sutra	2	dharmamitra	DATEABLE	3	2	bridge_unaligned									
kzema		3a	classical	3	dharmamitra	DATEABLE	3	2	bridge_unaligned									
kzema		3b	classical	3	dharmamitra	DATEABLE	2	2	bridge_unaligned									
kzema		4c	classical	3	dharmamitra	DATEABLE	2	2	bridge_unaligned									
kzema		3d	early-medieval	4	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
kzema		4b	early-medieval	4	hand:class	DATEABLE	5	3	bridge_unaligned									
kzema		5	early-medieval	4	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
kzetra		2	vedic	1	dcs	DATEABLE	12	9	bridge_unaligned									
kzetra		5	vedic	1	dcs	DATEABLE	24	21	bridge_unaligned									
kzetra		6	epic-sutra	2	dcs+dharmamitra	DATEABLE	9	6	bridge_unaligned									
kzetra		7	epic-sutra	2	dharmamitra	DATEABLE	9	8	bridge_unaligned									
kzetra		10	classical	3	dharmamitra	DATEABLE	6	2	joined	mw:60239:1	8	4	0.1481	5	veda	0.5	attested	
kzetra		3	classical	3	dharmamitra	DATEABLE	9	3	bridge_unaligned									
kzetra		4	classical	3	dharmamitra	DATEABLE	3	2	bridge_unaligned									
kzetra		8	classical	3	dharmamitra	DATEABLE	4	2	bridge_unaligned									
kzetra		11				UNDATEABLE	1	0	bridge_unaligned									
kzetra		12				UNDATEABLE	1	0	bridge_unaligned									
kzetra		9				UNDATEABLE	4	0	bridge_unaligned									
kzip	1	2	vedic	1	dcs	DATEABLE	93	81	bridge_unaligned									
kzip	1	3	vedic	1	dcs	DATEABLE	102	90	bridge_unaligned									
kzip	1	6	vedic	1	dcs	DATEABLE-MARGINAL	2	1	bridge_unaligned									
kzip	1	10	epic-sutra	2	dcs+dharmamitra	DATEABLE	12	8	bridge_no_freq	mw:59502:1								
kzip	1	13	epic-sutra	2	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
kzip	1	4	epic-sutra	2	dcs+dharmamitra+hand:class	DATEABLE	71	58	bridge_unaligned									
kzip	1	5	epic-sutra	2	dcs+dharmamitra	DATEABLE	7	4	bridge_unaligned									
kzip	1	7	epic-sutra	2	dcs	DATEABLE	8	4	bridge_unaligned									
kzip	1	8	epic-sutra	2	dcs+dharmamitra+hand:class	DATEABLE	29	25	bridge_unaligned									
kzip	1	9	epic-sutra	2	dcs+dharmamitra	DATEABLE	12	5	bridge_unaligned									
kzip	1	12	early-medieval	4	dharmamitra	DATEABLE	4	4	bridge_unaligned									
kzip	1	11				UNDATEABLE	4	0	bridge_unaligned									
lANgala		1a	vedic	1	dcs	DATEABLE	37	29	bridge_no_freq	mw:182116:1								
lANgala		3b	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
lANgala		1b	classical	3	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
lANgala		1f	classical	3	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
lANgala		3a	classical	3	dharmamitra	DATEABLE	12	3	bridge_unaligned									
lANgala		1e	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
lANgala		2d	early-medieval	4	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
lANgala		2a				UNRESOLVED	1	0	bridge_unaligned									
lANgala		2b				UNDATEABLE	5	0	bridge_unaligned									
lANgala		2c				UNDATEABLE	4	0	bridge_unaligned									
laGu		1b	vedic	1	dcs	DATEABLE	36	23	bridge_unaligned									
laGu		1d	vedic	1	dcs	DATEABLE	75	48	bridge_unaligned									
laGu		1a	epic-sutra	2	dcs+dharmamitra	DATEABLE	33	24	bridge_no_freq	mw:180778:1								
laGu		1c	epic-sutra	2	hand:class	DATEABLE	25	12	bridge_unaligned									
laGu		1g	epic-sutra	2	dcs+dharmamitra	DATEABLE	8	7	bridge_unaligned									
laGu		1e	classical	3	dharmamitra	DATEABLE-MARGINAL	3	1	bridge_unaligned									
laGu		2	classical	3	dharmamitra	DATEABLE	5	3	bridge_unaligned									
laGu		3a	classical	3	dharmamitra	DATEABLE	4	2	bridge_unaligned									
laGu		4b	classical	3	dharmamitra	DATEABLE	6	3	bridge_unaligned									
laGu		1f	early-medieval	4	dcs+dharmamitra	DATEABLE	2	2	bridge_unaligned									
laGu		4a	early-medieval	4	dcs	DATEABLE	3	2	bridge_unaligned									
laGu		3b	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
lakzaRa		3a	vedic	1	dcs	DATEABLE	95	79	bridge_unaligned									
lakzaRa		3d	vedic	1	dcs	DATEABLE	11	10	bridge_unaligned									
lakzaRa		1b	epic-sutra	2	dharmamitra	DATEABLE	7	4	bridge_unaligned									
lakzaRa		2a	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
lakzaRa		2b	epic-sutra	2	hand:class	DATEABLE	20	7	bridge_unaligned									
lakzaRa		2d	epic-sutra	2	dharmamitra	DATEABLE	6	4	bridge_unaligned									
lakzaRa		3b	epic-sutra	2	dcs+hand:class	DATEABLE	18	6	bridge_unaligned									
lakzaRa		3c	epic-sutra	2	dcs+dharmamitra	DATEABLE	11	7	bridge_unaligned									
lakzaRa		3e	epic-sutra	2	hand:class	DATEABLE	12	10	bridge_unaligned									
lakzaRa		3f	epic-sutra	2	hand:class	DATEABLE	3	3	bridge_unaligned									
lakzaRa		3g	epic-sutra	2	dcs+dharmamitra+hand:class	DATEABLE	12	9	bridge_unaligned									
lakzaRa		1a	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_no_freq	mw:180381:1								
lakzaRa		2c				UNDATEABLE	3	0	bridge_unaligned									
lakzya		1d	epic-sutra	2	hand:class	DATEABLE	6	6	bridge_unaligned									
lakzya		1e	epic-sutra	2	dharmamitra	DATEABLE	7	6	bridge_unaligned									
lakzya		1f	epic-sutra	2	dcs+dharmamitra	DATEABLE	18	17	bridge_unaligned									
lakzya		2	epic-sutra	2	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
lakzya		3a	epic-sutra	2	dharmamitra	DATEABLE	8	2	bridge_unaligned									
lakzya		3b	epic-sutra	2	dcs+dharmamitra+hand:class	DATEABLE	36	24	bridge_unaligned									
lakzya		3d	classical	3	dharmamitra	DATEABLE	7	3	bridge_unaligned									
lakzya		1a	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_no_freq	mw:180664:1								
lakzya		3c	early-medieval	4	dharmamitra	DATEABLE	2	2	bridge_unaligned									
lakzya		1b	late-medieval	5	dharmamitra	DATEABLE	4	2	bridge_unaligned									
lakzya		3f	late-medieval	5	dharmamitra	DATEABLE-MARGINAL	2	1	bridge_unaligned									
lakzya		1c				UNDATEABLE	1	0	bridge_unaligned									
lakzya		3e				UNDATEABLE	1	0	bridge_unaligned									
lalita		1a	epic-sutra	2	dcs	DATEABLE-MARGINAL	10	1	bridge_no_freq	mw:181618:1								
lalita		1b	epic-sutra	2	dcs+dharmamitra	DATEABLE	63	42	bridge_unaligned									
lalita		1c	epic-sutra	2	dharmamitra	DATEABLE	5	3	bridge_unaligned									
lalita		4b	epic-sutra	2	dcs	DATEABLE	18	8	bridge_unaligned									
lalita		4a	classical	3	dharmamitra	DATEABLE-MARGINAL	3	1	bridge_unaligned									
lalita		4d	early-medieval	4	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
lalita		1d	late-medieval	5	hand:class	DATEABLE-MARGINAL	3	1	bridge_unaligned									
lalita		2b	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
lalita		3a	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
lalita		3b	late-medieval	5	hand:class	DATEABLE-MARGINAL	10	1	bridge_unaligned									
lalita		3c	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
lalita		2a				UNRESOLVED	1	0	bridge_unaligned									
lalita		3d				UNDATEABLE	9	0	bridge_unaligned									
lalita		4c				UNDATEABLE	2	0	bridge_unaligned									
latA		8a	epic-sutra	2	dharmamitra	DATEABLE	2	2	bridge_unaligned									
latA		1a	classical	3	dcs+dharmamitra+hand:class	DATEABLE	8	5	joined	mw:181250:1	33	1	0.9429	11	epic	0.5758	attested	
latA		1b	classical	3	dcs+dharmamitra	DATEABLE	5	5	bridge_unaligned									
latA		1f	classical	3	dcs	DATEABLE	4	3	bridge_unaligned									
latA		2	classical	3	dharmamitra	DATEABLE	6	3	bridge_unaligned									
latA		3	classical	3	dharmamitra	DATEABLE	23	14	bridge_unaligned									
latA		4	classical	3	dharmamitra	DATEABLE	7	2	bridge_unaligned									
latA		5	classical	3	dharmamitra	DATEABLE	4	3	bridge_unaligned									
latA		1c	early-medieval	4	dharmamitra	DATEABLE	3	3	bridge_unaligned									
latA		8b	early-medieval	4	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
latA		6	late-medieval	5	hand:class	DATEABLE-MARGINAL	6	1	bridge_unaligned									
latA		1d				UNDATEABLE	1	0	bridge_unaligned									
latA		1e				UNDATEABLE	1	0	bridge_unaligned									
latA		7				UNDATEABLE	2	0	bridge_unaligned									
lava		1c	vedic	1	dcs	DATEABLE	56	39	bridge_unaligned									
lava		1a	epic-sutra	2	hand:class	DATEABLE	8	6	bridge_no_freq	mw:181832:1								
lava		1b	epic-sutra	2	dcs	DATEABLE	3	3	bridge_unaligned									
lava		1d	epic-sutra	2	dcs+dharmamitra	DATEABLE	29	18	bridge_unaligned									
lava		1h	classical	3	dharmamitra	DATEABLE	10	6	bridge_unaligned									
lava		1g	early-medieval	4	hand:class	DATEABLE	4	2	bridge_unaligned									
lava		3	early-medieval	4	dharmamitra	DATEABLE	2	2	bridge_unaligned									
lava		2a	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
lava		2c	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
lava		1e				UNDATEABLE	5	0	bridge_unaligned									
lava		1f				UNDATEABLE	1	0	bridge_unaligned									
lohita		1a	vedic	1	dcs	DATEABLE	54	43	joined	mw:183900:1	32	1	0.5517	19	ayurveda	0.3125	attested	
lohita		1b	vedic	1	dcs	DATEABLE	3	3	bridge_unaligned									
lohita		5a	vedic	1	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
lohita		5b	vedic	1	dcs+hand:class	DATEABLE	33	28	bridge_unaligned									
lohita		2k	epic-sutra	2	dcs+dharmamitra+hand:class	DATEABLE	22	15	bridge_unaligned									
lohita		5e	epic-sutra	2	dcs	DATEABLE	3	2	bridge_unaligned									
lohita		2g	classical	3	dharmamitra	DATEABLE	3	2	bridge_unaligned									
lohita		2i	classical	3	dharmamitra	DATEABLE	5	2	bridge_unaligned									
lohita		4	early-medieval	4	hand:class	DATEABLE	3	2	bridge_unaligned									
lohita		5c	early-medieval	4	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
lohita		5d	early-medieval	4	hand:class	DATEABLE	5	2	bridge_unaligned									
lohita		2c	late-medieval	5	hand:class	DATEABLE-MARGINAL	3	1	bridge_unaligned									
lohita		2d	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
lohita		2e	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
lohita		2h	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
lohita		3b	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
lohita		2a				UNDATEABLE	1	0	bridge_unaligned									
lohita		2b				UNDATEABLE	1	0	bridge_unaligned									
lohita		3a				UNDATEABLE	1	0	bridge_unaligned									
mADava		2a	vedic	1	dcs	DATEABLE	20	17	bridge_unaligned									
mADava		1a	epic-sutra	2	dharmamitra	DATEABLE	3	3	bridge_no_freq	mw:162531:1								
mADava		1b	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
mADava		2b	epic-sutra	2	dcs	DATEABLE	7	5	bridge_unaligned									
mADava		2d	epic-sutra	2	dcs+dharmamitra+hand:class	DATEABLE	23	19	bridge_unaligned									
mADava		2f	epic-sutra	2	dharmamitra+hand:class	DATEABLE	28	10	bridge_unaligned									
mADava		3f	epic-sutra	2	dharmamitra	DATEABLE	3	3	bridge_unaligned									
mADava		3h	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
mADava		3i	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
mADava		4	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	2	1	bridge_unaligned									
mADava		3b	classical	3	dharmamitra	DATEABLE	3	2	bridge_unaligned									
mADava		3c	classical	3	dcs+hand:class	DATEABLE	14	10	bridge_unaligned									
mADava		3e	classical	3	dharmamitra	DATEABLE-MARGINAL	2	1	bridge_unaligned									
mADava		3k	classical	3	dharmamitra	DATEABLE-MARGINAL	2	1	bridge_unaligned									
mADava		3a	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
mADava		3d	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
mADava		2c	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
mADava		3g	late-medieval	5	hand:class	DATEABLE-MARGINAL	3	1	bridge_unaligned									
mADava		2e				UNDATEABLE	2	0	bridge_unaligned									
mAgaDa		2c	vedic	1	dcs	DATEABLE	37	32	bridge_unaligned									
mAgaDa		2a	epic-sutra	2	dharmamitra+hand:class	DATEABLE	5	3	bridge_unaligned									
mAgaDa		2b	epic-sutra	2	dcs+dharmamitra	DATEABLE	17	8	bridge_unaligned									
mAgaDa		2e	epic-sutra	2	dharmamitra	DATEABLE	4	4	bridge_unaligned									
mAgaDa		4a	epic-sutra	2	dharmamitra	DATEABLE	6	6	bridge_unaligned									
mAgaDa		4b	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
mAgaDa		4d	epic-sutra	2	dcs+dharmamitra	DATEABLE	2	2	bridge_unaligned									
mAgaDa		1	classical	3	dharmamitra	DATEABLE	16	4	bridge_no_freq	mw:161945:1								
mAgaDa		2d	classical	3	dharmamitra	DATEABLE-MARGINAL	2	1	bridge_unaligned									
mAgaDa		4e	classical	3	dharmamitra	DATEABLE	6	5	bridge_unaligned									
mAgaDa		4f	classical	3	dharmamitra	DATEABLE	17	6	bridge_unaligned									
mAgaDa		4h	classical	3	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
mAgaDa		2f	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
mAgaDa		3a	late-medieval	5	hand:class	DATEABLE-MARGINAL	3	1	bridge_unaligned									
mAgaDa		4g	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
mAgaDa		3b				UNDATEABLE	1	0	bridge_unaligned									
mAlaka		3	epic-sutra	2	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
mAlaka		4b	epic-sutra	2	dharmamitra	DATEABLE	5	3	bridge_unaligned									
mAlaka		1a	classical	3	dharmamitra	DATEABLE-MARGINAL	3	1	bridge_no_freq	mw:163618:1								
mAlaka		4f	classical	3	dharmamitra	DATEABLE-MARGINAL	2	1	bridge_unaligned									
mAlaka		1b	early-medieval	4	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
mAlaka		4a	early-medieval	4	dharmamitra+hand:class	DATEABLE	7	4	bridge_unaligned									
mAlaka		4e	early-medieval	4	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
mAlaka		4h	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
mAlaka		2	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
mAlaka		4d	late-medieval	5	hand:class	DATEABLE-MARGINAL	3	1	bridge_unaligned									
