slp1	hom	sense_id	n_cites	n_dateable	first_era	bucket_via	marginal	class	conflict_notes
nara		1c	2	1	early-medieval	dharmamitra	1	DATEABLE-MARGINAL	the extant recension is what PWG cites | DM anchor: extant recension c. 4th-9th c. CE; older core disputed
nara		1d	2	1	epic-sutra	hand:class	1	DATEABLE-MARGINAL	H4016 hand-checked seed call (hand:class)
nara		1e	2	2	classical	dharmamitra	0	DATEABLE	H4016 hand-checked seed call via the Dharmamitra chronology
nara		1f	42	36	vedic	dcs	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
nara		1g	4	3	epic-sutra	dharmamitra	0	DATEABLE	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call
nara		1h	2	1	early-medieval	hand:class	1	DATEABLE-MARGINAL	H4016 hand-checked seed call (hand:class)
nara		1i	1	1	early-medieval	dcs	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
nara		1k	1	1	epic-sutra	dharmamitra	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the Dharmamitra chronology
nara		1l	1	1	classical	dharmamitra	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the Dharmamitra chronology
nara		1m	3	3	classical	dharmamitra	0	DATEABLE	H4016 hand-checked seed call via the Dharmamitra chronology
nara		1n	2	2	classical	dharmamitra	0	DATEABLE	H4016 hand-checked seed call via the Dharmamitra chronology
nara		1o	3	3	early-medieval	dharmamitra	0	DATEABLE	H4016 hand-checked seed call via the Dharmamitra chronology
nara		1p	1	1	vedic	dcs	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
nara		2	2	1	late-medieval	hand:class	1	DATEABLE-MARGINAL	same discount class as anthologies (H4019 addendum) | Rādhākānta Deva's kośa, 19th-c. compile; MG ruling 03-09-2026 (H4019 addendum §1): PWG citations give only a recent terminus — dated late-medieval CEILING with low attestation value | terminus-ceiling work: attestation value low
nawa		1a	45	39	epic-sutra	dcs+dharmamitra+hand:class	0	DATEABLE	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call | H4016 hand-checked seed call via the Dharmamitra chronology | H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/) | H4016 hand-checked seed call (hand:class)
nawa		1b	5	4	epic-sutra	dcs	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
nawa		1c	3	1	late-medieval	hand:class	1	DATEABLE-MARGINAL	same discount class as anthologies (H4019 addendum) | Rādhākānta Deva's kośa, 19th-c. compile; MG ruling 03-09-2026 (H4019 addendum §1): PWG citations give only a recent terminus — dated late-medieval CEILING with low attestation value | terminus-ceiling work: attestation value low
nawa		1d	3	1	late-medieval	hand:class	1	DATEABLE-MARGINAL	same discount class as anthologies (H4019 addendum) | Rādhākānta Deva's kośa, 19th-c. compile; MG ruling 03-09-2026 (H4019 addendum §1): PWG citations give only a recent terminus — dated late-medieval CEILING with low attestation value | terminus-ceiling work: attestation value low
nawa		1e	4	0			0	UNDATEABLE	
nawa		2	1	0			0	UNDATEABLE	
nawa		3b	2	1	late-medieval	hand:class	1	DATEABLE-MARGINAL	same discount class as anthologies (H4019 addendum) | Rādhākānta Deva's kośa, 19th-c. compile; MG ruling 03-09-2026 (H4019 addendum §1): PWG citations give only a recent terminus — dated late-medieval CEILING with low attestation value | terminus-ceiling work: attestation value low
nawa		3c	2	1	classical	dharmamitra	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the Dharmamitra chronology
nawa		3e	1	0			0	UNDATEABLE	
nivartana		1a	4	3	epic-sutra	dharmamitra	0	DATEABLE	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call
nivartana		1b	1	1	vedic	dcs	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
nivartana		2a	16	15	vedic	dcs	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
nivartana		2b	11	9	epic-sutra	dcs+dharmamitra	0	DATEABLE	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call | H4016 hand-checked seed call via the Dharmamitra chronology | H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
nivartana		2c	4	4	epic-sutra	dharmamitra	0	DATEABLE	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call
nivartana		2d	1	0			0	UNRESOLVED	
nivartana		2e	7	4	epic-sutra	dharmamitra	0	DATEABLE	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call
nivartana		2f	3	3	vedic	dcs	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
nivartana		2g	1	1	epic-sutra	hand:class	1	DATEABLE-MARGINAL	seed left no-rule | śrautasūtra genre; standard dating c. 4th-3rd c. BCE (same genre anchor as the seed's ŚĀṄKH. ŚR. call)
nivartana		2h	1	0			0	UNDATEABLE	
nivartana		2i	4	1	classical	dharmamitra	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the Dharmamitra chronology
nivartana		2k	1	1	early-medieval	dharmamitra	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the Dharmamitra chronology
nizWa		1a	2	1	early-medieval	dharmamitra	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the Dharmamitra chronology
nizWa		1b	14	12	vedic	dcs	0	DATEABLE	late-Vedic Upaniṣad; DCS date table BĀU -699..-499 (the pin both probes used for Chānd./Bṛh. Āraṇyaka strata)
nizWa		1c	20	15	epic-sutra	dcs+dharmamitra	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/) | DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call | H4016 hand-checked seed call via the Dharmamitra chronology
nizWa		2a	6	5	epic-sutra	dharmamitra	0	DATEABLE	H4016 hand-checked seed call via the Dharmamitra chronology
nizWa		2b	3	3	early-medieval	dcs+hand:class	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/) | H4016 hand-checked seed call (hand:class)
nizWa		2c	30	26	epic-sutra	dcs+dharmamitra	0	DATEABLE	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call | H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/) | H4016 hand-checked seed call via the Dharmamitra chronology
nizWa		2d	4	4	epic-sutra	dharmamitra	0	DATEABLE	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call
nizWa		2e	4	3	vedic	dcs	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
nizWa		2f	21	20	epic-sutra	hand:class	0	DATEABLE	H4016 hand-checked seed call (hand:class)
nizWa		2g	2	1	early-medieval	hand:class	1	DATEABLE-MARGINAL	H4016 hand-checked seed call (hand:class)
nizWa		2h	3	3	classical	dharmamitra	0	DATEABLE	H4016 hand-checked seed call via the Dharmamitra chronology
pARqu		1	36	23	vedic	dcs	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
pARqu		2a	3	1	late-medieval	hand:class	1	DATEABLE-MARGINAL	same discount class as anthologies (H4019 addendum) | Rādhākānta Deva's kośa, 19th-c. compile; MG ruling 03-09-2026 (H4019 addendum §1): PWG citations give only a recent terminus — dated late-medieval CEILING with low attestation value | terminus-ceiling work: attestation value low
pARqu		2b	2	1	late-medieval	hand:class	1	DATEABLE-MARGINAL	same discount class as anthologies (H4019 addendum) | Rādhākānta Deva's kośa, 19th-c. compile; MG ruling 03-09-2026 (H4019 addendum §1): PWG citations give only a recent terminus — dated late-medieval CEILING with low attestation value | terminus-ceiling work: attestation value low
pARqu		2c	2	1	late-medieval	hand:class	1	DATEABLE-MARGINAL	same discount class as anthologies (H4019 addendum) | Rādhākānta Deva's kośa, 19th-c. compile; MG ruling 03-09-2026 (H4019 addendum §1): PWG citations give only a recent terminus — dated late-medieval CEILING with low attestation value | terminus-ceiling work: attestation value low
pARqu		2d	20	17	epic-sutra	dcs+dharmamitra	0	DATEABLE	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call | H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/) | H4016 hand-checked seed call via the Dharmamitra chronology
pARqu		2e	2	1	epic-sutra	dharmamitra	1	DATEABLE-MARGINAL	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call
pARqu		2f	1	0			0	UNDATEABLE	
pARqu		2g	2	1	early-medieval	hand:class	1	DATEABLE-MARGINAL	H4016 hand-checked seed call (hand:class)
pARqu		2h	1	0			0	UNDATEABLE	
pARqu		2i	3	1	classical	dharmamitra	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the Dharmamitra chronology
pARqu		3	2	1	late-medieval	hand:class	1	DATEABLE-MARGINAL	same discount class as anthologies (H4019 addendum) | Rādhākānta Deva's kośa, 19th-c. compile; MG ruling 03-09-2026 (H4019 addendum §1): PWG citations give only a recent terminus — dated late-medieval CEILING with low attestation value | terminus-ceiling work: attestation value low
pAli		10	5	3	classical	dharmamitra	0	DATEABLE	H4016 hand-checked seed call via the Dharmamitra chronology
pAli		11	2	1	early-medieval	hand:class	1	DATEABLE-MARGINAL	H4016 hand-checked seed call (hand:class)
pAli		12	3	2	epic-sutra	hand:class	0	DATEABLE	H4016 hand-checked seed call (hand:class)
pAli		13	3	1	late-medieval	hand:class	1	DATEABLE-MARGINAL	same discount class as anthologies (H4019 addendum) | Rādhākānta Deva's kośa, 19th-c. compile; MG ruling 03-09-2026 (H4019 addendum §1): PWG citations give only a recent terminus — dated late-medieval CEILING with low attestation value | terminus-ceiling work: attestation value low
pAli		14	1	1	classical	dharmamitra	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the Dharmamitra chronology
pAli		15	2	1	late-medieval	hand:class	1	DATEABLE-MARGINAL	same discount class as anthologies (H4019 addendum) | Rādhākānta Deva's kośa, 19th-c. compile; MG ruling 03-09-2026 (H4019 addendum §1): PWG citations give only a recent terminus — dated late-medieval CEILING with low attestation value | terminus-ceiling work: attestation value low
pAli		2	4	2	epic-sutra	dharmamitra	0	DATEABLE	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call
pAli		3	8	5	classical	dharmamitra	0	DATEABLE	H4016 hand-checked seed call via the Dharmamitra chronology
pAli		4	5	5	early-medieval	dharmamitra+hand:class	0	DATEABLE	H4016 hand-checked seed call (hand:class) | H4016 hand-checked seed call via the Dharmamitra chronology
pAli		5	5	4	classical	dharmamitra	0	DATEABLE	H4016 hand-checked seed call via the Dharmamitra chronology
pAli		6	3	2	classical	dharmamitra	0	DATEABLE	H4016 hand-checked seed call via the Dharmamitra chronology
pAli		7	2	1	early-medieval	hand:class	1	DATEABLE-MARGINAL	H4016 hand-checked seed call (hand:class)
pAli		8	2	2	classical	dharmamitra	0	DATEABLE	H4016 hand-checked seed call via the Dharmamitra chronology
pAli		9	2	1	early-medieval	hand:class	1	DATEABLE-MARGINAL	H4016 hand-checked seed call (hand:class)
pAta	2	10	1	0			0	UNDATEABLE	
pAta	2	1a	3	2	epic-sutra	dcs+dharmamitra	0	DATEABLE	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call | H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
