verse	widx	gold_form	gold_lemma	gold_pos	gold_morph	dcs_forms	dcs_lemmas	dcs_upos	class	note
11.43	7	pūjyaḥ	pūjya	participle	nom/sg/m	pūjyaḥ	pūjay	VERB	LEMMA_DIFF	
11.43	8	ca	ca	indeclinable		ca	ca	CONJ	OK	
11.43	9	guruḥ	guru	nominal	nom/sg/m	guruḥ	guru	NOUN	OK	
11.43	10	garīyān	garīyas	nominal	nom/sg/m	garīyān	garīyas	ADJ	OK	
11.43	11	na	na	indeclinable		na	na	PART	OK	
ch7700						tvad	tvad	PRON	UNALIGNED_DCS	extra DCS token
ch7700						samaḥ	sama	PRON	UNALIGNED_DCS	extra DCS token
11.43	12	tvat-samaḥ	tvat-sama	nominal					UNALIGNED_GOLD	no DCS token matched
11.43	13	asti	√as	verb	sg	asti	as	VERB	OK	
11.43	14	abhyadhikaḥ	abhyadhika	nominal	nom/sg/m	abhyadhikaḥ	abhyadhika	ADJ	OK	
ch7700						kuto	kutas	ADV	UNALIGNED_DCS	extra DCS token
ch7700						'nyo	anya	PRON	UNALIGNED_DCS	extra DCS token
11.43	15	kutaḥ	kutaḥ	indeclinable					UNALIGNED_GOLD	no DCS token matched
11.43	16	anyaḥ	anya	pronoun					UNALIGNED_GOLD	no DCS token matched
11.43	17	loka-traye	loka-traya	nominal	loc/sg/n	lokatraye	lokatraya	NOUN	OK	
11.43	18	api	api	indeclinable		api	api	PART	OK	
11.43	19	apratima-prabhāva	apratima-prabhāva	nominal	nom/sg/m	apratima + prabhāva	apratima + prabhāva	ADJ + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
11.44	1	tasmāt	tasmāt	indeclinable		tasmāt	tasmāt	ADV	OK	
11.44	2	praṇamya	pra-√nam			praṇamya	praṇam	VERB	LEMMA_DIFF	
11.44	3	praṇidhāya	pra-ni-√dhā			praṇidhāya	praṇidhā	VERB	LEMMA_DIFF	
11.44	4	kāyam	kāya	nominal	acc/sg/m	kāyaṃ	kāya	NOUN	OK	
11.44	5	prasādaye	pra-√sad	verb	sg	prasādaye	prasāday	VERB	LEMMA_DIFF	
11.44	6	tvām	yuṣmat	pronoun	acc/sg	tvām	tvad	PRON	LEMMA_DIFF	
11.44	7	aham	asmat	pronoun	nom/sg	aham	mad	PRON	LEMMA_DIFF	
11.44	8	īśam	īśa	nominal	acc/sg/m	īśam	īśa	NOUN	OK	
11.44	9	īḍyam	īḍya	participle	acc/sg/m	īḍyam	īḍ	VERB	OK	
11.44	10	pitā	pitṛ	nominal	nom/sg/m	pitā	pitṛ	NOUN	OK	
11.44	11	iva	iva	indeclinable		iva	iva	PART	OK	
11.44	12	putrasya	putra	nominal	gen/sg/m	putrasya	putra	NOUN	OK	
11.44	13	sakhā	sakhi	nominal	nom/sg/m	sakhā	sakhi	NOUN	OK	
11.44	14	iva	iva	indeclinable		iva	iva	PART	OK	
11.44	15	sakhyuḥ	sakhi	nominal	gen/sg/m	sakhyuḥ	sakhi	NOUN	OK	
11.44	16	priyaḥ	priya	nominal	nom/sg/m	priyaḥ	priya	ADJ	OK	
11.44	17	priyāya	priya	nominal	gen/sg/f	priyāya	priya	ADJ	OK	
11.44	18	arhasi	√arh	verb	sg	arhasi	arh	VERB	OK	
11.44	19	deva	deva	nominal	voc/sg/m	deva	deva	NOUN	OK	
11.44	20	soḍhum	√sah			soḍhum	sah	VERB	OK	
11.45	1	adṛṣṭa-pūrvam	adṛṣṭa-pūrva	nominal	acc/sg/n	adṛṣṭa + pūrvam	adṛṣṭa + pūrvam	ADJ + ADV	LEMMA_DIFF	compound split 2 ways
ch7700						hṛṣito	hṛṣ	VERB	UNALIGNED_DCS	extra DCS token
ch7700						'smi	as	VERB	UNALIGNED_DCS	extra DCS token
11.45	2	hṛṣitaḥ	hṛṣita	participle					UNALIGNED_GOLD	no DCS token matched
11.45	3	asmi	√as	verb					UNALIGNED_GOLD	no DCS token matched
11.45	4	dṛṣṭvā	√dṛś			dṛṣṭvā	dṛś	VERB	OK	
11.45	5	bhayena	bhaya	nominal	ins/sg/n	bhayena	bhaya	NOUN	OK	
11.45	6	ca	ca	indeclinable		ca	ca	CONJ	OK	
11.45	7	pravyathitam	pravyathita	participle	nom/sg/n	pravyathitaṃ	pravyath	VERB	OK	
ch7700						mano	manas	NOUN	UNALIGNED_DCS	extra DCS token
11.45	8	manaḥ	manas	nominal					UNALIGNED_GOLD	no DCS token matched
11.45	9	me	asmat	pronoun	gen/sg	me	mad	PRON	LEMMA_DIFF	
11.45	10	tat	tat	pronoun	acc/sg/n	tat	tad	PRON	LEMMA_DIFF	
11.45	11	eva	eva	indeclinable		eva	eva	PART	OK	
11.45	12	me	asmat	pronoun	gen/sg	me	mad	PRON	LEMMA_DIFF	
11.45	13	darśaya	√dṛś	verb	sg	darśaya	darśay	VERB	LEMMA_DIFF	
11.45	14	deva	deva	nominal	voc/sg/n	deva	deva	NOUN	OK	
11.45	15	rūpam	rūpa	nominal	acc/sg/n	rūpaṃ	rūpa	NOUN	OK	
11.45	16	prasīda	pra-√sad	verb	sg	prasīda	prasad	VERB	OK	
11.45	17	deveśa	deva-īśa	nominal	voc/sg/m	deveśa	deveśa	NOUN	LEMMA_DIFF	
11.45	18	jagan-nivāsa	jagan-nivāsa	nominal	voc/sg/m	jagannivāsa	jagannivāsa	NOUN	OK	
11.46	1	kirīṭinam	kirīṭin	nominal	acc/sg/m	kirīṭinaṃ	kirīṭin	ADJ	OK	
11.46	2	gadinam	gadin	nominal	acc/sg/m	gadinaṃ	gadin	ADJ	OK	
11.46	3	cakra-hastam	cakra-hasta	nominal	acc/sg/m	cakra + hastam	cakra + hasta	NOUN + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
11.46	4	icchāmi	√iṣ	verb	sg	icchāmi	iṣ	VERB	OK	
11.46	5	tvām	yuṣmat	pronoun	acc/sg	tvāṃ	tvad	PRON	LEMMA_DIFF	
11.46	6	draṣṭum	√dṛś			draṣṭum	dṛś	VERB	OK	
11.46	7	aham	asmat	pronoun	nom/sg	aham	mad	PRON	LEMMA_DIFF	
11.46	8	tathā	tathā	indeclinable		tathā	tathā	ADV	OK	
11.46	9	eva	eva	indeclinable		eva	eva	PART	OK	
11.46	10	tena	tat	pronoun	ins/sg/n	tena	tad	PRON	LEMMA_DIFF	
11.46	11	eva	eva	indeclinable		eva	eva	PART	OK	
11.46	12	rūpeṇa	rūpa	nominal	ins/sg/n	rūpeṇa	rūpa	NOUN	OK	
11.46	13	catur-bhujena	catur-bhuja	nominal	ins/sg/n	catur + bhujena	catur + bhuja	NUM + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
11.46	14	sahasra-bāho	sahasra-bāhu	nominal	voc/sg/m	sahasrabāho	sahasrabāhu	NOUN	OK	
11.46	15	bhava	√bhū	verb	sg	bhava	bhū	VERB	OK	
11.46	16	viśva-mūrte	viśva-mūrti	nominal	voc/sg/n	viśvamūrte	viśvamūrti	NOUN	OK	
11.47	1	śrī-bhagavān	śrī-bhagavant	nominal	nom/sg/m	śrī + bhagavān	śrī + bhagavant	NOUN + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
11.47	2	uvāca	√vac	verb	sg	uvāca	vac	VERB	OK	
11.47	3	mayā	asmat	pronoun	ins/sg	mayā	mad	PRON	LEMMA_DIFF	
11.47	4	prasannena	prasanna	participle	ins/sg/m	prasannena	prasad	VERB	LEMMA_DIFF	
11.47	5	tava	yuṣmat	pronoun	gen/sg	tava	tvad	PRON	LEMMA_DIFF	
11.47	6	arjuna	arjuna	nominal	voc/sg/m	arjuna	arjuna	NOUN	OK	
11.47	7	idam	idam	nominal	nom/sg/n	idam	idam	PRON	POS_DIFF	
11.47	8	rūpam	rūpa	nominal	nom/sg/n	rūpaṃ	rūpa	NOUN	OK	
11.47	9	param	para	nominal	nom/sg/n	paraṃ	para	PRON	POS_DIFF	
11.47	10	darśitam	darśita	participle	nom/sg/n	darśitam	darśay	VERB	LEMMA_DIFF	
11.47	11	ātma-yogāt	ātma-yoga	nominal	abl/sg/m	ātma + yogāt	ātman + yoga	NOUN + NOUN	LEMMA_DIFF	compound split 2 ways
ch7700						tejaḥ	tejas	NOUN	UNALIGNED_DCS	extra DCS token
ch7700						mayam	maya	ADJ	UNALIGNED_DCS	extra DCS token
11.47	12	tejo-mayam	tejo-maya	nominal					UNALIGNED_GOLD	no DCS token matched
11.47	13	viśvam	viśva	nominal	nom/sg/n	viśvam	viśva	ADJ	OK	
11.47	14	anantam	an-anta	nominal	nom/sg/n	anantam	ananta	ADJ	OK	
11.47	15	ādyam	ādya	nominal	nom/sg/n	ādyam	ādya	ADJ	OK	
11.47	16	yat	yat	pronoun	nom/sg/n	yat	yad	PRON	LEMMA_DIFF	
11.47	17	me	asmat	pronoun	gen/sg	me	mad	PRON	LEMMA_DIFF	
ch7700						tvad	tvad	PRON	UNALIGNED_DCS	extra DCS token
11.47	18	tvat	yuṣmat	pronoun					UNALIGNED_GOLD	no DCS token matched
11.47	19	anyena	anya	pronoun	ins/sg/m	anyena	anya	PRON	OK	
11.47	20	na	na	indeclinable		na	na	PART	OK	
11.47	21	dṛṣṭa-pūrvam	dṛṣṭa-pūrva	nominal	nom/sg/n	dṛṣṭa + pūrvam	dṛś + pūrva	VERB + PRON	LEMMA_DIFF_POS_DIFF	compound split 2 ways
11.48	1	na	na	indeclinable		na	na	PART	OK	
ch7700						veda	veda	NOUN	UNALIGNED_DCS	extra DCS token
ch7700						yajña	yajña	NOUN	UNALIGNED_DCS	extra DCS token
ch7700						adhyayanaiḥ	adhyayana	NOUN	UNALIGNED_DCS	extra DCS token
11.48	2	veda-yajñādhyayanaih	veda-yajña-adhyayana	nominal					UNALIGNED_GOLD	no DCS token matched
11.48	3	na	na	indeclinable		na	na	PART	OK	
11.48	4	dānaiḥ	dāna	nominal	ins/pl/n	dānaiḥ	dāna	NOUN	OK	
11.48	5	na	na	indeclinable		na	na	PART	OK	
11.48	6	ca	ca	indeclinable		ca	ca	CONJ	OK	
11.48	7	kriyābhiḥ	kriyā	nominal	ins/pl/f	kriyābhiḥ	kriyā	NOUN	OK	
11.48	8	na	na	indeclinable		na	na	PART	OK	
11.48	9	tapobhiḥ	tapas	nominal	ins/pl/n	tapobhiḥ	tapas	NOUN	OK	
11.48	10	ugraiḥ	ugra	nominal	ins/pl/n	ugraiḥ	ugra	ADJ	OK	
11.48	11	evaṁ-rūpaḥ	evaṁ-rūpa	nominal	nom/sg/m	evaṃrūpaḥ	evaṃrūpa	ADJ	OK	
11.48	12	śakyaḥ	śakya	participle	nom/sg/m	śakya	śakya	ADJ	POS_DIFF	
11.48	13	aham	asmat	pronoun	nom/sg	ahaṃ	mad	PRON	LEMMA_DIFF	
11.48	14	nṛ-loke	nṛ-loka	nominal	loc/sg/m	nṛ + loke	nṛ + loka	NOUN + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
11.48	15	draṣṭum	√dṛś			draṣṭuṃ	dṛś	VERB	OK	
ch7700						tvad	tvad	PRON	UNALIGNED_DCS	extra DCS token
ch7700						anyena	anya	PRON	UNALIGNED_DCS	extra DCS token
11.48	16	tvat-anyena	tvat-anya	nominal					UNALIGNED_GOLD	no DCS token matched
11.48	17	kuru-pravīra	kuru-pravīra	nominal	voc/sg/m	kuru + pravīra	kuru + pravīra	NOUN + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
11.49	1	mā	mā	indeclinable		mā	mā	PART	OK	
11.49	2	te	yuṣmat	pronoun	gen/sg	te	tvad	PRON	LEMMA_DIFF	
11.49	3	vyathā	vyathā	nominal	nom/sg/f	vyathā	vyathā	NOUN	OK	
11.49	4	mā	mā	indeclinable		mā	mā	PART	OK	
11.49	5	ca	ca	indeclinable		ca	ca	CONJ	OK	
11.49	6	vimūḍha-bhāvaḥ	vimūḍha-bhāva	nominal	nom/sg/m	vimūḍha + bhāvaḥ	vimuh + bhāva	VERB + NOUN	LEMMA_DIFF	compound split 2 ways
11.49	7	dṛṣṭvā	√dṛś			dṛṣṭvā	dṛś	VERB	OK	
11.49	8	rūpam	rūpa	nominal	acc/sg/n	rūpaṃ	rūpa	NOUN	OK	
11.49	9	ghoram	ghora	nominal	acc/sg/n	ghoram	ghora	ADJ	OK	
ch7700						īdṛś	īdṛś	ADJ	UNALIGNED_DCS	extra DCS token
11.49	10	īdṛk	īdṛś	nominal					UNALIGNED_GOLD	no DCS token matched
11.49	11	mama	asmat	pronoun	gen/sg	mama	mad	PRON	LEMMA_DIFF	
11.49	12	idam	idam	pronoun	acc/sg/n	idam	idam	PRON	OK	
11.49	13	vyapeta-bhīḥ	vyapeta-bhī	nominal	nom/sg/m	vyapeta + bhīḥ	vyape + bhī	VERB + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
11.49	14	prīta-manāḥ	prīta-manas	nominal	nom/sg/m	prīta + manāḥ	prī + manas	VERB + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
ch7700						punar	punar	ADV	UNALIGNED_DCS	extra DCS token
11.49	15	punaḥ	punaḥ	indeclinable					UNALIGNED_GOLD	no DCS token matched
11.49	16	tvam	yuṣmat	pronoun	nom/sg	tvam	tvad	PRON	LEMMA_DIFF	
11.49	17	tat	tat	pronoun	acc/sg/n	tat	tad	PRON	LEMMA_DIFF	
11.49	18	eva	eva	indeclinable		eva	eva	PART	OK	
11.49	19	me	asmat	pronoun	gen/sg	me	mad	PRON	LEMMA_DIFF	
11.49	20	rūpam	rūpa	nominal	acc/sg/n	rūpam	rūpa	NOUN	OK	
11.49	21	idam	idam	nominal	acc/sg/n	idam	idam	PRON	POS_DIFF	
11.49	22	prapaśya	pra-√dṛś	verb	sg	prapaśya	prapaś	VERB	LEMMA_DIFF	
11.50	1	saṁjayaḥ	sam-jaya	nominal	nom/sg/m	saṃjaya	saṃjaya	NOUN	OK	
11.50	2	uvāca	√vac	verb	sg	uvāca	vac	VERB	OK	
11.50	3	iti	iti	indeclinable		iti	iti	PART	OK	
11.50	4	arjunam	arjuna	nominal	acc/sg/m	arjunam	arjuna	NOUN	OK	
11.50	5	vāsudevaḥ	vāsudeva	nominal	nom/sg/m	vāsudevaḥ	vāsudeva	NOUN	OK	
11.50	6	tathā	tathā	indeclinable		tathā	tathā	ADV	OK	
11.50	7	uktvā	√vac			uktvā	vac	VERB	OK	
11.50	8	svakam	svaka	nominal	acc/sg/n	svakaṃ	svaka	ADJ	OK	
11.50	9	rūpam	rūpa	nominal	acc/sg/n	rūpaṃ	rūpa	NOUN	OK	
11.50	10	darśayāmāsa	√dṛś	verb	sg	darśayāmāsa	darśay	VERB	LEMMA_DIFF	
11.50	11	bhūyaḥ	bhūyaḥ	indeclinable		bhūyaḥ	bhūyas	ADV	LEMMA_DIFF	
11.50	12	āśvāsayāmāsa	ā-√śvas	verb	sg	āśvāsayāmāsa	āśvāsay	VERB	LEMMA_DIFF	
11.50	13	ca	ca	indeclinable		ca	ca	CONJ	OK	
11.50	14	bhītam	bhīta	participle	acc/sg/m	bhītam	bhī	VERB	OK	
11.50	15	enam	etat	pronoun	acc/sg/m	enam	enad	PRON	LEMMA_DIFF	
11.50	16	bhūtvā	√bhū			bhūtvā	bhū	VERB	OK	
11.50	17	punaḥ	punaḥ	indeclinable		punaḥ	punar	ADV	LEMMA_DIFF	
11.50	18	saumya-vapuḥ	saumya-vapus	nominal	nom/sg/m	saumya + vapuḥ	saumya + vapus	ADJ + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
11.50	19	mahātmā	mahā-ātman	nominal	nom/sg/m	mahātmā	mahātman	ADJ	LEMMA_DIFF	
11.51	1	arjunaḥ	arjuna	nominal	nom/sg/m	arjuna	arjuna	NOUN	OK	
11.51	2	uvāca	√vac	verb	sg	uvāca	vac	VERB	OK	
11.51	3	dṛṣṭvā	√dṛś			dṛṣṭvā	dṛś	VERB	OK	
11.51	4	idam	idam	nominal	acc/sg/n	idam	idam	PRON	POS_DIFF	
11.51	5	mānuṣam	mānuṣa	nominal	acc/sg/n	mānuṣaṃ	mānuṣa	ADJ	OK	
11.51	6	rūpam	rūpa	nominal	acc/sg/n	rūpaṃ	rūpa	NOUN	OK	
11.51	7	tava	yuṣmat	pronoun	gen/sg	tava	tvad	PRON	LEMMA_DIFF	
11.51	8	saumyam	saumya	nominal	acc/sg/n	saumyaṃ	saumya	ADJ	OK	
11.51	9	janārdana	jana-ardana	nominal	voc/sg/m	janārdana	janārdana	NOUN	LEMMA_DIFF	
11.51	10	idānīm	idānīm	indeclinable		idānīm	idānīm	ADV	OK	
11.51	11	asmi	√as	verb	sg	asmi	as	VERB	OK	
11.51	12	saṁvṛttaḥ	sam-vṛtta	participle	nom/sg/m	saṃvṛttaḥ	saṃvṛt	VERB	OK	
11.51	13	sa-cetāḥ	sa-cetas	nominal	nom/sg/m	sa + cetāḥ	sa + cetas	ADV + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
11.51	14	prakṛtim	prakṛti	nominal	acc/sg/f	prakṛtiṃ	prakṛti	NOUN	OK	
11.51	15	gataḥ	gata	participle	nom/pl/m	gataḥ	gam	VERB	LEMMA_DIFF	
11.52	1	śrī-bhagavān	śrī-bhagavant	nominal	nom/sg/m	śrī + bhagavān	śrī + bhagavant	NOUN + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
11.52	2	uvāca	√vac	verb	sg	uvāca	vac	VERB	OK	
11.52	3	sudurdarśam	su-dur-darśa	nominal	acc/sg/n	su + durdarśam	su + durdarśa	ADV + ADJ	OK_COMPOUND_SPLIT	compound split 2 ways
11.52	4	idam	idam	nominal	acc/sg/n	idam	idam	PRON	POS_DIFF	
11.52	5	rūpam	rūpa	nominal	acc/sg/n	rūpaṃ	rūpa	NOUN	OK	
11.52	6	dṛṣṭavān	dṛṣṭavant	participle	nom/sg/m	dṛṣṭavān	dṛś	VERB	LEMMA_DIFF	
11.52	7	asi	√as	verb	sg	asi	as	VERB	OK	
11.52	8	yat	yat	pronoun	acc/sg/n	yat	yad	PRON	LEMMA_DIFF	
11.52	9	mama	asmat	pronoun	gen/sg	mama	mad	PRON	LEMMA_DIFF	
11.52	10	devāḥ	deva	nominal	nom/pl/m	devā	deva	NOUN	OK	
11.52	11	api	api	indeclinable		api	api	PART	OK	
11.52	12	asya	idam	pronoun	gen/sg/n	asya	idam	PRON	OK	
11.52	13	rūpasya	rūpa	nominal	gen/sg/n	rūpasya	rūpa	NOUN	OK	
11.52	14	nityam	nityam	indeclinable		nityaṃ	nityam	ADV	OK	
11.52	15	darśana-kāṅkṣiṇaḥ	darśana-kāṅkṣin	nominal	nom/pl/m	darśana + kāṅkṣiṇaḥ	darśana + kāṅkṣin	NOUN + ADJ	OK_COMPOUND_SPLIT	compound split 2 ways
11.53	1	na	na	indeclinable		na	na	PART	OK	
11.53	2	aham	asmat	pronoun	nom/sg	aham	mad	PRON	LEMMA_DIFF	
11.53	3	vedaiḥ	veda	nominal	ins/sg/m	vedaiḥ	veda	NOUN	OK	
11.53	4	na	na	indeclinable		na	na	PART	OK	
11.53	5	tapasā	tapas	nominal	ins/sg/n	tapasā	tapas	NOUN	OK	
11.53	6	na	na	indeclinable		na	na	PART	OK	
11.53	7	dānena	dāna	nominal	ins/sg/n	dānena	dāna	NOUN	OK	
11.53	8	na	na	indeclinable		na	na	PART	OK	
11.53	9	ca	ca	indeclinable		ca	ca	CONJ	OK	
11.53	10	ijyayā	ijyā	nominal	ins/sg/f	ijyayā	ijyā	NOUN	OK	
11.53	11	śakyaḥ	śakya	participle	nom/sg/m	śakya	śakya	ADJ	POS_DIFF	
ch7700						evaṃvidho	evaṃvidha	ADJ	UNALIGNED_DCS	extra DCS token
11.53	12	evaṁ-vidhaḥ	evaṁ-vidha	nominal					UNALIGNED_GOLD	no DCS token matched
11.53	13	draṣṭum	√dṛś			draṣṭuṃ	dṛś	VERB	OK	
11.53	14	dṛṣṭavān	dṛṣṭavant	participle	nom/sg/m	dṛṣṭavān	dṛś	VERB	LEMMA_DIFF	
11.53	15	asi	√as	verb	sg	asi	as	VERB	OK	
ch7700						māṃ	mad	PRON	UNALIGNED_DCS	extra DCS token
11.53	16	mām	asmat	pronoun					UNALIGNED_GOLD	no DCS token matched
11.53	17	yathā	yathā	indeclinable		yathā	yathā	PART	OK	
11.54	1	bhaktyā	bhakti	nominal	ins/sg/f	bhaktyā	bhakti	NOUN	OK	
11.54	2	tu	tu	indeclinable		tu	tu	PART	OK	
11.54	3	ananyayā	an-anyā	nominal	ins/sg/f	an + anyayā	an + anya	PART + PRON	LEMMA_DIFF_POS_DIFF	compound split 2 ways
11.54	4	śakyaḥ	śakya	participle	nom/sg/m	śakya	śakya	ADJ	POS_DIFF	
11.54	5	aham	asmat	pronoun	nom/sg	aham	mad	PRON	LEMMA_DIFF	
11.54	6	evaṁ-vidhaḥ	evaṁ-vidha	nominal	nom/sg/m	evaṃvidhaḥ	evaṃvidha	ADJ	OK	
ch7700						'rjuna	arjuna	NOUN	UNALIGNED_DCS	extra DCS token
11.54	7	arjuna	arjuna	nominal					UNALIGNED_GOLD	no DCS token matched
11.54	8	jñātum	√jñā			jñātuṃ	jñā	VERB	OK	
11.54	9	draṣṭum	√dṛś			draṣṭuṃ	dṛś	VERB	OK	
11.54	10	ca	ca	indeclinable		ca	ca	CONJ	OK	
11.54	11	tattvena	tattvena	indeclinable		tattvena	tattva	NOUN	LEMMA_DIFF_POS_DIFF	
11.54	12	praveṣṭum	pra-√viś			praveṣṭuṃ	praviś	VERB	OK	
11.54	13	ca	ca	indeclinable		ca	ca	CONJ	OK	
11.54	14	paraṁtapa	param-tapa	nominal	voc/sg/m	paraṃtapa	paraṃtapa	ADJ	OK	
ch7700						mad	mad	PRON	UNALIGNED_DCS	extra DCS token
ch7700						karma	karman	NOUN	UNALIGNED_DCS	extra DCS token
ch7700						kṛt	kṛt	ADJ	UNALIGNED_DCS	extra DCS token
ch7700						mad	mad	PRON	UNALIGNED_DCS	extra DCS token
ch7700						paramaḥ	parama	ADJ	UNALIGNED_DCS	extra DCS token
11.55	1	mat-karma-kṛt	mat-karma-kṛt	nominal					UNALIGNED_GOLD	no DCS token matched
11.55	2	mat-paramaḥ	mat-parama	nominal					UNALIGNED_GOLD	no DCS token matched
11.55	3	mad-bhaktaḥ	mad-bhakta	nominal	nom/sg/m	mad + bhaktaḥ	mad + bhakta	PRON + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
11.55	4	saṅga-varjitaḥ	saṅga-varjita	nominal	nom/sg/m	saṅga + varjitaḥ	saṅga + varjay	NOUN + VERB	LEMMA_DIFF	compound split 2 ways
11.55	5	nirvairaḥ	nir-vaira	nominal	nom/sg/m	nirvairaḥ	nirvaira	ADJ	OK	
11.55	6	sarva-bhūteṣu	sarva-bhūta	nominal	loc/pl/m	sarva + bhūteṣu	sarva + bhūta	PRON + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
11.55	7	yaḥ	yat	pronoun	nom/sg/m	yaḥ	yad	PRON	LEMMA_DIFF	
ch7700						sa	tad	PRON	UNALIGNED_DCS	extra DCS token
11.55	8	saḥ	tat	pronoun					UNALIGNED_GOLD	no DCS token matched
11.55	9	mām	asmat	pronoun	acc/sg	mām	mad	PRON	LEMMA_DIFF	
11.55	10	eti	√i	verb	sg	eti	i	VERB	OK	
11.55	11	pāṇḍava	pāṇḍava	nominal	voc/sg/m	pāṇḍava	pāṇḍava	NOUN	OK	
12.01	1	arjunaḥ	arjuna	nominal	nom/sg/m	arjuna	arjuna	NOUN	OK	
12.01	2	uvāca	√vac	verb	sg	uvāca	vac	VERB	OK	
12.01	3	evam	evam	indeclinable		evaṃ	evam	ADV	OK	
12.01	4	satata-yuktāḥ	satata-yukta	nominal	nom/pl/m	satata + yuktāḥ	satata + yuj	ADJ + VERB	LEMMA_DIFF	compound split 2 ways
12.01	5	ye	yat	pronoun	nom/pl/m	ye	yad	PRON	LEMMA_DIFF	
12.01	6	bhaktāḥ	bhakta	participle	nom/pl/m	bhaktāḥ	bhakta	NOUN	POS_DIFF	
12.01	7	tvām	yuṣmat	pronoun	acc/sg	tvām	tvad	PRON	LEMMA_DIFF	
12.01	8	paryupāsate	pari-upa-√ās	verb	pl	paryupāsate	paryupās	VERB	LEMMA_DIFF	
12.01	9	ye	yat	pronoun	nom/pl/m	ye	yad	PRON	LEMMA_DIFF	
12.01	10	ca	ca	indeclinable		ca	ca	CONJ	OK	
12.01	11	api	api	indeclinable		api	api	PART	OK	
12.01	12	akṣaram	a-kṣara	nominal	acc/sg/n	akṣaram	akṣara	ADJ	OK	
12.01	13	avyaktam	a-vyakta	participle	acc/sg/n	avyaktam	avyakta	NOUN	POS_DIFF	
12.01	14	teṣām	tat	pronoun	gen/pl/m	teṣāṃ	tad	PRON	LEMMA_DIFF	
12.01	15	ke	kim	pronoun	nom/pl/m	ke	ka	PRON	LEMMA_DIFF	
12.01	16	yoga-vittamāḥ	yoga-vittama	nominal	nom/pl/m	yoga + vittamāḥ	yoga + vittama	NOUN + ADJ	OK_COMPOUND_SPLIT	compound split 2 ways
12.02	1	śrī-bhagavān	śrī-bhagavant	nominal	nom/sg/m	śrī + bhagavān	śrī + bhagavant	NOUN + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
12.02	2	uvāca	√vac	verb	sg	uvāca	vac	VERB	OK	
12.02	3	mayi	asmat	pronoun	loc/sg	mayi	mad	PRON	LEMMA_DIFF	
12.02	4	āveśya	āveśya			āveśya	āveśay	VERB	LEMMA_DIFF	
ch7701						mano	manas	NOUN	UNALIGNED_DCS	extra DCS token
12.02	5	manaḥ	manas	nominal					UNALIGNED_GOLD	no DCS token matched
12.02	6	ye	yat	pronoun	nom/pl/m	ye	yad	PRON	LEMMA_DIFF	
ch7701						māṃ	mad	PRON	UNALIGNED_DCS	extra DCS token
12.02	7	mām	asmat	pronoun					UNALIGNED_GOLD	no DCS token matched
12.02	8	nitya-yuktāḥ	nitya-yukta	nominal	nom/pl/m	nitya + yuktāḥ	nitya + yuj	ADJ + VERB	LEMMA_DIFF	compound split 2 ways
12.02	9	upāsate	upa-√ās	verb	pl	upāsate	upās	VERB	LEMMA_DIFF	
12.02	10	śraddhayā	śrad-dhā	nominal	ins/sg/f	śraddhayā	śraddhā	NOUN	OK	
12.02	11	parayā	para	nominal	ins/sg/f	parayā	para	PRON	POS_DIFF	
12.02	12	upetāḥ	upeta	participle	nom/pl/m	upetāḥ	upe	VERB	OK	
12.02	13	te	tat	pronoun	nom/pl/m	te	tad	PRON	LEMMA_DIFF	
12.02	14	me	asmat	pronoun	gen/sg	me	mad	PRON	LEMMA_DIFF	
12.02	15	yuktatamā	yukta-tama	nominal	nom/pl/m	yuktatamā	yuktatama	ADJ	OK	
12.02	16	matāḥ	mata	participle	nom/pl/m	matāḥ	man	VERB	LEMMA_DIFF	
12.03	1	ye	yat	pronoun	nom/pl/m	ye	yad	PRON	LEMMA_DIFF	
ch7701						tv	tu	PART	UNALIGNED_DCS	extra DCS token
12.03	2	tu	tu	indeclinable					UNALIGNED_GOLD	no DCS token matched
12.03	3	akṣaram	a-kṣara	nominal	acc/sg/n	akṣaram	akṣara	ADJ	OK	
12.03	4	anirdeśyam	a-nirdeśya	participle	acc/sg/n	a + nirdeśyam	a + nirdiś	PART + VERB	LEMMA_DIFF	compound split 2 ways
12.03	5	avyaktam	a-vyakta	participle	acc/sg/m	avyaktaṃ	avyakta	NOUN	POS_DIFF	
12.03	6	paryupāsate	pari-upa-√ās	verb	pl	paryupāsate	paryupās	VERB	LEMMA_DIFF	
12.03	7	sarvatra-gam	sarvatra-gam	nominal	nom/sg/m	sarvatragam	sarvatraga	ADJ	OK	
