verse	widx	form	lemma	root	pos	case	number	gender	person	tense	voice	nonfinite	derivation	compound	raw_morph
10.22	11	bhūtānām	bhūta	√bhū	nominal	gen	pl	m							6n.3 m.
10.22	12	asmi	√as	√as	verb		sg		1	present	parasmaipada				Praes. P 3v.1
10.22	13	cetanā	cetanā	√cit	nominal	nom	sg	f							1n.1 f.
10.23	1	rudrāṇām	rudra	√ru	nominal	gen	pl	m							6n.3 m.
10.23	2	śaṁkaraḥ	śaṁ-kara	√śam	nominal	nom	sg	m							1n.1 m.
10.23	3	ca	ca		indeclinable										av.
10.23	4	asmi	√as	√as	verb		sg		1	present	parasmaipada				Praes. P 3v.1
10.23	5	vitteśaḥ	vitta-īśa	√vid	nominal	nom	sg	m						tatpurusa	1n.1 m.
10.23	6	yakṣa-rakṣasām	yakṣa-rakṣas	√yakṣ	nominal	gen	pl	m							6n.3 m.
10.23	7	vasūnām	vasu	√vas	nominal	gen	pl	m							6n.3 m.
10.23	8	pāvakaḥ	pāvaka	√pū	nominal	nom	sg	m							1n.1 m.
10.23	9	ca	ca		indeclinable										av.
10.23	10	asmi	√as	√as	verb		sg		1	present	parasmaipada				Praes. P 3v.1
10.23	11	meruḥ	meru		nominal	nom	sg	m							1n.1 m.
10.23	12	śikhariṇām	śikharin	√śi	nominal	gen	pl	m							6n.3 m.
10.23	13	aham	asmat		pronoun	nom	sg								sn. 1n.1
10.24	1	purodhasām	purodhas	√dhā	nominal	gen	pl	m							6n.3 m.
10.24	2	ca	ca		indeclinable										av.
10.24	3	mukhyam	mukhya		nominal	nom	sg	m							1n.1 m.
10.24	4	mām	asmat		pronoun	acc	sg								sn. 2n.1
10.24	5	viddhi	√vid	√vid	verb		sg		2	imperative	parasmaipada				Imperat. P 2v.1
10.24	6	pārtha	pārtha	√pṛth	nominal	voc	sg	m							8n.1 m.
10.24	7	bṛhaspatim	bṛhas-pati	√bṛh	nominal	nom	sg	m							1n.1 m.
10.24	8	senānīnām	senānin		nominal	gen	pl	m							6n.3 m.
10.24	9	aham	asmat		pronoun	nom	sg								sn. 1n.1
10.24	10	skandaḥ	skanda	√skand	nominal	nom	sg	m							1n.1 m.
10.24	11	sarasām	saras	√sṛ	nominal	gen	pl	n							6n.3 n.
10.24	12	asmi	√as	√as	verb		sg		1	present	parasmaipada				Praes. P 3v.1
10.24	13	sāgaraḥ	sāgara	√gṝ	nominal	nom	sg	m							1n.1 m.
10.25	1	maha-rṣīṇām	maha-rṣi	√mah	nominal	gen	pl	m							6n.3 m.
10.25	2	bhṛguḥ	bhṛgu	√bhrāj	nominal	nom	sg	m							1n.1 m.
10.25	3	aham	asmat		pronoun	nom	sg								sn. 1n.1
10.25	4	girām	gir	√gṝ	nominal	gen	pl	f							6n.3 f.
10.25	5	asmi	√as	√as	verb		sg		1	present	parasmaipada				Praes. P 3v.1
10.25	6	ekam	eka		pronoun	nom	sg	n							sn. 1n.1 n.
10.25	7	akṣaram	a-kṣara	√kṣar	nominal	nom	sg	n							1n.1 n.
10.25	8	yajñānām	yajña	√yaj	nominal	gen	pl	m							6n.3 m.
10.25	9	japa-yajñaḥ	japa-yajña	√jap	nominal	nom	sg	m						tatpurusa	1n.1 m.
10.25	10	asmi	√as	√as	verb		sg		1	present	parasmaipada				Praes. P 3v.1
10.25	11	sthāvarāṇām	sthāvara	√sthā	nominal	gen	pl	m							6n.3 m.
10.25	12	himālayaḥ	hima-ālaya	√lī	nominal	nom	sg	m							1n.1 m.
10.26	1	aśvatthaḥ	aśvattha	√sthā	nominal	nom	sg	m							1n.1 m.
10.26	2	sarva-vṛkṣāṇām	sarva-vṛkṣa	√bṛh	nominal	gen	pl	n							6n.3 n.
10.26	3	deva-rṣīṇām	deva-rṣi	√div	nominal	gen	pl	m						tatpurusa	6n.3 m.
10.26	4	ca	ca		indeclinable										av.
10.26	5	nāradaḥ	nāra-da		nominal	nom	sg	m							1n.1 m.
10.26	6	gandharvāṇām	gandharva		nominal	gen	pl	m							6n.3 m.
10.26	7	citrarathaḥ	citra-ratha		nominal	nom	sg	m							1n.1 m.
10.26	8	siddhānām	siddha	√sidh	participle	gen	pl	m				past-participle			PP 6n.3 m.
10.26	9	kapilaḥ	kapila		nominal	nom	sg	m							1n.1 m.
10.26	10	muniḥ	muni	√man	nominal	nom	sg	m							1n.1 m.
10.27	1	uccaiḥśravasam	uccaiḥ-śravas	√śru	nominal	acc	sg	m							2n.1 m.
10.27	2	aśvānām	aśva		nominal	gen	pl	m							6n.3 m.
10.27	3	viddhi	√vid	√vid	verb		sg		2	imperative	parasmaipada				Imperat. P 2v.1
10.27	4	mām	asmat		pronoun	acc	sg								sn. 2n.1
10.27	5	amṛtodbhavam	amṛta-udbhava	√mṛ	nominal	acc	sg	m						tatpurusa	2n.1 m.
10.27	6	airāvatam	airāvat		nominal	acc	sg	m							2n.1 m.
10.27	7	gajendrāṇām	gaja-indra	√gaj	nominal	gen	pl	m						tatpurusa	6n.3 m.
10.27	8	narāṇām	nara		nominal	gen	pl	m							6n.3 m.
10.27	9	ca	ca		indeclinable										av.
10.27	10	narādhipam	nara-adhi-pa		nominal	acc	sg	n						tatpurusa	2n.1 n.
10.28	1	āyudhānām	ā-yudha	√yudh	nominal	gen	pl	n							6n.3 n.
10.28	2	aham	asmat		pronoun	nom	sg								sn. 1n.1
10.28	3	vajram	vajra	√vaj	nominal	nom	sg	n							1n.1 n.
10.28	4	dhenūnām	dhenu	√duḥ	nominal	gen	pl	f							6n.3 f.
10.28	5	asmi	√as	√as	verb		sg		1	present	parasmaipada				Praes. P 3v.1
10.28	6	kāma-dhuk	kāma-duḥ	√kam	nominal	nom	sg	m							1n.1 m.
10.28	7	prajanaḥ	prajana	√jan	nominal	nom	sg	m							1n.1 m.
10.28	8	ca	ca		indeclinable										av.
10.28	9	asmi	√as	√as	verb		sg		1	present	parasmaipada				Praes. P 3v.1
10.28	10	kandarpaḥ	kandarpa	√kam	nominal	nom	sg	m							1n.1 m.
10.28	11	sarpāṇām	sarpa	√sṛp	nominal	gen	pl	m							6n.3 m.
10.28	12	asmi	√as	√as	verb		sg		1	present	parasmaipada				Praes. P 3v.1
10.28	13	vāsukiḥ	vāsuki		nominal	nom	sg	m							1n.1 m.
10.29	1	anantaḥ	an-anta		nominal	nom	sg	m							1n.1 m.
10.29	2	ca	ca		indeclinable										av.
10.29	3	asmi	√as	√as	verb		sg		1	present	parasmaipada				Praes. P 3v.1
10.29	4	nāgānām	nāga		nominal	gen	pl	m							6n.3 m.
10.29	5	varuṇaḥ	varuṇa		nominal	nom	sg	m							1n.1 m.
10.29	6	yādasām	yādas		nominal	gen	pl	m							6n.3 m.
10.29	7	aham	asmat		pronoun	nom	sg								sn. 1n.1
10.29	8	pitṝṇām	pitṛ		nominal	gen	pl	m							6n.3 m.
10.29	9	aryamā	arya-man		nominal	nom	sg	m							1n.1 m.
10.29	10	ca	ca		indeclinable										av.
10.29	11	asmi	√as	√as	verb		sg		1	present	parasmaipada				Praes. P 3v.1
10.29	12	yamaḥ	yama	√yam	nominal	nom	sg	m							1n.1 m.
10.29	13	saṁyamatām	saṁyamant	√yam	participle	gen	pl	m				present-participle			PPr 6n.3 m.
10.29	14	aham	asmat		pronoun	nom	sg								sn. 1n.1
10.30	1	prahlādaḥ	prahlāda	√hlād	nominal	nom	sg	m							1n.1 m.
10.30	2	ca	ca		indeclinable										av.
10.30	3	asmi	√as	√as	verb		sg		1	present	parasmaipada				Praes. P 3v.1
10.30	4	daityānām	daitya		nominal	gen	pl	m							6n.3 m.
10.30	5	kālaḥ	kāla		nominal	nom	sg	m							1n.1 m.
10.30	6	kalayatām	kalayant	√kal	participle	gen	pl	m				present-participle			PPr 6n.3 m.
10.30	7	aham	asmat		pronoun	nom	sg								sn. 1n.1
10.30	8	mṛgāṇām	mṛga	√mṛg	nominal	gen	pl	m							6n.3 m.
10.30	9	ca	ca		indeclinable										av.
10.30	10	mṛgendraḥ	mṛga-indra	√mṛg	nominal	nom	sg	m						tatpurusa	1n.1 m.
10.30	11	aham	asmat		pronoun	nom	sg								sn. 1n.1
10.30	12	vainateyaḥ	vainateya	√nam	nominal	nom	sg	m							1n.1 m.
10.30	13	ca	ca		indeclinable										av.
10.30	14	pakṣiṇām	pakṣin	√pakṣ	nominal	gen	pl	m							6n.3 m.
10.31	1	pavanaḥ	pavan	√pū	nominal	nom	sg	m							1n.1 m.
10.31	2	pavatām	pavant	√pū	participle	gen	pl	m				present-participle			PPr 6n.3 m.
10.31	3	asmi	√as	√as	verb		sg		1	present	parasmaipada				Praes. P 3v.1
10.31	4	rāmaḥ	rāma	√ram	nominal	nom	sg	m							1n.1 m.
10.31	5	śastra-bhṛtām	śastra-bhṛt	√śas	nominal	gen	pl	m						tatpurusa	6n.3 m.
10.31	6	aham	asmat		pronoun	nom	sg								sn. 1n.1
10.31	7	jhaṣāṇām	jhaṣa	√jhaṣ	nominal	gen	pl	m							6n.3 m.
10.31	8	makaraḥ	makara		nominal	nom	sg	m							1n.1 m.
10.31	9	ca	ca		indeclinable										av.
10.31	10	asmi	√as	√as	verb		sg		1	present	parasmaipada				Praes. P 3v.1
10.31	11	srotasām	srotas	√sru	nominal	gen	pl	m							6n.3 m.
10.31	12	asmi	√as	√as	verb		sg		1	present	parasmaipada				Praes. P 3v.1
10.31	13	jāhnavī	jāhnavī		nominal	nom	sg	f							1n.1 f.
10.32	1	sargāṇām	sarga	√sṛj	nominal	gen	pl	m							6n.3 m.
10.32	2	ādiḥ	ādi		nominal	nom	sg	m							1n.1 m.
10.32	3	antaḥ	anta		nominal	nom	sg	m							1n.1 m.
10.32	4	ca	ca		indeclinable										av.
10.32	5	madhyam	madhya		nominal	nom	sg	n							1n.1 n.
10.32	6	ca	ca		indeclinable										av.
10.32	7	eva	eva		indeclinable										av.
10.32	8	aham	asmat		pronoun	nom	sg								sn. 1n.1
10.32	9	arjuna	arjuna		nominal	voc	sg	m							8n.1 m.
10.32	10	adhy-ātma-vidyā	adhi-ātma-vidyā	√vid	nominal	nom	sg	f						tatpurusa	1n.1 f.
10.32	11	vidyānām	vidya	√vid	nominal	gen	pl	m							6n.3 m.
10.32	12	vādaḥ	vāda	√vad	nominal	nom	sg	m							1n.1 m.
10.32	13	pravadatām	pravadant	√vad	participle	gen	pl	m				present-participle			PPr 6n.3 m.
10.32	14	aham	asmat		pronoun	nom	sg								sn. 1n.1
10.33	1	akṣarāṇām	a-kṣara	√kṣar	nominal	gen	pl	n							6n.3 n.
10.33	2	akāraḥ	a-kāra	√kṛ	nominal	nom	sg	m							1n.1 m.
10.33	3	asmi	√as	√as	verb		sg		1	present	parasmaipada				Praes. P 3v.1
10.33	4	dvaṁdvaḥ	dvaṁdva		nominal	nom	sg	m							1n.1 m.
10.33	5	sāmāsikasya	sāmāsika	√ās	nominal	gen	sg	m							6n.1 m.
10.33	6	ca	ca		indeclinable										av.
10.33	7	aham	asmat		pronoun	nom	sg								sn. 1n.1
10.33	8	eva	eva		indeclinable										av.
10.33	9	akṣayaḥ	a-kṣaya	√kṣi	nominal	nom	sg	m							1n.1 m.
10.33	10	kālaḥ	kāla		nominal	nom	sg	m							1n.1 m.
10.33	11	dhātā	dhātṛ	√dhā	nominal	nom	sg	m							1n.1 m.
10.33	12	ahaṁ	asmat		pronoun	nom	sg								sn. 1n.1
10.33	13	viśvato-mukhaḥ	viśvato-mukha	√viś	nominal	acc	sg	m						bahuvrihi	2n.1 m.
10.34	1	mṛtyuḥ	mṛtyu	√mṛ	nominal	nom	sg	m							1n.1 m.
10.34	2	sarva-haraḥ	sarva-hara	√hṛ	nominal	nom	sg	m							1n.1 m.
10.34	3	ca	ca		indeclinable										av.
10.34	4	aham	asmat		pronoun	nom	sg								sn. 1n.1
10.34	5	udbhavaḥ	ud-bhava	√bhū	nominal	nom	sg	m							1n.1 m.
10.34	6	ca	ca		indeclinable										av.
10.34	7	bhaviṣyatām	bhaviṣyant	√bhū	participle	gen	pl	n				present-participle			PPr (of: Fut.) 6n.3 n.
10.34	8	kīrtiḥ	kīrti	√kīrt	nominal	nom	sg	f							1n.1 f.
10.34	9	śrīḥ	śrī		nominal	nom	sg	f							1n.1 f.
10.34	10	vāk	vāk	√vac	nominal	nom	sg	f							1n.1 f.
10.34	11	ca	ca		indeclinable										av.
10.34	12	nārīṇām	nārī		nominal	gen	pl	f							6n.3 f.
10.34	13	smṛtiḥ	smṛti	√smṛ	nominal	nom	sg	f							1n.1 f.
10.34	14	medhā	medhā		nominal	nom	sg	f							1n.1 f.
10.34	15	dhṛtiḥ	dhṛti	√dhṛ	nominal	nom	sg	f							1n.1 f.
10.34	16	kṣamā	kṣamā	√kṣam	nominal	nom	sg	f							1n.1 f.
10.35	1	bṛhat-sāma	bṛhat-sāman	√bṛh	nominal	nom	sg	n							1n.1 n.
10.35	2	tathā	tathā		indeclinable										av.
10.35	3	sāmnām	sāman	√so	nominal	gen	pl	n							6n.3 n.
10.35	4	gāyatrī	gāyatrī	√gai	nominal	nom	sg	f							1n.1 f.
10.35	5	chandasām	chandas		nominal	gen	pl	n							6n.3 n.
10.35	6	aham	asmat		pronoun	nom	sg								sn. 1n.1
10.35	7	māsānām	māsa	√mā	nominal	gen	pl	m							6n.3 m.
10.35	8	mārgaśīrṣaḥ	mārga-śīrṣa	√mṛg	nominal	nom	sg	m							1n.1 m.
10.35	9	aham	asmat		pronoun	nom	sg								sn. 1n.1
10.35	10	ṛtūnām	ṛtu		nominal	gen	pl	m							6n.3 m.
10.35	11	kusumā-karaḥ	kusuma-ākara	√kuś	nominal	nom	sg	m						tatpurusa	1n.1 m.
10.36	1	dyūtam	dyūta	√div	participle	nom	sg	n				past-participle			PP 1n.1 n.
10.36	2	chalayatām	chalayant	√chal	participle	gen	pl	m				present-participle			PPr 6n.3 m.
10.36	3	asmi	√as	√as	verb		sg		1	present	parasmaipada				Praes. P 3v.1
10.36	4	tejaḥ	tejas	√tij	nominal	nom	sg	n							1n.1 n.
10.36	5	tejasvinām	tejasvin	√tij	nominal	gen	pl	m							6n.3 m.
10.36	6	aham	asmat		pronoun	nom	sg								sn. 1n.1
10.36	7	jayaḥ	jaya	√ji	nominal	nom	sg	m							1n.1 m.
10.36	8	asmi	√as	√as	verb		sg		1	present	parasmaipada				Praes. P 3v.1
10.36	9	vyavasāyaḥ	vyavasāya	√so	nominal	nom	sg	m							1n.1 m.
10.36	10	asmi	√as	√as	verb		sg		1	present	parasmaipada				Praes. P 3v.1
10.36	11	sattvam	sattva	√as	nominal	nom	sg	n							abst. 1n.1 n.
10.36	12	sattvavatām	sattva-vant	√as	nominal	gen	pl	m							6n.3 m.
10.36	13	aham	asmat		pronoun	nom	sg								sn. 1n.1
10.37	1	vṛṣṇīnām	vṛṣṇi	√vṛṣ	nominal	gen	pl	m							6n.3 m.
10.37	2	vāsudevaḥ	vāsudeva	√div	nominal	nom	sg	m							1n.1 m.
10.37	3	asmi	√as	√as	verb		sg		1	present	parasmaipada				Praes. P 3v.1
10.37	4	pāṇḍavānām	pāṇḍava		nominal	gen	pl	m							6n.3 m.
10.37	5	dhanaṁjayaḥ	dhanaṁ-jaya	√ji	nominal	nom	sg	m							1n.1 m.
10.37	6	munīnām	muni	√man	nominal	gen	pl	m							6n.3 m.
10.37	7	api	api		indeclinable										av.
10.37	8	aham	asmat		pronoun	nom	sg								sn. 1n.1
10.37	9	vyāsaḥ	vyāsa	√as	nominal	nom	sg	m							1n.1 m.
10.37	10	kavīnām	kavi	√kav	nominal	gen	pl	m							6n.3 m.
10.37	11	uśanā	uśanas	√vaś	nominal	nom	sg	m							1n.1 m.
10.37	12	kaviḥ	kavi	√kav	nominal	nom	sg	m							1n.1 m.
10.38	1	daṇḍaḥ	daṇḍa	√dṝ	nominal	nom	sg	m							1n.1 m.
10.38	2	damayatām	damayant	√dam	participle	gen	pl	m				present-participle	causative		caus. PPr 6n.3 m.
10.38	3	asmi	√as	√as	verb		sg		1	present	parasmaipada				Praes. P 3v.1
10.38	4	nītiḥ	nīti	√nī	nominal	nom	sg	f							1n.1 f.
10.38	5	asmi	√as	√as	verb		sg		1	present	parasmaipada				Praes. P 3v.1
10.38	6	jigīṣatām	jigīṣant	√ji	participle	gen	pl	m				present-participle	desiderative		des. PPr 6n.3 m.
10.38	7	maunam	mauna	√man	nominal	nom	sg	n							1n.1 n.
10.38	8	ca	ca		indeclinable										av.
10.38	9	eva	eva		indeclinable										av.
10.38	10	asmi	√as	√as	verb		sg		1	present	parasmaipada				Praes. P 3v.1
10.38	11	guhyānām	guhya	√xguh	participle	gen	pl	n				future-participle			PF 6n.3 n.
10.38	12	jñānam	jñāna	√jñā	nominal	nom	sg	n							1n.1 n.
10.38	13	jñānavatām	jñāna-vant	√jñā	nominal	gen	pl	m							6n.3 m.
10.38	14	aham	asmat		pronoun	nom	sg								sn. 1n.1
10.39	1	yat	yat		pronoun	nom	sg	n							sn. 1n.1 n.
10.39	2	ca	ca		indeclinable										av.
10.39	3	api	api		indeclinable										av.
10.39	4	sarva-bhūtānām	sarva-bhūta	√bhū	nominal	gen	pl	m							6n.3 m.
10.39	5	bījam	bīja		nominal	nom	sg	n							1n.1 n.
10.39	6	tat	tat		pronoun	nom	sg	n							sn. 1n.1 n.
10.39	7	aham	asmat		pronoun	nom	sg								sn. 1n.1
10.39	8	arjuna	arjuna		nominal	voc	sg	m							8n.1 m.
10.39	9	na	na		indeclinable										av.
10.39	10	tat	tat		pronoun	nom	sg	n							sn. 1n.1 n.
10.39	11	asti	√as	√as	verb		sg		3	present	parasmaipada				Praes. P 1v.1
10.39	12	vinā	vinā		indeclinable										av.
10.39	13	yat	yat		pronoun	nom	sg	n							sn. 1n.1 n.
10.39	14	syāt	√as	√as	verb		sg		3	optative	parasmaipada				Pot. P 1v.1
10.39	15	mayā	asmat		pronoun	ins	sg								sn. 3n.1
10.39	16	bhūtam	bhūta	√bhū	participle	nom	sg	n				past-participle			PP 1n.1 n.
10.39	17	carācaram	cara-acara	√car	nominal	nom	sg	n						DV/BV	1n.1 n.
10.40	1	na	na		indeclinable										av.
10.40	2	antaḥ	anta		nominal	nom	sg	m							1n.1 m.
10.40	3	asti	√as	√as	verb		sg		3	present	parasmaipada				Praes. P 1v.1
10.40	4	mama	asmat		pronoun	gen	sg								sn. 6n.1
10.40	5	divyānām	divya	√div	nominal	gen	pl	f							6n.3 f.
10.40	6	vibhūtīnām	vibhūti	√bhū	nominal	gen	pl	f							6n.3 f.
10.40	7	paraṁtapa	param-tapa	√tap	nominal	voc	sg	m							8n.1 m.
10.40	8	eṣaḥ	etad		pronoun	nom	sg	m							sn. 1n.1 m.
10.40	9	tu	tu		indeclinable										av.
10.40	10	uddeśataḥ	uddeśataḥ	√diś	indeclinable										av.
10.40	11	proktaḥ	prokta	√vac	participle	nom	sg	m				past-participle			PP 1n.1 m.
10.40	12	vibhūteḥ	vibhūti	√bhū	nominal	gen	sg	f							6n.1 f.
10.40	13	vistaraḥ	vistara	√stṛ	nominal	nom	sg	m							1n.1 m.
10.40	14	mayā	asmat		pronoun	ins	sg								sn. 3n.1
10.41	1	yad yad	yat		pronoun	nom	sg	n							sn. 1n.1 n.
10.41	2	vibhūtimat	vibhūti-mant	√bhū	nominal	nom	sg	n							1n.1 n.
10.41	3	sattvam	sattva	√as	nominal	nom	sg	n							abst. 1n.1 n.
10.41	4	śrīmat	śrī-mant		nominal	nom	sg	n							1n.1 n.
10.41	5	ūrjitam	ūrjita	√ūrj	participle	nom	sg	n				past-participle			PP 1n.1 n.
10.41	6	eva	eva		indeclinable										av.
10.41	7	vā	vā		indeclinable										av.
10.41	8	tat tat	tat		pronoun	acc	sg	n							sn. 2n.1 n.
10.41	9	eva	eva		indeclinable										av.
10.41	10	avagaccha	ava-√gam	√gam	verb		sg		2	imperative	parasmaipada				Imperat. P 2v.1
10.41	11	tvam	yuṣmat		pronoun	nom	sg								sn. 1n.1
10.41	12	mama	asmat		pronoun	gen	sg								sn. 6n.1
10.41	13	tejo-‘ṁśa-saṁbhavam	tejaḥ-aṁśa-saṁbhava	√tij	nominal	acc	sg	n						bahuvrihi	2n.1 n.
10.42	1	atha	atha		indeclinable										av.
10.42	2	vā	vā		indeclinable										av.
10.42	3	bahunā	bahu		nominal	ins	sg	m							3n.1 m.
10.42	4	etena	etat		pronoun	ins	sg	m							sn. 3n.1 m.
10.42	5	kim	kim		indeclinable										av.
10.42	6	jñātena	jñāta	√jñā	participle	ins	sg	m				past-participle			PP 3n.1 m.
10.42	7	tava	yuṣmat		pronoun	gen	sg								sn. 6n.1
10.42	8	arjuna	arjuna		nominal	voc	sg	m							8n.1 m.
10.42	9	viṣṭabhya	vi-√stambh	√stambh								absolutive			absol.
10.42	10	aham	asmat		pronoun	nom	sg								sn. 1n.1
10.42	11	idam	idam		nominal	acc	sg	n							2n.1 n.
10.42	12	kṛtsnam	kṛtsna		nominal	acc	sg	n							2n.1 n.
10.42	13	ekāṁśena	eka-aṁśa	√aṁś	nominal	ins	sg	m						tatpurusa	3n.1 m.
10.42	14	sthitaḥ	sthita	√sthā	participle	nom	sg	m				past-participle			PP 1n.1 m.
10.42	15	jagat	jagat	√gam	nominal	acc	sg	n							2n.1 n.
11.01	1	arjunaḥ	arjuna		nominal	nom	sg	m							1n.1 m.
11.01	2	uvāca	√vac	√vac	verb		sg		3	perfect	parasmaipada				Perf. P 1v.1
11.01	3	mad-anugrahāya	mad-anugraha	√grah	nominal	dat	sg	m							4n.1 m.
11.01	4	paramam	parama		nominal	nom	sg	n							1n.1 n.
11.01	5	guhyam	guhya	√xguh	participle	nom	sg	n				future-participle			PF 1n.1 n.
11.01	6	adhyātma-saṁjñitam	adhy-ātma-saṁjñita	√jñā	nominal	nom	sg	n							1n.1 n.
11.01	7	yat	yat		pronoun	nom	sg	n							sn. 1n.1 n.
11.01	8	tvayā	yuṣmat		pronoun	ins	sg								sn. 3n.1
11.01	9	uktam	ukta	√vac	participle	nom	sg	n				past-participle			PP 1n.1 n.
11.01	10	vacaḥ	vacas	√vac	nominal	nom	sg	n							1n.1 n.
11.01	11	tena	tat		pronoun	ins	sg	m							sn. 3n.1 m.
11.01	12	mohaḥ	moha	√muh	nominal	nom	sg	m							1n.1 m.
11.01	13	ayam	idam		pronoun	nom	sg	m							sn. 1n.1 m.
11.01	14	vigataḥ	vigata	√gam	participle	nom	sg	m				past-participle			PP 1n.1 m.
11.01	15	mama	asmat		pronoun	gen	sg								sn. 6n.1
11.02	1	bhavāpyayau	bhava-apyaya	√bhū	nominal	nom	du	m							1n.2 m.
11.02	2	hi	hi		indeclinable										av.
11.02	3	bhūtānām	bhūta	√bhū	participle	gen	pl	m				past-participle			PP 6n.3 m.
11.02	4	śrutau	śruta	√śru	nominal	nom	du	m							PP. 1n.2 m.
11.02	5	vistaraśaḥ	vistaraśaḥ	√stṛ	indeclinable										av.
11.02	6	mayā	asmat		pronoun	ins	sg								sn. 3n.1
11.02	7	tvattaḥ	tvattaḥ		indeclinable										av.
11.02	8	kamala-patrākṣa	kamala-patra-akṣa	√xīkṣ	nominal	voc	sg	m						bahuvrihi	8n.1 m.
11.02	9	māhātmyam	māhā-ātmya	√mah	nominal	nom	sg	n							1n.1 n.
11.02	10	api	api		indeclinable										av.
11.02	11	ca	ca		indeclinable										av.
11.02	12	avyayam	a-vyaya	√i	nominal	nom	sg	n							1n.1 n.
11.03	1	evam	evam		indeclinable										av.
11.03	2	etat	etat		pronoun	nom	sg	n							sn. 1n.1 n.
11.03	3	yathā	yathā		indeclinable										av.
11.03	4	āttha	√ah	√ah	verb		sg		2	perfect	parasmaipada				Perf. P 2v.1
11.03	5	tvam	yuṣmat		pronoun	nom	sg								sn. 1n.1
11.03	6	ātmānam	ātman		nominal	acc	sg	m							2n.1 m.
11.03	7	parameśvara	parama-īśvara	√xīś	nominal	voc	sg	m							8n.1 m.
11.03	8	draṣṭum	√dṛś	√dṛś								infinitive			inf.
11.03	9	icchāmi	√iṣ	√iṣ	verb		sg		1	present	parasmaipada				Praes. P 3v.1
11.03	10	te	yuṣmat		pronoun	gen	sg								sn. 6n.1
11.03	11	rūpam	rūpa	√rūp	nominal	acc	sg	n							2n.1 n.
11.03	12	aiśvaram	aiśvara	√xīś	nominal	acc	sg	n							2n.1 n.
11.03	13	puruṣottama	puruṣa-uttama	√pur	nominal	voc	sg	m						tatpurusa	8n.1 m.
11.04	1	manyase	√man	√man	verb		sg		2	present	atmanepada				Praes. Ā 2v.1
11.04	2	yadi	yadi		indeclinable										av.
11.04	3	tat	tat		pronoun	nom	sg	n							sn. 1n.1 n.
11.04	4	śakyam	śakya	√śak	participle	nom	sg	n				future-participle			PF 1n.1 n.
11.04	5	mayā	asmat		pronoun	ins	sg								sn. 3n.1
11.04	6	draṣṭum	√dṛś	√dṛś								infinitive			inf.
11.04	7	iti	iti		indeclinable										av.
11.04	8	prabho	pra-bhu	√bhū	nominal	voc	sg	m							8n.1 m.
11.04	9	yogeśvara	yoga-īśvara	√yuj	nominal	voc	sg	m						tatpurusa	8n.1 m.
11.04	10	tataḥ	tataḥ		indeclinable										av.
11.04	11	me	asmat		pronoun	gen	sg								sn. 6n.1
11.04	12	tvam	yuṣmat		pronoun	nom	sg								sn. 1n.1
11.04	13	darśaya	√dṛś	√dṛś	verb		sg		2	imperative	parasmaipada		causative		caus. Imperat. P 2v.1
11.04	14	ātmānam	ātman		nominal	acc	sg	m							2n.1 m.
11.04	15	avyayam	a-vyaya	√i	nominal	acc	sg	m							2n.1 m.
11.05	1	śrī-bhagavān	śrī-bhagavant	√bhaj	nominal	nom	sg	m						tatpurusa	1n.1 m.
11.05	2	uvāca	√vac	√vac	verb		sg		3	perfect	parasmaipada				Perf. P 1v.1
11.05	3	paśya	√dṛś	√dṛś	verb		sg		2	imperative	parasmaipada				Imperat. P 2v.1
11.05	4	me	asmat		pronoun	gen	sg								sn. 6n.1
11.05	5	pārtha	pārtha	√pṛth	nominal	voc	sg	m							8n.1 m.
11.05	6	rūpāṇi	rūpa	√rūp	nominal	acc	pl	n							2n.3 n.
11.05	7	śataśaḥ	śataśaḥ		indeclinable										av.
11.05	8	atha	atha		indeclinable										av.
11.05	9	sahasraśaḥ	sahasraśaḥ		indeclinable										av.
11.05	10	nānā-vidhāni	nānā-vidha	√dhā	nominal	nom	pl	n							1n.3 n.
11.05	11	divyāni	divya	√div	nominal	acc	pl	n							2n.3 n.
11.05	12	nānā-varṇākṛtīni	nānā-varṇa-ākṛti	√varṇ	nominal	nom	pl	n						bahuvrihi	1n.3 n.
11.05	13	ca	ca		indeclinable										av.
11.06	1	paśya	√dṛś	√dṛś	verb		sg		2	imperative	parasmaipada				Imperat. P 2v.1
11.06	2	ādityān	āditya		nominal	acc	pl	m							2n.3 m.
11.06	3	vasūn	vasu	√vas	nominal	acc	pl	m							2n.3 m.
11.06	4	rudrān	rudra	√ru	nominal	acc	pl	m							2n.3 m.
11.06	5	aśvinau	aśvin		nominal	acc	du	m							2n.2 m.
11.06	6	marutaḥ	mārut		nominal	acc	pl	m							2n.3 m.
11.06	7	tathā	tathā		indeclinable										av.
11.06	8	bahūni	bahu		nominal	acc	pl	m							2n.3 m.
11.06	9	adṛṣṭa-pūrvāṇi	adṛṣṭa-pūrva	√dṛś	nominal	acc	pl	m						bahuvrihi	2n.3 m.
11.06	10	paśya	√dṛś	√dṛś	verb		sg		2	imperative	parasmaipada				Imperat. P 2v.1
11.06	11	āścaryāṇi	āścarya	√car	participle	acc	pl	m				future-participle			PF 2n.3 m.
11.06	12	bhārata	bhārata		nominal	voc	sg	m							8n.1 m.
11.07	1	iha	iha		indeclinable										av.
11.07	2	eka-stham	eka-stha	√sthā	nominal	acc	sg	n							2n.1 n.
