verse	lemma	devanagari	iast	form_type	code	tense	pada	vclass	root	root_tr	prefix	stem_end	gender	compound	mark	rule	sandhi	verse_iast	gloss_en	gloss_ru
11.15	divya	दिव्यान्	divyān		2n.3 m.				√div			a	m						divine	божественных.
11.16	an-eka-bāhu-udara-vaktra-netra	अनेकबाहूदरवक्त्रनेत्रम्	aneka-bāhūdara-vaktra-netram		2n.1 m.				√baṁh			a	m	BV		m	m p → ṃ p	aneka-bāhūdara-vaktra-netraṃ	who has many arms, bellies, mouths and eyes	(обладающую) множеством-рук-животов-ртов-глаз
11.16	√dṛś	पश्यामि	paśyāmi		3v.1	Praes. P			√dṛś									paśyāmi tvā sarvato ‘nanta-rūpam	I see	я вижу
11.16	yuṣmat	त्वा	tvā		2n.1	sn.						t							you	Тебя
11.16	sarvataḥ	सर्वतः	sarvataḥ			av.										h2	aḥ a → o '		from all sides, everywhere, entirely	со всех сторон
11.16	ananta-rūpa	अनन्तरूपम्	ananta-rūpam		2n.1 m.				√rūp			a	m	BV					whose forms are unlimited	обладающую беспредельной формой
11.16	na	न​	na			av.						a				v1	a a → ā	nāntaṃ na madhyaṃ na punas tavādiṃ	not	нет
11.16	anta	अन्तम्	antam		2n.1 m.							a	m			m	m n → ṃ n		end, limit, settlement, inside, nature	конца
11.16	na	न​	na			av.													not	нет
11.16	madhya	मध्यम्	madhyam		2n.1 n.							a	n			m	m n → ṃ n		middle	середины
11.16	na	न​	na			av.													not	нет
11.16	punaḥ	पुनः	punaḥ			av.										h5	ḥ t → s t		back, again	и
11.16	yuṣmat	तव​	tava		6n.1	sn.						t				v1	a ā → ā		your	у Твоего
11.16	ādi	आदिम्	ādim		2n.1 m.							i	m			m	m p → ṃ p		beginning, origin	начала
11.16	√dṛś	पश्यामि	paśyāmi		3v.1	Praes. P			√dṛś									paśyāmi viśveśvara viśva-rūpa	I see	вижу
11.16	viśva-īśvara	विश्वेश्वर​	viśveśvara		8n.1 n.				√viś			a	n						O ruler of all!	о Господь вселенной
11.16	viśva-rūpa	विश्वरूप​	viśva-rūpa		8n.1 n.				√viś			a	n	BV					O you whose form is of everything!	о вселенская форма.
11.17	kirīṭin	किरीटिनम्	kirīṭinam		2n.1 m.							in	m			m	m g → ṃ g	kirīṭinaṃ gadinaṃ cakriṇaṃ ca	who has a diadem	с коронами
11.17	gadin	गदिनम्	gadinam		2n.1 m.							in	m			m	m c → ṃ c		who has a club	(несущего) палицы
11.17	cakrin	चक्रिणम्	cakriṇam		2n.1 m.				√car			in	m			m	m c → ṃ c		who has a disc	вооруженного дисками
11.17	ca	च​	ca			av.													and	и
11.17	tejo-rāśi	तेजोराशिम्	tejo-rāśim		2n.1 m.				√tij			i	m	BV		m	m s → ṃ s	tejo-rāśiṃ sarvato dīptimantam	who has a mass of light	сияющего
11.17	sarvataḥ	सर्वतः	sarvataḥ			av.										h3	aḥ d → o d		from all sides, everywhere, entirely	во все стороны
11.17	dīptimant	दीप्तिमन्तम्	dīptimantam		2n.1 m.				√xdīp			t	m						who has brightness	сияющего
11.17	√dṛś	पश्यामि	paśyāmi		3v.1	Praes. P			√dṛś									paśyāmi tvāṃ durnirīkṣyaṃ samantād	I see	вижу
11.17	yuṣmat	त्वाम्	tvām		2n.1	sn.						t				m	m d → ṃ d		you	Тебя
11.17	durnirīkṣya	दुर्निरीक्ष्यम्	durnirīkṣyam		2n.1 m.	PF			√xīkṣ			a	m			m	m s → ṃ s		difficult to behold	того, на кого трудно смотреть
11.17	samantāt	समन्तात्	samantāt			av.										t1	t d → d d		from all sides, completely	повсюду
11.17	dīpta-anala-arka-dyuti	दीप्तानलार्कद्युतिम्	dīptānalārka-dyutim		2n.1 m.				√xdīp			i	m	DV/BV				dīptānalārka-dyutim aprameyam	whose lustre is like blazing fire and the sun	(подобный) бушующему пожару-солнца-излучающего свет
11.17	a-pra-meya	अप्रमेयम्	aprameyam		2n.1 m.	PF			√mā			a	m						not to be measured, immeasurable	неизмеримого.
11.18	yuṣmat	त्वम्	tvam		1n.1	sn.						t						tvam akṣaraṃ paramaṃ veditavyaṃ	you	Ты
11.18	a-kṣara	अक्षरम्	akṣaram		1n.1 n.				√kṣar			a	n			m	m p → ṃ p		imperishable, a syllable	непогрешимое
11.18	parama	परमम्	paramam		1n.1 n.							a	n			m	m v → ṃ v		supreme, the highest	высшее
11.18	veditavya	वेदितव्यम्	veditavyam		1n.1 m.	PF			√vid			a	m			m	m t → ṃ t		to be known	цель познания
11.18	yuṣmat	त्वम्	tvam		1n.1	sn.						t						tvam asya viśvasya paraṃ nidhānam	you	Ты
11.18	idam	अस्य​	asya		6n.1 m.	sn.						m	m						of this	этой
11.18	viśva	विश्वस्य​	viśvasya		6n.1 m.				√viś			a	m						of all, whole, world	вселенной
11.18	para	परम्	param		1n.1 n.							a	n			m	m n → ṃ n		beyond, ancient, final, the best, the supreme	высшая
11.18	nidhāna	निधानम्	nidhānam		1n.1 n.				√dhā			a	n						storage place, receptacle, treasure	основа
11.18	yuṣmat	त्वम्	tvam		1n.1	sn.						t						tvam avyayaḥ śāśvata-dharma-goptā	you	Ты
11.18	a-vyaya	अव्ययः	avyayaḥ		1n.1 m.				√i			a	m						unchangeable	неисчерпаемый
11.18	śāśvata-dharma-goptṛ	शाश्वतधर्मगोप्ता	śāśvata-dharma-goptā		1n.1 m.				√dhṛ			ṛ	m	TP					protector of the eternal law	хранитель вечной религии
11.18	sanātana	सनातनः	sanātanaḥ		1n.1 m.							a	m			h5	ḥ t → s t	sanātanas tvaṃ puruṣo mato me	eternal, primeval	вечный
11.18	yuṣmat	त्वम्	tvam		1n.1	sn.						t				m	m p → ṃ p		you	Ты
11.18	puruṣa	पुरुषः	puruṣaḥ		1n.1 m.				√pur			a	m			h3	aḥ m → o m		a person	Верховная Личность
11.18	mata	मतः	mataḥ		1n.1 m.	PP			√man			a	m			h3	aḥ m → o m		regarded, esteemed	мнение.
11.18	asmat	मे	me		6n.1	sn.						t							my	мое
11.19	an-ādi-madhya-anta	अनादिमध्यान्तम्	anādi-madhyāntam		2n.1 m.							a	m	DV/BV				anādi-madhyāntam ananta-vīryam	who has no beginning, middle or end	без начала-середины-конца
11.19	ananta-vīrya	अनन्तवीर्यम्	ananta-vīryam		2n.1 m.							a	m	BV					whose valour is unlimited	безграничное-того, чье великолепие
11.19	ananta-bāhu	अनन्तबाहुम्	ananta-bāhum		2n.1 m.				√baṁh			u	m	BV		m	m ś → ṃ ś	ananta-bāhuṃ śaśi-sūrya-netram	whose arms are innumerable	бесчисленными-(обладающего) руками
11.19	śaśi-sūrya-netra	शशिसूर्यनेत्रम्	śaśi-sūrya-netram		2n.1 m.				√nī			a	m	DV/BV					whose eyes are the Moon and the Sun	луна-и солнце-того, чьи глаза
11.19	√dṛś	पश्यामि	paśyāmi		3v.1	Praes. P			√dṛś									paśyāmi tvāṃ dīpta-hutāśa-vaktraṃ	I see	вижу
11.19	yuṣmat	त्वाम्	tvām		2n.1	sn.						t				m	m d → ṃ d		you	Тебя
11.19	dīpta-hutāśa-vaktra	दीप्तहुताशवक्त्रम्	dīpta-hutāśa-vaktram		2n.1 m.				√xdīp			a	m	BV		m	m s → ṃ s		in whose mouth there is a blazing oblation-eater	пылающий-того, из чьих уст вырывается огонь
11.19	sva-tejas	स्वतेजसा	sva-tejasā		3n.1 n.				√tij			s	n	TP				sva-tejasā viśvam idaṃ tapantam	with own radiance	Своим сиянием
11.19	viśva	विश्वम्	viśvam		2n.1 m.				√viś			a	m						all, whole, world	вселенную
11.19	idam	इदम्	idam		2n.1 n.							m	n			m	m t → ṃ t		this	эту
11.19	tapant	तपन्तम्	tapantam		2n.1 m.	PPr			√tap			t	m						who is scorching	сжигающего.
11.20	dyāvā-pṛthivī	द्यावापृथिव्योः	dyāvā-pṛthivyoḥ		6n.2 f.				√div			ī	f			h4	ḥ i → r i	dyāvā-pṛthivyor idam antaraṃ hi	of heaven and earth	от космического пространства-до Земли
11.20	idam	इदम्	idam		1n.1 n.							m	n						this	это
11.20	antara	अन्तरम्	antaram		1n.1 n.							a	n			m	m h → ṃ h		inside	промежуточные
11.20	hi	हि	hi			av.													because, just, indeed, surely	безусловно
11.20	vyāpta	व्याप्तम्	vyāptam		1n.1 n.				√āp			a	n			m	m t → ṃ t	vyāptaṃ tvayaikena diśaś ca sarvāḥ	pervaded, covered	заполнено
11.20	yuṣmat	त्वया	tvayā		3n.1	sn.						t				v6	ā e → ai		by you	Тобой
11.20	eka	एकेन​	ekena		3n.1 n.	sn.						a	n						by one	одним
11.20	dik	दिशः	diśaḥ		1n.3 f.				√diś			k	f			h5	ḥ c → ś c		directions	стороны света
11.20	ca	च​	ca			av.													and	и
11.20	sarva	सर्वाः	sarvāḥ		1n.3 f.	sn.						a	f						all	все
11.20	√dṛś	दृष्ट्वा	dṛṣṭvā			absol.			√dṛś							v1	ā a → ā	dṛṣṭvādbhutaṃ rūpam idaṃ tavograṃ	after seeing	увидеть
11.20	ad-bhuta	अद्भुतम्	adbhutam		2n.1 n.							a	n			m	m r → ṃ r		supernatural, marvellous, wonderful	удивительную
11.20	rūpa	रूपम्	rūpam		2n.1 n.				√rūp			a	n						shape, figure, beauty	форму
11.20	idam	इदम्	idam		2n.1 n.	sn.						m	n			m	m t → ṃ t		this	ужасную
11.20	yuṣmat	तव​	tava		6n.1	sn.						t				v5	a u → o		your	Твою
11.20	ugra	उग्रम्	ugram		2n.1 n.							a	n			m	m l → ṃ l		powerful, terrible, cruel	эту
11.20	loka-traya	लोकत्रयम्	loka-trayam		1n.1 n.							a	n			m	m p → ṃ p	loka-trayaṃ pravyathitaṃ mahātman	the three worlds	миры-три
11.20	pravyathita	प्रव्यथितम्	pravyathitam		1n.1 n.	PP			√vyath			a	n			m	m m → ṃ m		perturbed	пришедшие в смятение
11.20	mahā-ātman	महात्मन्	mahātman		8n.1 m.				√mah			an	m	BV					O you whose self is great	о великий.
11.21	adas	अमी	amī		1n.3 m.	sn.						s	m					amī hi tvā sura-saṃghā viśanti	those	те
11.21	hi	हि	hi			av.													because, just, indeed, surely	безусловно
11.21	yuṣmat	त्वा	tvā		2n.1	sn.						t							you	в Тебя
11.21	sura-saṁgha	सुरसञ्घाः	sura-saṁghāḥ		2n.3 m.				√sur			a	m	TP		h1	ḥ v → Ø v		hosts of gods	сонмы полубогов
11.21	√viś	विशन्ति	viśanti		1v.3	Praes. P			√viś										they enter	входят
11.21	kim-cit	केचित्	ke-cit		1n.3 m.	sn.						t	m			t1	t b → d b	ke-cid bhītāḥ prāñjalayo gṛṇanti	some persons	некоторые
11.21	bhīta	भीताः	bhītāḥ		1n.3 m.	PP			√bhī			a	m						who are afraid	напуганные
11.21	pra-añjali	प्राञ्जलयः	prāñjalayaḥ		1n.3 m.				√añj			i	m			h3	aḥ g → o g		those with folded hands	сложившие ладони
11.21	√xgṝ	गृणन्ति	gṛṇanti		1v.3	Praes. P			√xgṝ										they invoke, they praise	возносят молитвы
11.21	svasti	स्वस्ति	svasti			av.						i				v1	i i → ī	svastīty uktvā maha-rṣi-siddha-saṃghāḥ	may it be well!, auspicious!	да будет мир
11.21	iti	इति	iti			av.										v7	i u → y u		thus	так
11.21	√vac	उक्त्वा	uktvā			absol.			√vac										after speaking	произнося
11.21	maha-rṣi-siddha-saṁgha	महर्षिसिद्धसञ्घाः	maha-rṣi-siddha-saṁghāḥ		2n.3 m.				√mah			a	m	DV/TP					hosts of great sages and perfected beings	великих мудрецов-сонмы существ, достигших совершенства
11.21	√xstu	स्तुवन्ति	stuvanti		1v.3	Praes. P			√xstu									stuvanti tvāṃ stutibhiḥ puṣkalābhiḥ	they praise	исполняют гимны
11.21	yuṣmat	त्वाम्	tvām		2n.1	sn.						t				m	m s → ṃ s		you	к Тебе
11.21	stuti	स्तुतिभिः	stutibhiḥ		3n.3 f.				√xstu			i	f						with praises, prayers, hymns	с молитвами
11.21	puṣkalā	पुष्कलाभिः	puṣkalābhiḥ		3n.3 f.							ā	f						with many, magnificent, loud	с ведическими гимнами.
11.22	rudra-āditya	रुद्रादित्याः	rudrādityāḥ		1n.3 m.				√ru			a	m			h1	ḥ v → Ø v	rudrādityā vasavo ye ca sādhyā	the Rudras and the descendants of Aditi	формы Господа Шивы-и Адитьи
11.22	vasu	वसवः	vasavaḥ		1n.3 m.				√vas			u	m			h3	aḥ y → o y		the Vasus	Васу
11.22	yat	ये	ye		1n.3 m.	sn.						t	m						those who	которые
11.22	ca	च​	ca			av.													and	и
11.22	sādhya	साध्याः	sādhyāḥ		1n.3 m.	PF			√sādh			a	m			h1	ḥ v → Ø v		to be mastered	Садхьи
11.22	viśva	विश्वे	viśve		1n.3 m.				√viś			a	m			v2	e a → e '	viśve ‘śvinau marutaś coṣma-pāś ca	all [gods]	Вишвадевы
11.22	aśvin	अश्विनौ	aśvinau		1n.2 m.							in	m						the two Aśvinīs	Ашвини-Кумары
11.22	mārut	मरुतः	marutaḥ		1n.3 m.							t	m			h5	ḥ c → ś c		the winds, the Maruts	Маруты
11.22	ca	च​	ca			av.						a				v5	a u → o		and	и
11.22	uṣma-pa	उष्मपाः	uṣma-pāḥ		1n.3 m.							a	m			h5	ḥ c → ś c		drinking heat	предки
11.22	ca	च​	ca			av.						a							and	и
11.22	gandharva-yakṣa-asura-siddha-saṁgha	गन्धर्वयक्षासुरसिद्धसञ्घाः	gandharva-yakṣāsura-siddha-saṁghāḥ		1n.3 m.				√yakṣ			a	m			h1	ḥ v → Ø v	gandharva-yakṣāsura-siddha-saṃghā	hosts of gandharvas, yakṣas, demons and siddhas	гандхарвов-якшей-демонов-и совершенных полубогов-сонмы
11.22	vi-√īkṣ	वीक्षन्ते	vīkṣante		1v.3	Praes. P			√īkṣ									vīkṣante tvā vismitāś caiva sarve	they look at	взирают
11.22	yuṣmat	त्वा	tvā		2n.1	sn.						t							you	на Тебя
11.22	vismita	विस्मिताः	vismitāḥ		1n.3 m.	PP			√smi			a	m			h5	ḥ c → ś c		surprised	изумленные
11.22	ca	च​	ca			av.						a				v6	a e → ai		and	также
11.22	eva	एव​	eva			av.													certainly, just, merely	несомненно
11.22	sarva	सर्वे	sarve		1n.3 m.	sn.						a	m						all	все.
11.23	rūpa	रूपम्	rūpam		2n.1 n.				√rūp			a	n			m	m m → ṃ m	rūpaṃ mahat te bahu-vaktra-netraṃ	shape, figure, beauty	форму
11.23	mahant	महत्	mahat		2n.1 n.				√mah			t	n						great	гигантскую
11.23	yuṣmat	ते	te		6n.1	sn.						t							your	Твою
11.23	bahu-vaktra-netra	बहुवक्त्रनेत्रम्	bahu-vaktra-netram		2n.1 n.				√vac			a	n	BV		m	m m → ṃ m		in which are many mouths and eyes	многочисленными-ликами-обладающую глазами
