attested_form	dcs_lemma	dcs_upos	verdict	cell	cell_occ	generator_has	evidence_count	target_locus
anusārām	anusāra	NOUN	coverage-hole	f.acc.sg	1		2	dcs:336214
anutāpataḥ	anutāpa	NOUN	slot-conflict	m.abl.sg	1	anutāpāt	2	dcs:614379
anutāpām	anutāpa	NOUN	coverage-hole	f.acc.sg	1		2	dcs:613237
anuyogataḥ	anuyoga	NOUN	slot-conflict	m.abl.sg	1	anuyogāt	2	dcs:614331
anuyātrau	anuyātra	NOUN	coverage-hole	m.nom.du	1		2	dcs:478428
anuyātāraḥ	anuyātṛ	NOUN	slot-conflict	m.nom.pl	1	anuyātaraḥ	2	dcs:120826
anuśaṃsām	anuśaṃsa	ADJ	coverage-hole	f.acc.sg	1		2	dcs:645700
anuśaṃsāni	anuśaṃsa	NOUN	coverage-hole	n.nom.pl	1		2	dcs:41556
anuṣṭhānān	anuṣṭhāna	NOUN	coverage-hole	m.acc.pl	1		2	dcs:153180
anuṣṭugbhyāṃ	anuṣṭubh	NOUN	slot-conflict	f.instr.du	1	anuṣṭubbhyām	2	dcs:747023
anvayataḥ	anvaya	NOUN	slot-conflict	m.abl.sg	1	anvayāt	2	dcs:633160
anvayayā	anvaya	NOUN	coverage-hole	f.instr.sg	1		2	dcs:164832
anvākhyānāḥ	anvākhyāna	NOUN	coverage-hole	m.nom.pl	1		2	dcs:688782_1
anyatpārśvīṃ	anyatpārśva	ADJ	coverage-hole	f.acc.sg	1		2	dcs:71081
anādhṛṣṭāsa	anādhṛṣṭa	ADJ	slot-conflict	m.nom.pl	1	anādhṛṣṭāḥ	2	dcs:592140
anāyudhāsa	anāyudha	ADJ	slot-conflict	m.nom.pl	1	anāyudhāḥ	2	dcs:598067
anṛtebhiḥ	anṛta	ADJ	slot-conflict	n.instr.pl	2	anṛtaiḥ	2	dcs:637391
apadravyāḥ	apadravya	NOUN	coverage-hole	m.nom.pl	1		2	dcs:449503
apaharaṇā	apaharaṇa	ADJ	coverage-hole	f.nom.sg	1		2	dcs:32402
apahnavāni	apahnava	NOUN	coverage-hole	n.nom.pl	1		2	dcs:210453
apahāravarma	apahāravarman	NOUN	compound-member		1		2	dcs:489535
apalāpāni	apalāpa	NOUN	coverage-hole	n.nom.pl	1		2	dcs:6237
apanayanā	apanayana	ADJ	coverage-hole	f.nom.sg	1		2	dcs:14492
apanetrī	apanetṛ	ADJ	coverage-hole	f.nom.sg	1		2	dcs:644898
aparādhām	aparādha	NOUN	coverage-hole	f.acc.sg	1		2	dcs:563887
apasu	apas	ADJ	slot-conflict	m.loc.pl	1	apaḥsu	2	dcs:603916
apavācanī	apavācana	ADJ	coverage-hole	f.nom.sg	1		2	dcs:649541
apavāraṇā	apavāraṇa	NOUN	coverage-hole	f.nom.sg	1		2	dcs:563096
apekṣaiḥ	apekṣā	NOUN	coverage-hole	m.instr.pl	1		2	dcs:530283
apekṣāṇi	apekṣā	NOUN	coverage-hole	n.nom.pl	1		2	dcs:150775
apidhānāyām	apidhāna	NOUN	coverage-hole	f.loc.sg	1		2	dcs:465358
appatiyoḥ	appati	NOUN	slot-conflict	m.gen.du	1	appatyoḥ	2	dcs:79951
apramādataḥ	apramāda	NOUN	slot-conflict	m.abl.sg	1	apramādāt	2	dcs:282182
apyebhiḥ	apya	ADJ	slot-conflict	m.instr.pl	1	apyaiḥ	2	dcs:599013_1
apākaraṇau	apākaraṇa	ADJ	coverage-hole	m.nom.du	1		2	dcs:757136
apātrīkaraṇāḥ	apātrīkaraṇa	NOUN	lexicon-gap	m.nom.pl	1		2	dcs:443006
apāśrayām	apāśraya	NOUN	coverage-hole	f.acc.sg	1		2	dcs:487892
apāṣṭhām	apāṣṭha	NOUN	coverage-hole	f.acc.sg	1		2	dcs:635365_1
arasāsa	arasa	ADJ	slot-conflict	m.nom.pl	1	arasāḥ	2	dcs:638487
aravindām	aravinda	NOUN	coverage-hole	f.acc.sg	1		2	dcs:629882
araṇebhiḥ	araṇa	ADJ	slot-conflict	m.instr.pl	1	araṇaiḥ	2	dcs:636872_2
araṇikaḥ	araṇikā	NOUN	coverage-hole	m.nom.sg	1		2	dcs:438054
arbhakāsaḥ	arbhaka	ADJ	slot-conflict	m.nom.pl	1	arbhakāḥ	2	dcs:602634_1
arcimantā	arcimat	ADJ	slot-conflict	m.acc.du	1	arcimantau	2	dcs:610542
arddhāt	ardha	NOUN	slot-conflict	n.abl.sg	1	ardhāt	2	dcs:468893_1
ardhacaturthī	ardhacaturtha	ADJ	coverage-hole	f.nom.sg	1		2	dcs:688271_1
ardhahārāṇi	ardhahāra	NOUN	coverage-hole	n.acc.pl	1		2	dcs:724550
ariṇas	ari	ADJ	slot-conflict	n.gen.sg	1	ariṇaḥ	2	dcs:345108
arkakāntam	arkakāntā	NOUN	coverage-hole	n.nom.sg	1		2	dcs:51810
arkāśma	arkāśman	NOUN	compound-member		1		2	dcs:328283
arthāyai	artha	NOUN	coverage-hole	f.dat.sg	1		2	dcs:435133
aruṣebhiḥ	aruṣa	ADJ	slot-conflict	n.instr.pl	1	aruṣaiḥ	2	dcs:594882_1
arvāṇam	arvan	NOUN	coverage-hole	m.acc.sg	1		2	dcs:610255
arvāṇaḥ	arvan	ADJ	coverage-hole	m.voc.pl	1		2	dcs:641612
arāyyam	arāyī	NOUN	slot-conflict	f.acc.sg	1	arāyīm	2	dcs:612503
arāyāsaḥ	arāya	ADJ	slot-conflict	m.nom.pl	1	arāyāḥ	2	dcs:605973
asambhavāya	asaṃbhava	NOUN	slot-conflict	m.dat.sg	1	asaṃbhavāya	2	dcs:89158
asambhāvyam	asaṃbhāvya	ADJ	slot-conflict	n.acc.sg	1	asaṃbhāvyam	2	dcs:710493_1
asano	asana	NOUN	slot-conflict	m.nom.sg	1	asanaḥ	2	dcs:24900
asidhenunā	asidhenu	NOUN	coverage-hole	m.instr.sg	1		2	dcs:629618
asiputrikaḥ	asiputrikā	NOUN	coverage-hole	m.nom.sg	1		2	dcs:520763
astamanau	astamana	NOUN	coverage-hole	m.nom.du	1		2	dcs:508635
asthani	asthi	NOUN	slot-conflict	n.loc.sg	1	asthini	2	dcs:1911
asthī	asthi	NOUN	slot-conflict	n.acc.pl	1	asthīni	2	dcs:442506
astriyau	astrī	NOUN	slot-conflict	f.nom.du	1	astryau	2	dcs:76742
asukhataḥ	asukha	NOUN	slot-conflict	n.abl.sg	1	asukhāt	2	dcs:631377
atandrāsaḥ	atandra	ADJ	slot-conflict	m.nom.pl	2	atandrāḥ	2	dcs:593817
atharvata	atharvan	NOUN	slot-conflict	m.abl.sg	1	atharvaṇaḥ	2	dcs:687455
atharvyaṃ	atharvī	NOUN	slot-conflict	f.acc.sg	1	atharvīm	2	dcs:594141
atibhyaḥ	ati	NOUN	coverage-hole	m.abl.pl	1		2	dcs:551784
atidhanvaḥ	atidhanvan	NOUN	slot-conflict	m.nom.sg	1	atidhanvā	2	dcs:662287
atikramaṇām	atikramaṇa	ADJ	coverage-hole	f.acc.sg	1		2	dcs:441750
atimānayā	atimāna	ADJ	coverage-hole	f.instr.sg	1		2	dcs:487440
atimūrtinā	atimūrti	NOUN	coverage-hole	m.instr.sg	1		2	dcs:697260_1
atipūruṣāṇi	atipūruṣa	ADJ	coverage-hole	n.acc.pl	1		2	dcs:90070
atisārām	atisāra	NOUN	coverage-hole	f.acc.sg	1		2	dcs:156684
atkāṁ	atka	NOUN	slot-conflict	m.acc.pl	1	atkān	2	dcs:600046
atriṇī	atrin	ADJ	coverage-hole	f.nom.sg	1		2	dcs:674620
attrim	atri	NOUN	slot-conflict	m.acc.sg	1	atrim	2	dcs:673958
attriṇaṃ	atrin	NOUN	slot-conflict	m.acc.sg	1	atriṇam	2	dcs:720806
attriṇām	atrin	NOUN	slot-conflict	m.gen.pl	1	atriṇām	2	dcs:633264_1
atīmokṣaiḥ	atimokṣa	NOUN	slot-conflict	m.instr.pl	1	atimokṣaiḥ	2	dcs:672109
atīmokṣān	atimokṣa	NOUN	slot-conflict	m.acc.pl	1	atimokṣān	2	dcs:729945
atīrokāḥ	atiroka	NOUN	slot-conflict	m.nom.pl	1	atirokāḥ	2	dcs:738290
atṛpāsaḥ	atṛpa	ADJ	slot-conflict	m.nom.pl	1	atṛpāḥ	2	dcs:598066
audumbarābhiḥ	audumbara	ADJ	coverage-hole	f.instr.pl	2		2	dcs:62261
aupamyān	aupamya	NOUN	coverage-hole	m.acc.pl	1		2	dcs:369900
aurdhvadehikī	aurdhvadehika	ADJ	coverage-hole	f.nom.sg	1		2	dcs:765792
avabhāsaprāptāyāṃ	avabhāsaprāpta	NOUN	coverage-hole	f.loc.sg	1		2	dcs:722889
avabhāsām	avabhāsa	NOUN	coverage-hole	f.acc.sg	1		2	dcs:5015
avadānau	avadāna	NOUN	coverage-hole	m.nom.du	1		2	dcs:697797
avaguṇṭhanā	avaguṇṭhana	NOUN	coverage-hole	f.nom.sg	1		2	dcs:629714
avaguṇṭhanām	avaguṇṭhana	NOUN	coverage-hole	f.acc.sg	1		2	dcs:630799
avajñena	avajñā	NOUN	coverage-hole	m.instr.sg	1		2	dcs:567268
avakartanataḥ	avakartana	NOUN	slot-conflict	n.abl.sg	1	avakartanāt	2	dcs:756444
avakāśāni	avakāśa	NOUN	coverage-hole	n.nom.pl	1		2	dcs:226214
avalambikām	avalambaka	ADJ	coverage-hole	f.acc.sg	1		2	dcs:654815
avalambikāyāḥ	avalambaka	ADJ	coverage-hole	f.gen.sg	1		2	dcs:654958
avalepām	avalepa	NOUN	coverage-hole	f.acc.sg	1		2	dcs:337509
avalepāni	avalepa	NOUN	coverage-hole	n.acc.pl	1		2	dcs:488019
avalgujāni	avalguja	NOUN	coverage-hole	n.acc.pl	1		2	dcs:429363
avalokanām	avalokana	NOUN	coverage-hole	f.acc.sg	1		2	dcs:91420
avaprajjanataḥ	avaprajjana	NOUN	coverage-hole	m.abl.sg	1		2	dcs:651041
avarodhāni	avarodha	NOUN	coverage-hole	n.nom.pl	1		2	dcs:630347
avasakthikaḥ	avasakthikā	NOUN	coverage-hole	m.nom.sg	1		2	dcs:559450
avasthānā	avasthāna	NOUN	coverage-hole	f.nom.sg	1		2	dcs:85290
avasyuvam	avasyu	ADJ	slot-conflict	f.acc.sg	1	avasyum	2	dcs:599850
avasyuvaḥ	avasyu	ADJ	slot-conflict	f.nom.pl	1	avasyavaḥ	2	dcs:607735_1
avasādām	avasāda	NOUN	coverage-hole	f.acc.sg	1		2	dcs:359550
avatāraṇāḥ	avatāraṇa	ADJ	coverage-hole	f.acc.pl	1		2	dcs:364230
avatāraṇī	avatāraṇa	ADJ	coverage-hole	f.nom.sg	1		2	dcs:644908
avatāsaḥ	avata	NOUN	slot-conflict	m.nom.pl	2	avatāḥ	2	dcs:749038
avaśeṣāsu	avaśeṣa	NOUN	coverage-hole	f.loc.pl	1		2	dcs:578253
avaśeṣāyām	avaśeṣa	NOUN	coverage-hole	f.loc.sg	1		2	dcs:279409
avaśyaṃbhāvinaṃ	avaśyambhāvin	ADJ	slot-conflict	m.acc.sg	1	avaśyambhāvinam	2	dcs:759288
avekṣaṇāḥ	avekṣaṇa	NOUN	coverage-hole	m.nom.pl	1		2	dcs:573099
avidhīni	avidhi	NOUN	coverage-hole	n.nom.pl	1		2	dcs:98242
aviduṣṭarāsaḥ	aviduṣṭara	ADJ	slot-conflict	m.nom.pl	1	aviduṣṭarāḥ	2	dcs:609322_1
avitarau	avitṛ	ADJ	slot-conflict	m.nom.du	1	avitārau	2	dcs:713218_1
avyayī	avyaya	ADJ	coverage-hole	f.nom.sg	1		2	dcs:608379
avṛkāsaḥ	avṛka	ADJ	slot-conflict	m.nom.pl	1	avṛkāḥ	2	dcs:603243_1
ayantrā	ayantra	ADJ	coverage-hole	m.nom.pl	1		2	dcs:85677
ayantrāsaḥ	ayantra	ADJ	coverage-hole	m.nom.pl	1		2	dcs:597925
ayaśaskarām	ayaśaskara	ADJ	coverage-hole	f.acc.sg	1		2	dcs:206789
ayoddhā	ayoddhṛ	ADJ	coverage-hole	m.nom.sg	1		2	dcs:592510_1
ayoddhāraṃ	ayoddhṛ	ADJ	coverage-hole	m.acc.sg	1		2	dcs:547045
ayodhyāta	ayodhyā	NOUN	slot-conflict	f.abl.sg	1	ayodhyāyāḥ	2	dcs:614048
añjīṃr	añji	NOUN	slot-conflict	m.acc.pl	1	añjīn	2	dcs:610922
aśaikṣābhiḥ	aśaikṣa	NOUN	coverage-hole	f.instr.pl	1		2	dcs:724315
aśanataḥ	aśana	NOUN	slot-conflict	n.abl.sg	1	aśanāt	2	dcs:622340
aśanimāṁ	aśanimat	ADJ	slot-conflict	m.nom.sg	1	aśanimān	2	dcs:598293
aśanāyasya	aśanāyā	NOUN	coverage-hole	m.gen.sg	1		2	dcs:501942
aśaucāḥ	aśauca	ADJ	coverage-hole	m.nom.pl	1		2	dcs:510130
aśmanau	aśman	NOUN	slot-conflict	m.nom.du	1	aśmānau	2	dcs:63452
aśrā	asra	NOUN	coverage-hole	f.nom.sg	1		2	dcs:747791
aśubhi	aśubha	ADJ	coverage-hole	f.voc.sg	1		2	dcs:674525
aśuciyoḥ	aśuci	ADJ	slot-conflict	m.loc.du	1	aśucyoḥ	2	dcs:85379
aśvagandhaiḥ	aśvagandhā	NOUN	coverage-hole	m.instr.pl	1		2	dcs:8995
aśvamedhikī	aśvamedhika	ADJ	coverage-hole	f.nom.sg	1		2	dcs:468830
aśvamedhikīnām	aśvamedhika	ADJ	coverage-hole	f.gen.pl	1		2	dcs:757527
aśviyā	aśviya	NOUN	slot-conflict	n.acc.pl	1	aśviyāni	2	dcs:598288
aśāsanāḥ	aśāsana	ADJ	coverage-hole	m.nom.pl	1		2	dcs:372076
aṃbara	ambara	NOUN	compound-member		1		2	dcs:364996
aṃhāḥ	aṃhas	NOUN	coverage-hole	m.nom.sg	1		2	dcs:684455
aṃsatrā	aṃsatra	NOUN	slot-conflict	n.acc.pl	1	aṃsatrāṇi	2	dcs:598692
aṃśayā	aṃśa	NOUN	coverage-hole	f.instr.sg	1		2	dcs:41692
aṃśikaiḥ	aṃśikā	NOUN	coverage-hole	m.instr.pl	1		2	dcs:14717
aṃśikasya	aṃśikā	NOUN	coverage-hole	m.gen.sg	1		2	dcs:645048
aṃśikān	aṃśikā	NOUN	coverage-hole	m.acc.pl	1		2	dcs:393580
aṃśukayā	aṃśuka	NOUN	coverage-hole	f.instr.sg	1		2	dcs:529438
aṅgakān	aṅgaka	NOUN	coverage-hole	m.acc.pl	1		2	dcs:574359
aṅgarāgayā	aṅgarāga	NOUN	coverage-hole	f.instr.sg	1		2	dcs:477706
aṅgarāgām	aṅgarāga	NOUN	coverage-hole	f.acc.sg	1		2	dcs:568363
aṅgarāgāsu	aṅgarāga	NOUN	coverage-hole	f.loc.pl	1		2	dcs:764508
aṅgulitrāḥ	aṅgulitra	NOUN	coverage-hole	m.nom.pl	1		2	dcs:178115
aṅguliyoḥ	aṅguli	NOUN	coverage-hole	m.gen.du	1		2	dcs:475907
aṅgulāyām	aṅgula	NOUN	coverage-hole	f.loc.sg	1		2	dcs:329765
aṅgulāyāḥ	aṅgula	NOUN	coverage-hole	f.gen.sg	1		2	dcs:329761
aṅgulīn	aṅguli	NOUN	coverage-hole	m.acc.pl	1		2	dcs:241952
aṅguṣṭhayā	aṅguṣṭha	NOUN	coverage-hole	f.instr.sg	1		2	dcs:748116
aṅguṣṭhābhiḥ	aṅguṣṭha	NOUN	coverage-hole	f.instr.pl	1		2	dcs:753926
aṅgārāyām	aṅgāra	NOUN	coverage-hole	f.loc.sg	1		2	dcs:156758
aṅgībhiḥ	aṅga	ADJ	coverage-hole	f.instr.pl	1		2	dcs:339336
aṅkayā	aṅka	NOUN	coverage-hole	f.instr.sg	1		2	dcs:131473
aṅkurābhiḥ	aṅkura	NOUN	coverage-hole	f.instr.pl	1		2	dcs:560484
aṅkurām	aṅkura	NOUN	coverage-hole	f.acc.sg	1		2	dcs:574593
aṇuvoḥ	aṇu	NOUN	slot-conflict	m.gen.du	1	aṇvoḥ	2	dcs:47492
aṣṭacatvāriṃśatyāḥ	aṣṭacatvāriṃśat	NUM	slot-conflict	f.gen.sg	1	aṣṭacatvāriṃśataḥ	2	dcs:61181
aṣṭapuṣpikam	aṣṭapuṣpikā	NOUN	coverage-hole	m.acc.sg	1		2	dcs:630090
aṣṭādaśī	aṣṭādaśa	ADJ	coverage-hole	f.nom.sg	1		2	dcs:690467
aṣṭāpadyai	aṣṭāpada	ADJ	coverage-hole	f.dat.sg	1		2	dcs:500983
aṣṭāpadyāṃ	aṣṭāpada	ADJ	coverage-hole	f.loc.sg	1		2	dcs:743276
aṣṭāpadībhiḥ	aṣṭāpada	ADJ	coverage-hole	f.instr.pl	1		2	dcs:595943_1
aṭṭahāsi	aṭṭahāsin	ADJ	coverage-hole	n.nom.sg	1		2	dcs:762012
aṭṭahāsāni	aṭṭahāsa	NOUN	coverage-hole	n.nom.pl	1		2	dcs:347713
bahuvatī	bahuvat	ADJ	coverage-hole	n.nom.du	1		2	dcs:757132
bahvṛcataḥ	bahvṛca	NOUN	slot-conflict	m.abl.sg	1	bahvṛcāt	2	dcs:672761
bahūdanau	bahūdana	NOUN	coverage-hole	m.acc.du	1		2	dcs:95082
bal	bāl	INTJ	indeclinable		1		2	dcs:697199_2
balbajāni	balbaja	NOUN	coverage-hole	n.acc.pl	1		2	dcs:747820
bandhakām	bandhaka	NOUN	coverage-hole	f.acc.sg	1		2	dcs:53789
bandhanāsaḥ	bandhana	ADJ	slot-conflict	m.nom.pl	1	bandhanāḥ	2	dcs:599291
bandhūṃr	bandhu	NOUN	slot-conflict	m.acc.pl	1	bandhūn	2	dcs:608873
barhiṣmāṁ	barhiṣmat	ADJ	slot-conflict	m.nom.sg	1	barhiṣmān	2	dcs:607752
bekanāṭāṁ	bekanāṭa	NOUN	slot-conflict	m.acc.pl	1	bekanāṭān	2	dcs:606104
bhaddāli	bhaddālin	NOUN	compound-member		1		2	dcs:632886
bhadraṃkari	bhadraṃkara	ADJ	coverage-hole	f.voc.sg	1		2	dcs:469981
bhagāsaḥ	bhaga	NOUN	slot-conflict	m.nom.pl	1	bhagāḥ	2	dcs:633791_1
bhaktinām	bhakti	NOUN	coverage-hole	m.gen.pl	1		2	dcs:708913
bhallakāni	bhallaka	NOUN	coverage-hole	n.acc.pl	1		2	dcs:400156
bharitrā	bharitra	NOUN	slot-conflict	n.nom.pl	1	bharitrāṇi	2	dcs:673953
bharttuḥ	bhartṛ	NOUN	slot-conflict	m.gen.sg	1	bhartuḥ	2	dcs:631610
bharāsaḥ	bhara	NOUN	slot-conflict	m.nom.pl	1	bharāḥ	2	dcs:607286_1
bhasoḥ	bhas	NOUN	lexicon-gap	m.gen.du	1		2	dcs:554657
bhaumām	bhauma	NOUN	coverage-hole	f.acc.sg	1		2	dcs:309946
bhavaśarma	bhavaśarman	NOUN	compound-member		1		2	dcs:625469
bhavāyanau	bhavāyanā	NOUN	coverage-hole	m.acc.du	1		2	dcs:350548
bhayaṃkarām	bhayaṃkara	ADJ	coverage-hole	f.acc.sg	1		2	dcs:374277
bhaṇḍakām	bhaṇḍaka	NOUN	coverage-hole	f.acc.sg	1		2	dcs:361122
bhedām	bheda	NOUN	coverage-hole	f.acc.sg	1		2	dcs:473942_1
bhedāyām	bheda	NOUN	coverage-hole	f.loc.sg	1		2	dcs:32158
bhikṣeṣu	bhikṣā	NOUN	coverage-hole	n.loc.pl	1		2	dcs:13461
bhiṇḍipāla	bhindipāla	NOUN	compound-member		1		2	dcs:761124
bhogebhiḥ	bhoga	NOUN	slot-conflict	m.instr.pl	1	bhogaiḥ	2	dcs:639612
bhramaṇāḥ	bhramaṇa	NOUN	coverage-hole	m.nom.pl	1		2	dcs:406222
bhraṃśām	bhraṃśa	NOUN	coverage-hole	f.acc.sg	1		2	dcs:489070
bhrātarā	bhrātṛ	NOUN	slot-conflict	m.nom.du	1	bhrātarau	2	dcs:601738_2
bhrātāraḥ	bhrātṛ	NOUN	slot-conflict	m.voc.pl	2	bhrātaraḥ	2	dcs:99894
bhrātṛvyavāṁ	bhrātṛvyavat	ADJ	slot-conflict	m.nom.sg	1	bhrātṛvyavān	2	dcs:565013
bhuvanebhyas	bhuvana	NOUN	slot-conflict	n.abl.pl	1	bhuvanebhyaḥ	2	dcs:596267_1
bhuśuṇḍinā	bhuśuṇḍi	NOUN	coverage-hole	m.instr.sg	1		2	dcs:347877
bhvam	bhū	NOUN	lexicon-gap	m.acc.sg	1		2	dcs:608506
bhve	bhū	NOUN	lexicon-gap	f.dat.sg	1		2	dcs:601885
bhāgavatāyām	bhāgavata	ADJ	coverage-hole	f.loc.sg	2		2	dcs:68729
bhāgineyāni	bhāgineya	ADJ	coverage-hole	n.nom.pl	1		2	dcs:447604
bhāllabeyasya	bhāllaveya	NOUN	slot-conflict	m.gen.sg	1	bhāllaveyasya	2	dcs:663923
bhāllabeyaṃ	bhāllaveya	NOUN	slot-conflict	m.acc.sg	1	bhāllaveyam	2	dcs:663948
bhāratīyā	bhāratīya	ADJ	coverage-hole	f.nom.sg	1		2	dcs:158634
bhāsayā	bhāsa	NOUN	coverage-hole	f.instr.sg	1		2	dcs:328937
bhāsāyām	bhāsa	NOUN	coverage-hole	f.loc.sg	1		2	dcs:433802
bhāvanebhiḥ	bhāvanā	NOUN	coverage-hole	n.instr.pl	1		2	dcs:327816
bhāvanikān	bhāvanikā	NOUN	coverage-hole	m.acc.pl	1		2	dcs:615166
bhāvanātaḥ	bhāvanā	NOUN	slot-conflict	f.abl.sg	1	bhāvanāyāḥ	2	dcs:641018
bhāvābhiḥ	bhāva	NOUN	coverage-hole	f.instr.pl	1		2	dcs:131838
bhāvāyām	bhāva	NOUN	coverage-hole	f.loc.sg	1		2	dcs:449358
bhāṣeṇa	bhāṣā	NOUN	coverage-hole	m.instr.sg	1		2	dcs:525667
bhīmāsaḥ	bhīma	ADJ	slot-conflict	m.nom.pl	1	bhīmāḥ	2	dcs:592644
bhīrvam	bhīru	ADJ	slot-conflict	m.acc.sg	1	bhīrum	2	dcs:605633
bhītitaḥ	bhīti	NOUN	slot-conflict	f.abl.sg	1	bhīteḥ bhītyāḥ	2	dcs:617948
bhūbhyaḥ	bhū	NOUN	lexicon-gap	f.abl.pl	1		2	dcs:552167
bhūliṅgān	bhūliṅga	NOUN	coverage-hole	m.acc.pl	1		2	dcs:342700
bhūmikasya	bhūmikā	NOUN	coverage-hole	m.gen.sg	1		2	dcs:351193
bhūmikau	bhūmikā	NOUN	coverage-hole	m.nom.du	1		2	dcs:887
bhūmīgṛha	bhūmigṛha	NOUN	compound-member		1		2	dcs:764201
bhūtahāri	bhūtahārin	NOUN	coverage-hole	n.nom.sg	1		2	dcs:22167
bhūtebhiḥ	bhūta	NOUN	slot-conflict	m.instr.pl	2	bhūtaiḥ	2	dcs:628362
bhūtecchadaḥ	bhūtechad	NOUN	slot-conflict	f.acc.pl	1	bhūtechadaḥ	2	dcs:726603
bhūtinaḥ	bhūti	NOUN	slot-conflict	m.gen.sg	1	bhūteḥ	2	dcs:436856
bhūtivarma	bhūtivarman	NOUN	compound-member		1		2	dcs:614513
bhūyasīṣu	bhūyas	ADJ	slot-conflict	f.loc.pl	1	bhūyaḥsu	2	dcs:749447
bhūyau	bhūya	NOUN	coverage-hole	m.nom.du	1		2	dcs:158880
bhūyāṃsau	bhūyas	ADJ	slot-conflict	m.acc.du	1	bhūyasau	2	dcs:490594_4
bhūṣebhiḥ	bhūṣā	NOUN	coverage-hole	n.instr.pl	1		2	dcs:379909
bhūṣu	bhū	NOUN	lexicon-gap	f.loc.pl	1		2	dcs:537891
bhūṣāya	bhūṣā	NOUN	coverage-hole	m.dat.sg	1		2	dcs:369797
bhṛṣṭinā	bhṛṣṭi	NOUN	coverage-hole	m.instr.sg	1		2	dcs:640253
bibhīdaka	vibhītaka	NOUN	compound-member		1		2	dcs:699710_1
bibhīṣikām	vibhīṣikā	NOUN	slot-conflict	f.acc.sg	1	vibhīṣikām	2	dcs:629799
bindukāni	binduka	NOUN	coverage-hole	n.nom.pl	1		2	dcs:378509
bista	vista	NOUN	compound-member		1		2	dcs:552828
biṃba	bimba	NOUN	compound-member		1		2	dcs:465809
bodhakāyāḥ	bodhaka	ADJ	coverage-hole	f.gen.sg	1		2	dcs:434600
bodhisatvebhyaḥ	bodhisattva	NOUN	slot-conflict	m.dat.pl	1	bodhisattvebhyaḥ	2	dcs:640846
brahmajaṭaḥ	brahmajaṭā	NOUN	coverage-hole	m.nom.sg	1		2	dcs:438562
brahmāṇā	brahman	NOUN	slot-conflict	m.nom.du	1	brahmāṇau	2	dcs:596582_1
bubhukṣasya	bubhukṣā	NOUN	coverage-hole	m.gen.sg	1		2	dcs:42398
bubhukṣeṇa	bubhukṣā	NOUN	coverage-hole	m.instr.sg	1		2	dcs:42395
budhnāsaḥ	budhna	NOUN	slot-conflict	m.nom.pl	1	budhnāḥ	2	dcs:595439
busau	busa	NOUN	coverage-hole	m.nom.du	1		2	dcs:43553
bāhunaḥ	bāhu	NOUN	slot-conflict	m.gen.sg	2	bāhoḥ	2	dcs:501490
bāhve	bāhu	NOUN	slot-conflict	m.dat.sg	1	bāhave	2	dcs:605589_1
bākulī	bākula	ADJ	coverage-hole	f.nom.sg	1		2	dcs:465111
bākāḥ	bāka	NOUN	coverage-hole	m.nom.pl	1		2	dcs:175967
bāṇaliṅgā	bāṇaliṅga	NOUN	coverage-hole	f.nom.sg	1		2	dcs:44668
bāṣpayā	bāṣpa	NOUN	coverage-hole	f.instr.sg	1		2	dcs:613387
bṛhajjyotīḥ	bṛhajjyotis	NOUN	slot-conflict	m.nom.sg	2	bṛhajjyotiḥ	2	dcs:381048
bṛhannaḍāyāḥ	bṛhannaḍa	NOUN	coverage-hole	f.abl.sg	1		2	dcs:215704
bṛhaspatiyoḥ	bṛhaspati	NOUN	slot-conflict	m.gen.du	1	bṛhaspatyoḥ	2	dcs:520827
cakhvāṃsaṃ	cakhvas	ADJ	slot-conflict	m.acc.sg	1	cakhvasam	2	dcs:596086
cakrataḥ	cakra	NOUN	slot-conflict	n.abl.sg	1	cakrāt	2	dcs:93036
cakravākām	cakravāka	NOUN	coverage-hole	f.acc.sg	1		2	dcs:477332
cakrāśma	cakrāśman	NOUN	compound-member		1		2	dcs:182517
cakṣuḥsu	cakṣus	NOUN	slot-conflict	n.loc.pl	1	cakṣuḥṣu	2	dcs:379004
cakṣūṃsi	cakṣus	NOUN	slot-conflict	n.acc.pl	1	cakṣūṃṣi	2	dcs:633880_1
calācalāsaḥ	calācala	ADJ	slot-conflict	m.nom.pl	1	calācalāḥ	2	dcs:595317
candrikeṇa	candrikā	NOUN	coverage-hole	n.instr.sg	1		2	dcs:489153
candrikāṇi	candrikā	NOUN	coverage-hole	n.acc.pl	1		2	dcs:489153
candrāsa	candra	ADJ	slot-conflict	m.nom.pl	1	candrāḥ	2	dcs:597460
carcanā	carcana	NOUN	coverage-hole	f.nom.sg	1		2	dcs:534490
cariṣṇvam	cariṣṇu	ADJ	slot-conflict	f.acc.sg	1	cariṣṇum	2	dcs:603744_1
carmāṇaḥ	carman	NOUN	coverage-hole	m.nom.pl	1		2	dcs:172678
caturthayā	caturtha	ADJ	coverage-hole	f.instr.sg	1		2	dcs:430693_1
caturthikam	caturthikā	NOUN	coverage-hole	m.acc.sg	1		2	dcs:394594
catuṣpuṇḍraḥ	catuṣpuṇḍrā	NOUN	coverage-hole	m.nom.sg	1		2	dcs:19934
cauraṅgi	cauraṅgin	NOUN	compound-member		1		2	dcs:77145
caṇakāmlakāḥ	caṇakāmlaka	NOUN	coverage-hole	m.nom.pl	1		2	dcs:432072
