mandala	sukta	verse	pada_letter	pratika	full_citation
7	78	5	b	asmākāso maghavāno vayaṃ ca	RV.7.78.5b
7	78	5	c	tilvilāyadhvam uṣaso vibhātīḥ	RV.7.78.5c
7	79	1	a	vy uṣā āvaḥ pathyā janānām	RV.7.79.1a
7	79	1	b	pañca kṣitīr mānuṣīr bodhayantī	RV.7.79.1b
7	79	1	c	susaṃdṛgbhir ukṣabhir bhānum aśret	RV.7.79.1c
7	79	1	d	vi sūryo rodasī cakṣasāvaḥ	RV.7.79.1d
7	79	2	a	vy añjate divo anteṣv aktūn	RV.7.79.2a
7	79	2	b	viśo na yuktā uṣaso yatante	RV.7.79.2b
7	79	2	c	saṃ te gāvas tama ā vartayanti	RV.7.79.2c
7	79	2	d	jyotir yachanti saviteva bāhū	RV.7.79.2d
7	79	3	a	abhūd uṣā indratamā maghonī	RV.7.79.3a
7	79	3	b	ajījanat suvitāya śravāṃsi	RV.7.79.3b
7	79	3	c	vi divo devī duhitā dadhāti	RV.7.79.3c
7	79	3	d	aṅgirastamā sukṛte vasūni	RV.7.79.3d
7	79	4	a	tāvad uṣo rādho asmabhyaṃ rāsva	RV.7.79.4a
7	79	4	b	yāvat stotṛbhyo arado gṛṇānā	RV.7.79.4b
7	79	4	c	yāṃ tvā jajñur vṛṣabhasya raveṇa	RV.7.79.4c
7	79	4	d	vi dṛḍhasya duro adrer aurṇoḥ	RV.7.79.4d
7	79	5	a	devaṃ-devaṃ rādhase codayantī	RV.7.79.5a
7	79	5	b	asmadryak sūnṛtā īrayantī	RV.7.79.5b
7	79	5	c	vyuchantī naḥ sanaye dhiyo dhāḥ	RV.7.79.5c
7	80	1	a	prati stomebhir uṣasaṃ vasiṣṭhāḥ	RV.7.80.1a. P: prati VāDh.26.5; MDh.11.250
7	80	1	b	gīrbhir viprāsaḥ prathamā abudhran	RV.7.80.1b
7	80	1	c	vivartayantīṃ rajasī samante	RV.7.80.1c
7	80	1	d	āviṣkṛṇvatīṃ bhuvanāni viśvā	RV.7.80.1d
7	80	2	a	eṣā syā navyam āyur dadhānā	RV.7.80.2a
7	80	2	b	gūḍhvī tamo jyotiṣoṣā abodhi	RV.7.80.2b
7	80	2	c	agra eti yuvatir ahrayāṇā	RV.7.80.2c
7	80	2	d	prācikitat sūryaṃ yajñam agnim	RV.7.80.2d
7	81	1	a	praty u adarśy (TB. uv adṛśy) āyatī	RV.7.81.1a; SV.1.303a; 2.101a; TB.3.1.3.1a. P: praty u adarśi AŚ.4.14.2; ŚŚ.6.5.8
7	81	1	b	uchantī duhitā divaḥ	RV.7.81.1b; SV.1.303b; 2.101b. See vyuchantī etc
7	81	1	c	apo mahi vyayati cakṣase tamaḥ	RV.7.81.1c. See apo mahī
7	81	2	a	ud usriyāḥ sṛjate (TB. sacate) sūryaḥ sacā	RV.7.81.2a; SV.2.102a; TB.3.1.3.2a
7	81	2	b	udyan nakṣatram arcivat (TB. °mat)	RV.7.81.2b; SV.2.102b; TB.3.1.3.2b
7	81	2	c	taved uṣo vyuṣi sūryasya ca	RV.7.81.2c; SV.2.102c; TB.3.1.3.2c
7	81	2	d	saṃ bhaktena gamemahi	RV.7.81.2d; SV.2.102d; TB.3.1.3.2d
7	81	3	a	prati tvā duhitar divaḥ	RV.7.81.3a
7	81	3	b	uṣo jīrā abhutsmahi	RV.7.81.3b
7	81	3	c	yā vahasi puru spārhaṃ vananvati	RV.7.81.3c
7	81	3	d	ratnaṃ na dāśuṣe mayaḥ	RV.7.81.3d
7	81	4	a	uchantī yā kṛṇoṣi maṃhanā mahi	RV.7.81.4a
7	81	4	b	prakhyai devi svar dṛśe	RV.7.81.4b
7	81	4	c	tasyās te ratnabhāja īmahe vayam	RV.7.81.4c
7	81	4	d	syāma mātur na sūnavaḥ	RV.7.81.4d
7	81	5	a	tac citraṃ rādha ā bhara	RV.7.81.5a
7	81	5	b	uṣo yad dīrghaśruttamam	RV.7.81.5b
7	81	5	c	yat te divo duhitar martabhojanam	RV.7.81.5c
7	81	5	d	tad rāsva bhunajāmahai	RV.7.81.5d
7	81	6	a	śravaḥ sūribhyo amṛtaṃ vasutvanam	RV.7.81.6a; 8.13.12c
7	81	6	b	vājāṃ asmabhyaṃ gomataḥ	RV.7.81.6b
7	81	6	c	codayitrī maghonaḥ sūnṛtāvatī	RV.7.81.6c
7	82	1	a	indrāvaruṇā yuvam adhvarāya naḥ	RV.7.82.1a; TS.2.5.12.2a; MS.4.12.4a: 187.1; GB.2.4.15; ŚŚ.9.2.4; 14.35.2. Ps: indrāvaruṇā yuvam adhvarāya ŚŚ.12.10.8,12; 11.15; indrāvaruṇā yuvam AŚ.6.1.2; indrāvaruṇā MŚ.5.2.1.6. Cf. BṛhD.6.10. See viṣṇūvaruṇā etc
7	82	1	c	dīrghaprayajyum ati yo vanuṣyati	RV.7.82.1c; TS.2.5.12.3c; MS.4.12.4c: 187.2; N.5.2. See next
7	82	1	d	vayaṃ jayema pṛtanāsu dūḍhyaḥ	RV.7.82.1d; TS.2.5.12.3d; MS.4.12.4d: 187.2; N.5.2
7	82	2	a	samrāḍ anyaḥ svarāḍ anya ucyate vām	RV.7.82.2a; MS.4.12.4a: 187.3. P: samrāṭ MŚ.5.2.1.6
7	82	2	b	mahāntāv (MS. °tā) indrāvaruṇā mahāvasū	RV.7.82.2b; MS.4.12.4b: 187.3
7	82	2	c	viśve devāsaḥ parame vyomani	RV.7.82.2c; MS.4.12.4c: 187.4
7	82	2	d	saṃ vām ojo vṛṣaṇā saṃ balaṃ dadhuḥ	RV.7.82.2d; MS.4.12.4d: 187.4
7	82	3	a	anv apāṃ khāny atṛntam ojasā	RV.7.82.3a
7	82	3	b	ā sūryam airayataṃ divi prabhum	RV.7.82.3b
7	82	3	c	indrāvaruṇā made asya māyinaḥ	RV.7.82.3c
7	82	3	d	apinvatam apitaḥ pinvataṃ dhiyaḥ	RV.7.82.3d
7	82	4	a	yuvām id yutsu pṛtanāsu vahnayaḥ	RV.7.82.4a
7	82	4	b	yuvāṃ kṣemasya prasave mitajñavaḥ	RV.7.82.4b
7	82	4	c	īśānā vasva ubhayasya kāravaḥ	RV.7.82.4c
7	82	4	d	indrāvaruṇā suhavā havāmahe	RV.7.82.4d
7	82	5	a	indrāvaruṇā yad imāni cakrathuḥ	RV.7.82.5a
7	82	5	b	viśvā jātāni bhuvanasya majmanā	RV.7.82.5b
7	82	5	c	kṣemeṇa mitro varuṇaṃ duvasyati	RV.7.82.5c
7	82	5	d	marudbhir ugraḥ śubham anya īyate	RV.7.82.5d
7	82	6	a	mahe śulkāya varuṇasya nu tviṣe	RV.7.82.6a
7	82	6	b	ojo mimāte dhruvam asya yat svam	RV.7.82.6b
7	82	6	c	ajāmim anyaḥ śnathayantam ātirat	RV.7.82.6c
7	82	6	d	dabhrebhir anyaḥ pra vṛṇoti bhūyasaḥ	RV.7.82.6d
7	82	7	a	na tam aṃho na duritāṇi martyam	RV.7.82.7a
7	82	7	b	indrāvaruṇā na tapaḥ kutaś cana	RV.7.82.7b
7	82	7	c	yasya devā gachatho vītho adhvaram	RV.7.82.7c
7	82	7	d	na taṃ martasya naśate parihvṛtiḥ	RV.7.82.7d
7	82	8	a	arvāṅ narā daivyenāvasā gatam	RV.7.82.8a
7	82	8	b	śṛṇutaṃ havaṃ yadi me jujoṣathaḥ	RV.7.82.8b
7	82	8	c	yuvor hi sakhyam uta vā yad āpyam	RV.7.82.8c
7	82	8	d	mārḍīkam indrāvaruṇā ni yachatam	RV.7.82.8d
7	82	9	a	asmākam indrāvaruṇā bhare-bhare	RV.7.82.9a
7	82	9	b	puroyodhā bhavataṃ kṛṣṭyojasā	RV.7.82.9b
7	82	9	c	yad vāṃ havanta ubhaye adha spṛdhi	RV.7.82.9c
7	82	10	a	asme indro varuṇo mitro aryamā	RV.7.82.10a; 83.10a
7	82	10	b	dyumnaṃ yachantu mahi śarma saprathaḥ	RV.7.82.10b
7	82	10	c	avadhraṃ jyotir aditer ṛtāvṛdhaḥ	RV.7.82.10c; 83.10c
7	82	10	d	devasya ślokaṃ savitur manāmahe	RV.7.82.10d
7	83	1	a	yuvāṃ narā paśyamānāsa āpyam	RV.7.83.1a. Ps: yuvāṃ narā paśyamānāsaḥ ŚŚ.12.11.17; yuvāṃ narā AŚ.7.9.2
7	83	1	b	prācā gavyantaḥ pṛthuparśavo yayuḥ	RV.7.83.1b
7	83	1	c	dāsā ca vṛtrā hatam āryāṇi ca	RV.7.83.1c
7	83	1	d	sudāsam indrāvaruṇāvasāvatam	RV.7.83.1d
7	83	2	a	yatrā naraḥ samayante kṛtadhvajaḥ	RV.7.83.2a
7	83	2	b	yasminn ājā bhavati kiṃ cana priyam	RV.7.83.2b
7	83	2	c	yatrā bhayante bhuvanā svardṛśaḥ	RV.7.83.2c
7	83	2	d	tatrā na indrāvaruṇādhi vocatam	RV.7.83.2d
7	83	3	a	saṃ bhūmyā antā dhvasirā adṛkṣata	RV.7.83.3a
7	83	3	b	indrāvaruṇā divi ghoṣa āruhat	RV.7.83.3b
7	83	3	c	asthur janānām upa mām arātayaḥ	RV.7.83.3c
7	83	3	d	arvāg avasā havanaśrutā gatam	RV.7.83.3d
7	83	4	a	indrāvaruṇā vadhanābhir aprati	RV.7.83.4a
7	83	4	b	bhedaṃ vanvanta pra sudāsam āvatam	RV.7.83.4b
7	83	4	c	brahmāṇy eṣāṃ śṛṇutaṃ havīmani	RV.7.83.4c
7	83	4	d	satyā tṛtsūnām abhavat purohitiḥ	RV.7.83.4d
7	83	5	a	indrāvaruṇāv abhy ā tapanti	RV.7.83.5a
7	83	5	b	māghāny aryo vanuṣām arātayaḥ	RV.7.83.5b
7	83	5	c	yuvaṃ hi vasva ubhayasya rājathaḥ	RV.7.83.5c
7	83	5	d	adha smā no’vataṃ pārye divi	RV.7.83.5d
7	83	6	a	yuvāṃ havanta ubhayāsa ājiṣu	RV.7.83.6a
7	83	6	b	indraṃ ca vasvo varuṇaṃ ca sātaye	RV.7.83.6b
7	83	6	c	yatra rājabhir daśabhir nibādhitam	RV.7.83.6c
7	83	6	d	pra sudāsam āvataṃ tṛtsubhiḥ saha	RV.7.83.6d
7	83	7	a	daśa rājānaḥ samitā ayajyavaḥ	RV.7.83.7a
7	83	7	b	sudāsam indrāvaruṇā na yuyudhuḥ	RV.7.83.7b
7	83	7	c	satyā nṛṇām admasadām upastutiḥ	RV.7.83.7c
7	83	7	d	devā eṣām abhavan devahūtiṣu	RV.7.83.7d
7	83	8	a	dāśarājñe pariyattāya viśvataḥ	RV.7.83.8a
7	83	8	b	sudāsa indrāvaruṇāv aśikṣatam	RV.7.83.8b
7	83	8	c	śvityañco yatra namasā kapardinaḥ	RV.7.83.8c
7	83	9	a	vṛtrāṇy anyaḥ samitheṣu jighnate	RV.7.83.9a
7	83	9	b	vratāny anyo abhi rakṣate sadā	RV.7.83.9b
7	83	9	c	havāmahe vāṃ vṛṣaṇā suvṛktibhiḥ	RV.7.83.9c
7	83	9	d	asme indrāvaruṇā śarma yachatam	RV.7.83.9d
7	84	1	a	ā vāṃ rājānāv adhvare vavṛtyām	RV.7.84.1a. P: ā vāṃ rājānau AŚ.6.1.2; 8.2.16; ŚŚ.9.2.5; 12.10.5
7	84	1	c	pra vāṃ ghṛtācī bāhvor dadhānā	RV.7.84.1c
7	84	1	d	pari tmanā viṣurūpā jigāti	RV.7.84.1d. Cf. next
7	84	2	a	yuvo rāṣṭraṃ bṛhad invati dyauḥ	RV.7.84.2a
7	84	2	b	yau setṛbhir arajjubhiḥ sinīthaḥ	RV.7.84.2b
7	84	2	c	pari no heḍo varuṇasya vṛjyāḥ	RV.7.84.2c. Cf. under pari ṇo rudrasya
7	84	2	d	uruṃ na indraḥ kṛṇavad u lokam	RV.7.84.2d
7	84	3	a	kṛtaṃ no yajñaṃ vidatheṣu cārum	RV.7.84.3a
7	84	3	b	kṛtaṃ brahmāṇi sūriṣu paśastā	RV.7.84.3b
7	84	3	c	upo rayir devajūto na etu	RV.7.84.3c
7	84	4	a	asme indrāvaruṇā viśvavāram	RV.7.84.4a
7	84	4	c	pra ya ādityo anṛtā mināti	RV.7.84.4c
7	84	4	d	amitā śūra dayate vasūni	RV.7.84.4d
7	84	5	a	iyam indraṃ varuṇam aṣṭa me gīḥ	RV.7.84.5a; 85.5a; AB.6.15.5
7	84	5	b	prāvat toke tanaye tūtujānā	RV.7.84.5b
7	85	1	a	punīṣe vām arakṣasaṃ manīṣām	RV.7.85.1a. P: punīṣe vām AŚ.7.9.2; ŚŚ.12.10.6
7	85	1	b	somam indrāya varuṇāya juhvat	RV.7.85.1b
7	85	1	c	ghṛtapratīkām uṣasaṃ na devīm	RV.7.85.1c
7	85	1	d	tā no yāmann uruṣyatām abhīke	RV.7.85.1d
7	85	2	a	spardhante vā u devahūye atra	RV.7.85.2a
7	85	2	b	yeṣu dhvajeṣu didyavaḥ patanti	RV.7.85.2b
7	85	2	c	yuvaṃ tāṃ indrāvaruṇāv amitrān	RV.7.85.2c
7	85	2	d	hataṃ parācaḥ śarvā viṣūcaḥ	RV.7.85.2d
7	85	3	a	āpaś cid dhi svayaśasaḥ sadassu	RV.7.85.3a
7	85	3	b	devīr indraṃ varuṇaṃ devatā dhuḥ	RV.7.85.3b
7	85	3	c	kṛṣṭīr anyo dhārayati praviktāḥ	RV.7.85.3c
7	85	3	d	vṛtrāṇy anyo apratīni hanti	RV.7.85.3d
7	85	4	a	sa sukratur ṛtacid astu hotā	RV.7.85.4a
7	85	4	b	ya āditya śavasā vāṃ namasvān	RV.7.85.4b
7	85	4	c	āvavartad avase vāṃ haviṣmān	RV.7.85.4c
7	85	4	d	asad it sa suvitāya prayasvān	RV.7.85.4d
7	85	8	d	dhiyā dhīvanto asapanta tṛtsavaḥ	RV.7.85.8d
7	86	1	a	dhīrā tv asya mahinā janūṃṣi	RV.7.86.1a; KS.4.16a. P: dhīrā tv asya ŚŚ.12.10.8. Cf. BṛhD.6.15
7	86	1	b	vi yas tastambha rodasī cid urvī	RV.7.86.1b; KS.4.16b. Cf. prec
7	86	1	c	pra nākam ṛṣvaṃ nunude bṛhantam	RV.7.86.1c; KS.4.16c
7	86	1	d	dvitā nakṣatraṃ paprathac ca bhūma	RV.7.86.1d; KS.4.16d
7	86	2	a	uta svayā tanvā saṃ vade tat	RV.7.86.2a
7	86	2	b	kadā nv antar varuṇe bhuvāni	RV.7.86.2b
7	86	2	c	kiṃ me havyam ahṛṇāno juṣeta	RV.7.86.2c
7	86	2	d	kadā mṛḍīkaṃ sumanā abhi khyam	RV.7.86.2d
7	86	3	a	pṛche tad eno varuṇa didṛkṣu	RV.7.86.3a
7	86	3	b	upo emi cikituṣo vipṛcham	RV.7.86.3b
7	86	3	c	samānam in me kavayaś cid āhuḥ	RV.7.86.3c
7	86	3	d	ayaṃ ha tubhyaṃ varuṇo hṛṇīte	RV.7.86.3d
7	86	4	a	kim āga āsa varuṇa jyeṣṭham	RV.7.86.4a
7	86	4	b	yat stotāraṃ jighāṃsasi sakhāyam	RV.7.86.4b
7	86	4	c	pra tan me voco dūḍabha svadhāvaḥ	RV.7.86.4c
7	86	4	d	ava tvānenā namasā tura iyām	RV.7.86.4d
7	86	5	a	ava drugdhāni pitryā sṛjā naḥ	RV.7.86.5a
7	86	5	b	ava yā vayaṃ cakṛmā tanūbhiḥ	RV.7.86.5b
7	86	5	c	ava rājan paśutṛpaṃ na tāyum	RV.7.86.5c
7	86	5	d	sṛjā vatsaṃ na dāmno vasiṣṭham	RV.7.86.5d
7	86	6	a	na sa svo dakṣo varuṇa dhrutiḥ sā	RV.7.86.6a. Cf. BṛhD.1.56
7	86	6	b	surā manyur vibhīdako acittiḥ	RV.7.86.6b
7	86	6	c	asti jyāyān kanīyasa upāre	RV.7.86.6c
7	86	6	d	svapnaś caned anṛtasya prayotā	RV.7.86.6d
7	86	7	a	araṃ dāso na mīḍhuṣe karāṇi	RV.7.86.7a
7	86	7	b	ahaṃ devāya bhūrṇaye’nāgāḥ	RV.7.86.7b
7	86	7	c	acetayad acito devo aryaḥ	RV.7.86.7c
7	86	7	d	gṛtsaṃ rāye kavitaro junāti	RV.7.86.7d
7	86	8	a	ayaṃ su tubhyaṃ varuṇa svadhāvaḥ	RV.7.86.8a; AŚ.3.7.15
7	86	8	b	hṛdi stoma upaśritaś cid astu	RV.7.86.8b
7	86	8	c	śaṃ naḥ kṣeme śam u yoge no astu	RV.7.86.8c
7	87	1	a	radat patho varuṇaḥ sūryāya	RV.7.87.1a; KS.12.15a. P: radat pathaḥ ŚŚ.12.10.10
7	87	1	b	prārṇāṃsi samudriyā nadīnām	RV.7.87.1b; KS.12.15b
7	87	1	c	sargo na sṛṣṭo arvatīr ṛtāyan	RV.7.87.1c; KS.12.15c
7	87	1	d	cakāra mahīr avanīr ahabhyaḥ	RV.7.87.1d; KS.12.15d
7	87	2	a	ātmā te vāto raja ā navīnot	RV.7.87.2a
7	87	2	b	paśur na bhūrṇir yavase sasavān	RV.7.87.2b
7	87	2	c	antar mahī bṛhatī rodasīme	RV.7.87.2c
7	87	2	d	viśvā te dhāma varuṇa priyāṇi	RV.7.87.2d
7	87	3	a	pari spaśo varuṇasya smadiṣṭāḥ	RV.7.87.3a
7	87	3	b	ubhe paśyanti rodasī sumeke	RV.7.87.3b
7	87	3	c	ṛtāvānaḥ kavayo yajñadhīrāḥ	RV.7.87.3c
7	87	3	d	pracetaso ya iṣayanta manma	RV.7.87.3d
7	87	4	a	uvāca me varuṇo medhirāya	RV.7.87.4a
7	87	4	b	triḥ sapta nāmāghnyā bibharti	RV.7.87.4b
7	87	4	c	vidvān padasya guhyā na vocat	RV.7.87.4c
7	87	4	d	yugāya vipra uparāya śikṣan	RV.7.87.4d
7	87	5	a	tisro dyāvo nihitā antar asmin	RV.7.87.5a
7	87	5	b	tisro bhūmīr uparāḥ ṣaḍvidhānāḥ	RV.7.87.5b
7	87	5	c	gṛtso rājā varuṇaś cakra etam	RV.7.87.5c
7	87	5	d	divi preṅkhaṃ hiraṇyayaṃ śubhe kam	RV.7.87.5d
7	87	6	a	ava sindhuṃ varuṇo dyaur iva sthāt	RV.7.87.6a; AŚ.3.7.15
7	87	6	b	drapso na śveto mṛgas tuviṣmān	RV.7.87.6b
7	87	6	c	gambhīraśaṃso rajaso vimānaḥ	RV.7.87.6c
7	87	6	d	supārakṣatraḥ sato asya rājā	RV.7.87.6d
7	87	7	a	yo mṛḍayāti cakruṣe cid āgaḥ	RV.7.87.7a
7	87	7	b	vayaṃ syāma varuṇe anāgāḥ	RV.7.87.7b
7	87	7	c	anu vratāny aditer ṛdhantaḥ	RV.7.87.7c
7	88	1	a	pra śundhyuvaṃ varuṇāya preṣṭhām	RV.7.88.1a. P: pra śundhyuvam ŚŚ.12.10.12
7	88	1	b	matiṃ vasiṣṭha mīḍhuṣe bharasva	RV.7.88.1b
7	88	1	c	ya īm arvāñcaṃ karate yajatram	RV.7.88.1c
7	88	1	d	sahasrāmaghaṃ vṛṣaṇaṃ bṛhantam	RV.7.88.1d
7	88	2	a	adhā nv asya saṃdṛśaṃ jaganvān	RV.7.88.2a
7	88	2	b	agner anīkaṃ varuṇasya maṃsi	RV.7.88.2b
7	88	2	c	svar yad aśmann adhipā u andhaḥ	RV.7.88.2c
7	88	2	d	abhi mā vapur dṛśaye ninīyāt	RV.7.88.2d
7	88	3	a	ā yad ruhāva varuṇaś ca nāvam	RV.7.88.3a
7	88	3	b	pra yat samudram īrayāva madhyam	RV.7.88.3b
7	88	3	c	adhi yad apāṃ snubhiś carāva	RV.7.88.3c
7	88	3	d	pra preṅkha īṅkhayāvahai śubhe kam	RV.7.88.3d
7	88	4	a	vasiṣṭhaṃ ha varuṇo nāvy ādhāt	RV.7.88.4a
7	88	4	b	ṛṣiṃ cakāra svapā mahobhiḥ	RV.7.88.4b
7	88	4	c	stotāraṃ vipraḥ sudinatve ahnām	RV.7.88.4c
7	88	4	d	yān nu dyāvas tatanan yād uṣasaḥ	RV.7.88.4d
7	88	5	a	kva tyāni nau sakhyā babhūvuḥ	RV.7.88.5a; MS.4.14.9a: 229.7
7	88	5	b	sacāvahe (MS. °hai) yad avṛkaṃ purā cit	RV.7.88.5b; MS.4.14.9b: 229.7
7	88	5	c	bṛhantaṃ mānaṃ varuṇa svadhāvaḥ	RV.7.88.5c; MS.4.14.9c: 229.8
7	88	5	d	sahasradvāraṃ jagamā gṛhaṃ te	RV.7.88.5d; MS.4.14.9d: 229.8
7	88	6	a	ya āpir nityo varuṇa priyaḥ san	RV.7.88.6a
7	88	6	b	tvām āgāṃsi kṛṇavat sakhā te	RV.7.88.6b
7	88	6	c	mā ta enasvanto yakṣin bhujema	RV.7.88.6c
7	88	6	d	yandhi ṣmā vipra stuvate varūtham	RV.7.88.6d
7	88	7	a	dhruvāsu tvāsu kṣitiṣu kṣiyantaḥ	RV.7.88.7a. P: dhruvāsu tvāsu kṣitiṣu Rvidh.2.28.3. Cf. BṛhD.6.15 (A)
7	88	7	b	vy asmat pāśaṃ varuṇo mumocat	RV.7.88.7b
7	88	7	c	avo vanvānā aditer upasthāt	RV.7.88.7c
7	89	1	a	mo ṣu varuṇa mṛnmayam	RV.7.89.1a
7	89	1	b	gṛhaṃ rājann ahaṃ gamam	RV.7.89.1b
7	89	1	c	mṛḍā sukṣatra mṛḍaya	RV.7.89.1c–4c
7	89	2	a	yad emi prasphurann iva	RV.7.89.2a
7	89	2	b	dṛtir na dhmāto adrivaḥ	RV.7.89.2b. Cf. Mahābh.3.207.47; 12.95.21
7	89	3	a	kratvaḥ samaha dīnatā	RV.7.89.3a
7	89	3	b	pratīpaṃ jagamā śuce	RV.7.89.3b
7	89	4	a	apāṃ madhye tasthivāṃsam	RV.7.89.4a
7	89	4	b	tṛṣṇāvidaj jaritāram	RV.7.89.4b
7	89	5	a	yat kiṃ cedaṃ varuṇa daivye jane	RV.7.89.5a; AVŚ.6.51.3a; TS.3.4.11.6a; MS.4.12.6a: 197.11; KS.23.12a; AŚ.4.11.6. Ps: yat kiṃ cedaṃ varuṇa ŚŚ.9.26.3 (comm.); Rvidh.2.29.1; yat kiṃ cedam TB.2.8.1.6; ŚG.5.2.6; MDh.11.252
7	89	5	b	abhidrohaṃ manuṣyāś carāmasi (AVŚ. caranti)	RV.7.89.5b; AVŚ.6.51.3b; TS.3.4.11.6b; MS.4.12.6b: 197.11; KS.23.12b
7	89	5	c	acittī yat (AVŚ. acittyā cet) tava dharmā yuyopima	RV.7.89.5c; AVŚ.6.51.3c; TS.3.4.11.6c; MS.4.12.6c: 197.12; KS.23.12c
7	89	5	d	mā nas tasmād enaso deva rīriṣaḥ	RV.7.89.5d; AVŚ.6.51.3d; TS.3.4.11.6d; MS.4.12.6d: 197.12; KS.23.12d
7	90	1	a	pra vīrayā śucayo dadrire vām	RV.7.90.1a; VS.33.70a; AB.5.20.8; KB.26.8. Ps: pra vīrayā śucayo dadrire AŚ.8.11.1; pra vīrayā ŚŚ.10.9.4. Cf. BṛhD.6.16,17 (B)
7	90	1	b	adhvaryubhir madhumantaḥ sutāsaḥ	RV.7.90.1b; VS.33.70b
7	90	2	a	īśānāya prahutiṃ yas ta ānaṭ	RV.7.90.2a; MS.4.14.2a: 216.6; AŚ.2.20.4; 3.8.1
7	90	2	b	śuciṃ somaṃ śucipās tubhyaṃ vāyo	RV.7.90.2b; MS.4.14.2b: 216.6
7	90	2	c	kṛṇoṣi taṃ martyeṣu praśastam	RV.7.90.2c; MS.4.14.2c: 216.8
7	90	2	d	jāto-jāto jāyate vājy asya	RV.7.90.2d; MS.4.14.2d: 216.8
7	90	3	a	rāye nu yaṃ jajñatū rodasīme	RV.7.90.3a; VS.27.24a; MS.4.14.2a: 217.2; TB.2.8.1.1a; AŚ.3.8.1. P: rāye nu ŚŚ.9.23.11
7	90	3	b	rāye devī dhiṣaṇā dhāti devam	RV.7.90.3b; VS.27.24b; MS.4.14.2b: 217.2; TB.2.8.1.1b
7	90	3	c	adha (TB. adhā) vāyuṃ niyutaḥ saścata svāḥ	RV.7.90.3c; VS.27.24c; MS.4.14.2c: 217.3; TB.2.8.1.1c
7	90	3	d	uta śvetaṃ vasudhitiṃ nireke	RV.7.90.3d; VS.27.24d; MS.4.14.2d: 217.3; TB.2.8.1.1d
7	90	4	a	uchann uṣasaḥ sudinā ariprāḥ	RV.7.90.4a; AB.5.18.8; AŚ.8.10.1
7	90	4	b	uru jyotir vividur dīdhyānāḥ	RV.7.90.4b
7	90	4	c	gavyaṃ cid ūrvam uśijo vi vavruḥ	RV.7.90.4c
7	90	4	d	teṣām anu pradivaḥ sasrur āpaḥ	RV.7.90.4d
7	90	5	a	te satyena manasā dīdhyānāḥ	RV.7.90.5a; AB.5.20.8; KB.26.8; AŚ.8.11.1. P: te satyena ŚŚ.10.9.4. Cf. BṛhD.6.18 (B)
7	90	5	b	svena yuktāsaḥ kratunā vahanti	RV.7.90.5b; KB.26.8
7	90	5	c	indravāyū vīravāhaṃ rathaṃ vām	RV.7.90.5c
7	90	5	d	īśānayor abhi pṛkṣaḥ sacante	RV.7.90.5d
7	90	6	a	īśānāso ye dadhate svar naḥ	RV.7.90.6a
7	90	6	b	gobhir aśvebhir vasubhir hiraṇyaiḥ	RV.7.90.6b
7	90	6	c	indravāyū sūrayo viśvam āyuḥ	RV.7.90.6c
7	90	6	d	arvadbhir vīraiḥ pṛtanāsu sahyuḥ	RV.7.90.6d
7	90	7	a	arvanto na śravaso bhikṣamāṇāḥ	RV.7.90.7a; 91.7a. P: arvanto na śravasaḥ ŚŚ.10.11.5
7	90	7	b	indravāyū suṣṭutibhir vasiṣṭhāḥ	RV.7.90.7b; 91.7b
7	90	7	c	vājayantaḥ sv avase huvema	RV.7.90.7c
7	91	1	a	kuvid aṅga namasā ye vṛdhāsaḥ	RV.7.91.1a; MS.4.14.2a: 216.11; AB.5.18.8; KB.25.2; 26.11; AŚ.3.8.1; 8.10.1; ŚŚ.17.8.5,6. P: kuvid aṅga ŚŚ.9.23.11; 10.10.4
7	91	1	b	purā devā anavadyāsa (MS. °sā) āsan	RV.7.91.1b; MS.4.14.2b: 216.11
7	91	1	c	te vāyave manave bādhitāya	RV.7.91.1c; MS.4.14.2c: 216.12
7	91	1	d	avāsayann uṣasaṃ sūryeṇa	RV.7.91.1d; MS.4.14.2d: 216.12; KB.25.2
7	91	2	a	uśantā dūtā na dabhāya gopā	RV.7.91.2a; AB.5.18.8; AŚ.8.10.1. Cf. BṛhD.6.18 (B)
7	91	2	b	māsaś ca pāthaḥ śaradaś ca pūrvīḥ	RV.7.91.2b
7	91	2	c	indravāyū suṣṭutir vām iyānā	RV.7.91.2c
7	91	2	d	mārḍīkam īṭṭe suvitaṃ ca navyam	RV.7.91.2d
7	91	3	a	pīvoannāṃ (VS. °nā; MS. °naṃ, but Padap. °nān) rayivṛdhaḥ sumedhāḥ	RV.7.91.3a; VS.27.23a; MS.4.14.2a: 216.16; AB.5.18.8; TB.2.8.1.1a; AŚ.3.8.1; 8.10.1; ApŚ.19.16.5. P: pīvoannān ŚŚ.9.23.11
7	91	3	b	śvetaḥ siṣakti niyutām abhiśrīḥ	RV.7.91.3b; VS.27.23b; MS.4.14.2b: 216.16; TB.2.8.1.1b
7	91	3	c	te vāyave samanaso vi tasthuḥ	RV.7.91.3c; VS.27.23c; MS.4.14.2c: 217.1; TB.2.8.1.1c
7	91	3	d	viśven naraḥ svapatyāni cakruḥ	RV.7.91.3d; VS.27.23d; MS.4.14.2d: 217.1; TB.2.8.1.1d
7	91	4	a	yāvat taras tanvo yāvad ojaḥ	RV.7.91.4a; AB.5.18.8; KB.25.2; 26.11; AŚ.8.10.1. P: yāvat taraḥ ŚŚ.10.10.4. Cf. BṛhD.6.18 (B)
