k1	status	pw_entries	pwg_entries	pw_blocks	pwg_blocks	matched_blocks	cut_blocks	pwg_extra_blocks	cut_gloss_sample
mitrasaptamI	shared	1	1	1	1	1	0	0	
mitratUrya	shared	1	1	1	1	1	0	0	
mitravEra	shared	1	1	1	1	1	0	0	
mitravana	shared	1	1	1	1	1	0	0	
mitravid	shared	1	1	1	1	1	0	0	
mitrayudDa	shared	1	1	1	1	1	0	0	
mitrin	shared	1	2	1	2	1	0	1	
mitriya	shared	1	1	1	2	1	0	1	
miyeDya	shared	1	1	1	1	1	0	0	
mizamizAy	shared	1	1	1	1	1	0	0	
mizwakartar	shared	1	1	1	1	1	0	0	
mizwapAcaka	shared	1	1	1	1	1	0	0	
mlAnatA	shared	1	1	1	1	1	0	0	
mlakta	shared	1	1	1	1	1	0	0	
mlecCASa	shared	1	1	1	1	1	0	0	
mlecCAsya	shared	1	1	1	1	1	0	0	
mlecCamuKa	shared	1	1	1	1	1	0	0	
mlecCana	shared	1	1	1	1	1	0	0	
mlicCa	shared	1	1	1	1	1	0	0	
mna	shared	1	1	1	1	1	0	0	
moGapuzpA	shared	1	1	1	1	1	0	0	
moGatA	shared	1	1	1	1	1	0	0	
mocanIya	shared	1	1	1	1	1	0	0	
mocanapawwaka	shared	1	1	1	1	1	0	0	
mocaniryAsa	shared	1	1	1	1	1	0	0	
mocarasa	shared	1	1	1	1	1	0	0	
mocayitavya	shared	1	1	1	1	1	0	0	
mocika	shared	1	1	1	1	1	0	0	
mocin	shared	1	1	1	1	1	0	0	
modAKya	shared	1	1	1	1	1	0	0	
modAQyA	shared	1	1	1	1	1	0	0	
modApura	shared	1	1	1	1	1	0	0	
modakakAra	shared	1	1	1	1	1	0	0	
modakamaya	shared	1	1	1	1	1	0	0	
modakikA	shared	1	1	1	1	1	0	0	
modanIya	shared	1	1	1	1	1	0	0	
moga	shared	1	1	1	1	1	0	0	
mohaSAstra	shared	1	1	1	1	1	0	0	
mohamantra	shared	1	1	1	1	1	0	0	
mohamaya	shared	1	1	1	1	1	0	0	
mohanavallikA	shared	1	1	1	1	1	0	0	
mohanidrA	shared	1	1	1	1	1	0	0	
moharAtri	shared	1	1	1	1	1	0	0	
mohavant	shared	1	1	1	1	1	0	0	
mohayitar	shared	1	1	1	1	1	0	0	
mohuka	shared	1	1	1	1	1	0	0	
moktar	shared	1	1	1	2	1	0	1	
mokzAy	shared	1	1	1	1	1	0	0	
mokzaRIya	shared	1	1	1	1	1	0	0	
mokzaSAstra	shared	1	1	1	1	1	0	0	
mokzadvAra	shared	1	1	1	1	1	0	0	
mokzamahAparizad	shared	1	1	1	1	1	0	0	
mokzasADana	shared	1	1	1	2	1	0	1	
mokzavant	shared	1	1	1	1	1	0	0	
mokzaviMSaka	shared	1	1	1	1	1	0	0	
mokzayitar	shared	1	1	1	1	1	0	0	
mokzopAya	shared	1	1	1	1	1	0	0	
mokzya	shared	1	1	1	1	1	0	0	
momuGa	shared	1	1	1	1	1	0	0	
morAka	shared	1	1	1	1	1	0	0	
morawaka	shared	1	1	1	1	1	0	0	
mozaka	shared	1	1	1	1	1	0	0	
mozwar	shared	1	1	1	1	1	0	0	
mrakzakftvan	shared	1	1	1	1	1	0	0	
muKAkAra	shared	1	1	1	1	1	0	0	
muKAlu	shared	1	1	1	1	1	0	0	
muKAmaya	shared	1	1	1	1	1	0	0	
muKArcis	shared	1	1	1	2	1	0	1	
muKArjaka	shared	1	1	1	1	1	0	0	
muKAsava	shared	1	1	1	1	1	0	0	
muKAsrAva	shared	1	1	1	1	1	0	0	
muKAstra	shared	1	1	1	1	1	0	0	
muKIya	shared	1	1	1	1	1	0	0	
muKaBeda	shared	1	1	1	1	1	0	0	
muKaKura	shared	1	1	1	1	1	0	0	
muKaMpaca	shared	1	1	1	1	1	0	0	
muKaRqI	shared	1	1	1	1	1	0	0	
muKaSaPa	shared	1	1	1	1	1	0	0	
muKaSoza	shared	1	1	1	1	1	0	0	
muKaSrI	shared	1	1	1	1	1	0	0	
muKaSudDi	shared	1	1	1	1	1	0	0	
muKacIrI	shared	1	1	1	1	1	0	0	
muKacapewikA	shared	1	1	1	1	1	0	0	
muKadUzaRa	shared	1	1	1	1	1	0	0	
muKadUzikA	shared	1	1	1	2	1	0	1	
muKadaGna	shared	1	1	1	1	1	0	0	
muKaganDaka	shared	1	1	1	1	1	0	0	
muKajAha	shared	1	1	1	1	1	0	0	
muKamADurya	shared	1	1	1	1	1	0	0	
muKamaRqala	shared	1	1	1	1	1	0	0	
muKamaRqanaka	shared	1	1	1	1	1	0	0	
muKamaRqikA	shared	1	1	1	1	1	0	0	
muKamoda	shared	1	1	1	1	1	0	0	
muKapAka	shared	1	1	1	1	1	0	0	
muKapUraRa	shared	1	1	1	1	1	0	0	
muKapawa	shared	1	1	1	2	1	0	1	
muKapiRqa	shared	1	1	1	1	1	0	0	
muKarAga	shared	1	1	1	1	1	0	0	
muKaratA	shared	1	1	1	1	1	0	0	
muKaruj	shared	1	1	1	1	1	0	0	
muKasecaka	shared	1	1	1	1	1	0	0	
muKasuKa	shared	1	1	1	1	1	0	0	
muKasura	shared	1	1	1	1	1	0	0	
muKavAwikA	shared	1	1	1	1	1	0	0	
muKavallaBa	shared	1	1	1	1	1	0	0	
muKavant	shared	1	1	1	1	1	0	0	
muKaviluRWikA	shared	1	1	1	1	1	0	0	
muKavipulA	shared	1	1	1	1	1	0	0	
muKavizWA	shared	1	1	1	1	1	0	0	
muKayantraRa	shared	1	1	1	1	1	0	0	
muKeBava	shared	1	1	1	1	1	0	0	
muKolkA	shared	1	1	1	1	1	0	0	
muKyArTa	shared	2	2	2	2	2	0	0	
muKyaSas	shared	1	1	1	1	1	0	0	
muKyamantrin	shared	1	1	1	2	1	0	1	
muKyatA	shared	1	1	1	1	1	0	0	
muKyatas	shared	1	1	1	1	1	0	0	
muRqAKyA	shared	1	1	1	1	1	0	0	
muRqAyasa	shared	1	1	1	2	1	0	1	
muRqIrikA	shared	1	1	1	1	1	0	0	
muRqaDAnya	shared	1	1	1	1	1	0	0	
muRqaSAli	shared	1	1	1	1	1	0	0	
muRqacaRaka	shared	1	1	1	1	1	0	0	
muRqaloha	shared	1	1	1	1	1	0	0	
muRqamAlinI	shared	1	1	1	1	1	0	0	
muRqarikA	shared	1	1	1	1	1	0	0	
muRqay	shared	1	1	1	1	1	0	0	
muYcaka	shared	1	1	1	1	1	0	0	
muYjAdri	shared	1	1	1	1	1	0	0	
muYjAta	shared	1	1	1	1	1	0	0	
muYjaMDaya	shared	1	1	1	1	1	0	0	
muYjagrAma	shared	1	1	1	1	1	0	0	
muYjamaya	shared	1	1	1	1	1	0	0	
muYjanejana	shared	1	1	1	1	1	0	0	
mucaka	shared	1	1	1	1	1	0	0	
mucakunda	shared	1	1	1	1	1	0	0	
mudI	shared	1	1	1	1	1	0	0	
mudda	shared	1	1	1	1	1	0	0	
mudgalAnI	shared	1	1	1	1	1	0	0	
mudgamodaka	shared	1	1	1	1	1	0	0	
mudgaraparRaka	shared	1	1	1	1	1	0	0	
mudgazwa	shared	1	1	1	1	1	0	0	
mudrAbala	shared	1	1	1	1	1	0	0	
mudrAkzara	shared	1	1	1	1	1	0	0	
mudrAlipi	shared	1	1	1	1	1	0	0	
mudrArAkzasa	shared	1	1	1	1	1	0	0	
mudrAyantra	shared	1	1	1	1	1	0	0	
mudra	shared	1	1	1	1	1	0	0	
mugDAgraRI	shared	1	1	1	1	1	0	0	
mugDAkzI	shared	1	1	1	1	1	0	0	
mugDaBAva	shared	1	1	1	1	1	0	0	
mugDaDI	shared	1	1	1	1	1	0	0	
mugDadfS	shared	1	1	1	1	1	0	0	
mugDatA	shared	1	1	1	1	1	0	0	
mugDatva	shared	1	1	1	1	1	0	0	
mugDavant	shared	1	1	1	1	1	0	0	
mugUha	shared	1	1	1	1	1	0	0	
muhUrtaja	shared	1	1	1	2	1	0	1	
muharaparRaka	shared	1	1	1	1	1	0	0	
muhera	shared	1	1	1	1	1	0	0	
muhu	shared	1	1	1	1	1	0	0	
muhuScArin	shared	1	1	1	1	1	0	0	
muhuka	shared	1	1	1	2	1	0	1	
muhurBAzA	shared	1	1	1	1	1	0	0	
muhurgir	shared	1	1	1	1	1	0	0	
muhuskAma	shared	1	1	1	1	1	0	0	
muktAPalalatA	shared	1	1	1	2	1	0	1	
muktASukti	shared	1	1	1	2	1	0	1	
muktAdAman	shared	1	1	1	1	1	0	0	
muktAgAra	shared	1	1	1	1	1	0	0	
muktAkAra	shared	1	1	1	1	1	0	0	
muktAkalApa	shared	1	1	1	1	1	0	0	
muktAmAtar	shared	1	1	1	2	1	0	1	
muktAmaya	shared	1	1	1	1	1	0	0	
muktAprasU	shared	1	1	1	2	1	0	1	
muktApura	shared	1	1	1	1	1	0	0	
muktApuzpa	shared	1	1	1	1	1	0	0	
muktAratna	shared	1	1	1	2	1	0	1	
muktAsPowa	shared	1	1	1	1	1	0	0	
muktAsraj	shared	1	1	1	1	1	0	0	
muktAtman	shared	1	1	1	1	1	0	0	
muktabanDana	shared	1	1	1	1	1	0	0	
muktabudDi	shared	1	1	1	1	1	0	0	
muktahasta	shared	1	1	1	1	1	0	0	
muktakeSa	shared	1	1	1	1	1	0	0	
muktasaMSaya	shared	1	1	1	1	1	0	0	
muktatA	shared	1	1	1	1	1	0	0	
muktavyApAra	shared	1	1	1	1	1	0	0	
muktimaRqapa	shared	1	1	1	1	1	0	0	
muktimukta	shared	1	1	1	1	1	0	0	
muktipUrdasyu	shared	1	1	1	1	1	0	0	
muktipati	shared	1	1	1	1	1	0	0	
muktivant	shared	1	1	1	1	1	0	0	
mukulIBAva	shared	1	1	1	1	1	0	0	
mukulin	shared	1	1	1	1	1	0	0	
mukundu	shared	1	1	1	1	1	0	0	
mukuwekArzApaRa	shared	1	1	1	1	1	0	0	
mukuwin	shared	1	1	1	1	1	0	0	
mukzIjA	shared	1	1	1	1	1	0	0	
mulAlin	shared	1	1	1	1	1	0	0	
mumUrzA	shared	1	1	1	1	1	0	0	
mumUrzu	shared	1	1	1	1	1	0	0	
mumocayizu	shared	1	1	1	1	1	0	0	
mumokzayizu	shared	1	1	1	1	1	0	0	
mumucAna	shared	1	1	1	1	1	0	0	
mumukzA	shared	1	1	1	1	1	0	0	
mumuzizu	shared	1	1	1	1	1	0	0	
munISa	shared	1	1	1	1	1	0	0	
munIndratA	shared	1	1	1	1	1	0	0	
munIvaha	shared	1	1	1	1	1	0	0	
muniKarjUrikA	shared	1	1	1	1	1	0	0	
muniSa	shared	1	1	1	1	1	0	0	
municCada	shared	1	1	1	1	1	0	0	
munikeSa	shared	1	1	1	1	1	0	0	
muninirmita	shared	1	1	1	1	1	0	0	
muniparaMparA	shared	1	1	1	1	1	0	0	
munipittala	shared	1	1	1	1	1	0	0	
muniputraka	shared	1	1	1	1	1	0	0	
munipuzpaka	shared	1	1	1	1	1	0	0	
munisTAna	shared	1	1	1	1	1	0	0	
munivana	shared	1	1	1	1	1	0	0	
munivrata	shared	1	1	1	1	1	0	0	
munyanna	shared	1	1	1	1	1	0	0	
murBiRI	shared	1	1	1	1	1	0	0	
muracIpattana	shared	1	1	1	2	1	0	1	
muragaRqa	shared	1	1	1	1	1	0	0	
muruja	shared	1	1	1	1	1	0	0	
musalAmusali	shared	1	1	1	1	1	0	0	
musalIya	shared	1	1	1	1	1	0	0	
musawI	shared	1	1	1	1	1	0	0	
mustABa	shared	1	1	1	1	1	0	0	
mustAda	shared	1	1	1	1	1	0	0	
mustagiri	shared	1	1	1	1	1	0	0	
mustu	shared	1	1	1	1	1	0	0	
mutya	shared	1	1	1	1	1	0	0	
muzA	shared	1	1	1	1	1	0	0	
muzIvan	shared	1	1	1	1	1	0	0	
muzWaka	shared	1	1	1	1	1	0	0	
muzaka	shared	1	1	1	1	1	0	0	
muzitaka	shared	1	1	1	1	1	0	0	
muzkAbarha	shared	1	1	1	1	1	0	0	
muzkaBAra	shared	1	1	1	1	1	0	0	
muzkaka	shared	1	1	1	1	1	0	0	
muzkakacCU	shared	1	1	1	1	1	0	0	
muzkavant	shared	1	1	1	1	1	0	0	
muzwiMDama	shared	1	1	1	1	1	0	0	
muzwideSa	shared	1	1	1	1	1	0	0	
muzwidyUta	shared	1	1	1	1	1	0	0	
muzwihatyA	shared	1	1	1	1	1	0	0	
muzwikasvastika	shared	1	1	1	1	1	0	0	
muzwimuKa	shared	1	1	1	1	1	0	0	
muzwiyudDa	shared	1	1	1	1	1	0	0	
nA	shared	1	1	1	1	1	0	0	
nABasa	shared	1	2	1	2	1	0	1	
nABicakra	shared	1	1	1	1	1	0	0	
nABimUla	shared	1	1	1	1	1	0	0	
nABinAqI	shared	1	1	1	2	1	0	1	
nABivarza	shared	1	1	1	1	1	0	0	
nADas	shared	1	1	1	1	1	0	0	
nARaka	shared	1	1	1	1	1	0	0	
nASaka	shared	1	1	1	2	1	0	1	
nASuka	shared	1	1	1	1	1	0	0	
nATAy	shared	1	1	1	1	1	0	0	
nATakAma	shared	1	1	1	1	1	0	0	
nATavant	shared	1	2	1	2	1	0	1	
nATavid	shared	1	1	1	1	1	0	0	
nATin	shared	1	1	1	1	1	0	0	
nAdara	shared	1	1	1	1	1	0	0	
nAdatA	shared	1	1	1	1	1	0	0	
nAdavant	shared	1	1	1	1	1	0	0	
nAdi	shared	1	1	1	1	1	0	0	
nAgADipa	shared	1	1	1	1	1	0	0	
nAgADirAja	shared	1	1	1	1	1	0	0	
nAgAYcalA	shared	1	1	1	1	1	0	0	
nAgAlAbu	shared	1	1	1	1	1	0	0	
nAgArAti	shared	1	1	1	2	1	0	1	
nAgaBUzaRa	shared	1	1	1	2	1	0	1	
nAgaBoga	shared	1	1	1	1	1	0	0	
nAgaDanvan	shared	1	1	1	1	1	0	0	
nAgaSuRqI	shared	1	1	1	1	1	0	0	
nAgacUqa	shared	1	1	1	1	1	0	0	
nAgadeRwikA	shared	1	1	1	1	1	0	0	
nAgadru	shared	1	1	1	1	1	0	0	
nAgaganDA	shared	1	1	1	1	1	0	0	
nAgagarBa	shared	1	1	1	1	1	0	0	
nAgahantrI	shared	1	1	1	2	1	0	1	
nAgahrada	shared	1	1	1	1	1	0	0	
nAgajihvikA	shared	1	1	1	1	1	0	0	
nAgakanda	shared	1	1	1	1	1	0	0	
nAgakanyakA	shared	1	1	1	1	1	0	0	
nAgakarRa	shared	1	1	1	1	1	0	0	
nAgakiYjalka	shared	1	1	1	1	1	0	0	
nAgaloka	shared	1	1	1	1	1	0	0	
nAgamAra	shared	1	1	1	1	1	0	0	
nAgamaRqalika	shared	1	1	1	1	1	0	0	
nAgamaya	shared	1	1	1	1	1	0	0	
nAganAman	shared	1	1	1	1	1	0	0	
nAganAsA	shared	1	1	1	1	1	0	0	
nAganAyaka	shared	1	1	1	1	1	0	0	
nAganiryUha	shared	1	1	1	1	1	0	0	
nAgapaYcamI	shared	1	1	1	1	1	0	0	
nAgaparRI	shared	1	1	1	1	1	0	0	
nAgapati	shared	1	1	1	1	1	0	0	
nAgapattrA	shared	1	1	1	1	1	0	0	
nAgapuzpikA	shared	1	1	1	1	1	0	0	
nAgarAhva	shared	1	1	1	1	1	0	0	
nAgarAjAy	shared	1	1	1	1	1	0	0	
nAgarIwa	shared	1	1	1	1	1	0	0	
nAgaraGana	shared	1	1	1	1	1	0	0	
nAgarakta	shared	1	1	1	1	1	0	0	
nAgaramustA	shared	1	1	1	1	1	0	0	
nAgareRu	shared	1	1	1	1	1	0	0	
nAgaruka	shared	1	1	1	1	1	0	0	
nAgasAhvaya	shared	1	1	1	1	1	0	0	
nAgasaMBUta	shared	1	1	1	1	1	0	0	
nAgasaMBava	shared	1	1	1	1	1	0	0	
nAgastokaka	shared	1	1	1	1	1	0	0	
nAgasuganDA	shared	1	1	1	1	1	0	0	
nAgavIwa	shared	1	1	1	2	1	0	1	
nAgavaDa	shared	1	1	1	1	1	0	0	
nAgavallarI	shared	1	1	1	1	1	0	0	
nAgayazwi	shared	1	1	1	1	1	0	0	
nAgoda	shared	1	1	1	2	1	0	1	
nAkaloka	shared	1	1	1	1	1	0	0	
nAkanArI	shared	1	1	1	1	1	0	0	
nAkastrI	shared	1	1	1	1	1	0	0	
nAkavanitA	shared	1	1	1	1	1	0	0	
nAkra	shared	1	1	1	2	1	0	1	
nAlIvraRa	shared	1	1	1	1	1	0	0	
nAlavaMSa	shared	1	1	1	1	1	0	0	
nAlijaNGa	shared	1	1	1	2	1	0	1	
nAlikApuzpa	shared	1	1	1	1	1	0	0	
nAlinI	shared	1	1	1	1	1	0	0	
nAlitA	shared	1	1	1	1	1	0	0	
nAmAKyAtika	shared	1	1	1	1	1	0	0	
nAmaDAraka	shared	1	1	1	1	1	0	0	
nAmaDAtu	shared	1	1	1	1	1	0	0	
nAmaDa	shared	1	1	1	1	1	0	0	
nAmaTA	shared	1	1	1	1	1	0	0	
nAmacOra	shared	1	1	1	1	1	0	0	
nAmadvAdaSI	shared	1	1	1	1	1	0	0	
nAmagrAham	shared	1	2	1	2	1	0	1	
nAmakIrtana	shared	1	1	1	1	1	0	0	
nAmakarman	shared	1	1	1	1	1	0	0	
nAmaliNga	shared	1	1	1	1	1	0	0	
nAmamudrA	shared	1	1	1	1	1	0	0	
nAmanO	shared	1	1	1	1	1	0	0	
nAmatika	shared	1	1	1	1	1	0	0	
nAmayajYa	shared	1	1	1	1	1	0	0	
nAmin	shared	2	2	2	3	2	0	1	
nAmya	shared	1	1	1	1	1	0	0	
nAnADarman	shared	1	1	1	1	1	0	0	
nAnADvani	shared	1	1	1	1	1	0	0	
nAnAgraha	shared	1	1	1	1	1	0	0	
nAnAkAra	shared	1	1	1	1	1	0	0	
nAnAkanda	shared	1	1	1	1	1	0	0	
nAnAndra	shared	1	2	1	2	1	0	1	
nAnArUpa	shared	2	2	2	2	2	0	0	
nAnAraTam	shared	1	1	1	1	1	0	0	
nAnAtva	shared	1	2	1	2	1	0	1	
nAnAtyaya	shared	1	1	1	1	1	0	0	
nAnAvIrya	shared	1	1	1	1	1	0	0	
nAnAvarRa	shared	2	2	2	2	2	0	0	
nAnAvfttamaya	shared	1	1	1	1	1	0	0	
nAnAviDa	shared	1	1	1	1	1	0	0	
nAndIpawa	shared	1	1	1	1	1	0	0	
nAndIpura	shared	1	1	1	1	1	0	0	
nAnda	shared	1	1	1	1	1	0	0	
nAndana	shared	1	1	1	1	1	0	0	
nAntarIyaka	shared	1	1	1	1	1	0	0	
nApitAyani	shared	1	1	1	1	1	0	0	
nApitaSAlA	shared	1	1	1	1	1	0	0	
nApuMsaka	shared	1	1	1	1	1	0	0	
nAqISAka	shared	1	1	1	1	1	0	0	
nAqIhiNgu	shared	1	1	1	1	1	0	0	
nAqIsveda	shared	1	1	1	1	1	0	0	
nAqItikta	shared	1	1	1	1	1	0	0	
nAqIvraRa	shared	1	1	1	2	1	0	1	
nAqiMDaya	shared	1	1	1	1	1	0	0	
nAqicIra	shared	1	1	1	1	1	0	0	
nAqimaRqala	shared	1	1	1	1	1	0	0	
nArImaya	shared	1	1	1	1	1	0	0	
nArIpattana	shared	1	1	1	1	1	0	0	
nArItaraMgaka	shared	1	1	1	2	1	0	1	
nArIyAna	shared	1	1	1	1	1	0	0	
nArIzWa	shared	1	1	1	1	1	0	0	
nArIzwA	shared	1	1	1	1	1	0	0	
nArajIvana	shared	1	1	1	1	1	0	0	
nArakIya	shared	1	1	1	1	1	0	0	
nArakika	shared	1	1	1	1	1	0	0	
nArasiMhacUrRa	shared	1	1	1	1	1	0	0	
nAriNgakanda	shared	1	1	1	2	1	0	1	
nArikeladvIpa	shared	1	1	1	1	1	0	0	
nArizWa	shared	1	1	1	1	1	0	0	
nAryaNga	shared	1	1	1	1	1	0	0	
nAsACinnI	shared	1	1	1	1	1	0	0	
nAsAgra	shared	1	1	1	1	1	0	0	
nAsAjvara	shared	1	1	1	1	1	0	0	
nAsAlu	shared	1	1	1	1	1	0	0	
nAsAmUla	shared	1	1	1	1	1	0	0	
nAsAnAha	shared	1	1	1	1	1	0	0	
nAsAntika	shared	1	1	1	2	1	0	1	
nAsApAka	shared	1	1	1	2	1	0	1	
nAsApariSoza	shared	1	1	1	1	1	0	0	
nAsAparisrAva	shared	1	1	1	1	1	0	0	
nAsAraktapitta	shared	1	1	1	1	1	0	0	
nAsAsaMvedana	shared	1	1	1	1	1	0	0	
nAsAvaMSa	shared	1	2	1	2	1	0	1	
nAsAveDa	shared	1	1	1	1	1	0	0	
nAsikAgra	shared	1	1	1	1	1	0	0	
nAsikAmala	shared	1	1	1	1	1	0	0	
nAsikaMDama	shared	1	1	1	1	1	0	0	
nAsikaMDaya	shared	1	1	1	1	1	0	0	
nAsikavant	shared	1	1	1	1	1	0	0	
nAsikyaka	shared	1	1	1	1	1	0	0	
nAstida	shared	1	1	1	1	1	0	0	
nAstika	shared	1	2	1	3	1	0	2	
nAstikya	shared	1	1	1	1	1	0	0	
nAstitA	shared	1	2	1	2	1	0	1	
nAticira	shared	1	1	1	1	1	0	0	
nAtidIrGa	shared	1	1	1	1	1	0	0	
nAtidUra	shared	1	1	1	1	1	0	0	
nAtigADa	shared	1	1	1	1	1	0	0	
nAtisvalpa	shared	1	1	1	1	1	0	0	
nAtivAda	shared	1	1	1	1	1	0	0	
nAtyantadUra	shared	1	1	1	1	1	0	0	
nAvAja	shared	1	1	1	2	1	0	1	
nAvamika	shared	1	1	1	1	1	0	0	
nAvana	shared	1	2	1	2	1	0	1	
nAvin	shared	1	1	1	1	1	0	0	
nAvy	shared	1	1	1	1	1	0	0	
nAwAmra	shared	1	1	1	1	1	0	0	
nAwAra	shared	1	1	1	2	1	0	1	
nAwakIyA	shared	1	1	1	1	1	0	0	
nAweya	shared	1	1	1	1	1	0	0	
nAwin	shared	1	1	1	1	1	0	0	
nAwitaka	shared	1	1	1	1	1	0	0	
nAwyarAsaka	shared	1	1	1	1	1	0	0	
nAyakAy	shared	1	1	1	1	1	0	0	
nAyakatva	shared	1	2	1	2	1	0	1	
nAyin	shared	1	1	1	1	1	0	0	
nAzwika	shared	1	1	1	1	1	0	0	
nEHsnehya	shared	1	1	1	1	1	0	0	
nEHsvya	shared	1	1	1	1	1	0	0	
nEKAnya	shared	1	1	1	1	1	0	0	
nESAkara	shared	1	1	1	1	1	0	0	
nESa	shared	1	1	1	1	1	0	0	
nEScintya	shared	1	1	1	1	1	0	0	
nESika	shared	1	1	1	1	1	0	0	
nEbuka	shared	1	1	1	1	1	0	0	
nEcitya	shared	1	3	1	3	1	0	2	
nEcula	shared	1	1	1	1	1	0	0	
nEdAGika	shared	1	1	1	1	1	0	0	
nEdAna	shared	1	1	1	1	1	0	0	
nEdAnika	shared	1	1	1	1	1	0	0	
nEgameya	shared	1	1	1	1	1	0	0	
nEgamika	shared	1	1	1	1	1	0	0	
nEgeya	shared	1	2	1	2	1	0	1	
nEguta	shared	1	1	1	1	1	0	0	
nEhAra	shared	1	1	1	1	1	0	0	
nEkAtman	shared	1	1	1	1	1	0	0	
nEka	shared	1	1	1	1	1	0	0	
nEkaBeda	shared	1	1	1	1	1	0	0	
nEkaDA	shared	1	1	1	1	1	0	0	
nEkaSas	shared	1	1	1	1	1	0	0	
nEkaSastramaya	shared	1	1	1	1	1	0	0	
nEkacara	shared	1	1	1	1	1	0	0	
nEkapfzWa	shared	1	1	1	1	1	0	0	
nEkarUpa	shared	1	1	1	1	1	0	0	
nEkawika	shared	1	1	1	1	1	0	0	
nEkawya	shared	1	1	1	1	1	0	0	
nEkazeya	shared	1	1	1	1	1	0	0	
nEkftika	shared	1	1	1	1	1	0	0	
nEmantraRaka	shared	1	1	1	1	1	0	0	
nEmaya	shared	1	1	1	1	1	0	0	
nEmeya	shared	1	1	1	1	1	0	0	
nEmizeya	shared	1	1	1	1	1	0	0	
nEpAlika	shared	1	1	1	3	1	0	2	
nEpAtika	shared	1	1	1	1	1	0	0	
nErASya	shared	1	2	1	2	1	0	1	
nErDanya	shared	1	1	1	1	1	0	0	
nErGfRya	shared	1	2	1	2	1	0	1	
nErJara	shared	1	1	1	1	1	0	0	
nErUhika	shared	1	1	1	1	1	0	0	
nErarTya	shared	1	1	1	1	1	0	0	
nErdaSya	shared	1	1	1	1	1	0	0	
nErfteya	shared	1	1	1	1	1	0	0	
nErganDya	shared	1	1	1	1	1	0	0	
nErhasta	shared	1	1	1	1	1	0	0	
nErlajjya	shared	1	1	1	1	1	0	0	
nErmalya	shared	1	2	1	2	1	0	1	
nErujya	shared	1	1	1	1	1	0	0	
nErvAhika	shared	1	1	1	1	1	0	0	
nEsarga	shared	1	1	1	1	1	0	0	
nEtoSa	shared	1	1	1	1	1	0	0	
nEvAra	shared	1	1	1	1	1	0	0	
nEveSika	shared	1	1	1	1	1	0	0	
nEvedya	shared	1	2	1	2	1	0	1	
nEvida	shared	1	1	1	1	1	0	0	
nEyAya	shared	1	1	1	1	1	0	0	
nEzAdi	shared	1	1	1	1	1	0	0	
nEzPalya	shared	1	1	1	1	1	0	0	
nEzWurya	shared	1	1	1	1	1	0	0	
nEzaDaka	shared	1	1	1	2	1	0	1	
nEzadika	shared	1	1	1	1	1	0	0	
nEzkaSatika	shared	1	1	1	1	1	0	0	
nEzkarmya	shared	2	2	2	2	2	0	0	
nEzkftika	shared	1	1	1	1	1	0	0	
nEzkiMcanya	shared	1	1	1	1	1	0	0	
nEzkramaRa	shared	1	1	1	1	1	0	0	
nF~HpraRetra	shared	1	1	1	1	1	0	0	
nITAvid	shared	1	1	1	1	1	0	0	
nIcA	shared	1	1	1	1	1	0	0	
nIcAmeQra	shared	1	1	1	1	1	0	0	
nIcAt	shared	1	1	1	1	1	0	0	
nIcAvayas	shared	1	1	1	1	1	0	0	
nIcIna	shared	1	1	1	1	1	0	0	
nIcInabAra	shared	1	1	1	1	1	0	0	
nIcagAmin	shared	1	1	1	1	1	0	0	
nIcagfha	shared	1	1	1	1	1	0	0	
nIcajAti	shared	1	1	1	1	1	0	0	
nIcakin	shared	1	1	1	2	1	0	1	
nIcavajra	shared	1	1	1	1	1	0	0	
nIcayonin	shared	1	1	1	1	1	0	0	
nIcoccavftta	shared	1	1	1	1	1	0	0	
nIcopagata	shared	1	1	1	1	1	0	0	
nIcy	shared	1	1	1	1	1	0	0	
nIcya	shared	1	1	1	1	1	0	0	
nIhArakara	shared	1	1	1	1	1	0	0	
nIkAra	shared	1	1	1	1	1	0	0	
nIkarzin	shared	1	1	1	1	1	0	0	
nIkzaRa	shared	1	1	1	2	1	0	1	
nIlANkitadala	shared	1	1	1	1	1	0	0	
nIlAbja	shared	1	1	1	1	1	0	0	
nIlAdri	shared	1	1	1	1	1	0	0	
nIlAdrikarRikA	shared	1	1	1	1	1	0	0	
nIlAgalasAlA	shared	1	1	1	1	1	0	0	
nIlAkza	shared	1	1	1	1	1	0	0	
nIlAlu	shared	1	1	1	1	1	0	0	
nIlAmbujanman	shared	1	1	1	1	1	0	0	
nIlAmlAna	shared	1	1	1	1	1	0	0	
nIlAmlI	shared	1	1	1	1	1	0	0	
nIlAruRa	shared	1	1	1	2	1	0	1	
nIlAy	shared	1	1	1	1	1	0	0	
nIlaJiRwI	shared	1	1	1	1	1	0	0	
nIlaSiKaRqa	shared	1	1	1	1	1	0	0	
nIlaSigru	shared	1	1	1	1	1	0	0	
nIladUrvA	shared	1	1	1	1	1	0	0	
nIlagaReSa	shared	1	1	1	1	1	0	0	
nIlagirikarRikA	shared	1	1	1	1	1	0	0	
nIlakAyika	shared	1	1	1	1	1	0	0	
nIlakaRA	shared	1	1	1	1	1	0	0	
nIlakaRWAkza	shared	1	1	1	1	1	0	0	
nIlakamala	shared	1	1	1	1	1	0	0	
nIlakanda	shared	1	1	1	1	1	0	0	
nIlakeSI	shared	1	1	1	1	1	0	0	
