attested_form	form_key	dcs_lemma	dcs_upos	target_locus	source_dataset	evidence_count	tense_caveat	attested_via	triage_class
praśāmyamāne	praśāmyamāne	praśāmay	VERB	dcs:256768	dcs	2	0	surface+unsandhied	lexicon_gap
vinayāmi	vinayāmi	vinī	VERB	dcs:256772	dcs	2	0	surface+unsandhied	lexicon_gap
visphurati	visphurati	visphur	VERB	dcs:256781	dcs	6	0	surface+unsandhied	lexicon_gap
parāvartaya	parāvartaya	parāvartay	VERB	dcs:256800	dcs	2	0	surface+unsandhied	lexicon_gap
nirmathyamānasya	nirmathyamānasya	nirmath	VERB	dcs:256813	dcs	2	0	surface+unsandhied	lexicon_gap
'bhyarditā	'bhyarditā	abhyarday	VERB	dcs:256830	dcs	1	0	surface	lexicon_gap
kṣīyati	kṣīyati	kṣi	VERB	dcs:256833	dcs	2	0	surface+unsandhied	paradigm_gap
pravekṣye	pravekṣye	praviś	VERB	dcs:256842	dcs	14	0	surface+unsandhied	lexicon_gap
avasatsyāmi	avasatsyāmi	avasad	VERB	dcs:256844	dcs	2	0	surface+unsandhied	lexicon_gap
samarthair	samarthair	samartha	ADJ	dcs:256848	dcs	4	0	surface	paradigm_gap
vibruvatā	vibruvatā	vibrū	VERB	dcs:256849	dcs	2	0	surface+unsandhied	lexicon_gap
niyacchatī	niyacchatī	niyam	VERB	dcs:256850	dcs	4	0	surface+unsandhied	lexicon_gap
pravrājyamānāḥ	pravrājyamānā	pravrājay	VERB	dcs:256855	dcs	2	0	surface+unsandhied	lexicon_gap
nivāryamāṇena	nivāryamānena	nivāray	VERB	dcs:256856	dcs	2	0	surface+unsandhied	lexicon_gap
anugantuṃ	anugantun	anugam	VERB	dcs:256856	dcs	3	0	surface	lexicon_gap
nyasyata	nyasyata	nyas	VERB	dcs:256861	dcs	2	0	surface+unsandhied	lexicon_gap
'varohata	'varohata	avaruh	VERB	dcs:256863	dcs	1	0	surface	lexicon_gap
nikṣepsyanti	nikṣepsyanti	nikṣip	VERB	dcs:256867	dcs	2	0	surface+unsandhied	lexicon_gap
vāhanebhyo	vāhanebhyo	vāhana	NOUN	dcs:256867	dcs	1	0	surface	paradigm_gap
'varuhya	'varuhya	avaruh	VERB	dcs:256867	dcs	1	0	surface	lexicon_gap
gurvā	gurvā	guru	ADJ	dcs:256877	dcs	1	0	unsandhied	paradigm_gap
pratidvaṃdvo	pratidvandvo	pratidvaṃdva	NOUN	dcs:256884	dcs	1	0	surface	paradigm_gap
jvalamānasya	jvalamānasya	jval	VERB	dcs:256886	dcs	2	0	surface+unsandhied	paradigm_gap
sphuliṅgair	sphulingair	sphuliṅga	NOUN	dcs:256896	dcs	1	0	surface	paradigm_gap
avārohan	avārohan	avaruh	VERB	dcs:256904	dcs	2	0	surface+unsandhied	lexicon_gap
ādravatāṃ	ādravatān	ādru	VERB	dcs:256929	dcs	1	0	surface	lexicon_gap
cakṛṣatuḥ	cakṛṣatu	kṛṣ	VERB	dcs:256934	dcs	2	1	surface+unsandhied	paradigm_gap
apakṛṣyamāṇaḥ	apakṛṣyamāna	apakṛṣ	VERB	dcs:256936	dcs	2	0	surface+unsandhied	lexicon_gap
apākrama	apākrama	apākram	VERB	dcs:256943	dcs	2	0	surface+unsandhied	lexicon_gap
ādadat	ādadat	ādā	VERB	dcs:256988	dcs	4	0	surface+unsandhied	paradigm_gap
'codayat	'codayat	coday	VERB	dcs:257002	dcs	1	0	surface	lexicon_gap
abhyavapattim	abhyavapattim	abhyavapatti	NOUN	dcs:257008	dcs	2	0	surface+unsandhied	lexicon_gap
vyapāśrayata	vyapāśrayata	vyapāśri	VERB	dcs:257021	dcs	2	0	surface+unsandhied	lexicon_gap
daśārdhair	daśārdhair	daśārdha	ADJ	dcs:257036	dcs	1	0	surface	paradigm_gap
saṃcakarta	sancakarta	saṃkṛt	VERB	dcs:257041	dcs	4	1	surface+unsandhied	lexicon_gap
saṃsthāpyamānā	sansthāpyamānā	saṃsthāpay	VERB	dcs:257058	dcs	2	0	surface+unsandhied	lexicon_gap
samāsādaya	samāsādaya	samāsāday	VERB	dcs:257068	dcs	2	0	surface+unsandhied	lexicon_gap
iṣvāsatamaḥ	iṣvāsatama	iṣvāsatama	NOUN	dcs:257083	dcs	2	0	surface+unsandhied	lexicon_gap
abhisaṃtaptaṃ	abhisantaptan	abhisaṃtap	VERB	dcs:257098	dcs	1	0	surface	lexicon_gap
dahyamānāni	dahyamānāni	dah	VERB	dcs:257101	dcs	2	0	surface+unsandhied	paradigm_gap
tapyamānair	tapyamānair	tap	VERB	dcs:257102	dcs	1	0	surface	paradigm_gap
tapyamānaiḥ	tapyamānai	tap	VERB	dcs:257102	dcs	3	0	surface+unsandhied	paradigm_gap
ājaghnire	ājaghnire	āhan	VERB	dcs:257119	dcs	4	1	surface+unsandhied	lexicon_gap
vyupaśaśāma	vyupaśaśāma	vyupaśam	VERB	dcs:257126	dcs	2	1	surface+unsandhied	lexicon_gap
saṃpradṛśyetāṃ	sanpradṛśyetān	sampradṛś	VERB	dcs:257131	dcs	1	0	surface	lexicon_gap
saṃpradṛśyetām	sanpradṛśyetām	sampradṛś	VERB	dcs:257131	dcs	1	0	unsandhied	lexicon_gap
aṇīyāṃsaṃ	anīyānsan	aṇīyas	ADJ	dcs:257174	dcs	2	0	surface	paradigm_gap
bṛhadbhyaḥ	bṛhadbhya	bṛhat	ADJ	dcs:257174	dcs	5	0	surface+unsandhied	lexicon_gap
bṛhattaram	bṛhattaram	bṛhattara	ADJ	dcs:257174	dcs	4	0	surface+unsandhied	lexicon_gap
durdṛśaṃ	durdṛśan	durdṛśa	ADJ	dcs:257177	dcs	3	0	surface	paradigm_gap
paraśvadhim	paraśvadhim	paraśvadhi	ADJ	dcs:257179	dcs	1	0	unsandhied	lexicon_gap
subhruṃ	subhrun	subhru	ADJ	dcs:257180	dcs	2	0	surface	paradigm_gap
upavītim	upavītim	upavīti	NOUN	dcs:257181	dcs	2	0	surface+unsandhied	lexicon_gap
viśvāṃs	viśvāns	viśva	ADJ	dcs:257197	dcs	1	0	surface	paradigm_gap
vaittapālyaṃ	vaittapālyan	vaittapālya	ADJ	dcs:257198	dcs	1	0	surface	paradigm_gap
svādyaṃ	svādyan	svāday	VERB	dcs:257199	dcs	1	0	surface	lexicon_gap
pūrvadevānāṃ	pūrvadevānān	pūrvadeva	NOUN	dcs:257228	dcs	1	0	surface	paradigm_gap
saṃjāyete	sanjāyete	saṃjan	VERB	dcs:257229	dcs	2	0	surface+unsandhied	lexicon_gap
avākarṣaḥ	avākarṣa	avakṛṣ	VERB	dcs:257233	dcs	2	0	surface+unsandhied	lexicon_gap
ījivāḥ	ījivā	yaj	VERB	dcs:257235	dcs	4	1	surface+unsandhied	paradigm_gap
pūrvadevo	pūrvadevo	pūrvadeva	NOUN	dcs:257236	dcs	2	0	surface	paradigm_gap
atūtuṣat	atūtuṣat	tuṣ	VERB	dcs:257236	dcs	2	1	surface+unsandhied	paradigm_gap
'rcayati	'rcayati	arcay	VERB	dcs:257240	dcs	3	0	surface	lexicon_gap
upaśocantaḥ	upaśocanta	upaśuc	VERB	dcs:257260	dcs	2	0	surface+unsandhied	lexicon_gap
veśmasv	veśmasv	veśman	NOUN	dcs:257266	dcs	1	0	surface	paradigm_gap
'nvatapyanta	'nvatapyanta	anutap	VERB	dcs:257271	dcs	1	0	surface	lexicon_gap
cintayantaś	cintayantaś	cintay	VERB	dcs:257272	dcs	1	0	surface	lexicon_gap
ājñāpayāmāsur	ājnāpayāmāsur	ājñāpay	VERB	dcs:257277	dcs	2	1	surface	lexicon_gap
ājñāpayāmāsuḥ	ājnāpayāmāsu	ājñāpay	VERB	dcs:257277	dcs	2	1	unsandhied	lexicon_gap
vāsobhiś	vāsobhiś	vāsas	NOUN	dcs:257280	dcs	1	0	surface	paradigm_gap
vardhyamānā	vardhyamānā	vardhay	VERB	dcs:257281	dcs	2	0	surface+unsandhied	lexicon_gap
niryayū	niryayū	niryā	VERB	dcs:257283	dcs	4	1	surface	paradigm_gap
durmaraṃ	durmaran	durmara	NOUN	dcs:257299	dcs	8	0	surface	paradigm_gap
śṛṇvānaś	śṛnvānaś	śru	VERB	dcs:257306	dcs	1	0	surface	paradigm_gap
vimuhyasi	vimuhyasi	vimuh	VERB	dcs:257317	dcs	2	0	surface+unsandhied	lexicon_gap
hitāny	hitāny	hita	ADJ	dcs:257318	dcs	2	0	surface	paradigm_gap
astravati	astravati	astravat	ADJ	dcs:257326	dcs	2	0	surface+unsandhied	lexicon_gap
daṃśitānāṃ	danśitānān	daṃśay	VERB	dcs:257328	dcs	1	0	surface	lexicon_gap
naukān	naukān	naukā	NOUN	dcs:257345	dcs	2	0	surface+unsandhied	paradigm_gap
drauṇeś	drauneś	drauṇi	NOUN	dcs:257347	dcs	3	0	surface	paradigm_gap
viprakīrṇeṣv	viprakīrneṣv	viprakṛ	VERB	dcs:257349	dcs	1	0	surface	lexicon_gap
abhyavekṣanta	abhyavekṣanta	abhyavekṣ	VERB	dcs:257366	dcs	2	0	surface+unsandhied	lexicon_gap
prābhraśyanta	prābhraśyanta	prabhraṃś	VERB	dcs:257368	dcs	2	0	surface+unsandhied	lexicon_gap
baddhāny	baddhāny	bandh	VERB	dcs:257369	dcs	1	0	surface	paradigm_gap
lambamānāni	lambamānāni	lamb	VERB	dcs:257369	dcs	6	0	surface+unsandhied	paradigm_gap
yudhyamānāś	yudhyamānāś	yudh	VERB	dcs:257376	dcs	1	0	surface	paradigm_gap
pracarantaṃ	pracarantan	pracar	VERB	dcs:257380	dcs	1	0	surface	lexicon_gap
pracarantam	pracarantam	pracar	VERB	dcs:257380	dcs	1	0	unsandhied	lexicon_gap
muhyamānāḥ	muhyamānā	muh	VERB	dcs:257412	dcs	4	0	surface+unsandhied	paradigm_gap
muñcantyo	muncantyo	muc	VERB	dcs:257412	dcs	2	0	surface	paradigm_gap
muñcatyaḥ	muncatya	muc	VERB	dcs:257412	dcs	3	0	unsandhied	paradigm_gap
dhūyamānāḥ	dhūyamānā	dhū	VERB	dcs:257414	dcs	4	0	surface+unsandhied	paradigm_gap
siñcaṃs	sincans	sic	VERB	dcs:257416	dcs	1	0	surface	paradigm_gap
niḥśvasaṃś	niḥśvasanś	niḥśvas	VERB	dcs:257419	dcs	1	0	surface	lexicon_gap
sūtaputrais	sūtaputrais	sūtaputra	NOUN	dcs:257430	dcs	1	0	surface	paradigm_gap
'bhimukhataḥ	'bhimukhata	abhimukha	ADJ	dcs:257450	dcs	1	0	surface	paradigm_gap
akṣauhiṇīr	akṣauhinīr	akṣauhiṇī	NOUN	dcs:257457	dcs	2	0	surface	paradigm_gap
citrasenas	citrasenas	citrasena	NOUN	dcs:257478	dcs	3	0	surface	paradigm_gap
bṛhatkṣatraś	bṛhatkṣatraś	bṛhatkṣatra	NOUN	dcs:257489	dcs	1	0	surface	paradigm_gap
parākramantau	parākramantau	parākram	VERB	dcs:257490	dcs	8	0	surface+unsandhied	lexicon_gap
jayatsenas	jayatsenas	jayatsena	NOUN	dcs:257495	dcs	1	0	surface	paradigm_gap
duḥsahaś	duḥsahaś	duḥsaha	NOUN	dcs:257497	dcs	1	0	surface	paradigm_gap
durjayaś	durjayaś	durjaya	NOUN	dcs:257499	dcs	1	0	surface	paradigm_gap
vasātayo	vasātayo	vasāti	NOUN	dcs:257505	dcs	1	0	surface	paradigm_gap
śūrasenāś	śūrasenāś	śūrasena	NOUN	dcs:257506	dcs	2	0	surface	paradigm_gap
praharanto	praharanto	prahṛ	VERB	dcs:257507	dcs	3	0	surface	lexicon_gap
śibayaś	śibayaś	śibi	NOUN	dcs:257508	dcs	1	0	surface	paradigm_gap
saṃparākrāntau	sanparākrāntau	saṃparākram	VERB	dcs:257513	dcs	2	0	surface+unsandhied	lexicon_gap
karmatas	karmatas	karman	NOUN	dcs:257514	dcs	1	0	surface	paradigm_gap
oghavāṃś	oghavānś	oghavant	NOUN	dcs:257516	dcs	1	0	surface	lexicon_gap
oghavant	oghavant	oghavant	NOUN	dcs:257516	dcs	4	0	surface+unsandhied	lexicon_gap
sūtaputrāś	sūtaputrāś	sūtaputra	NOUN	dcs:257524	dcs	1	0	surface	paradigm_gap
madrakāś	madrakāś	madraka	NOUN	dcs:257526	dcs	2	0	surface	paradigm_gap
draviḍāś	draviḍāś	draviḍa	NOUN	dcs:257526	dcs	1	0	surface	paradigm_gap
yaudheyāś	yaudheyāś	yaudheya	NOUN	dcs:257527	dcs	1	0	surface	paradigm_gap
lalitthāś	lalitthāś	lalittha	NOUN	dcs:257527	dcs	1	0	surface	paradigm_gap
kṣudrakāś	kṣudrakāś	kṣudraka	NOUN	dcs:257527	dcs	1	0	surface	paradigm_gap
māvellakās	māvellakās	māvellaka	NOUN	dcs:257528	dcs	1	0	surface	paradigm_gap
kāñcalāḥ	kāncalā	kāñcala	NOUN	dcs:257528	dcs	2	0	surface+unsandhied	lexicon_gap
pratīcyāś	pratīcyāś	pratīcya	ADJ	dcs:257529	dcs	3	0	surface	paradigm_gap
kārtavīryaś	kārtavīryaś	kārtavīrya	NOUN	dcs:257541	dcs	1	0	surface	paradigm_gap
śaknuvadbhiḥ	śaknuvadbhi	śak	VERB	dcs:257566	dcs	6	0	surface+unsandhied	paradigm_gap
bṛhantas	bṛhantas	bṛhanta	NOUN	dcs:257569	dcs	2	0	surface	paradigm_gap
daṇḍadhāraś	danḍadhāraś	daṇḍadhāra	NOUN	dcs:257571	dcs	1	0	surface	paradigm_gap
citrāyudhaś	citrāyudhaś	citrāyudha	NOUN	dcs:257575	dcs	1	0	surface	paradigm_gap
saṃpreṣitau	sanpreṣitau	saṃpreṣay	VERB	dcs:257582	dcs	2	0	surface+unsandhied	lexicon_gap
pratiyudhyantaḥ	pratiyudhyanta	pratiyudh	VERB	dcs:257583	dcs	2	0	surface+unsandhied	lexicon_gap
kuntibhojaś	kuntibhojaś	kuntibhoja	NOUN	dcs:257585	dcs	1	0	surface	paradigm_gap
kāśirājaś	kāśirājaś	kāśirāja	NOUN	dcs:257587	dcs	1	0	surface	paradigm_gap
kāśikair	kāśikair	kāśika	ADJ	dcs:257587	dcs	1	0	surface	paradigm_gap
nyāsito	nyāsito	nyāsay	VERB	dcs:257588	dcs	1	0	surface	lexicon_gap
kṣatravarmā	kṣatravarmā	kṣatravarman	NOUN	dcs:257591	dcs	2	0	surface+unsandhied	lexicon_gap
sucitraś	sucitraś	sucitra	NOUN	dcs:257595	dcs	1	0	surface	paradigm_gap
pracarantau	pracarantau	pracar	VERB	dcs:257596	dcs	3	0	surface+unsandhied	lexicon_gap
satyadhṛtis	satyadhṛtis	satyadhṛti	NOUN	dcs:257601	dcs	2	0	surface	paradigm_gap
satyadhṛtir	satyadhṛtir	satyadhṛti	NOUN	dcs:257605	dcs	2	0	surface	paradigm_gap
madirāśvaś	madirāśvaś	madirāśva	NOUN	dcs:257605	dcs	1	0	surface	paradigm_gap
sūryadattaś	sūryadattaś	sūryadatta	NOUN	dcs:257606	dcs	1	0	surface	paradigm_gap
śreṇimāṃś	śrenimānś	śreṇimant	NOUN	dcs:257607	dcs	1	0	surface	lexicon_gap
vasudānaś	vasudānaś	vasudāna	NOUN	dcs:257611	dcs	1	0	surface	paradigm_gap
nihateṣv	nihateṣv	nihan	VERB	dcs:257618	dcs	3	0	surface	paradigm_gap
svasreyāṃs	svasreyāns	svasreya	NOUN	dcs:257630	dcs	1	0	surface	paradigm_gap
cikīrṣus	cikīrṣus	cikīrṣu	ADJ	dcs:257630	dcs	1	0	surface	paradigm_gap
satyasenaś	satyasenaś	satyasena	NOUN	dcs:257641	dcs	2	0	surface	paradigm_gap
hrīniṣedhā	hrīniṣedhā	hrīniṣedha	NOUN	dcs:257643	dcs	2	0	surface+unsandhied	lexicon_gap
śalaś	śalaś	śala	NOUN	dcs:257644	dcs	2	0	surface	paradigm_gap
śrutāyudhaś	śrutāyudhaś	śrutāyudha	NOUN	dcs:257647	dcs	1	0	surface	paradigm_gap
citrāṅgadaś	citrāngadaś	citrāṅgada	NOUN	dcs:257647	dcs	1	0	surface	paradigm_gap
satyaseno	satyaseno	satyasena	NOUN	dcs:257649	dcs	3	0	surface	paradigm_gap
vidhvastaṃ	vidhvastan	vidhvaṃs	VERB	dcs:257659	dcs	3	0	surface	lexicon_gap
paryasanaṃ	paryasanan	paryasana	NOUN	dcs:257671	dcs	1	0	surface	paradigm_gap
prapatanaṃ	prapatanan	prapatana	NOUN	dcs:257674	dcs	1	0	surface	paradigm_gap
gāṇḍīvadhanvanau	gānḍīvadhanvanau	gāṇḍīvadhanvan	NOUN	dcs:257697	dcs	2	0	surface+unsandhied	paradigm_gap
avocal	avocal	vac	VERB	dcs:257699	dcs	1	1	surface	paradigm_gap
matsyāṃs	matsyāns	matsya	NOUN	dcs:257702	dcs	2	0	surface	paradigm_gap
trigartāṃs	trigartāns	trigarta	NOUN	dcs:257702	dcs	1	0	surface	paradigm_gap
pāñcālāṃś	pāncālānś	pāñcāla	NOUN	dcs:257703	dcs	3	0	surface	paradigm_gap
videhāṃś	videhānś	videha	NOUN	dcs:257703	dcs	2	0	surface	paradigm_gap
aṅgāṃś	angānś	aṅga	NOUN	dcs:257704	dcs	1	0	surface	paradigm_gap
puṇḍrāṃś	punḍrānś	puṇḍra	NOUN	dcs:257704	dcs	2	0	surface	paradigm_gap
kaliṅgāṃs	kalingāns	kaliṅga	NOUN	dcs:257705	dcs	1	0	surface	paradigm_gap
'śvānāṃ	'śvānān	aśva	NOUN	dcs:257707	dcs	3	0	surface	paradigm_gap
īdṛśair	īdṛśair	īdṛśa	ADJ	dcs:257713	dcs	1	0	surface	paradigm_gap
vinaśyāmi	vinaśyāmi	vinaś	VERB	dcs:257713	dcs	2	0	surface+unsandhied	lexicon_gap
paryavasthāpaya	paryavasthāpaya	paryavasthāpay	VERB	dcs:257723	dcs	6	0	surface+unsandhied	lexicon_gap
'hanyata	'hanyata	han	VERB	dcs:257726	dcs	2	0	surface	paradigm_gap
viplukāḥ	viplukā	vipluka	ADJ	dcs:257731	dcs	2	0	surface+unsandhied	lexicon_gap
piplukāḥ	piplukā	pipluka	ADJ	dcs:257759	dcs	2	0	surface+unsandhied	lexicon_gap
'vidhyan	'vidhyan	vyadh	VERB	dcs:257769	dcs	1	0	surface	paradigm_gap
nirbandhur	nirbandhur	nirbandhu	ADJ	dcs:257782	dcs	3	0	surface	paradigm_gap
draupadinā	draupadinā	draupadin	NOUN	dcs:257792	dcs	2	0	surface+unsandhied	lexicon_gap
samaspṛśat	samaspṛśat	saṃspṛś	VERB	dcs:257800	dcs	8	0	surface+unsandhied	lexicon_gap
hantrīṃ	hantrīn	hantṛ	ADJ	dcs:257802	dcs	1	0	surface	paradigm_gap
candaneṣv	candaneṣv	candana	NOUN	dcs:257804	dcs	1	0	surface	paradigm_gap
upāhasat	upāhasat	upahas	VERB	dcs:257810	dcs	4	0	surface+unsandhied	lexicon_gap
dhvaṃsayitvā	dhvansayitvā	dhvaṃsay	VERB	dcs:257813	dcs	6	0	surface+unsandhied	lexicon_gap
divasāny	divasāny	divasa	NOUN	dcs:257815	dcs	1	0	surface	paradigm_gap
nirṇeśuḥ	nirneśu	nirṇaś	VERB	dcs:257818	dcs	2	1	surface+unsandhied	lexicon_gap
divyāny	divyāny	divya	ADJ	dcs:257820	dcs	2	0	surface	paradigm_gap
upadhāvadbhiḥ	upadhāvadbhi	upadhāv	VERB	dcs:257838	dcs	2	0	surface+unsandhied	lexicon_gap
spṛśamānasya	spṛśamānasya	spṛś	VERB	dcs:257839	dcs	2	0	surface+unsandhied	paradigm_gap
parāṅmukhāṃs	parānmukhāns	parāṅmukha	ADJ	dcs:257851	dcs	1	0	surface	paradigm_gap
aneyaś	aneyaś	aneya	ADJ	dcs:257853	dcs	1	0	surface	lexicon_gap
pīyamānena	pīyamānena	pā	VERB	dcs:257856	dcs	2	0	surface+unsandhied	paradigm_gap
cikīrṣanto	cikīrṣanto	cikīrṣ	VERB	dcs:257864	dcs	2	0	surface	paradigm_gap
śāradvatas	śāradvatas	śāradvata	NOUN	dcs:257868	dcs	3	0	surface	paradigm_gap
dravac	dravac	dru	VERB	dcs:257901	dcs	1	0	surface	paradigm_gap
hṛṣṭair	hṛṣṭair	hṛṣ	VERB	dcs:257904	dcs	4	0	surface	paradigm_gap
vyāyacchadbhiś	vyāyacchadbhiś	vyāyam	VERB	dcs:257904	dcs	1	0	surface	lexicon_gap
mantrayāṃcakrire	mantrayāncakrire	mantray	VERB	dcs:257907	dcs	2	1	surface+unsandhied	lexicon_gap
nānāvidhāś	nānāvidhāś	nānāvidha	ADJ	dcs:257915	dcs	1	0	surface	paradigm_gap
juhūṣatām	juhūṣatām	juhūṣ	VERB	dcs:257916	dcs	2	0	surface+unsandhied	lexicon_gap
nayaś	nayaś	naya	NOUN	dcs:257919	dcs	5	0	surface	paradigm_gap
nītimantas	nītimantas	nītimat	ADJ	dcs:257922	dcs	1	0	surface	paradigm_gap
raktāś	raktāś	rañj	VERB	dcs:257922	dcs	2	0	surface	paradigm_gap
anulomyate	anulomyate	anulomay	VERB	dcs:257924	dcs	2	0	surface+unsandhied	lexicon_gap
pramathiṣyāmahe	pramathiṣyāmahe	pramath	VERB	dcs:257926	dcs	2	0	surface+unsandhied	lexicon_gap
apekṣau	apekṣau	apekṣā	NOUN	dcs:257937	dcs	4	0	surface+unsandhied	paradigm_gap
rakṣitās	rakṣitās	rakṣ	VERB	dcs:257940	dcs	1	0	surface	paradigm_gap
nihatābhyāṃ	nihatābhyān	nihan	VERB	dcs:257947	dcs	1	0	surface	paradigm_gap
pradhānābhyāṃ	pradhānābhyān	pradhāna	ADJ	dcs:257947	dcs	1	0	surface	paradigm_gap
abhiṣecaya	abhiṣecaya	abhiṣecay	VERB	dcs:257952	dcs	22	0	surface+unsandhied	lexicon_gap
prakarṣethā	prakarṣethā	prakṛṣ	VERB	dcs:257958	dcs	2	0	surface+unsandhied	lexicon_gap
'bhiṣiṣicus	'bhiṣiṣicus	abhiṣic	VERB	dcs:257972	dcs	1	1	surface	lexicon_gap
māheyaiś	māheyaiś	māheya	ADJ	dcs:257974	dcs	1	0	surface	paradigm_gap
saṃbhāraiś	sanbhāraiś	sambhāra	NOUN	dcs:257978	dcs	1	0	surface	paradigm_gap
bhānus	bhānus	bhānu	NOUN	dcs:257982	dcs	1	0	surface	paradigm_gap
abhiṣiktas	abhiṣiktas	abhiṣic	VERB	dcs:257987	dcs	2	0	surface	lexicon_gap
vyatyaricyata	vyatyaricyata	vyatiric	VERB	dcs:257988	dcs	2	0	surface+unsandhied	lexicon_gap
kalpamānānāṃ	kalpamānānān	kﾱp	VERB	dcs:258005	dcs	1	0	surface	lexicon_gap
kalpamānānām	kalpamānānām	kﾱp	VERB	dcs:258005	dcs	1	0	unsandhied	lexicon_gap
niṣkāsayāmāsa	niṣkāsayāmāsa	niṣkāsay	VERB	dcs:258022	dcs	2	1	surface+unsandhied	lexicon_gap
mākaraṃ	mākaran	mākara	ADJ	dcs:258023	dcs	1	0	surface	paradigm_gap
ulūkaś	ulūkaś	ulūka	NOUN	dcs:258026	dcs	2	0	surface	paradigm_gap
trigartaiś	trigartaiś	trigarta	NOUN	dcs:258032	dcs	1	0	surface	paradigm_gap
anupādas	anupādas	anupāda	NOUN	dcs:258033	dcs	1	0	surface	lexicon_gap
anupādaḥ	anupāda	anupāda	NOUN	dcs:258033	dcs	1	0	unsandhied	lexicon_gap
vāmas	vāmas	vāma	ADJ	dcs:258033	dcs	3	0	surface	paradigm_gap
śatais	śatais	śata	NUM	dcs:258036	dcs	2	0	surface	paradigm_gap
tṛṇais	tṛnais	tṛṇa	NOUN	dcs:258044	dcs	2	0	surface	paradigm_gap
carācarais	carācarais	carācara	NOUN	dcs:258047	dcs	1	0	surface	paradigm_gap
vijayas	vijayas	vijaya	NOUN	dcs:258048	dcs	8	0	surface	paradigm_gap
uddhṛtaś	uddhṛtaś	uddhṛ	VERB	dcs:258049	dcs	1	0	surface	lexicon_gap
pālyamānau	pālyamānau	pālay	VERB	dcs:258058	dcs	2	0	surface+unsandhied	lexicon_gap
yathābhāvaṃ	yathābhāvan	yathābhāva	ADJ	dcs:258060	dcs	1	0	surface	paradigm_gap
tāvakāś	tāvakāś	tāvaka	ADJ	dcs:258062	dcs	1	0	surface	paradigm_gap
nṛtyamāne	nṛtyamāne	nṛt	VERB	dcs:258079	dcs	2	0	surface+unsandhied	paradigm_gap
prapakṣaiś	prapakṣaiś	prapakṣa	NOUN	dcs:258080	dcs	3	0	surface	paradigm_gap
tviṣ	tviṣ	tviṣ	NOUN	dcs:258088	dcs	4	0	surface+unsandhied	paradigm_gap
uttamāṅgair	uttamāngair	uttamāṅga	NOUN	dcs:258089	dcs	1	0	surface	paradigm_gap
tastarur	tastarur	stṛ	VERB	dcs:258089	dcs	1	1	surface	paradigm_gap
tastaruḥ	tastaru	stṛ	VERB	dcs:258089	dcs	1	1	unsandhied	paradigm_gap
paraśvadhaiś	paraśvadhaiś	paraśvadha	NOUN	dcs:258091	dcs	1	0	surface	paradigm_gap
petuś	petuś	pat	VERB	dcs:258093	dcs	3	1	surface	paradigm_gap
vimānebhyo	vimānebhyo	vimāna	NOUN	dcs:258097	dcs	1	0	surface	paradigm_gap
svargasadas	svargasadas	svargasad	NOUN	dcs:258097	dcs	1	0	surface	paradigm_gap
nṛbhiś	nṛbhiś	nṛ	NOUN	dcs:258105	dcs	1	0	surface	paradigm_gap
cekitānaś	cekitānaś	cekitāna	NOUN	dcs:258111	dcs	4	0	surface	paradigm_gap
pāṇḍyāś	pānḍyāś	pāṇḍya	NOUN	dcs:258112	dcs	1	0	surface	paradigm_gap
kalāpinaś	kalāpinaś	kalāpin	ADJ	dcs:258118	dcs	1	0	surface	paradigm_gap
māgadhāś	māgadhāś	māgadha	NOUN	dcs:258121	dcs	2	0	surface	paradigm_gap
vyadahad	vyadahad	vidah	VERB	dcs:258131	dcs	1	0	surface	lexicon_gap
āhvayāno	āhvayāno	āhvā	VERB	dcs:258133	dcs	1	0	surface	paradigm_gap
pramanastaram	pramanastaram	pramanastara	ADJ	dcs:258133	dcs	2	0	surface+unsandhied	lexicon_gap
drumavator	drumavator	drumavat	ADJ	dcs:258135	dcs	1	0	surface	paradigm_gap
vyapasṛtya	vyapasṛtya	vyapasṛ	VERB	dcs:258138	dcs	2	0	surface+unsandhied	lexicon_gap
nāgābhyāṃ	nāgābhyān	nāga	NOUN	dcs:258138	dcs	2	0	surface	paradigm_gap
harṣayitvā	harṣayitvā	harṣay	VERB	dcs:258141	dcs	2	0	surface+unsandhied	lexicon_gap
dvipābhyāṃ	dvipābhyān	dvipa	NOUN	dcs:258142	dcs	1	0	surface	paradigm_gap
kṛtināv	kṛtināv	kṛtin	ADJ	dcs:258142	dcs	1	0	surface	paradigm_gap
kṣemadhūrtis	kṣemadhūrtis	kṣemadhūrti	NOUN	dcs:258146	dcs	1	0	surface	paradigm_gap
saptasaptir	saptasaptir	saptasapti	NOUN	dcs:258149	dcs	1	0	surface	paradigm_gap
parābhinat	parābhinat	parābhid	VERB	dcs:258164	dcs	15	0	surface+unsandhied	lexicon_gap
patanād	patanād	patana	NOUN	dcs:258166	dcs	2	0	surface	paradigm_gap
avadrutam	avadrutam	avadru	VERB	dcs:258168	dcs	2	0	surface+unsandhied	lexicon_gap
prarugṇam	prarugnam	praruj	VERB	dcs:258171	dcs	2	0	surface+unsandhied	lexicon_gap
kulūtānāṃ	kulūtānān	kulūta	NOUN	dcs:258172	dcs	1	0	surface	paradigm_gap
vinijaghnur	vinijaghnur	vinihan	VERB	dcs:258178	dcs	1	1	surface	lexicon_gap
