k1	pw_L	hom	sense_ord	div_n	marker	gloss	witnesses	pw_entry_blocks	pwg_entry_blocks
kacCawikA	23311		1			Saum, Borte		1	1
kacCezwa	23330		1			Schildkröte	rajan	1	0
kacCiya	23322		1					1	1
kacCora	23332		1			Gelbwurz		1	2
kacCowikA	23331		1					1	1
kacCu	23323		1					3	2
kacCu	23323		2	1	1〉			3	2
kacCu	23323		3	1	2〉	eine best. Pflanze	gal	3	2
kacCuGna	23324		1					3	0
kacCuGna	23324		2	1	1〉	{{Trichosanthes dioeca->Trichosanthes dioica||20241207|Jim Funderburk, Thomas Malten|https://github.com/sanskrit-lexicon/PWK/issues/111|}}	rajan	3	0
kacCuGna	23324		3	1	2〉	eine Species der	rajan	3	0
kacCura	23325		1					9	6
kacCura	23325		2	1	1〉			9	6
kacCura	23325		5	1	2〉	Gelbwurz		9	6
kacCura	23325		6	1	3〉			9	6
kacCura	23325		7	2	a〉	Alhagi maurorum		9	6
kacCura	23325		8	2	b〉	Carpopogon pruriens		9	6
kacCura	23325		9	2	c〉	Gelbwurz		9	6
kaca	23286		1					9	12
kaca	23286		2	1	1〉			9	12
kaca	23286		3	2	a〉	Haupthaar; das Packen an die Haare		9	12
kaca	23286		7	1	2〉			9	12
kaca	215619		9					9	12
kacaNgala	23288		1					5	3
kacaNgala	23288		3	1	2〉	Markt		5	3
kacaNgala	23288		4	1	3〉			5	3
kacaNgala	215621		5				jatakam	5	3
kacadugDikA	23290		1			Cucurbita hispida	nigh.pr	1	0
kacagraha	215620		1			das Packen bei den Haaren	mbh	1	0
kacaka	23287		1			ein best. Pilz	nigh.pr	1	0
kacamAla	23293		1			Rauch		1	1
kacavara	206983		1				zach.beitr	2	0
kacavara	215622		2					2	0
kacawatapagajaqadaba	23289		1				chr	1	0
kaccara	23307		1					5	4
kaccara	23307		2	1	1〉			5	4
kaccawa	23306		1					1	1
kaccid	23308		1					1	1
kaceSvara	23304		1					1	2
kacela	23303		1					1	1
kacika	23300		1					1	1
kacolaka	206985		1			eine Art Wassergefäss	uttamac	1	0
kacora	23305		1			Curcuma zerumbet	nigh.pr	1	0
kacu	23301		1					1	2
kacurAya	23302		1					1	2
kacvI	23333		1			Arum colocasia; Waldes		1	1
kad	23863	1	1					12	12
kad	23863	1	2	1	1〉			12	12
kad	23863	1	4	1	3〉	wo?		12	12
kad	23863	1	6	1	5〉			12	12
kad	23863	1	7	1	6〉	Schlechtigkeit; Geringheit		12	12
kad	23863	1	9	1	8〉			12	12
kad	23863	1	10	2	a〉	je und je		12	12
kadA	23902		1					14	14
kadA	23902		7	1	6〉			14	14
kadA	23902		9	2	b〉	irgendeinmal, — wann	chr	14	14
kadA	23902		10	1	7〉			14	14
kadA	23902		11	2	a〉	irgendeinmal, bisweilen, eines Tages, einst; niemals		14	14
kadA	23902		14	1	9〉	wann es auch sei, stets; niemals	chr,kalidasa	14	14
kadAKya	23904		1			Costus speciosus		1	1
kadASaya	206996		1			ränkevoll	campaka	2	0
kadASaya	215688		2					2	0
kadAcitkatva	215687		1				mahavy	1	0
kadAhAra	23906	1	1			schlechte Nahrung	caraka	2	0
kadAhAra	23907	2	2			schlechte Nahrung zu sich nehmend	ebend	2	0
kadAkAra	23903		1			hässlich		1	1
kadAmatta	23905		1					1	1
kadISitar	204370		1			ein schlechter Herrscher	kautukas	2	0
kadISitar	215689		2					2	0
kadUhi	23914		1					1	1
kada	23865		1					3	1
kada	23865		2	1	1〉	Wolke		3	1
kada	23865		3	1	2〉		gal	3	1
kadaDvaga	206995		1			ein Irrgläubiger, Ketzer	bhadrab	2	0
kadaDvaga	215684		2					2	0
kadalIgarBA	23898		1				kathas	1	0
kadalIgarBa	23897		1			das Mark der Musa sapientum	kathas,maitryup,malatim	1	0
kadalIkzatA	23896		1					3	3
kadalIskanDa	23900		1			eine Art Blendwerk		1	0
kadalIsuKam	23899		1			so leicht wie einen Pisang		1	0
kadala	23893		1					10	8
kadala	23893		2	1	1〉	Musa sapientum		10	8
kadala	23893		3	1	2〉			10	8
kadala	23893		4	2	a〉	Pistia stratiotes		10	8
kadala	23893		5	2	b〉	Bombax heptaphyllum		10	8
kadala	23893		6	2	c〉	Calosanthes indica		10	8
kadala	23893		7	1	3〉			10	8
kadala	23893		8	2	a〉	eine Antilopenart		10	8
kadala	23893		10	1	4〉	Banane	bhavapr	10	8
kadalaka	23894		1					5	1
kadalaka	23894		2	1	1〉	Musa sapientum		5	1
kadalaka	23894		3	1	2〉			5	1
kadalaka	23894		4	2	a〉			5	1
kadalaka	23894		5	2	b〉	Fahne,; auf einem Elephanten	kad	5	1
kadamba	23875		1					14	13
kadamba	23875		2	1	1〉			14	13
kadamba	23875		3	2	a〉	{{Nauclea cadamaba->Nauclea cadamba||20241207|Jim Funderburk, Thomas Malten|https://github.com/sanskrit-lexicon/PWK/issues/111|}}		14	13
kadamba	23875		5	2	c〉	Andropogon serratus		14	13
kadamba	23875		9	2	g〉	Pfeil	gal	14	13
kadamba	23875		10	2	h〉		ind.antiq	14	13
kadamba	23875		11	1	2〉	eine best. Cucurbitacee		14	13
kadamba	23875		12	1	3〉	Menge, Schaar, Schwarm		14	13
kadamba	208754		13		1〉			14	13
kadamba	215685		14			weisser Senf	jatakam	14	13
kadambaBramamaRqala	23880		1			der Polarkreis der Ekliptik	goladhy	1	0
kadambada	23878		1			Sinapis dichotoma		1	1
kadambakI	23877		1			zu Blüthen von Nauclea cadamba machen		1	0
kadambaka	23876		1					7	8
kadambaka	23876		2	1	1〉			7	8
kadambaka	23876		3	2	a〉	Nauclea cadamba		7	8
kadambaka	23876		4	2	b〉	Sinapis dichotoma		7	8
kadambaka	23876		5	2	c〉	Curcuma aromatica		7	8
kadambaka	23876		6	1	2〉	Nackenmuskel	gal	7	8
kadambaka	23876		7	1	3〉	Menge, Schaar, Schwarm		7	8
kadambamukulanyAya	215686		1				mahadevazusamkhyas	1	0
kadambavallarI	23882		1			eine best. Arzeneipflanze	gal	1	0
kadambavftta	23883		1				comm.zugoladhy	1	0
kadambayudDa	23881		1			ein best. Spiel		1	1
kadarTI	23889		1			gering achten, nicht beachten		1	0
kadarTIkfti	23890		1			Quälerei	harsac	1	0
kadarTanIya	23887		1			zu quälen, — peinigen	harsac,nais	1	0
kadarTay	23888		1					4	5
kadarTay	23888		4	1	3〉	übertreffen	chr	4	5
kadara	23884		1					8	8
kadara	23884		2	1	1〉			8	8
kadara	23884		5	2	c〉	eine Art Mimose		8	8
kadara	23884		7	1	3〉			8	8
kadara	23884		8	1	4〉	ein best. Milchgericht		8	8
kadarya	23891		1			habsüchtig, geizig; knickerig, knauserig	gaut,ind.st	1	2
kadindriya	23908	1	1			böse Organe	bhag.p	2	2
kadindriya	23909	2	2			böse Organe habend	bhag.p	2	2
kadindriyagaRa	23910		1					1	0
kadrIcI	23916		1					1	1
kadrUka	23921		1			Höcker des indischen Büffels	hemadri	1	0
kadru	23917		1					7	10
kadru	23917		3	1	2〉			7	10
kadru	23917		4	1	3〉			7	10
kadru	23917		7	2	c〉			7	10
kadruRa	23920		1					1	1
kadruja	23919		1			Schlange	gal	1	0
kadruka	23918		1					1	1
kadryaYc	23922		1			wohin gerichtet?		1	2
kadutTaka	23911		1			ein best. Geräthe	hemadri	1	0
kaduzRa	23913		1					3	2
kaduzRa	23913		3	1	2〉	verletzend	nais	3	2
kadvada	23923		1					3	2
kadvada	23923		3	1	2〉	sehr schlecht		3	2
kadvant	23924		1			enthaltend		1	1
kadvara	23925		1			sauerer Rahm oder Buttermilch mit Wasser		1	3
kag	23226		1					1	1
kagitTa	23227		1					1	1
kahUya	25939		1				kas	1	1
kahaya	25937		1					1	1
kahika	25938		1					1	1
kahlAra	25943		1			die Blüthe der weissen Wasserlilie		1	2
kahlaRa	25942		1					1	1
kahola	25941		1				asv.grhy	1	1
kahoqa	25940		1					3	3
kahoqa	25940		2	1	1〉			3	3
kahoqa	25940		3	1	2〉	eines von ihm verfassten Werkes		3	3
kahra	202969		1				laty	2	0
kahra	215927		2					2	0
kaj	23334		1					1	1
kajAsana	23336		1					3	0
kajAsana	23336		2	1	1〉	auf einer Lotusblüthe sitzend	hemadri	3	0
kajAsana	23336		3	1	2〉		hemadri	3	0
kaja	23335		1			Lotusblüthe	agnip	1	2
kajiNga	23337		1					1	1
kajjalItIrTa	23345		1					1	1
kajjala	23338		1					10	5
kajjala	23338		3	1	2〉			10	5
kajjala	23338		5	2	b〉			10	5
kajjala	23338		6	3		Aethiops mineralis		10	5
kajjala	23338		7	3		Beinschwarz, Dinte		10	5
kajjala	23338		8	1	3〉			10	5
kajjala	23338		9	2	a〉	Lampenruss und ein daraus bereitetes Collyrium		10	5
kajjala	23338		10	2	b〉	Abschaum		10	5
kajjalamaya	23340		1			aus Lampenruss bestehend	harsac	1	0
kajjalikA	23343		1			feines Pulver; aus Quecksilber	bhavapr,mat.med	1	0
kajjalita	23344		1					3	1
kajjalita	23344		2	1	1〉	mit Lampenruss bestrichen		3	1
kajjalita	23344		3	1	2〉	schwärzlich gefärbt, besudelt	harsac	3	1
kak	23140		1					1	1
kakAra	23147		1			der Laut	ts.prat	1	0
kakAwa	23145		1					1	1
kakK	23189		1					1	1
kakKawa	23190		1					3	4
kakKawapattraka	23191		1			Corchorus olitorius Lin.		1	0
kakanda	23142		1					3	3
kakanda	23142		3	1	2〉			3	3
kakardu	23144		1			ein best. Thier		1	1
kakeruka	23181		1			ein best. Eingeweidewurm	caraka,sarng.samh	1	0
kakk	23182		1					1	1
kakkala	23185		1				b.a.j	3	0
kakkala	23192		2					3	0
kakkala	215604		3					3	0
kakkarAja	23184		1			Fürsten	b.a.j	1	0
kakkiRqa	206980		1			Eidechse	zach.beitr	2	0
kakkiRqa	215605		2					2	0
kakkola	23187		1					4	4
kakkola	23187		3	1	2〉		pancad	4	4
kakkola	23187		4	1	3〉	ein best. wohlriechender Stoff; Muskatnuss	comm.zuvarah.brh.s	4	4
kakkolaka	23188		1					3	0
kakkolaka	23188		2	1	1〉			3	0
kakkolaka	23188		3	1	2〉	eine best. Pflanze		3	0
kakkolikA	222310		1				damayantik	1	0
kakkula	23186		1					1	1
kakruca	215606		1					1	0
kakuB	23172		1					9	11
kakuB	23172		4	1	3〉	ein best. Metrum		9	11
kakuB	23172		5	1	4〉	Haarflechte		9	11
kakuB	23172		9	1	8〉			9	11
kakuBAkAra	23175		1			ein best. Vogel	gal	1	0
kakuBa	23173		1					18	15
kakuBa	23173		2	1	1〉	hervorragend, erhaben, vortrefflich		18	15
kakuBa	23173		3	1	2〉			18	15
kakuBa	23173		5	2	b〉	ein best. Vogel	gal	18	15
kakuBa	23173		6	2	c〉	Terminalia arjuna		18	15
kakuBa	23173		7	2	d〉	Dämpfer an der indischen Laute		18	15
kakuBa	23173		8	2	e〉	ein best.		18	15
kakuBa	23173		10	2	g〉			18	15
kakuBa	23173		11	3				18	15
kakuBa	23173		12	3				18	15
kakuBa	23173		13	1	3〉			18	15
kakuBa	204359		17		2〉		svapnac	18	15
kakuBa	215601		18					18	15
kakuBvant	204360		1				maitr.s	2	0
kakuBvant	215602		2					2	0
kakuWa	23149		1				maitr.s	1	0
kakubBaRqa	23171		1			ein best. mythisches Wesen	suparn	1	0
kakubjaya	23170		1			Eroberung der Welt		1	0
kakuc	215598		1			eine best. Frucht	kaus	1	0
kakud	23152		1					8	10
kakud	23152		2	1	1〉	Kuppe, Gipfel		8	10
kakud	23152		3	1	2〉	Haupt von, der Oberste unter		8	10
kakud	23152		4	1	3〉	jede hervortretende Spitze		8	10
kakud	23152		6	1	5〉	Buckel		8	10
kakud	23152		7	1	6〉	die königlichen Insignien		8	10
kakudAkza	23157		1					1	1
kakuda	23153		1					7	7
kakuda	23153		2	1	1〉			7	7
kakuda	23153		3	1	2〉			7	7
kakuda	23153		4	1	3〉			7	7
kakuda	23153		5	1	4〉			7	7
kakuda	23153		7	1	6〉		vp	7	7
kakudakAtyAyana	23154		1					1	1
kakudarUpin	23155		1			die Form eines Höckers habend	daiv.br	1	0
kakuddruma	23159		1					1	0
kakudmant	23161		1					13	15
kakudmant	23161		3	1	2〉			13	15
kakudmant	23161		5	2	b〉	Gebirges	vp	13	15
kakudmant	23161		7	2	d〉	eine best. Arzeneipflanze		13	15
kakudmant	23161		8	1	3〉			13	15
kakudmant	23161		10	2	b〉	ein best. Metrum		13	15
kakudmant	23161		11	2	c〉		vp	13	15
kakudmant	204357		12		1〉		ts	13	15
kakudmant	215599		13					13	15
kakudmikanyA	204358		2				sis	3	1
kakudmikanyA	215600		3					3	1
kakudmin	23163		1					8	10
kakudmin	23163		3	1	2〉			8	10
kakudmin	23163		6	2	c〉			8	10
kakudmin	23163		7	2	d〉			8	10
kakudmin	23163		8	1	3〉			8	10
kakudruma	23164		1					1	2
kakudvant	23165		1					3	4
kakudvant	23165		3	1	2〉			3	4
kakuha	23179		1			hochragend, in der Höhe befindlich, — schwebend, sublimis		1	3
kakuhastinA	23180		1					1	1
kakummatI	23177		1			ein best. Metrum		1	0
kakummuKa	206979		1			Himmelsgegend	sis	2	0
kakummuKa	215603		2					2	0
kakunmant	23167		1			gipfelnd, sich aufthürmend		1	1
kakutsTa	23151		1					1	3
kakutsala	23150		1			ein kleines Kind		1	1
kakuyazwikA	23178		1			ein best. Vogel	caraka	1	0
kakvala	202883		1					2	0
kakvala	215607		2					2	0
kakzASrita	23209		1				gal	1	0
kakzAgni	23204		1			ein im Gestrüpp hausendes Feuer		1	0
kakzApuwi	23206		1					1	1
kakzAvekzaka	23208		1					8	9
kakzAvekzaka	23208		2	1	1〉	Aufseher im Gynaeceum		8	9
kakzAvekzaka	23208		6	1	5〉	Wüstling		8	9
kakzAvekzaka	23208		7	1	6〉			8	9
kakzI	23211		1			Jmd; anerkennen		1	0
kakzIvant	23215		1					3	2
kakzIvant	215609		3					3	2
kakza	23193		1					22	34
kakza	23193		2	1	1〉			22	34
kakza	23193		4	2	b〉	Gebüsch, Strauchwerk,; dürres Gestrüpp	r	22	34
kakza	23193		5	2	c〉	Seite		22	34
kakza	23193		7	2	e〉			22	34
kakza	23193		9	1	2〉			22	34
kakza	23193		14	1	3〉			22	34
kakza	23193		18	2	d〉	Peripherie		22	34
kakza	23193		21	2	g〉	Wetteifer, Gegenstand [Page2-002-c] des Wetteifers; kann man nach etwas noch Höherem als dieses streben?	nais	22	34
kakza	23193		22	2	h〉	Einwurf		22	34
kakzaDara	23196		1			die Gegend des Schultergelenkes		1	1
kakzaka	23194		1					1	1
kakzaloman	23200		1			die Haare in der Achselgrube		1	1
kakzapuwa	23198		1					1	3
kakzaruhA	23199		1			eine Cyperus-Species		1	2
kakzas	23202		1			best. Theile des Handgelenkes	ait.ar	1	0
kakzasena	23203		1					1	2
kakzatu	23195		1			ein best. Fruchtbaum	kas	1	1
kakzeyu	23216		1					1	2
kakzimAlikopanizad	202884		1				opp.cat	2	0
kakzimAlikopanizad	215608		2					2	0
kakzin	23210		1					1	1
kakzodaka	23218		1			Feuchtigkeit in dichtem Buschwerk	ait.ar	1	0
kakzotTA	23217		1			eine Cyperus-Species		1	2
kakzyAstotra	23224		1			ein best.		1	1
kakzyAvekzaka	23223		1					1	1
kakzya	23220	2	2					18	17
kakzya	23220	2	3	1	1〉	befindlich		18	17
kakzya	23220	2	4	1	2〉			18	17
kakzya	23220	2	7	2	c〉	Planetenbahn	aryabh	18	17
kakzya	23220	2	8	2	d〉	die Finger	nigh	18	17
kakzya	23220	2	10	2	f〉	Obergewand		18	17
kakzya	23220	2	11	2	g〉	Abrus precatorius		18	17
kakzya	23220	2	12	2	h〉	Gleichheit		18	17
kakzya	23220	2	14	1	3〉			18	17
kakzya	23220	2	15	2	a〉	Wagschale		18	17
kakzya	206981	2	17		2〉	sich zur Arbeit gerüstet habend	harsac	18	17
kakzya	215610	2	18					18	17
kakzyamAlA	215611		1					1	0
kakzyaprA	23221		1			den Gurt füllend, wohlgenährt		1	1
kal	25347	1	1					68	54
kal	25348	2	2					68	54
kal	25348	2	3	1	1〉	treiben, antreiben	hemadri	68	54
kal	25348	2	5	1	3〉	sich hinbegeben zu	nais	68	54
kal	25348	2	6	1	4〉	thun, machen, bewerkstelligen; in Ohnmacht fallen; einen Schluck Wasser thun	balar,chr	68	54
kal	25348	2	7	1	5〉	hervorbringen, ertönen lassen, anstimmen	nais	68	54
kal	25348	2	8	1	6〉	thun,; auflegen, anheften, anbringen		68	54
kal	25348	2	9	1	7〉	bemerken, gewahrwerden; stillschweigend aufnehmen	spr	68	54
kal	25348	2	10	1	8〉	annehmen, meinen; glauben an; beachten; halten für; erkennen als	balar,chr,spr	68	54
kal	25348	2	11	1	9〉			68	54
kal	25348	2	13	2	b〉			68	54
kal	25348	2	16					68	54
kal	25348	2	17	1	1〉	Schütteln		68	54
kal	25348	2	18	1	2〉	festhalten	mbh,sis	68	54
kal	25348	2	20	1	4〉	annehmen	nyayam.s	68	54
kal	25348	2	22	1	6〉	erkennen, wahrnehmen, finden	nais	68	54
kal	25348	2	23	1	7〉	prüfen, untersuchen	chr,spr	68	54
kal	25348	2	24	1	8〉	bei sich denken, eine Betrachtung anstellen	chr	68	54
kal	25348	2	25	1	9〉	annehmen, [Page2-032-b] glauben an	chr,nais,sis,spr	68	54
kal	25348	2	26			aufzählen, herzählen		68	54
kal	25348	2	27					68	54
kal	25348	2	28	1	1〉	losgemacht, — gelassen		68	54
kal	25348	2	29	1	2〉	aufgeblüht, blühend		68	54
kal	25348	2	30	1	3〉	strahlend von; von den Augen, vom Gesicht und von der Seele		68	54
kal	25348	2	31	1	4〉	zu Tage getreten		68	54
kal	25348	2	32	1	5〉	sehnsüchtig;	comm.zubhag.p	68	54
kal	25348	2	33	1	6〉	gedeihend		68	54
kal	25348	2	34					68	54
kal	25348	2	36	1	2〉	in sich aufnehmen, verschlingen	harsac,kad	68	54
kal	25348	2	38	1	4〉	umlegt —, umgeben mit	bhavapr,harsac	68	54
kal	25348	2	39					68	54
kal	25348	2	40	1	1〉	zusammenthun, — fügen, — fassen		68	54
kal	25348	2	41	1	2〉	addiren	ganit	68	54
kal	25348	2	42	1	3〉	der Meinung sein	spr	68	54
kal	25348	2	43					68	54
kal	25348	2	44			angetrieben, beauftragt	kad.ii	68	54
kal	25349	3	45					68	54
kal	25349	3	46	1	1〉	treiben, vor sich her treiben, mit sich wegführen		68	54
kal	25349	3	48	1	3〉	überzählen	mbh	68	54
kal	25349	3	49	1	4〉			68	54
kal	25349	3	54					68	54
kal	25349	3	57	1	3〉	antreiben		68	54
kal	25349	3	58					68	54
kal	25349	3	59	1	1〉	hinaustreiben		68	54
kal	25349	3	61	1	3〉	einem Verstorbenen die letzte Ehre erzeigen	r.ed.bomb	68	54
kal	25349	3	62			nachführen		68	54
kal	205524	2	63		9〉	dessen Bein gebrochen ist	pancat.ed.bomb	68	54
kal	207016	2	64					68	54
kal	215847	2	65					68	54
kal	215847	2	66			wahrgenommen	dharmasarmabhy	68	54
kal	215847	2	67			prüfen, untersuchen	parv	68	54
kal	215848	3	68			hetzen, verfolgen	r.ed.bomb	68	54
kalABara	25491		1			Künstler	gaut	1	0
kalABft	25492		1					3	3
kalADara	25469		1					5	1
kalADara	25469		2	1	1〉	im Besitz der Künste oder einer Kunst seiend	spr	5	1
kalADara	25469		3	1	2〉			5	1
kalADara	25469		4	2	a〉	der Mond	hasy,spr	5	1
kalADara	25469		5	2	b〉			5	1
kalAMSAMSa	25454		1			ein Theil eines Theiles eines Theilchens		1	0
kalANkura	25458		1					3	3
kalANkura	25458		2	1	1〉	Ardea sibirica		3	3
kalANkura	25458		3	1	2〉			3	3
kalARqI	25465		1			eine best. Pflanze	gal	1	0
kalASlAGya	25516		1					1	1
kalASuri	25515		1					1	1
kalAbAhya	25490		1			ein best. Fehler beim Singen	gal	1	0
kalAcI	25461	1	1			Vorderarm		2	0
kalAcI	25462	2	2			als Löffel gebrauchen	balar	2	0
kalAcika	25460		1					3	2
kalAdIkzA	25468		1				buhlerrep.no	1	0
kalAda	208786		2				bhojapr	3	1
kalAda	215863		3					3	1
kalAjYa	25463		1			sich auf die Künste; eine Kunst verstehend; Künstler	chr	1	0
kalAkanda	25455		1			ein best. Metrum		1	1
kalAkeli	25457		1					5	1
kalAkeli	25457		2	1	1〉	Liebesspiel	balar	5	1
kalAkeli	202950		4			der eine Kunst als Spiel betreibt	git	5	1
kalAkeli	215862		5					5	1
kalAlApa	25501	1	1			ein zarter Ton der Stimme	kathas	2	2
kalAma	215866		1			Schreibrohr	mahavy	1	0
kalAmava	25493		1			eine Art Reis		1	0
kalAmbi	25494		1			das Ausleihen auf Zinsen, Wuchergeschäft		1	0
kalAmuhUrtAdimaya	204410		1			aus Minuten, Stunden; bestehend	vp	2	0
kalAmuhUrtAdimaya	215867		2					2	0
kalAnATa	25472		1					3	3
kalAnATa	25472		3	1	2〉			3	3
kalAnaka	25471		1					1	1
kalAniDi	25473		1			Hahn		3	1
kalAniDi	202951		2				opp.cat	3	1
kalAniDi	215864		3					3	1
kalAnunAdin	25474		1					4	5
kalAnunAdin	25474		3	1	2〉	Haselhuhn oder Cuculus melanoleucus		4	5
kalAnunAdin	25474		4	1	3〉	eine Bienenart		4	5
kalApUrRa	25489		1					3	3
kalApUrRa	25489		2	1	1〉	ein volles Sechzehntel von Jmd; bildend; nicht würdig, Jmd die Schuhriemen aufzulösen		3	3
kalApa	25476		1					14	18
kalApa	25476		2	1	1〉			14	18
kalApa	25476		3	2	a〉	Bund, Bündel, Gebinde		14	18
kalApa	25476		5	2	c〉	Pfauenschweif		14	18
kalApa	25476		7	2	e〉	Gürtel		14	18
kalApa	25476		8	2	f〉	Gesammtheit	chr	14	18
kalApa	25476		12	2	k〉			14	18
kalApa	25476		13	2	l〉		vp	14	18
kalApaKaYja	25479		1					1	0
kalApaSas	25485		1			bundweise	mbh	1	0
kalApaSiras	25486		1				r.gorr	1	1
kalApadvIpa	25483		1					1	1
kalApaka	25477	1	1					11	13
kalApaka	25477	1	2	1	1〉			11	13
kalApaka	25477	1	3	2	a〉			11	13
kalApaka	25477	1	6	2	d〉	Stirnzeichen		11	13
kalApaka	25477	1	7	1	2〉			11	13
kalApaka	25477	1	9	2	b〉			11	13
kalApaka	222320	1	11		1〉			11	13
kalApatattvArRava	25482		1					1	0
kalApavarman	25484		1				kad.ii	1	0
kalApi	215865		1			Büschel	sankh.sr	1	0
kalApin	25487		1					15	15
kalApin	25487		2	1	1〉			15	15
kalApin	25487		4	2	b〉	ein Rad schlagend		15	15
kalApin	25487		5	2	c〉	die Balzzeit der Pfauen		15	15
kalApin	25487		6	1	2〉			15	15
kalApin	25487		9	2	c〉	Ficus infectoria		15	15
kalApin	25487		10	2	d〉		kas.zup	15	15
kalApin	25487		11	1	3〉			15	15
kalApin	25487		14	2	c〉	der Mond		15	15
kalArRava	25500		1				kumarasv.zupratapar	1	0
kalArUpa	25499		1					3	3
kalArUpa	25499		2	1	1〉	eine best. feierliche Handlung, die [Page2-034-c] an einer Feuergrube vorgenommen wird		3	3
kalArUpa	25499		3	1	2〉	einer der fünf Former der		3	3
kalAsAra	25518		1				aryav	1	1
kalAsa	25517		1			eine best. Art die Trommel zu schlagen	s.s.s	1	0
kalAtman	25466		1			eine best. Einweihungsceremonie		1	1
kalAvAda	25504		1				aryav	1	1
kalAvI	25511		1					1	0
kalAvant	25503		1					10	12
kalAvant	25503		3	1	2〉			10	12
kalAvant	25503		4	2	a〉	eine best. Einweihungsceremonie		10	12
kalAvant	25503		5	2	b〉	eine best.	s.s.s	10	12
kalAvant	25503		6	2	c〉	die Laute		10	12
kalAvant	25503		7	2	d〉			10	12
kalAvant	25503		8	3				10	12
kalAvant	25503		9	3		einer Tochter der		10	12
kalAvant	25503		10	3		Frauen		10	12
kalAvatIkAmarUpa	202952		1				opp.cat	2	0
kalAvatIkAmarUpa	215868		2					2	0
kalAveda	25512		1			der die Künste behandelnde	hemadri	1	0
kalAviDitantra	25509		1					1	1
kalAvid	25507		1					3	0
kalAvid	25507		2	1	1〉	sich auf eine Kunst verstehen;; Künstler		3	0
kalAvid	25507		3	1	2〉	ein	gal	3	0
kalAvidvaMs	25508		1		1〉			1	0
kalAvilAsa	25510		1					1	1
kalAya	25495		1					5	3
kalAya	25495		2	1	1〉			5	3
kalAya	25495		4	2	b〉	eine best. Pflanze mit dunkelfarbiger Blüthe		5	3
kalAyaKaYja	25496		1			Veitstanz	bhavapr,sarng.samh	1	2
kalAyasUpa	25498		1			Erbsenbrühe;		1	0
kalUtara	25570		1					1	1
kala	25350		1					36	12
kala	25350		2	1	1〉			36	12
kala	25350		3	2	a〉	stumm		36	12
kala	25350		4	2	b〉	von Thränen nicht reden könnend, schluchzend; in Folge von Thränen undeutlich, — unverständlich		36	12
kala	25350		8	1	2〉			36	12
kala	25350		9	2	a〉	ein feiner, zarter Ton		36	12
kala	25350		10	2	b〉	Hand	gal	36	12
kala	25350		11	2	c〉	Shorea robusta		36	12
kala	25350		12	2	d〉	bestimmter Manen		36	12
kala	25350		13	1	3〉			36	12
kala	25350		14	2	a〉	ein kleiner Theil eines Ganzen,; ein Sechzehntel		36	12
kala	25350		15	2	b〉	ein Sechzehntel der Mondscheibe		36	12
kala	25350		16	2	c〉	der Zahl sechzehn	hemadri	36	12
kala	25350		17	2	d〉	Zins		36	12
kala	25350		18	2	e〉	ein best. kleiner Zeittheil		36	12
kala	25350		19	2	f〉	Minute eines Grades		36	12
kala	25350		20	2	g〉	eine Mora		36	12
kala	25350		21	2	h〉	Atom		36	12
kala	25350		22	2	i〉	der Substrate der sieben Hauptbestandtheile des menschlichen Leibes		36	12
kala	25350		23	2	k〉	die Elemente der materiellen Welt		36	12
kala	25350		25	2	m〉	ein einen Tag alter Embryo		36	12
kala	25350		26	2	n〉	die monatliche Reinigung		36	12
kala	25350		28	2	p〉	Kunstfertigkeit, Kunst		36	12
kala	25350		29	2	q〉	Unwissenheit		36	12
kala	25350		30	2	r〉		balar	36	12
kala	25350		31	2	s〉	eine best. Pflanze		36	12
kala	25350		32	2	t〉	Boot, Schiff		36	12
kala	25350		33	2	u〉			36	12
kala	25350		34	2	v〉			36	12
kala	25350		35	2	w〉			36	12
kala	215849		36		2〉		r.ed.bomb	36	12
kalaBAzin	25398		1			mit zarter Stimme redend	malav	1	0
kalaBErava	25399		1					1	1
kalaBa	25394		1					6	5
kalaBa	25394		2	1	1〉			6	5
kalaBa	25394		4	2	b〉	Kameljunges		6	5
kalaBa	25394		5	2	c〉	Datura fastuosa	rajan	6	5
kalaBa	25394		6	1	2〉	Gemüsepflanze	rajan	6	5
kalaBaka	25395		1			Elephantenkalb	dh.v,kad	1	0
kalaBava	25396		1			Stechapfel	dhanv	1	0
kalaBavallaBa	25397		1			Careya arborea; Salvadora persica		1	1
kalaDOta	25382		1					4	4
kalaDOta	25382		3	1	2〉	ein feiner, zarter Ton		4	4
kalaDOta	25382		4	1	3〉	golden		4	4
kalaDOtamaya	25383		1			golden oder silbern	hemadri	1	0
kalaDvani	25384	1	1					7	2
kalaDvani	25384	1	2	1	1〉	ein feiner, zarter Ton		7	2
kalaDvani	25384	1	3	1	2〉	ein best. Tact	s.s.s	7	2
kalaDvani	25385	2	4					7	2
kalaDvani	25385	2	5	1	1〉	der indische Kuckuck		7	2
kalaDvani	25385	2	6	1	2〉	Taube		7	2
