anchor_key_slp1	anchor_iast	dcs_lemma_id	dcs_lemma_iast	evidence_count	pre_classification	rationale	axis	n_diff	first_diff_pos	word_len
praSrabDi	praśrabdhi	220735	prasrabdhi	1	likely-spurious	Single mid-word sibilant difference (position 3 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	sibilant	1	3	9
prabudDa	prabuddha	209267	prabuddhā	1	worth-a-closer-look	Single word-final vowel-length difference on a 8-char word (position 7) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	7	8
pracCa	praccha	162396	pracchā	17	worth-a-closer-look	Single word-final vowel-length difference on a 6-char word (position 5) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	5	6
pracIbala	pracībala	202730	prācībala	1	likely-spurious	Single mid-word vowel-length difference (position 2 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	2	9
pracalAy	pracalāy	168422	pracālay	15	likely-spurious	2 differing positions (vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	vowel-length	2	4	8
pracalAy	pracalāy	176877	pracalay	2	worth-a-closer-look	Single word-final vowel-length difference on a 8-char word (position 6) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	6	8
pracetA	pracetā	176497	praceta	2	worth-a-closer-look	Single word-final vowel-length difference on a 7-char word (position 6) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	6	7
pracetA	pracetā	212782	praceta	1	worth-a-closer-look	Single word-final vowel-length difference on a 7-char word (position 6) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	6	7
pracyava	pracyava	223212	pracyāva	1	likely-spurious	Single mid-word vowel-length difference (position 5 of 8) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	5	8
pradF	pradṝ	162885	pradṛ	5	worth-a-closer-look	Single word-final vowel-length difference on a 5-char word (position 4) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	4	5
pradIpAy	pradīpāy	162879	pradīpay	39	worth-a-closer-look	Single word-final vowel-length difference on a 8-char word (position 6) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	6	8
pradahana	pradahana	224702	pradāhana	1	likely-spurious	Single mid-word vowel-length difference (position 4 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	4	9
pradiv	pradiv	216905	pradīv	1	worth-a-closer-look	Single word-final vowel-length difference on a 6-char word (position 4) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	4	6
pragF	pragṝ	162370	pragṛ	3	worth-a-closer-look	Single word-final vowel-length difference on a 5-char word (position 4) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	4	5
pragF	pragṝ	222656	pragṛ	2	worth-a-closer-look	Single word-final vowel-length difference on a 5-char word (position 4) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	4	5
pragetana	pragetana	204064	prāgetana	1	likely-spurious	Single mid-word vowel-length difference (position 2 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	2	9
prahf	prahṛ	216809	prāhṛ	1	likely-spurious	Single mid-word vowel-length difference (position 2 of 5) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	2	5
prahi	prahi	208993	prāhi	1	likely-spurious	Single mid-word vowel-length difference (position 2 of 5) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	2	5
prahlAdana	prahlādana	155851	prahlādanā	4	worth-a-closer-look	Single word-final vowel-length difference on a 10-char word (position 9) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	9	10
prahlAdi	prahlādi	166279	prahlādī	1	worth-a-closer-look	Single word-final vowel-length difference on a 8-char word (position 7) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	7	8
prahlAdi	prahlādi	175611	prāhlādi	6	likely-spurious	Single mid-word vowel-length difference (position 2 of 8) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	2	8
prahlAdin	prahlādin	201366	prāhlādin	1	likely-spurious	Single mid-word vowel-length difference (position 2 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	2	9
prahuta	prahuta	216984	prāhūta	1	likely-spurious	2 differing positions (vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	vowel-length	2	2	7
prahva	prahva	163150	prahvā	1	worth-a-closer-look	Single word-final vowel-length difference on a 6-char word (position 5) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	5	6
prajan	prajan	223709	prājan	1	likely-spurious	Single mid-word vowel-length difference (position 2 of 6) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	2	6
prakAma	prakāma	208871	prākāma	1	likely-spurious	Single mid-word vowel-length difference (position 2 of 7) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	2	7
prakamp	prakamp	221820	prākamp	1	likely-spurious	Single mid-word vowel-length difference (position 2 of 7) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	2	7
prakrIq	prakrīḍ	222175	prākrīḍ	1	likely-spurious	Single mid-word vowel-length difference (position 2 of 7) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	2	7
prakruS	prakruś	173707	prākruś	6	likely-spurious	Single mid-word vowel-length difference (position 2 of 7) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	2	7
prakza	prakṣa	222639	prakṣā	1	worth-a-closer-look	Single word-final vowel-length difference on a 6-char word (position 5) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	5	6
prakza	prakṣa	222946	prakśā	1	likely-spurious	2 differing positions (sibilant+vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	sibilant+vowel-length	2	4	6
pralaB	pralabh	218033	prālabh	2	likely-spurious	Single mid-word vowel-length difference (position 2 of 6) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	2	6
pramIl	pramīl	204677	pramil	2	worth-a-closer-look	Single word-final vowel-length difference on a 6-char word (position 4) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	4	6
pramIlA	pramīlā	210837	pramīla	1	worth-a-closer-look	Single word-final vowel-length difference on a 7-char word (position 6) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	6	7
pramadAy	pramadāy	210917	pramāday	3	likely-spurious	2 differing positions (vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	vowel-length	2	4	8
pramadaka	pramadaka	208517	pramādaka	1	likely-spurious	Single mid-word vowel-length difference (position 4 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	4	9
pramlAnI	pramlānī	217188	pramlāni	2	worth-a-closer-look	Single word-final vowel-length difference on a 8-char word (position 7) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	7	8
pranIqa	pranīḍa	213212	praṇidā	2	likely-spurious	4 differing positions (nasal+other+vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	nasal+other+vowel-length	4	3	7
prapAnaka	prapānaka	220981	prapaṇākā	1	likely-spurious	4 differing positions (nasal+vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	nasal+vowel-length	4	4	9
prapalAy	prapalāy	212287	prapālay	2	likely-spurious	2 differing positions (vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	vowel-length	2	4	8
prapunAwa	prapunāṭa	205973	prāpunāṭa	2	likely-spurious	Single mid-word vowel-length difference (position 2 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	2	9
prapunnAwa	prapunnāṭa	206170	prapunnaṭa	2	likely-spurious	Single mid-word vowel-length difference (position 7 of 10) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	7	10
prapyAta	prapyāta	170818	prāpyatā	1	likely-spurious	3 differing positions (vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	vowel-length	3	2	8
prarI	prarī	219430	prari	1	worth-a-closer-look	Single word-final vowel-length difference on a 5-char word (position 4) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	4	5
prasTala	prasthala	174560	prasthāla	1	likely-spurious	Single mid-word vowel-length difference (position 5 of 8) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	5	8
prasampaS	prasampaś	225138	prasaṃpaś	1	likely-spurious	Single mid-word other difference (position 5 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	other	1	5	9
prasiv	prasiv	163113	prasīv	2	worth-a-closer-look	Single word-final vowel-length difference on a 6-char word (position 4) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	4	6
prastu	prastu	211097	praṣṭu	7	likely-spurious	2 differing positions (other+sibilant) -- multiple diacritic axes differ, consistent with two distinct lexemes.	other+sibilant	2	3	6
pratF	pratṝ	162730	pratṛ	53	worth-a-closer-look	Single word-final vowel-length difference on a 5-char word (position 4) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	4	5
pratF	pratṝ	226348	prātṛ	1	likely-spurious	2 differing positions (vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	vowel-length	2	2	5
pratiSizyakA	pratiśiṣyakā	221305	pratiśiṣyaka	1	worth-a-closer-look	Single word-final vowel-length difference on a 12-char word (position 11) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	11	12
pratiSravaRa	pratiśravaṇa	169645	pratiśrāvaṇa	1	likely-spurious	Single mid-word vowel-length difference (position 7 of 12) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	7	12
pratiSru	pratiśru	216488	pratisru	1	likely-spurious	Single mid-word sibilant difference (position 5 of 8) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	sibilant	1	5	8
pratibala	pratibala	210808	pratibalā	2	worth-a-closer-look	Single word-final vowel-length difference on a 9-char word (position 8) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	8	9
pratidiv	pratidiv	162484	pratidīv	4	worth-a-closer-look	Single word-final vowel-length difference on a 8-char word (position 6) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	6	8
pratigF	pratigṝ	162459	pratigṛ	77	worth-a-closer-look	Single word-final vowel-length difference on a 7-char word (position 6) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	6	7
