attested_form	form_key	dcs_lemma	dcs_upos	target_locus	evidence_count	tense_caveat
dūtāsa	dūtāsa	dūta	NOUN	dcs:610278	2	0
dṛḍhāsaḥ	dṛḍhāsa	dṛḍha	ADJ	dcs:593207	2	0
dṛṣṭitaḥ	dṛṣṭita	dṛṣṭi	NOUN	dcs:623281	2	0
ekaikasmai	ekaikasmai	ekaika	PRON	dcs:72107	2	0
ekatamasya	ekatamasya	ekatama	ADJ	dcs:480072	2	0
ekatameṣu	ekatameṣu	ekatama	ADJ	dcs:295623	2	0
ekatarasmin	ekatarasmin	ekatara	ADJ	dcs:425496	2	0
ekatarasya	ekatarasya	ekatara	ADJ	dcs:438974	2	0
ekatarāt	ekatarāt	ekatara	ADJ	dcs:286126	2	0
ekatayīṣu	ekatayīṣu	ekataya	ADJ	dcs:680398	2	0
ekatodantau	ekatodantau	ekatodat	ADJ	dcs:519299	2	0
ekatodantaḥ	ekatodanta	ekatodat	ADJ	dcs:507933	2	0
ekaviṃśatyāṃ	ekavinśatyām	ekaviṃśati	NUM	dcs:71026	2	0
ekādaśāṁ	ekādaśām	ekādaśa	ADJ	dcs:605354	2	0
elāpatrāya	elāpatrāya	elāpattra	NOUN	dcs:518530	2	0
etadaḥ	etada	etad	NOUN	dcs:552123	2	0
etādṛkṣāsa	etādṛkṣāsa	etādṛkṣa	ADJ	dcs:684465	2	0
evāsaḥ	evāsa	eva	NOUN	dcs:595362	2	0
gadham	gadham	gadhā	NOUN	dcs:696069	2	0
gaganābhiḥ	gaganābhi	gagana	NOUN	dcs:365711	2	0
gaireyī	gaireyī	gaireya	ADJ	dcs:673331	2	0
gajapuṭāni	gajapuṭāni	gajapuṭa	NOUN	dcs:361087	2	0
gamanau	gamanau	gamana	ADJ	dcs:692503	2	0
gamanikam	gamanikam	gamanikā	NOUN	dcs:467968	2	0
gambhīrebhiḥ	gambhīrebhi	gambhīra	ADJ	dcs:678721	2	0
gandhakām	gandhakām	gandhaka	NOUN	dcs:403337	2	0
gandharvebhiḥ	gandharvebhi	gandharva	NOUN	dcs:637184	2	0
garbhāśayām	garbhāśayām	garbhāśaya	NOUN	dcs:63082	2	0
garbhāśayāyāḥ	garbhāśayāyā	garbhāśaya	NOUN	dcs:62994	2	0
garjanāḥ	garjanā	garjana	NOUN	dcs:344924	2	0
garvām	garvām	garva	NOUN	dcs:563273	2	0
gatikā	gatikā	gatika	NOUN	dcs:393671	2	0
gatikām	gatikām	gatika	NOUN	dcs:393744	2	0
gatvarām	gatvarām	gatvara	ADJ	dcs:582180	2	0
gaurataḥ	gaurata	gaura	ADJ	dcs:27175	2	0
gav	gav	go	NOUN	dcs:648183_1	2	0
gaṇāni	ganāni	gaṇa	NOUN	dcs:122802	2	0
gaṇḍīrāṇi	ganḍīrāni	gaṇḍīra	NOUN	dcs:58323	2	0
gehān	gehān	geha	NOUN	dcs:96250	2	0
ghorāsaḥ	ghorāsa	ghora	ADJ	dcs:603118	2	0
ghoṇaiḥ	ghonai	ghoṇā	NOUN	dcs:560490	2	0
ghoṇi	ghoni	ghoṇin	NOUN	dcs:560787	2	0
ghuṇapriyam	ghunapriyam	ghuṇapriyā	NOUN	dcs:34510	2	0
ghuṇavallabhaiḥ	ghunavallabhai	ghuṇavallabhā	NOUN	dcs:34368	2	0
ghṛtasnuvaḥ	ghṛtasnuva	ghṛtasnu	ADJ	dcs:592082_1	2	0
ghṛtasnuvā	ghṛtasnuvā	ghṛtasnu	ADJ	dcs:596815	2	0
ghṛtavānti	ghṛtavānti	ghṛtavat	ADJ	dcs:608817	2	0
gokulān	gokulān	gokula	NOUN	dcs:210620	2	0
gomedāni	gomedāni	gomeda	NOUN	dcs:57333	2	0
gopaghoṇṭau	gopaghonṭau	gopaghoṇṭā	NOUN	dcs:43443	2	0
gosvāmi	gosvāmi	gosvāmin	NOUN	dcs:81206	2	0
govindasvāmi	govindasvāmi	govindasvāmin	NOUN	dcs:620508	2	0
grāmataḥ	grāmata	grāma	NOUN	dcs:699719_1	2	0
grāmebhiḥ	grāmebhi	grāma	NOUN	dcs:593897	2	0
grāmyāsaḥ	grāmyāsa	grāmya	ADJ	dcs:647986	2	0
guḍāni	guḍāni	guḍa	NOUN	dcs:398236	2	0
guṇavarma	gunavarma	guṇavarman	NOUN	dcs:617529	2	0
guṭikena	guṭikena	guṭikā	NOUN	dcs:630090	2	0
guṭikān	guṭikān	guṭikā	NOUN	dcs:386998	2	0
gāyatriyām	gāyatriyām	gāyatrī	NOUN	dcs:719296_1	2	0
gāṇḍīvadhanvanau	gānḍīvadhanvanau	gāṇḍīvadhanvan	NOUN	dcs:257697	2	0
gītakān	gītakān	gītaka	NOUN	dcs:382484	2	0
gṛddhīn	gṛddhīn	gṛddhi	NOUN	dcs:243786	2	0
gṝbhyaḥ	gṝbhya	gṝ	NOUN	dcs:552199	2	0
hanukaḥ	hanuka	hanukā	NOUN	dcs:137064	2	0
harasvāmi	harasvāmi	harasvāmin	NOUN	dcs:620305	2	0
harikāsu	harikāsu	harika	NOUN	dcs:750160	2	0
hastakām	hastakām	hastaka	NOUN	dcs:222170	2	0
hastataḥ	hastata	hasta	NOUN	dcs:626354	2	0
hastebhiḥ	hastebhi	hasta	NOUN	dcs:597965_1	2	0
hayebhiḥ	hayebhi	haya	NOUN	dcs:603239_1	2	0
hemajau	hemajau	hemaja	NOUN	dcs:428011	2	0
hemantām	hemantām	hemanta	NOUN	dcs:468963	2	0
hemanā	hemanā	heman	NOUN	dcs:608840	2	0
hembhiḥ	hembhi	heman	NOUN	dcs:41478	2	0
hetini	hetini	heti	NOUN	dcs:629575	2	0
hetuvoḥ	hetuvo	hetu	NOUN	dcs:481154	2	0
hikkaḥ	hikka	hikkā	NOUN	dcs:299488	2	0
hiraṇyayebhiḥ	hiranyayebhi	hiraṇyaya	ADJ	dcs:593244	2	0
hiraṇyayāsa	hiranyayāsa	hiraṇyaya	ADJ	dcs:601883	2	0
hiṃsebhiḥ	hinsebhi	hiṃsā	NOUN	dcs:477240	2	0
hiṅgulikena	hingulikena	hiṅgulikā	NOUN	dcs:163044	2	0
hotaram	hotaram	hotṛ	NOUN	dcs:747684	2	0
huvām	huvām	hu	NOUN	dcs:552214	2	0
hārataḥ	hārata	hāra	NOUN	dcs:623181	2	0
hṛdayadravām	hṛdayadravām	hṛdayadrava	NOUN	dcs:33671	2	0
icchātaḥ	icchāta	icchā	NOUN	dcs:772310	2	0
idambhyām	idambhyām	idam	NOUN	dcs:553617	2	0
idaṃmadhuṃ	idammadhum	idaṃmadhu	NOUN	dcs:672951	2	0
idi	idi	id	NOUN	dcs:85708	2	0
ikṣurakām	ikṣurakām	ikṣuraka	NOUN	dcs:52945	2	0
ikṣvākvaḥ	ikṣvākva	ikṣvāku	NOUN	dcs:374709	2	0
ikṣvākūṇi	ikṣvākūni	ikṣvāku	NOUN	dcs:58180	2	0
imābhyaḥ	imābhya	idam	PRON	dcs:435768	2	0
inas	inas	ina	ADJ	dcs:593024	2	0
indhanān	indhanān	indhana	NOUN	dcs:766082	2	0
indindireṇa	indindirena	indindirā	NOUN	dcs:563556	2	0
indrakāḥ	indrakā	indraka	NOUN	dcs:644015	2	0
indravantā	indravantā	indravat	ADJ	dcs:594288_1	2	0
indriyebhiḥ	indriyebhi	indriya	ADJ	dcs:598714	2	0
ināsaḥ	ināsa	ina	ADJ	dcs:600021_2	2	0
itaretaraiḥ	itaretarai	itaretara	PRON	dcs:479260	2	0
itaretarān	itaretarān	itaretara	PRON	dcs:358235	2	0
itthamsu	itthamsu	ittham	NOUN	dcs:552716	2	0
ive	ive	iva	NOUN	dcs:553813	2	0
ivāt	ivāt	iva	NOUN	dcs:553787	2	0
iyānti	iyānti	iyat	ADJ	dcs:601030	2	0
iḍāvatsarīyāṃ	iḍāvatsarīyām	idāvatsarīya	ADJ	dcs:756012	2	0
iṅganāḥ	inganā	iṅgana	NOUN	dcs:150361	2	0
iṅgudābhiḥ	ingudābhi	iṅguda	NOUN	dcs:13071	2	0
iṣirebhiḥ	iṣirebhi	iṣira	ADJ	dcs:597846	2	0
iṣudhīṃr	iṣudhīnr	iṣudhi	NOUN	dcs:592534	2	0
iṣvasanān	iṣvasanān	iṣvasana	NOUN	dcs:243878	2	0
iṣṭadevataḥ	iṣṭadevata	iṣṭadevatā	NOUN	dcs:396600	2	0
iṣṭakebhiḥ	iṣṭakebhi	iṣṭakā	NOUN	dcs:412063	2	0
iṣṭakāni	iṣṭakāni	iṣṭakā	NOUN	dcs:653950	2	0
iṣṭakāt	iṣṭakāt	iṣṭakā	NOUN	dcs:674693	2	0
iṣṭikaiḥ	iṣṭikai	iṣṭikā	NOUN	dcs:428201	2	0
iṣṭikāni	iṣṭikāni	iṣṭikā	NOUN	dcs:72564	2	0
iṣṭutaḥ	iṣṭuta	iṣṭu	NOUN	dcs:367109	2	0
iṭām	iṭām	iṭ	NOUN	dcs:551562	2	0
jaganmātri	jaganmātri	jaganmātṛ	NOUN	dcs:105892	2	0
jagattrayām	jagattrayām	jagattraya	NOUN	dcs:582501	2	0
jaitrāyāḥ	jaitrāyā	jaitra	ADJ	dcs:283187	2	0
jaiṣṇavī	jaiṣnavī	jaiṣṇava	ADJ	dcs:359352	2	0
jaladhini	jaladhini	jaladhi	NOUN	dcs:367747	2	0
jalajaṃbukasya	jalajambukasya	jalajambukā	NOUN	dcs:427687	2	0
jalodbhavebhiḥ	jalodbhavebhi	jalodbhavā	NOUN	dcs:15261	2	0
janimānaḥ	janimāna	janiman	NOUN	dcs:603056	2	0
janitārā	janitārā	janitṛ	NOUN	dcs:601948	2	0
janmāntarau	janmāntarau	janmāntara	NOUN	dcs:620892	2	0
jaratkārvaḥ	jaratkārva	jaratkāru	NOUN	dcs:574411	2	0
jatum	jatum	jatu	NOUN	dcs:50982	2	0
jaṃhāḥ	janhā	jaṃhas	NOUN	dcs:600579	2	0
jemanā	jemanā	jeman	ADJ	dcs:611759	2	0
jetri	jetri	jetṛ	ADJ	dcs:142071	2	0
jetrīm	jetrīm	jetṛ	ADJ	dcs:624510	2	0
jighatsvam	jighatsvam	jighatsu	ADJ	dcs:633648	2	0
jighāṃsīyān	jighānsīyān	jighāṃsīyas	ADJ	dcs:751700	2	0
jigīṣam	jigīṣam	jigīṣā	NOUN	dcs:564086	2	0
jigīṣasya	jigīṣasya	jigīṣā	NOUN	dcs:626990	2	0
jigīṣeṇa	jigīṣena	jigīṣā	NOUN	dcs:616509	2	0
jitvānā	jitvānā	jitvan	ADJ	dcs:596931	2	0
jmāyantam	jmāyantam	jmāyat	ADJ	dcs:606161	2	0
jrayāḥ	jrayā	jrayas	NOUN	dcs:597573_1	2	0
jugupsān	jugupsān	jugupsā	NOUN	dcs:309109	2	0
juṣṭatamāsaḥ	juṣṭatamāsa	juṣṭatama	ADJ	dcs:593616_1	2	0
jvāleśvarau	jvāleśvarau	jvāleśvara	NOUN	dcs:422575	2	0
jyeṣṭhataḥ	jyeṣṭhata	jyeṣṭha	ADJ	dcs:680241	2	0
jyotiṣmāṁ	jyotiṣmām	jyotiṣmat	ADJ	dcs:639986	2	0
jyotsnaḥ	jyotsna	jyotsnā	NOUN	dcs:630456	2	0
jyāyasyai	jyāyasyai	jyāyas	ADJ	dcs:594513	2	0
jāgatyā	jāgatyā	jāgata	ADJ	dcs:681054	2	0
jāgatīṃ	jāgatīm	jāgata	ADJ	dcs:687335	2	0
jāgṛbhyaḥ	jāgṛbhya	jāgṛ	NOUN	dcs:552213	2	0
jālakām	jālakām	jālaka	NOUN	dcs:152701	2	0
jālmām	jālmām	jālma	ADJ	dcs:224827	2	0
jāmātri	jāmātri	jāmātṛ	NOUN	dcs:528223	2	0
jātakarmā	jātakarmā	jātakarman	NOUN	dcs:463783_1	2	0
jātiphalām	jātiphalām	jātiphala	NOUN	dcs:39429	2	0
jātvoḥ	jātvo	jātu	NOUN	dcs:552655	2	0
jīvātma	jīvātma	jīvātman	NOUN	dcs:77715	2	0
jūṭikaḥ	jūṭika	jūṭikā	NOUN	dcs:562458	2	0
jṛmbhaṇī	jṛmbhanī	jṛmbhaṇa	ADJ	dcs:436502	2	0
kadruvai	kadruvai	kadru	NOUN	dcs:436802	2	0
kadruvaḥ	kadruva	kadru	NOUN	dcs:605589_1	2	0
kakkaṭāsaḥ	kakkaṭāsa	kakkaṭa	NOUN	dcs:647378_1	2	0
kakuhāsaḥ	kakuhāsa	kakuha	ADJ	dcs:592850	2	0
kakundarau	kakundarau	kakundara	NOUN	dcs:23984	2	0
kakṣadharāṇi	kakṣadharāni	kakṣadhara	NOUN	dcs:6275	2	0
kakṣāṇi	kakṣāni	kakṣa	NOUN	dcs:449143	2	0
kalatrām	kalatrām	kalatra	NOUN	dcs:525038	2	0
kalaṅkakalam	kalankakalam	kalaṅkakalā	NOUN	dcs:368089	2	0
kalaṅkayā	kalankayā	kalaṅka	NOUN	dcs:487743	2	0
kalevarayā	kalevarayā	kalevara	NOUN	dcs:367553	2	0
kalyāṇābhiḥ	kalyānābhi	kalyāṇa	ADJ	dcs:270531	2	0
kalyāṇāyāḥ	kalyānāyā	kalyāṇa	ADJ	dcs:125407	2	0
kambūkāṁ	kambūkām	kambūka	NOUN	dcs:639084	2	0
kanakapurītaḥ	kanakapurīta	kanakapurī	NOUN	dcs:621485	2	0
kandinī	kandinī	kandin	ADJ	dcs:362162	2	0
kapardikaḥ	kapardika	kapardikā	NOUN	dcs:561560	2	0
kapolabhittini	kapolabhittini	kapolabhitti	NOUN	dcs:103007	2	0
kapālikam	kapālikam	kapālikā	NOUN	dcs:429153	2	0
karapallavām	karapallavām	karapallava	NOUN	dcs:585038	2	0
karaṇḍakām	karanḍakām	karaṇḍaka	NOUN	dcs:562501	2	0
karaṭāmukhān	karaṭāmukhān	karaṭāmukha	NOUN	dcs:179889	2	0
karhyoḥ	karhyo	karhi	NOUN	dcs:552518	2	0
karmendriyāḥ	karmendriyā	karmendriya	NOUN	dcs:578364	2	0
karmmaṇām	karmmanām	karman	NOUN	dcs:561607	2	0
karpaṭām	karpaṭām	karpaṭa	NOUN	dcs:527491	2	0
karvarebhiḥ	karvarebhi	karvara	NOUN	dcs:673869	2	0
karṇabhūṣaṇā	karnabhūṣanā	karṇabhūṣaṇa	NOUN	dcs:562098	2	0
karṇejapāni	karnejapāni	karṇejapa	NOUN	dcs:578273	2	0
karṇikebhiḥ	karnikebhi	karṇikā	NOUN	dcs:123402	2	0
karṣām	karṣām	karṣa	NOUN	dcs:493935	2	0
katakāni	katakāni	kataka	NOUN	dcs:12178	2	0
katamānām	katamānām	katama	PRON	dcs:551388	2	0
kathami	kathami	katham	NOUN	dcs:552656	2	0
kathaṃkathaḥ	kathankatha	kathaṃkathā	NOUN	dcs:721856	2	0
kaupīnāḥ	kaupīnā	kaupīna	NOUN	dcs:307945	2	0
kauraveyāṇi	kauraveyāni	kauraveya	ADJ	dcs:252687	2	0
kautukau	kautukau	kautuka	NOUN	dcs:6485	2	0
kauśalābhiḥ	kauśalābhi	kauśala	NOUN	dcs:489354	2	0
kauśalām	kauśalām	kauśala	NOUN	dcs:489390	2	0
kauṇḍinyakāḥ	kaunḍinyakā	kauṇḍinyaka	NOUN	dcs:10823	2	0
kavitvanā	kavitvanā	kavitvana	NOUN	dcs:605362	2	0
kaśāvantā	kaśāvantā	kaśāvat	ADJ	dcs:604947	2	0
kaṅgunīpattraḥ	kangunīpattra	kaṅgunīpattrā	NOUN	dcs:20773	2	0
kaṇḍūni	kanḍūni	kaṇḍu	NOUN	dcs:40294	2	0
kaṇṭakāyām	kanṭakāyām	kaṇṭaka	NOUN	dcs:632563	2	0
kaṇṭhikam	kanṭhikam	kaṇṭhikā	NOUN	dcs:526378	2	0
kaṇṭhikebhiḥ	kanṭhikebhi	kaṇṭhikā	NOUN	dcs:408698	2	0
kaṣkaṣāsa	kaṣkaṣāsa	kaṣkaṣa	NOUN	dcs:635501	2	0
kaṭakām	kaṭakām	kaṭaka	NOUN	dcs:568377	2	0
kaṭapūtanataḥ	kaṭapūtanata	kaṭapūtana	NOUN	dcs:655467	2	0
kaṭhallā	kaṭhallā	kaṭhalla	NOUN	dcs:643009	2	0
kaṭhalyā	kaṭhalyā	kaṭhalya	NOUN	dcs:658675	2	0
kaṭphalāni	kaṭphalāni	kaṭphala	NOUN	dcs:58315	2	0
kekam	kekam	kekā	NOUN	dcs:522706	2	0
ketakāni	ketakāni	ketaka	NOUN	dcs:338510	2	0
ketasāpaḥ	ketasāpa	ketasap	ADJ	dcs:599657	2	0
ketuna	ketuna	ketu	NOUN	dcs:599812	2	0
ketāṁ	ketām	keta	NOUN	dcs:594965	2	0
keśara	keśara	kesara	NOUN	dcs:666471	2	0
keśavantā	keśavantā	keśavat	ADJ	dcs:611734	2	0
keśayā	keśayā	keśa	ADJ	dcs:159049	2	0
keśāntāni	keśāntāni	keśānta	NOUN	dcs:192765	2	0
keśāsu	keśāsu	keśa	NOUN	dcs:485736	2	0
keśāyāḥ	keśāyā	keśa	ADJ	dcs:562594	2	0
khaci	khaci	khac	NOUN	dcs:554651	2	0
khalvāni	khalvāni	khalva	NOUN	dcs:154824	2	0
khanitrī	khanitrī	khanitṛ	ADJ	dcs:162711	2	0
khurāṇi	khurāni	khura	NOUN	dcs:33392	2	0
khādirābhiḥ	khādirābhi	khādira	ADJ	dcs:466126	2	0
kikkisāni	kikkisāni	kikkisa	NOUN	dcs:29923	2	0
kirātatiktakāni	kirātatiktakāni	kirātatiktaka	NOUN	dcs:2797	2	0
kirātatiktāni	kirātatiktāni	kirātatikta	NOUN	dcs:7557	2	0
kisalayām	kisalayām	kisalaya	NOUN	dcs:573406	2	0
kiyan	kiyan	kiyat	ADJ	dcs:620237	2	0
kiyāti	kiyāti	kiyat	ADJ	dcs:594191	2	0
kleśayā	kleśayā	kleśa	NOUN	dcs:622721	2	0
kodravāṇi	kodravāni	kodrava	NOUN	dcs:747833	2	0
kośinīḥ	kośinī	kośin	ADJ	dcs:683119	2	0
koṇām	konām	koṇa	NOUN	dcs:439091	2	0
koṇāni	konāni	koṇa	NOUN	dcs:629882	2	0
koṣṭhāgārāḥ	koṣṭhāgārā	koṣṭhāgāra	NOUN	dcs:655694	2	0
kratumantā	kratumantā	kratumat	ADJ	dcs:595630	2	0
kratūṃr	kratūnr	kratu	NOUN	dcs:686536	2	0
krayaṇyāḥ	krayanyā	krayaṇa	ADJ	dcs:685934	2	0
krayaṇī	krayanī	krayaṇa	ADJ	dcs:685939	2	0
krayaṇīm	krayanīm	krayaṇa	ADJ	dcs:650394_1	2	0
kretri	kretri	kretṛ	ADJ	dcs:482580	2	0
krośanāsaḥ	krośanāsa	krośana	ADJ	dcs:609834_1	2	0
kroḥ	kro	kṛ	NOUN	dcs:551850	2	0
kruśoḥ	kruśo	kruś	NOUN	dcs:552472	2	0
krāmaṇā	krāmanā	krāmaṇa	NOUN	dcs:434221	2	0
kukkuṭavratāḥ	kukkuṭavratā	kukkuṭavrata	NOUN	dcs:629765	2	0
kulastriyāḥ	kulastriyā	kulastrī	NOUN	dcs:752369	2	0
kulmalām	kulmalām	kulmala	NOUN	dcs:634237_1	2	0
kumbataḥ	kumbata	kumba	NOUN	dcs:670277	2	0
kumāryaṃ	kumāryam	kumārī	NOUN	dcs:640731	2	0
kumārābhiḥ	kumārābhi	kumāra	ADJ	dcs:355098	2	0
kurkuṭāni	kurkuṭāni	kurkuṭa	NOUN	dcs:101005	2	0
kustriyaḥ	kustriya	kustrī	NOUN	dcs:619725	2	0
kusuruvinda	kusuruvinda	kusurubinda	NOUN	dcs:772265	2	0
kutukām	kutukām	kutuka	NOUN	dcs:365815	2	0
kuśāmbu	kuśāmbu	kuśāmba	NOUN	dcs:513475	2	0
kuśīlā	kuśīlā	kuśīla	ADJ	dcs:421960	2	0
kuśīlāṃ	kuśīlām	kuśīla	ADJ	dcs:111917	2	0
kuḍubaḥ	kuḍuba	kuḍava	NOUN	dcs:465326	2	0
kuṇḍataḥ	kunḍata	kuṇḍa	NOUN	dcs:624698	2	0
kuṣṭhikam	kuṣṭhikam	kuṣṭhikā	NOUN	dcs:744692_1	2	0
kuṭīrakāṇi	kuṭīrakāni	kuṭīraka	NOUN	dcs:365001	2	0
kvāthāni	kvāthāni	kvātha	NOUN	dcs:27513	2	0
kālabavi	kālabavi	kālabavin	NOUN	dcs:696266	2	0
kāmabhiḥ	kāmabhi	kāma	NOUN	dcs:628575_1	2	0
kāmasūtrām	kāmasūtrām	kāmasūtra	NOUN	dcs:449977	2	0
kāmbhoja	kāmbhoja	kāmboja	NOUN	dcs:513209	2	0
kāmikīm	kāmikīm	kāmika	ADJ	dcs:306955	2	0
kāmāyūḥ	kāmāyū	kāmāyus	NOUN	dcs:590357	2	0
kānanān	kānanān	kānana	NOUN	dcs:129655	2	0
kāntinā	kāntinā	kānti	NOUN	dcs:619191	2	0
kārakāyāḥ	kārakāyā	kāraka	ADJ	dcs:449985	2	0
kārikam	kārikam	kārikā	NOUN	dcs:467570	2	0
kārṣakāṇi	kārṣakāni	kārṣaka	ADJ	dcs:429826	2	0
kāvyebhiḥ	kāvyebhi	kāvya	NOUN	dcs:697039	2	0
kāvān	kāvān	kāva	NOUN	dcs:342707	2	0
kāyataḥ	kāyata	kāya	NOUN	dcs:645853	2	0
kāyām	kāyām	kāya	NOUN	dcs:333880	2	0
kāśiyoḥ	kāśiyo	kāśi	NOUN	dcs:439349	2	0
kāśmaryāṇi	kāśmaryāni	kāśmarya	NOUN	dcs:64934	2	0
kāṣṭhadāruṇī	kāṣṭhadārunī	kāṣṭhadāru	NOUN	dcs:483540	2	0
kīlikam	kīlikam	kīlikā	NOUN	dcs:627355	2	0
kīstāsaḥ	kīstāsa	kīsta	NOUN	dcs:594571	2	0
kūdyaṃ	kūdyam	kūdī	NOUN	dcs:635405	2	0
kūśmāṇḍa	kūśmānḍa	kūṣmāṇḍa	NOUN	dcs:746158	2	0
kṛsarebhiḥ	kṛsarebhi	kṛsarā	NOUN	dcs:6897	2	0
kṛśanebhiḥ	kṛśanebhi	kṛśana	NOUN	dcs:610762_1	2	0
kṛśāsa	kṛśāsa	kṛśa	ADJ	dcs:518881	2	0
kṛṣīvalām	kṛṣīvalām	kṛṣīvala	NOUN	dcs:612418	2	0
kṣadmā	kṣadmā	kṣadman	NOUN	dcs:592493	2	0
kṣatrān	kṣatrān	kṣatra	NOUN	dcs:601592	2	0
kṣattryāṃ	kṣattryām	kṣatrī	NOUN	dcs:519083	2	0
kṣaudraśarkarebhiḥ	kṣaudraśarkarebhi	kṣaudraśarkarā	NOUN	dcs:9671	2	0
kṣaumām	kṣaumām	kṣauma	NOUN	dcs:763632	2	0
kṣaṇām	kṣanām	kṣaṇa	NOUN	dcs:177657	2	0
kṣemadhanva	kṣemadhanva	kṣemadhanvan	NOUN	dcs:759024	2	0
kṣemebhiḥ	kṣemebhi	kṣema	NOUN	dcs:606599	2	0
kṣetrān	kṣetrān	kṣetra	NOUN	dcs:324267	2	0
kṣobhām	kṣobhām	kṣobha	NOUN	dcs:293899	2	0
kṣṇuvaḥ	kṣnuva	kṣṇu	NOUN	dcs:551769	2	0
laghuvoḥ	laghuvo	laghu	ADJ	dcs:42035	2	0
laghīyāḥ	laghīyā	laghīyas	ADJ	dcs:187724	2	0
laktakān	laktakān	laktaka	NOUN	dcs:65813	2	0
lakuli	lakuli	lakulin	NOUN	dcs:377231	2	0
lalitakau	lalitakau	lalitaka	ADJ	dcs:763270	2	0
lalāṭau	lalāṭau	lalāṭa	NOUN	dcs:302126	2	0
lalāṭā	lalāṭā	lalāṭa	NOUN	dcs:489168	2	0
lalāṭābhiḥ	lalāṭābhi	lalāṭa	NOUN	dcs:630430	2	0
lalāṭān	lalāṭān	lalāṭa	NOUN	dcs:142230	2	0
lalāṭī	lalāṭī	lalāṭa	ADJ	dcs:666730	2	0
latebhiḥ	latebhi	latā	NOUN	dcs:487747	2	0
latena	latena	latā	NOUN	dcs:355058	2	0
latāni	latāni	latā	NOUN	dcs:573916	2	0
laukikāṃ	laukikām	laukika	ADJ	dcs:387734	2	0
lekhyataḥ	lekhyata	lekhya	NOUN	dcs:668486	2	0
lekhāni	lekhāni	lekhā	NOUN	dcs:357521	2	0
lepabhāgi	lepabhāgi	lepabhāgin	NOUN	dcs:334575	2	0
lipsena	lipsena	lipsā	NOUN	dcs:614672	2	0
liyaḥ	liya	lī	NOUN	dcs:551774	2	0
lokamātryāḥ	lokamātryā	lokamātṛ	NOUN	dcs:68240	2	0
lokayātraḥ	lokayātra	lokayātrā	NOUN	dcs:90421	2	0
lomnyā	lomnyā	loman	NOUN	dcs:389656_1	2	0
lomnīm	lomnīm	loman	NOUN	dcs:424297	2	0
lomānam	lomānam	loman	NOUN	dcs:140665	2	0
lomānaḥ	lomāna	loman	NOUN	dcs:767794	2	0
loṣṭha	loṣṭha	loṣṭa	NOUN	dcs:424492_1	2	0
luṭaḥ	luṭa	luṭ	NOUN	dcs:552175	2	0
luṭhanāyāḥ	luṭhanāyā	luṭhana	NOUN	dcs:563408	2	0
luṭi	luṭi	luṭ	NOUN	dcs:551797	2	0
luṭoḥ	luṭo	luṭ	NOUN	dcs:552208	2	0
lvaḥ	lva	lū	NOUN	dcs:552324	2	0
lvoḥ	lvo	lū	NOUN	dcs:552541	2	0
lākṣam	lākṣam	lākṣā	NOUN	dcs:40223	2	0
lālāṭāyām	lālāṭāyām	lālāṭa	ADJ	dcs:39583	2	0
lāvaṇām	lāvanām	lāvaṇa	ADJ	dcs:359782	2	0
lāñchanām	lānchanām	lāñchana	NOUN	dcs:616679	2	0
lāñchanāḥ	lānchanā	lāñchana	NOUN	dcs:577661	2	0
lāṅgalākhyām	lāngalākhyām	lāṅgalākhya	NOUN	dcs:16041	2	0
lāṅgulau	lāngulau	lāṅgula	NOUN	dcs:60726	2	0
lāṅgūlām	lāngūlām	lāṅgūla	NOUN	dcs:444439	2	0
līlasya	līlasya	līlā	NOUN	dcs:355311	2	0
madhuchandaḥ	madhuchanda	madhucchandas	NOUN	dcs:748676_2	2	0
madhurima	madhurima	madhuriman	NOUN	dcs:365852	2	0
madhyāyuva	madhyāyuva	madhyāyu	ADJ	dcs:595491	2	0
mahendravarma	mahendravarma	mahendravarman	NOUN	dcs:615433	2	0
mahimāni	mahimāni	mahiman	NOUN	dcs:88478	2	0
mahāmātrataḥ	mahāmātrata	mahāmātra	NOUN	dcs:644215	2	0
mahāmāṃsā	mahāmānsā	mahāmāṃsa	NOUN	dcs:618655	2	0
mahānarma	mahānarma	mahānarman	NOUN	dcs:100363	2	0
mahārathyam	mahārathyam	mahārathyā	NOUN	dcs:180066	2	0
mahāsālasya	mahāsālasya	mahāśāla	NOUN	dcs:760121	2	0
mahāyogi	mahāyogi	mahāyogin	NOUN	dcs:337450	2	0
mainākasvasrī	mainākasvasrī	mainākasvasṛ	NOUN	dcs:590303	2	0
maitrayā	maitrayā	maitra	ADJ	dcs:92344	2	0
maitrām	maitrām	maitra	ADJ	dcs:196132	2	0
majjanām	majjanām	majjan	NOUN	dcs:7842	2	0
makhasyuvam	makhasyuvam	makhasyu	ADJ	dcs:608135	2	0
makhasyuvaḥ	makhasyuva	makhasyu	ADJ	dcs:607813	2	0
makhāsaḥ	makhāsa	makha	NOUN	dcs:593577	2	0
makuṭāḥ	makuṭā	makuṭa	NOUN	dcs:394190	2	0
makṣūbhiḥ	makṣūbhi	makṣū	ADJ	dcs:604959	2	0
malinīkaraṇāḥ	malinīkaranā	malinīkaraṇa	NOUN	dcs:443007	2	0
malāpahaḥ	malāpaha	malāpahā	NOUN	dcs:404404	2	0
manaskau	manaskau	manaska	NOUN	dcs:487214	2	0
mandirām	mandirām	mandira	NOUN	dcs:576983	2	0
