root	preverb	sense	gita_count	prefixus_forms	prefixus_sample_form	class_freqs	sources
paṭh	pra-			1	prapaṭh		prefixus
paṭh	sam-			1	sampaṭh		prefixus
pekṣ	a-			1	apekṣ		prefixus
pekṣ	vya-			1	vyapekṣ		prefixus
pekṣay	a-			1	apekṣay		prefixus
peśīkṛ				1	peśīkṛ	8:2	prefixus+classfreq
peṣay				1	peṣay	10:257	prefixus+classfreq
peṣay	pari-			1	paripeṣay		prefixus
peṣay	pra-			1	prapeṣay		prefixus
peṣay	saṃ-			1	saṃpeṣay		prefixus
peṣay	saṃpra-			1	saṃprapeṣay		prefixus
peṣay	su-			1	supeṣay		prefixus
peṣay	vi-			1	vipeṣay		prefixus
phal				1	phal	1:117	prefixus+classfreq
phal	prati-			1	pratiphal		prefixus
phal	vi-			1	viphal		prefixus
phalībhū	sa-			1	saphalībhū		prefixus
phalīkṛ	sa-			1	saphalīkṛ		prefixus
phalīkṛ	vi-			1	viphalīkṛ		prefixus
phenībhū				1	phenībhū	1:1	prefixus+classfreq
phull						6:1	classfreq
phāṇay						10:2	classfreq
phūtkṛ				1	phūtkṛ	8:12	prefixus+classfreq
pi	a-			1	ape		prefixus
pi	vya-			1	vyape		prefixus
pidhā				1	pidhā	3:179	prefixus+classfreq
pidhā	pra-			1	prapidhā		prefixus
pidhāpay				1	pidhāpay	10:5	prefixus+classfreq
pillībhū				1	pillībhū	1:1	prefixus+classfreq
pinah				1	pinah	4:22	prefixus+classfreq
pinv						1:97	classfreq
piç				1	piś		prefixus
piç	abhi-			1	abhipiś		prefixus
piñjarīkṛ						8:3	classfreq
piś						6:25	classfreq
piṅgīkṛ						8:1	classfreq
piṇḍībhū				1	piṇḍībhū	1:3	prefixus+classfreq
piṇḍīkṛ				1	piṇḍīkṛ	8:15	prefixus+classfreq
piṣ				1	piṣ	1:989	prefixus+classfreq
piṣ	anusaṃ-			1	anusaṃpiṣ		prefixus
piṣ	ava-			1	avapiṣ		prefixus
piṣ	pari-			1	paripiṣ		prefixus
piṣ	pra-			1	prapiṣ		prefixus
piṣ	prati-			1	pratipiṣ		prefixus
piṣ	sam-			1	sampiṣ		prefixus
piṣ	vi-			1	vipiṣ		prefixus
piṣ	vini-			1	vinipiṣ		prefixus
piṣṭībhū				1	piṣṭībhū	1:2	prefixus+classfreq
piṣṭīkṛ				1	piṣṭīkṛ	8:11	prefixus+classfreq
plu				1	plu	1:262	prefixus+classfreq
plu	abhi-			1	abhiplu		prefixus
plu	abhipari-			1	abhipariplu		prefixus
plu	abhisam-			1	abhisamplu		prefixus
plu	anu-			1	anuplu		prefixus
plu	ava-			1	avaplu		prefixus
plu	pari-			1	pariplu		prefixus
plu	sam-			1	samplu		prefixus
plu	samabhi-			1	samabhiplu		prefixus
plu	sampari-			1	sampariplu		prefixus
plu	samā-			1	samāplu		prefixus
plu	udā-			1	udāplu		prefixus
plu	upa-			1	upaplu		prefixus
plu	vi-			1	viplu		prefixus
plu	ā-			1	āplu		prefixus
pluṣ				1	pluṣ	4:18	prefixus+classfreq
pluṣ	saṃ-			1	saṃpluṣ		prefixus
pluṣ	ā-			1	āpluṣ		prefixus
plāvay				1	plāvay	10:89	prefixus+classfreq
plāvay	abhi-			1	abhiplāvay		prefixus
plāvay	pari-			1	pariplāvay		prefixus
plāvay	samā-			1	samāplāvay		prefixus
plāvay	saṃ-			1	saṃplāvay		prefixus
plāvay	vi-			1	viplāvay		prefixus
plāvay	ā-			1	āplāvay		prefixus
poh	a-			1	apoh		prefixus
poh	vya-			1	vyapoh		prefixus
pojh	vya-			1	vyapojh		prefixus
pothay				1	pothay	10:44	prefixus+classfreq
pothay	apa-			1	apapothay		prefixus
pothay	ava-			1	avapothay		prefixus
pothay	prati-			1	pratipothay		prefixus
pothay	sam-			1	sampothay		prefixus
pothay	samā-			1	samāpothay		prefixus
pothay	vi-			1	vipothay		prefixus
pothay	ā-			1	āpothay		prefixus
poṣay				1	poṣay	10:33	prefixus+classfreq
poṣay	pari-			1	paripoṣay		prefixus
prabandh						9:13	classfreq
prabandhay						10:2	classfreq
prabhaj						1:1	classfreq
prabhakṣ						1:1	classfreq
prabhakṣay						10:4	classfreq
prabhañj						4:76	classfreq
prabhaṣ						1:1	classfreq
prabheday						10:2	classfreq
prabhid						7:99	classfreq
prabhraṁś						4:19	classfreq
prabhraṁśay						10:5	classfreq
prabhrāj						1:1	classfreq
prabhrāmay						10:1	classfreq
prabhuj						6:3|7:5	classfreq
prabhā						2:74	classfreq
prabhās						1:9	classfreq
prabhāsay						10:6	classfreq
prabhāvay						10:42	classfreq
prabhāṣ						1:75	classfreq
prabhāṣay						10:1	classfreq
prabhī						3:1	classfreq
prabhū						1:295	classfreq
prabhūṣ						1:3	classfreq
prabhṛ						1:16	classfreq
prabodhay						10:67	classfreq
prabrū						2:169	classfreq
prabudh						4:179	classfreq
prabādh						9:43	classfreq
pracakṣ						2:163	classfreq
pracal						1:79	classfreq
pracalay						10:2	classfreq
pracar						1:94	classfreq
pracch						1:2435	classfreq
pracchad						1:148	classfreq
praccharday						10:5	classfreq
praccheday						10:1	classfreq
pracchid						4:34	classfreq
pracchā						4:17	classfreq
pracchāday						10:127	classfreq
praccyāvay						10:24	classfreq
pracetay						10:1	classfreq
prach		ask	1				semantics
prach	abhi-			1	abhiprach		prefixus
prach	anu-			1	anuprach		prefixus
prach	upasaṃ-			1	upasaṃprach		prefixus
praci						5:20	classfreq
pracintay						10:11	classfreq
pracit						1:1	classfreq
pracoday						10:182	classfreq
pracud						1:1	classfreq
pracurībhū						1:1	classfreq
pracyotay						10:1	classfreq
pracyu						1:90	classfreq
pracālay						10:14	classfreq
pracāray						10:5	classfreq
pracṛt						6:1	classfreq
pradah						4:110	classfreq
pradakṣiṇīkṛ						8:87	classfreq
pradarśay						10:147	classfreq
pradehay						10:2	classfreq
pradham						1:57	classfreq
pradhanv						1:1	classfreq
pradharṣay						10:42	classfreq
pradhmāpay						10:17	classfreq
pradhvan						1:2	classfreq
pradhvanay						10:1	classfreq
pradhvaṁs						1:18	classfreq
pradhvaṁsay						10:2	classfreq
pradhyā						4:30	classfreq
pradhā						3:2	classfreq
pradhāray						10:9	classfreq
pradhāv						1:174	classfreq
pradhāvay						10:2	classfreq
pradhī						3:2	classfreq
pradhū						5:5	classfreq
pradhṛ						1:1	classfreq
pradhṛṣ						5:3	classfreq
pradih						6:42	classfreq
pradiś						6:107	classfreq
pradru						1:243	classfreq
pradrāvay						10:20	classfreq
pradu						4:7	classfreq
praduh						4:3	classfreq
praduṣ						4:90	classfreq
pradviṣ						6:14	classfreq
pradyotay						10:3	classfreq
pradyut						1:2	classfreq
pradā						3:1124	classfreq
pradāpay						10:205	classfreq
pradāray						10:2	classfreq
pradīkṣ						1:1	classfreq
pradīp						4:183	classfreq
pradīpay						10:36	classfreq
pradīv						4:1	classfreq
pradūṣay						10:33	classfreq
pradṛ						2:4	classfreq
pradṛp						4:1	classfreq
pradṛś						4:64	classfreq
pragad						1:2	classfreq
pragal						1:3	classfreq
pragalbh						1:11	classfreq
pragam						1:23	classfreq
pragarj						1:2	classfreq
pragaṇay						10:2	classfreq
praghar						1:3	classfreq
pragharṣay						10:1	classfreq
praghoṣay						10:2	classfreq
praghrā						4:2	classfreq
praghuṣ						1:2	classfreq
praghātay						10:22	classfreq
praghṛṣ						1:4	classfreq
pragopay						10:1	classfreq
pragrah						9:343	classfreq
pragranth						9:1	classfreq
pragras						1:2	classfreq
praguh						1:1	classfreq
pragup						1:1	classfreq
praguṇībhū						1:1	classfreq
pragā						3:17|4:28	classfreq
pragāh						1:1	classfreq
pragālay						10:4	classfreq
pragṛ						9:3	classfreq
prahan						2:36	classfreq
praharṣay						10:38	classfreq
prahas						1:455	classfreq
prahi						5:338	classfreq
prahiṁs						7:1	classfreq
prahlād						1:1	classfreq
prahlāday						10:18	classfreq
prahu						3:14	classfreq
prahvībhū						1:1	classfreq
prahvīkṛ						8:1	classfreq
prahā						3:168	classfreq
prahāpay						10:1	classfreq
prahāray						10:1	classfreq
prahāsay						10:1	classfreq
prahṛ						2:323	classfreq
prahṛṣ						4:445	classfreq
prajalp						1:9	classfreq
prajan						4:488	classfreq
prajanay						10:41	classfreq
prajap						1:40	classfreq
praji						1:10	classfreq
prajuṣ						6:1	classfreq
prajval						1:197	classfreq
prajvalay						10:1	classfreq
prajvālay						10:107	classfreq
prajñapay						10:73	classfreq
prajñā						9:235	classfreq
prajñāpay						10:30	classfreq
prajāgṛ						2:1	classfreq
prajāray						10:1	classfreq
prajīv						1:2	classfreq
prajṛmbh						1:1	classfreq
praj￞						4:11	classfreq
prakalpay						10:219	classfreq
prakamp						1:48	classfreq
prakampay						10:19	classfreq
prakathay						10:10	classfreq
prakaṭībhū						1:7	classfreq
prakaṭīkṛ						8:24	classfreq
prakhalīkṛ						8:1	classfreq
prakhyā						2:64	classfreq
prakhyāpay						10:6	classfreq
prakleday						10:3	classfreq
praklid						4:31	classfreq
prakopay						10:23	classfreq
prakram						6:203	classfreq
prakramay						10:1	classfreq
prakrośay						10:1	classfreq
prakrudh						4:2	classfreq
prakruś						1:38	classfreq
prakrīḍ						1:15	classfreq
prakrīḍay						10:1	classfreq
prakup						4:160	classfreq
prakuṭ						4:1	classfreq
prakuṭṭay						10:2	classfreq
prakvath						1:1	classfreq
prakvāthay						10:1	classfreq
prakālay						10:8	classfreq
prakāmay						10:2	classfreq
prakāray						10:10	classfreq
prakāś						1:257	classfreq
prakāśay						10:203	classfreq
prakāśīkṛ						8:2	classfreq
prakāṅkṣ						1:5	classfreq
prakīrtay						10:544	classfreq
prakūj						1:1	classfreq
prakṛ						8:536	classfreq
prakṛt						6:5	classfreq
prakṛṣ						6:66	classfreq
prakṣapay						10:2	classfreq
prakṣar						1:2	classfreq
prakṣepay						10:6	classfreq
prakṣi						5:52	classfreq
prakṣip						6:357	classfreq
prakṣobhay						10:2	classfreq
prakṣubh						9:12	classfreq
prakṣveḍay						10:2	classfreq
prakṣālay						10:250	classfreq
prakṣāray						10:1	classfreq
prakﾱp						1:13	classfreq
prak￞						6:101	classfreq
pralabh						1:18	classfreq
pralakṣay						10:2	classfreq
pralamb						1:5	classfreq
pralambay						10:2	classfreq
pralambīkṛ						8:1	classfreq
pralap						4:36	classfreq
pralepay						10:120	classfreq
pralih						2:6	classfreq
pralikh						6:2	classfreq
pralip						6:69	classfreq
pralobhay						10:31	classfreq
pralubh						4:3	classfreq
praluj						4:4	classfreq
pralup						6:4	classfreq
praluñc						1:2	classfreq
pralālay						10:1	classfreq
pralī						4:112	classfreq
pralū						9:1	classfreq
pramad						4:187	classfreq
pramajj						1:1	classfreq
pramanthay						10:1	classfreq
pramarday						10:26	classfreq
pramath						1:108	classfreq
prami						5:1	classfreq
pramih						1:18	classfreq
pramil						6:2	classfreq
pramlā						4:6	classfreq
pramlānībhū						1:2	classfreq
pramocay						10:7	classfreq
pramoday						10:4	classfreq
pramohay						10:5	classfreq
pramokṣay						10:1	classfreq
pramuc						6:313	classfreq
pramud						1:134	classfreq
pramuh						4:28	classfreq
pramuṣ						9:1	classfreq
pramā						3:138	classfreq
pramāday						10:3	classfreq
pramāpay						10:14	classfreq
pramārjay						10:5	classfreq
pramāthay						10:1	classfreq
pramāṇay						10:3	classfreq
pramāṇīkṛ						8:14	classfreq
pramī						9:13	classfreq
pramīl						1:2	classfreq
pramṛ						4:2|9:8	classfreq
pramṛd						9:30	classfreq
pramṛj						2:81	classfreq
pramṛś						6:2	classfreq
pramṛṣ						4:4	classfreq
pranartay						10:1	classfreq
pranṛt						4:45	classfreq
prapac						1:10	classfreq
prapad						4:590	classfreq
praparīkṣ						1:2	classfreq
prapat						1:167	classfreq
prapaś						4:183	classfreq
prapaṭh						1:6	classfreq
prapeṣay						10:23	classfreq
prapidhā						3:9	classfreq
prapiṣ						7:4	classfreq
praplu						1:2	classfreq
prapruth						1:1	classfreq
prapuṣ						9:6	classfreq
prapuṭ						6:7	classfreq
prapyā						4:3	classfreq
prapā						1:37	classfreq
prapācay						10:1	classfreq
prapāday						10:13	classfreq
prapālay						10:2	classfreq
prapātay						10:2	classfreq
prapāṭay						10:1	classfreq
prapīḍay						10:98	classfreq
prapū						9:4	classfreq
prapūjay						10:100	classfreq
prapūray						10:50	classfreq
prapṛc						7:1	classfreq
prap￞						9:2	classfreq
prarakṣ						1:1	classfreq
praran						4:1	classfreq
prarch						6:1	classfreq
prari						9:1	classfreq
praric						7:1	classfreq
prarocay						10:5	classfreq
prarodhay						10:1	classfreq
praropay						10:1	classfreq
praruc						1:1	classfreq
prarud						2:55	classfreq
prarudh						7:2	classfreq
praruh						6:55	classfreq
praruj						6:6	classfreq
prarādh						5:1	classfreq
prarāj						2:1	classfreq
prasad						1:931	classfreq
prasah						1:198	classfreq
prasamāp						5:1	classfreq
prasamīkṣ						1:65	classfreq
prasannībhū						1:1	classfreq
prasannīkṛ						8:2	classfreq
prasarpay						10:3	classfreq
prasañj						1:209	classfreq
prasañjay						10:3	classfreq
prasaṁdhā						3:2	classfreq
prasaṁkhyā						2:22	classfreq
prasecay						10:3	classfreq
prasev						1:1	classfreq
prasic						4:28	classfreq
prasidh						1:1|4:363	classfreq
praskand						1:36	classfreq
praskanday						10:2	classfreq
praskhal						1:25	classfreq
prasmi						1:1	classfreq
prasmṛ						1:4	classfreq
prasnapay						10:1	classfreq
prasnu						2:8	classfreq
prasnā						2:7	classfreq
prasnāpay						10:2	classfreq
praspand						1:8	classfreq
prasphoṭay						10:1	classfreq
prasphur						6:36	classfreq
prasphuṭ						6:2	classfreq
prasrambh						1:3	classfreq
prasraṁs						1:5	classfreq
prasru						1:76	classfreq
prasrāvay						10:2	classfreq
prastambh						9:3	classfreq
prasthā						1:441	classfreq
prasthāpay						10:98	classfreq
prastu						6:83	classfreq
prastubh						2:1	classfreq
prastāray						10:1	classfreq
prastāvay						10:1	classfreq
prastṛ						1:6	classfreq
prasu						5:3	classfreq
prasvan						1:1	classfreq
prasvap						2:173	classfreq
prasveday						10:1	classfreq
prasvid						4:11	classfreq
prasvāpay						10:8	classfreq
prasyand						1:3	classfreq
prasyanday						10:3	classfreq
prasāday						10:299	classfreq
prasādhay						10:44	classfreq
prasādīkṛ						8:3	classfreq
prasāray						10:145	classfreq
prasū						2:463	classfreq
prasūday						10:1	classfreq
prasṛ						3:177	classfreq
prasṛj						4:25	classfreq
prasṛp						1:44	classfreq
prasṛtīkṛ						8:1	classfreq
pratak						2:1	classfreq
pratam						4:14	classfreq
pratan						8:43	classfreq
pratanūkṛ						8:4	classfreq
pratap						1:118	classfreq
pratarpay						10:7	classfreq
pratarṣay						10:1	classfreq
prath				1	prath	1:273	prefixus+classfreq
prath	saṃ-			1	saṃprath		prefixus
prath	vi-			1	viprath		prefixus
prathay						10:54	classfreq
pratibandh						9:59	classfreq
pratibhaj						1:1	classfreq
pratibhañj						7:1	classfreq
pratibhid						7:4	classfreq
pratibhojay						10:4	classfreq
pratibhuj						7:4	classfreq
pratibhā						2:154	classfreq
pratibhās						1:7	classfreq
pratibhāvay						10:1	classfreq
pratibhāṣ						1:172	classfreq
pratibhū						1:2	classfreq
pratibhūṣ						1:4	classfreq
pratibhṛ						1:7	classfreq
pratibimbīkṛ						8:1	classfreq
pratibodhay						10:42	classfreq
pratibrū						2:35	classfreq
pratibudh						4:150	classfreq
pratibādh						1:23	classfreq
praticakṣ						2:6	classfreq
pratical						1:2	classfreq
praticar						1:2	classfreq
praticchad						1:57	classfreq
praticchid						7:2	classfreq
praticchāday						10:4	classfreq
praticintay						10:1	classfreq
praticoday						10:6	classfreq
praticumb						1:1	classfreq
pratidah						1:3	classfreq
pratidarśay						10:2	classfreq
pratideśay						10:2	classfreq
pratidhvaṁs						1:2	classfreq
pratidhā						3:24	classfreq
pratidhāpay						10:1	classfreq
pratidhāray						10:1	classfreq
pratidhāv						1:3	classfreq
pratidhṛṣ						5:2	classfreq
pratidiś						6:2	classfreq
pratiduṣ						4:1	classfreq
pratidā						4:26	classfreq
pratidāpay						10:5	classfreq
pratidīv						4:3	classfreq
pratidūṣay						10:2	classfreq
pratidṛś						4:84	classfreq
pratigad						1:2	classfreq
pratigam						1:67	classfreq
pratigarj						1:7	classfreq
pratigrah						9:695	classfreq
pratigrāhay						10:9	classfreq
pratiguh						1:1	classfreq
pratigā						3:1	classfreq
pratigālay						10:2	classfreq
pratigṛ						9:9	classfreq
pratigṛdh						4:5	classfreq
pratihan						4:166	classfreq
pratihary						1:4	classfreq
pratiheṣ						1:2	classfreq
pratihu						3:1	classfreq
pratihā						3:1	classfreq
pratihāray						10:1	classfreq
pratihṛ						1:17	classfreq
pratijalp						1:4	classfreq
pratijap						1:2	classfreq
pratijval						1:2	classfreq
pratijñā						9:307	classfreq
pratijñāpay						10:1	classfreq
pratijāgṛ						2:1	classfreq
pratikhyā						2:3	classfreq
pratikram						1:12	classfreq
pratikrudh						4:2	classfreq
pratikruś						4:4	classfreq
pratikāmay						10:1	classfreq
pratikāray						10:4	classfreq
pratikāṅkṣ						1:7	classfreq
pratikūj						1:1	classfreq
pratikūlay						10:2	classfreq
pratikṛ						6:1|8:117	classfreq
pratikṛṣ						6:3	classfreq
pratikṣi						2:1	classfreq
pratikṣip						6:23	classfreq
pratikﾱp						1:3	classfreq
pratilabh						1:127	classfreq
pratilambay						10:1	classfreq
pratilaṅgh						1:1	classfreq
pratilehay						10:1	classfreq
pratilikh						6:3	classfreq
pratilobhay						10:2	classfreq
pratilokay						10:1	classfreq
pratilī						4:1	classfreq
pratilū						9:1	classfreq
pratiman						8:1	classfreq
pratimih						1:2	classfreq
pratimohay						10:2	classfreq
pratimokṣay						10:1	classfreq
pratimuc						6:53	classfreq
pratimud						1:1	classfreq
pratimā						3:5	classfreq
pratimānay						10:4	classfreq
pratimṛṣ						6:1	classfreq
pratinad						1:4	classfreq
pratinand						1:67	classfreq
pratinanday						10:3	classfreq
pratinard						1:1	classfreq
pratinibudh						4:1	classfreq
pratinidhā						3:2	classfreq
pratinihan						2:1	classfreq
pratinikṣip						6:1	classfreq
pratinirdiś						6:1	classfreq
pratinirji						1:1	classfreq
pratinirmā						3:1	classfreq
pratinirvap						1:2	classfreq
pratiniryā						2:3	classfreq
pratiniryātay						10:1	classfreq
pratinistṛ						1:1	classfreq
pratinisṛj						6:1	classfreq
pratinivartay						10:9	classfreq
pratiniviś						6:1	classfreq
pratinivāray						10:2	classfreq
pratinivṛt						1:45	classfreq
pratiniyam						1:11	classfreq
pratiniḥsṛj						6:1	classfreq
pratiniṣkram						6:3	classfreq
pratiniṣpū						9:1	classfreq
pratinud						6:9	classfreq
pratinyas						4:1	classfreq
pratināday						10:6	classfreq
pratinī						1:8	classfreq
pratinṛt						4:1	classfreq
pratipad						4:744	classfreq
pratiparī						2:1	classfreq
pratipat						1:1	classfreq
pratipaś						4:11	classfreq
pratiphal						1:5	classfreq
pratipiṣ						7:12	classfreq
pratipothay						10:1	classfreq
pratipracch						6:4	classfreq
pratipradhāv						1:1	classfreq
pratipradā						3:2	classfreq
pratiprahi						5:1	classfreq
pratiprakāś						1:1	classfreq
pratiprasrambh						1:34	classfreq
pratiprasū						2:1	classfreq
pratipravac						3:1	classfreq
pratipravartay						10:1	classfreq
pratipraviś						6:2	classfreq
pratiprayam						1:2	classfreq
pratiprayā						2:6	classfreq
pratipraśrambh						1:2	classfreq
pratipā						1:1	classfreq
pratipāday						10:210	classfreq
pratipālay						10:40	classfreq
pratipātay						10:1	classfreq
pratipī						4:1	classfreq
pratipīḍay						10:10	classfreq
pratipūjay						10:115	classfreq
pratipūray						10:8	classfreq
pratipṛ						9:21	classfreq
